Date,AKR,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.32287264334742083,-0.698558283128016,-0.0,-0.5093067170218506,-0.4666247040134281,0.0
2018-09-25,1.0,-0.3197186500030188,-0.7074503411217775,-0.0,-0.516180643603212,-0.4754271569160176,0.0
2018-09-26,1.0,-0.3219248429192847,-0.7098235862735621,-0.0,-0.5166143064282263,-0.47245045915901407,0.0
2018-09-27,1.0,-0.3217393932068173,-0.7107760183730207,-0.0,-0.5167412063338572,-0.4726217816995045,0.0
2018-09-28,1.0,-0.32085335267277065,-0.7115402048771644,-0.0,-0.516695373643973,-0.47269815368809115,0.0
2018-10-01,1.0,-0.321310179130805,-0.7217237918554789,-0.0,-0.5203308901797391,-0.4779051732003285,0.0
2018-10-02,1.0,-0.32185760773699096,-0.7203856330403576,-0.0,-0.5206654298835194,-0.4783613637054835,0.0
2018-10-03,1.0,-0.3213471534089182,-0.7156448524271255,-0.0,-0.5218395695917809,-0.4807744916258853,0.0
2018-10-04,1.0,-0.333741617417399,-0.7100468505986465,-0.0,-0.5399454940747771,-0.47836604709556907,0.0
2018-10-05,1.0,-0.318331503841932,-0.7020368337602148,-0.0,-0.5443041834370046,-0.48447981461153805,0.0
2018-10-08,1.0,-0.31517568966567205,-0.6984958285122709,-0.0,-0.5475610498751599,-0.4836185372389014,0.0
2018-10-09,1.0,-0.30551950058718097,-0.7114160331293652,-0.0,-0.5662896347116633,-0.507169787996786,0.0
2018-10-10,1.0,-0.3054722986126132,-0.7113370206717549,-0.0,-0.5663566418440813,-0.5067824367333066,0.0
2018-10-11,1.0,-0.24491571180034793,-0.6993820865078889,-0.0,-0.5443337932689423,-0.5109484672145899,0.0
2018-10-12,1.0,-0.242221428996371,-0.6953715271580702,-0.0,-0.5360223689690047,-0.5009518710214766,0.0
2018-10-15,1.0,-0.21363379611737074,-0.7245592650949847,-0.0,-0.5317953444124031,-0.5029283229776733,0.0
2018-10-16,1.0,-0.20885887672536885,-0.7332222751070918,-0.0,-0.5307889100428368,-0.5019038553069967,0.0
2018-10-17,1.0,-0.19556611243072053,-0.7077798305035043,-0.0,-0.525204539456321,-0.5039148412070027,0.0
2018-10-18,1.0,-0.19493886168372282,-0.706624050670029,-0.0,-0.5265812391871683,-0.50411987215201,0.0
2018-10-19,1.0,-0.17899455651617036,-0.696474834803365,-0.0,-0.5304631327686082,-0.5050213955113091,0.0
2018-10-22,1.0,-0.1790953366968999,-0.6854384788124471,-0.0,-0.5389775146548457,-0.5128466855259705,0.0
2018-10-23,1.0,-0.17665099161725617,-0.686683996845518,-0.0,-0.5423372374916027,-0.5151152262172503,0.0
2018-10-24,1.0,-0.1747819237389503,-0.6833736908130816,-0.0,-0.5427546167984363,-0.5164687691454911,0.0
2018-10-25,1.0,-0.14350842418235876,-0.6444287130114682,-0.0,-0.5530511114257398,-0.4906980036811553,0.0
2018-10-26,1.0,-0.13582605275725482,-0.6357839143748069,-0.0,-0.5529398544821192,-0.4846756749164255,0.0
2018-10-29,1.0,-0.11798585288114743,-0.6433584029971762,-0.0,-0.545335085413929,-0.4891939497301982,0.0
2018-10-30,1.0,-0.09479392015283904,-0.6492849717641109,-0.0,-0.5517096058213693,-0.513780799595426,0.0
2018-10-31,1.0,-0.09629256836101326,-0.6399653302018677,-0.0,-0.5492646647654198,-0.5104288989543142,0.0
2018-11-01,1.0,-0.05276804285266547,-0.6984357637404905,-0.0,-0.568282189360914,-0.5297888708436618,0.0
2018-11-02,1.0,-0.056850692575701786,-0.676996289267201,-0.0,-0.5734073591479477,-0.5253661161940911,0.0
2018-11-05,1.0,-0.05425302978819799,-0.6841375014157889,-0.0,-0.5738758636312153,-0.5193396760675049,0.0
2018-11-06,1.0,-0.05291050274896559,-0.6830471008331916,-0.0,-0.5758941223147991,-0.5221617638723572,0.0
2018-11-07,1.0,-0.05220223764339329,-0.6835292451494124,-0.0,-0.5747061322758816,-0.5219940518340179,0.0
2018-11-08,1.0,-0.033283712046737635,-0.6832570289020587,-0.0,-0.5674521809959834,-0.5247872370305873,0.0
2018-11-09,1.0,-0.032403113846499736,-0.683725374476576,-0.0,-0.5692887052806116,-0.5249135823286402,0.0
2018-11-12,1.0,-0.03157099275098659,-0.6719471577709983,-0.0,-0.5730359092054074,-0.5222928153600717,0.0
2018-11-13,1.0,-0.009405693357749292,-0.669441207480162,-0.0,-0.5759669274735031,-0.519726985183952,0.0
