Date,IWF,IWM,MTUM,PHR,SPY,VLUE,VXX
2020-04-21,-0.44265250281667473,-0.9267342668598101,-0.21252213101561243,1.0,-0.6371479156607114,-0.0,0.0
2020-04-22,-0.42772974703810435,-0.9439000960614793,-0.19353186039065,1.0,-0.6369196285622798,-0.0,0.0
2020-04-23,-0.4139023063881514,-0.9634048814817184,-0.18425514218994912,1.0,-0.6373116662934647,-0.0,0.0
2020-04-24,-0.41355561277033986,-0.982009526261586,-0.18193228630278063,1.0,-0.640802008238929,-0.0,0.0
2020-04-27,-0.4117155349794239,-0.9796167695473252,-0.18164866255144035,1.0,-0.6420717592592593,-0.0,0.0
2020-04-28,-0.40196238224076675,-1.0310004237702515,-0.18130847214525542,1.0,-0.6454672881963686,-0.0,0.0
2020-04-29,-0.40275151594183994,-1.0297972224033383,-0.18201082349872855,1.0,-0.6455304166394992,-0.0,0.0
2020-04-30,-0.4057654723127036,-0.9811726384364821,-0.20058631921824105,1.0,-0.6698045602605863,-0.0,0.0
2020-05-01,-0.40408482360988957,-0.9840059936805761,-0.19945275090393824,1.0,-0.6698589530603603,-0.0,0.0
2020-05-04,-0.4031823347946095,-0.967202467933106,-0.20198084104562428,1.0,-0.6749472316934567,-0.0,0.0
2020-05-05,-0.4029821654809473,-0.968131761036936,-0.1948802910697463,1.0,-0.6825520579540656,-0.0,0.0
2020-05-06,-0.4015972988766963,-0.9692227777417052,-0.19190312317381988,1.0,-0.6838516979416921,-0.0,0.0
2020-05-07,-0.40335043179014346,-0.9684436075579508,-0.19287708590351274,1.0,-0.6818713070579832,-0.0,0.0
2020-05-08,-0.4098777506112469,-0.9720945395273023,-0.18920945395273023,1.0,-0.68880195599022,-0.0,0.0
2020-05-11,-0.4135326104653056,-0.9594607795252514,-0.19247175279215917,1.0,-0.6906645827228028,-0.0,0.0
2020-05-12,-0.41245807691055325,-0.962163394223568,-0.1877828790986943,1.0,-0.6937253752727036,-0.0,0.0
2020-05-13,-0.4105379417879418,-0.9530600311850311,-0.18694776507276506,1.0,-0.6978950103950105,-0.0,0.0
2020-05-14,-0.4092176959003633,-0.9470355474831346,-0.1883108458744162,1.0,-0.6988518422418267,-0.0,0.0
2020-05-15,-0.40837764232914014,-0.9485151082868629,-0.1883672675398781,1.0,-0.6968616262482168,-0.0,0.0
2020-05-18,-0.40980258679373727,-0.9444714577457941,-0.18597037181107978,1.0,-0.7013517455995333,-0.0,0.0
2020-05-19,-0.4139291257113295,-0.9169037765131919,-0.20609156751163996,1.0,-0.6964239524055872,-0.0,0.0
2020-05-20,-0.4236568204662624,-0.9031808307123634,-0.21704873382834536,1.0,-0.6985506306539995,-0.0,0.0
2020-05-21,-0.4224165856818918,-0.8985746679624232,-0.2198250728862974,1.0,-0.698607061872368,-0.0,0.0
2020-05-22,-0.4219782355227361,-0.8998574944941055,-0.21877833916310405,1.0,-0.698147428423371,-0.0,0.0
2020-05-26,-0.4221214574898785,-0.8991740890688258,-0.21849392712550608,1.0,-0.699076923076923,-0.0,0.0
2020-05-27,-0.4301368086623873,-0.8830966737988717,-0.23620566686118133,1.0,-0.6924722816572652,-0.0,0.0
2020-05-28,-0.4521020434726019,-0.8532799687622024,-0.2529610829103215,1.0,-0.6955616295717819,-0.0,0.0
2020-05-29,-0.4604752746357206,-0.8365876715454574,-0.25973856635264203,1.0,-0.7029696515304626,-0.0,0.0
2020-06-01,-0.4602548642570805,-0.8383795587132941,-0.2573086073721605,1.0,-0.7031906919140892,-0.0,0.0
2020-06-02,-0.46084121291164004,-0.8393870231496577,-0.2578415389631562,1.0,-0.7024453863710467,-0.0,0.0
2020-06-03,-0.46067049308635527,-0.8381489694756066,-0.2626532741977563,1.0,-0.6996477954604748,-0.0,0.0
2020-06-04,-0.46062029155659917,-0.8385024296383263,-0.26217265107784626,1.0,-0.6999315135505332,-0.0,0.0
2020-06-05,-0.47816522195954825,-0.8320856317310218,-0.276267402153927,1.0,-0.6969070133963751,-0.0,0.0
2020-06-08,-0.48425157814720565,-0.8459860528142247,-0.26459992728955284,1.0,-0.7102158178272796,-0.0,0.0
2020-06-09,-0.49187704728187137,-0.8366806736591337,-0.2698937894980644,1.0,-0.7103530423849386,-0.0,0.0
2020-06-10,-0.48698305309587764,-0.8480748184260272,-0.2614001923523364,1.0,-0.7199283653367824,-0.0,0.0
2020-06-11,-0.4955643419609928,-0.8312124131973286,-0.2792304880885138,1.0,-0.7165498222414194,-0.0,0.0
2020-06-12,-0.49097258829731155,-0.8084804955192408,-0.29645492883500263,1.0,-0.6987677912493411,-0.0,0.0
2020-06-15,-0.491439316464883,-0.8139742024873816,-0.29267970837594426,1.0,-0.7007884406030416,-0.0,0.0
2020-06-16,-0.49026993094789706,-0.8187795288598144,-0.2965936498496713,1.0,-0.6982852611755378,-0.0,0.0
2020-06-17,-0.4888881550705016,-0.8131955222402009,-0.29917775649704453,1.0,-0.7008882871578114,-0.0,0.0
2020-06-18,-0.4870642656533951,-0.8188997191475302,-0.2964480422930778,1.0,-0.7017677184867008,-0.0,0.0
2020-06-19,-0.4868912619433332,-0.8189241908288425,-0.2976493536549079,1.0,-0.7026151353853274,-0.0,0.0
2020-06-22,-0.4870235064634509,-0.8189903130889014,-0.29712037557443716,1.0,-0.7029788078156511,-0.0,0.0
2020-06-23,-0.48814288076732265,-0.8193484372416074,-0.29746981974532827,1.0,-0.7024640317512816,-0.0,0.0
2020-06-24,-0.48559984110169485,-0.8192531779661016,-0.3022709216101695,1.0,-0.7032905190677966,-0.0,0.0
2020-06-25,-0.48167349095231804,-0.8151829348831067,-0.304946506406023,1.0,-0.7002707700435874,-0.0,0.0
2020-06-26,-0.48191299755759454,-0.8135850551191497,-0.30414548815103304,1.0,-0.7009043501221202,-0.0,0.0
2020-06-29,-0.4787493410648392,-0.8133895624670532,-0.3033737480231945,1.0,-0.6991960991038482,-0.0,0.0
2020-06-30,-0.4875041213320145,-0.7952522255192878,-0.31279261457303,1.0,-0.7015166501813386,-0.0,0.0
2020-07-01,-0.48874736008447733,-0.7951755543822598,-0.31490892291446676,1.0,-0.7010625659978881,-0.0,0.0
2020-07-02,-0.4801250411319513,-0.803224744981902,-0.30845672918723266,1.0,-0.6987166831194472,-0.0,0.0
2020-07-06,-0.4805618755564349,-0.8019916246249217,-0.3131862696606984,1.0,-0.7016519932733208,-0.0,0.0
2020-07-07,-0.471344913804448,-0.8104026845637583,-0.30951440979076195,1.0,-0.6986445584945388,-0.0,0.0
2020-07-08,-0.4727536136445952,-0.807085706759738,-0.3162227124559613,1.0,-0.6965526324454249,-0.0,0.0
2020-07-09,-0.4675861612753853,-0.8098498379308064,-0.3188132565985315,1.0,-0.7112853079314678,-0.0,0.0
2020-07-10,-0.4662366723706727,-0.7937672765565356,-0.3252928787679347,1.0,-0.7055087534553114,-0.0,0.0
2020-07-13,-0.462597128934545,-0.795699986829975,-0.3259251942578691,1.0,-0.7082839457394969,-0.0,0.0
2020-07-14,-0.45815267376166074,-0.7880370516357904,-0.3179279989488898,1.0,-0.720601760609644,-0.0,0.0
2020-07-15,-0.46219067337079756,-0.782312925170068,-0.32130533372769393,1.0,-0.7205626211837393,-0.0,0.0
2020-07-16,-0.4628175216062567,-0.7831159015477637,-0.3184581512273668,1.0,-0.7217639906674115,-0.0,0.0
2020-07-17,-0.4644442252687642,-0.7831147055922675,-0.31906499654798304,1.0,-0.7210112765887497,-0.0,0.0
2020-07-20,-0.4778141209898569,-0.7792975848283609,-0.32431360888095945,1.0,-0.7225030561337431,-0.0,0.0
2020-07-21,-0.4728431340178955,-0.7828441245418828,-0.32165615610658044,1.0,-0.7244032092977186,-0.0,0.0
2020-07-22,-0.4855412916887242,-0.7722670725251456,-0.3302673372154579,1.0,-0.7205201164637374,-0.0,0.0
2020-07-23,-0.48831891838154884,-0.7734367233323393,-0.33217350962653674,1.0,-0.719886005898532,-0.0,0.0
2020-07-24,-0.48956783387891417,-0.7786264590153094,-0.3232152894884767,1.0,-0.7151406937142479,-0.0,0.0
2020-07-27,-0.4883751694943281,-0.7803684227932665,-0.3259913351192248,1.0,-0.7124714753447763,-0.0,0.0
2020-07-28,-0.49214226633581465,-0.776708023159636,-0.3236724565756824,1.0,-0.7159966914805623,-0.0,0.0
2020-07-29,-0.4885602033741622,-0.7751659018125392,-0.3258608735844696,1.0,-0.7119416289742151,-0.0,0.0
2020-07-30,-0.4857039330654193,-0.7707358851044205,-0.3262402002766981,1.0,-0.711344620857764,-0.0,0.0
2020-07-31,-0.4918664383561644,-0.7667610642781876,-0.32702186512118014,1.0,-0.7072905690200211,-0.0,0.0
2020-08-03,-0.5018970010887136,-0.7597241925373628,-0.32460162977137014,1.0,-0.7129095048002376,-0.0,0.0
2020-08-04,-0.5020292341703237,-0.7594285148645528,-0.3250074240274524,1.0,-0.7131355792391196,-0.0,0.0
2020-08-05,-0.5026895026895026,-0.7589677589677589,-0.3252153252153252,1.0,-0.7131307131307131,-0.0,0.0
2020-08-06,-0.5094952440924005,-0.7427169986411692,-0.33861399264242864,1.0,-0.7233950883239982,-0.0,0.0
2020-08-07,-0.5177073625349488,-0.7422447077619492,-0.34289708427639465,1.0,-0.725635734256424,-0.0,0.0
2020-08-10,-0.5213257537980784,-0.7362454705628136,-0.3462983278481433,1.0,-0.7205212592666467,-0.0,0.0
2020-08-11,-0.5193342635040861,-0.7431399906982925,-0.34054215666733106,1.0,-0.7190219918942262,-0.0,0.0
2020-08-12,-0.5143112997910517,-0.7475042287154655,-0.33796557328115157,1.0,-0.7168584789890883,-0.0,0.0
2020-08-13,-0.5052510288065843,-0.7505514403292181,-0.32408230452674897,1.0,-0.7122962962962962,-0.0,0.0
2020-08-14,-0.5096429631094848,-0.749184056967659,-0.3283882240464181,1.0,-0.7095242804865988,-0.0,0.0
2020-08-17,-0.5135402579410892,-0.7532077712174687,-0.32678035425668767,1.0,-0.7049840023749052,-0.0,0.0
2020-08-18,-0.5132463424278371,-0.7538552787663108,-0.3228878344536707,1.0,-0.7051206010280743,-0.0,0.0
2020-08-19,-0.5167159277504105,-0.7596387520525452,-0.3109031198686371,1.0,-0.6967816091954023,-0.0,0.0
2020-08-20,-0.5085581759979094,-0.7569739334944796,-0.30600378911609066,1.0,-0.6949434899065786,-0.0,0.0
2020-08-21,-0.4725011956001913,-0.794293001753547,-0.23959827833572453,1.0,-0.6818428184281843,-0.0,0.0
2020-08-24,-0.45734108381773864,-0.7589849365585349,-0.2665166572910807,1.0,-0.6423838989936872,-0.0,0.0
2020-08-25,-0.45875868979770773,-0.7591908310891212,-0.27935742468841984,1.0,-0.6341516878562033,-0.0,0.0
2020-08-26,-0.4625532714966156,-0.7587741288543494,-0.27804587615943843,1.0,-0.6342128352970668,-0.0,0.0
2020-08-27,-0.46080945827599146,-0.757318904041036,-0.28040160140122605,1.0,-0.6292068059552107,-0.0,0.0
2020-08-28,-0.4612280646876662,-0.7562638806343647,-0.28083455847852606,1.0,-0.6297037755325472,-0.0,0.0
2020-08-31,-0.46124964800851037,-0.7557961265292075,-0.2819373611589124,1.0,-0.6297988173085949,-0.0,0.0
2020-09-01,-0.46111979981232404,-0.7568658116984673,-0.2818892711917423,1.0,-0.6280575539568346,-0.0,0.0
2020-09-02,-0.4593141392353622,-0.7558223139204101,-0.28194066710431714,1.0,-0.6289974678795835,-0.0,0.0
2020-09-03,-0.46303830746119173,-0.7530671006509764,-0.2803580370555834,1.0,-0.6332310966449675,-0.0,0.0
2020-09-04,-0.4322196739602058,-0.7700985557552842,-0.2494266410463026,1.0,-0.6475237091675448,-0.0,0.0
2020-09-08,-0.43626220362622037,-0.7610723694405703,-0.2571207190454053,1.0,-0.6448783511545018,-0.0,0.0
2020-09-09,-0.4251295656465942,-0.7695273938795657,-0.2428738894373149,1.0,-0.6473654985192497,-0.0,0.0
2020-09-10,-0.4127480752124168,-0.7689641422042269,-0.23309100947823685,1.0,-0.6525873439465046,-0.0,0.0
2020-09-11,-0.41593681816784983,-0.7675240465873822,-0.23431978119910268,1.0,-0.6552656648535694,-0.0,0.0
2020-09-14,-0.4178916679453737,-0.765352155899954,-0.23378855301519105,1.0,-0.6518643547644621,-0.0,0.0
2020-09-15,-0.4158299969202341,-0.7755774561133354,-0.24148444718201414,1.0,-0.6469048352325223,-0.0,0.0
2020-09-16,-0.41260480973002855,-0.7790165545624865,-0.24048650142817654,1.0,-0.6392395343837342,-0.0,0.0
2020-09-17,-0.41515868383053245,-0.7761221542904544,-0.24215797720360072,1.0,-0.6388521920796338,-0.0,0.0
2020-09-18,-0.411786338144709,-0.7779412215378015,-0.23943489319971809,1.0,-0.6354080475621342,-0.0,0.0
2020-09-21,-0.4043097930445914,-0.7772562406656711,-0.24158005425340606,1.0,-0.6247980736992899,-0.0,0.0
2020-09-22,-0.4024836760847013,-0.7820833587599927,-0.24077012265820466,1.0,-0.6258619637517545,-0.0,0.0
2020-09-23,-0.4086754501268609,-0.7802402714517166,-0.23972121175068017,1.0,-0.6282211964662368,-0.0,0.0
2020-09-24,-0.40302144249512667,-0.7778691520467836,-0.2347404970760234,1.0,-0.630147417153996,-0.0,0.0
2020-09-25,-0.40289545870161536,-0.7754647973178909,-0.23965254495580618,1.0,-0.6298079853703139,-0.0,0.0
2020-09-28,-0.40289828599263255,-0.7747435077784881,-0.23764727372362776,1.0,-0.6290985478125857,-0.0,0.0
2020-09-29,-0.40385785566508453,-0.7715102835584764,-0.237160764269198,1.0,-0.6299744432274552,-0.0,0.0
2020-09-30,-0.4073531208012703,-0.7694515695614998,-0.24896176865762798,1.0,-0.6278856724074753,-0.0,0.0
2020-10-01,-0.4087475149105368,-0.7654687261049089,-0.2523015751643982,1.0,-0.6320538308609879,-0.0,0.0
2020-10-02,-0.40636009926166483,-0.7586164639563739,-0.25094206672589686,1.0,-0.6476823626727123,-0.0,0.0
2020-10-05,-0.40436472712803406,-0.7608888616816136,-0.24838541826084296,1.0,-0.6471488476018488,-0.0,0.0
2020-10-06,-0.40603503622856096,-0.754257238069033,-0.24274664465437648,1.0,-0.6542541808065059,-0.0,0.0
2020-10-07,-0.4003298414928382,-0.7650184772317747,-0.23766912011727698,1.0,-0.6510399169288092,-0.0,0.0
2020-10-08,-0.3986402024451965,-0.7638342632397328,-0.23375712674166896,1.0,-0.6526418488368547,-0.0,0.0
2020-10-09,-0.3996342021033379,-0.7633287608596251,-0.23389727175735409,1.0,-0.6514555707971346,-0.0,0.0
2020-10-12,-0.39739761092150166,-0.7661811311555339,-0.2321123842028279,1.0,-0.6515724037055095,-0.0,0.0
2020-10-13,-0.3969600243198054,-0.7668642650858792,-0.22836297309621523,1.0,-0.6477884176926584,-0.0,0.0
2020-10-14,-0.39975646879756466,-0.7666362252663622,-0.23391171993911722,1.0,-0.6438051750380518,-0.0,0.0
2020-10-15,-0.3919315329482565,-0.768681767320894,-0.23225572322859644,1.0,-0.6312637977439743,-0.0,0.0
2020-10-16,-0.38894606211029725,-0.7774986379320782,-0.22801017010714933,1.0,-0.6323627338216599,-0.0,0.0
2020-10-19,-0.39396878314896194,-0.7788452795878162,-0.22406425215941805,1.0,-0.6338839218063342,-0.0,0.0
2020-10-20,-0.39223342110838705,-0.7808650382880837,-0.22092073004630888,1.0,-0.6326765337933956,-0.0,0.0
2020-10-21,-0.3924567076672006,-0.7838858835262473,-0.2163256671401372,1.0,-0.6294841185892592,-0.0,0.0
2020-10-22,-0.4158755681993877,-0.7729367018151457,-0.22366183246235197,1.0,-0.6797674634342434,-0.0,0.0
2020-10-23,-0.41223428942727186,-0.7780562517404623,-0.2233670596243696,1.0,-0.6805284816980723,-0.0,0.0
2020-10-26,-0.4099919718396839,-0.7770024084480949,-0.22429444821836597,1.0,-0.6764960167973817,-0.0,0.0
2020-10-27,-0.4071047519195781,-0.7755712479570754,-0.22698818958339753,1.0,-0.6739646612599833,-0.0,0.0
2020-10-28,-0.4247976271395909,-0.7720447383056294,-0.22091083235494036,1.0,-0.6719087931780263,-0.0,0.0
