Date,CLW,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-12-20,1.0,-0.5652072296665628,-2.1981146774696168,-0.0,-2.0513399813025863,-1.9759270800872548,0.0
2018-12-21,1.0,-0.5451602959309495,-2.184879778051788,-0.0,-2.037222564734895,-1.9391954377311964,0.0
2018-12-24,1.0,-0.5016709706820598,-2.136791736290445,-0.0,-2.0115448883487774,-1.9452377335561295,0.0
2018-12-26,1.0,-0.4823160722280257,-2.126100582002686,-0.0,-1.953365169377705,-1.8997910759588121,0.0
2018-12-27,1.0,-0.35114772567244046,-2.0199971834952826,-0.0,-1.8008027038445287,-1.8693141811012532,0.0
2018-12-28,1.0,-0.3506365618625589,-2.0191320250404448,-0.0,-1.7979883238376593,-1.8660758247168883,0.0
2018-12-31,1.0,-0.3515509601181684,-2.0181472884574805,-0.0,-1.7979883238376593,-1.8661461630442429,0.0
2019-01-02,1.0,-0.34378735672596866,-2.0196188734969414,-0.0,-1.797060684902609,-1.8713873848533857,0.0
2019-01-03,1.0,-0.34122121276146206,-2.0238749207690683,-0.0,-1.797873089654201,-1.8797802662159304,0.0
2019-01-04,1.0,-0.27516966347162947,-2.045336878192122,-0.0,-1.7787028615406144,-1.8972224165675506,0.0
2019-01-07,1.0,-0.22349918875067604,-1.9690373174689022,-0.0,-1.7336398053001623,-1.8341671173607355,0.0
2019-01-08,1.0,-0.22557403541849036,-1.945188876169955,-0.0,-1.737391421453101,-1.8253989630327923,0.0
2019-01-09,1.0,-0.22055861420706324,-1.9284946958506781,-0.0,-1.7348596750369278,-1.830200080569357,0.0
2019-01-10,1.0,-0.22022607993540574,-1.9345983044004844,-0.0,-1.738191360516754,-1.8354864755752924,0.0
2019-01-11,1.0,-0.22643290627107215,-1.9158462575859745,-0.0,-1.7457855697909646,-1.8550236008091707,0.0
2019-01-14,1.0,-0.24571003918389406,-1.9176462640183756,-0.0,-1.7502364545331712,-1.8422510471557896,0.0
2019-01-15,1.0,-0.2366664419122109,-1.901759827388578,-0.0,-1.7428359517227427,-1.8613040253523028,0.0
2019-01-16,1.0,-0.21868265086206895,-1.9036907327586208,-0.0,-1.7354525862068966,-1.877087823275862,0.0
2019-01-17,1.0,-0.22190803204739787,-1.8985390156870667,-0.0,-1.735541641419242,-1.8766579142260822,0.0
2019-01-18,1.0,-0.24531377343113284,-1.8872588970388482,-0.0,-1.7456533550665578,-1.9133387666395,0.0
2019-01-22,1.0,-0.0,-2.0304011259676282,-0.0,-1.9508092892329345,-2.056087262491203,0.0
2019-01-23,1.0,-0.0,-1.5713345695998087,-0.0,-1.576419213973799,-1.8341807740623317,0.0
2019-01-24,1.0,-0.0,-1.5600071650346312,-0.0,-1.5838906138046336,-1.8269644136613326,0.0
2019-01-25,1.0,-0.0,-1.5083703658610823,-0.0,-1.652949412552505,-1.926219029646314,0.0
2019-01-28,1.0,-0.0,-1.4865604475796643,-0.0,-1.6729506202870348,-1.9217343711992216,0.0
2019-01-29,1.0,-0.0,-1.47967529296875,-0.0,-1.6819458007812498,-1.9418945312499998,0.0
2019-01-30,1.0,-0.0,-1.4784493284493285,-0.0,-1.6816239316239314,-1.9449328449328447,0.0
2019-01-31,1.0,-0.0,-1.4988977342314758,-0.0,-1.65529699938763,-1.9695652173913045,0.0
2019-02-01,1.0,-0.0,-1.4997238416692236,-0.0,-1.6630868364528997,-1.9740411169070267,0.0
2019-02-04,1.0,-0.0,-1.5027573529411764,-0.0,-1.6577205882352941,-1.9669730392156863,0.0
2019-02-05,1.0,-0.0,-1.4886426592797781,-0.0,-1.6651892890120035,-2.001908279470606,0.0
2019-02-06,1.0,-0.0,-1.4750983767830792,-0.0,-1.6644736842105263,-2.008915395966552,0.0
2019-02-07,1.0,-0.0,-1.4744220363994098,-0.0,-1.6644121987211018,-2.00971470732907,0.0
2019-02-08,1.0,-0.0,-1.4806909315237509,-0.0,-1.6825416409623688,-2.0058605798889575,0.0
2019-02-11,1.0,-0.0,-1.4732153903253744,-0.0,-1.6930595076085613,-2.0195471978225905,0.0
2019-02-12,1.0,-0.0,-1.4846530662863522,-0.0,-1.7018664351708315,-2.0142617969864203,0.0
2019-02-13,1.0,-0.0,-1.5004644250417982,-0.0,-1.6923029289739302,-1.999566536627655,0.0
2019-02-14,1.0,-0.0,-1.4874596473801838,-0.0,-1.7126893469083686,-2.007884281102558,0.0
2019-02-15,1.0,-0.0,-1.5014321295143214,-0.0,-1.7151307596513075,-2.010087173100872,0.0
2019-02-19,1.0,-0.0,-1.4803854522847373,-0.0,-1.7281317998134909,-2.0085172520982284,0.0
2019-02-20,1.0,-0.0,-1.4655802713922794,-0.0,-1.7266869074911702,-2.003841625875209,0.0
2019-02-21,1.0,-0.0,-1.4699243457770061,-0.0,-1.7270246806399605,-2.0042167927570382,0.0
2019-02-22,1.0,-0.0,-1.4526003339311113,-0.0,-1.7313091336342836,-2.0000618390946756,0.0
2019-02-25,1.0,-0.0,-1.453935098843715,-0.0,-1.7497202536367027,-2.012930498570185,0.0
2019-02-26,1.0,-0.0,-1.4607147304196237,-0.0,-1.753019549246669,-2.0120781969866766,0.0
2019-02-27,1.0,-0.0,-1.4820522458184553,-0.0,-1.765770845079246,-2.016663534423354,0.0
2019-02-28,1.0,-0.0,-1.480248696853608,-0.0,-1.7690133768762166,-2.0310243044652387,0.0
2019-03-01,1.0,-0.0,-1.4857665846115005,-0.0,-1.7757369185129082,-2.0504323676071454,0.0
2019-03-04,1.0,-0.0,-1.4777714538670714,-0.0,-1.7785998861696073,-2.0675393663441475,0.0
2019-03-05,1.0,-0.0,-1.469286846275753,-0.0,-1.8005071315372425,-2.069350237717908,0.0
2019-03-06,1.0,-0.0,-1.4661639842858956,-0.0,-1.8023697883664935,-2.0677987580788244,0.0
2019-03-07,1.0,-0.0,-1.4303397751673612,-0.0,-1.822407477579891,-2.0627763041556144,0.0
2019-03-08,1.0,-0.0,-1.4322292993630574,-0.0,-1.8610828025477708,-2.0760509554140127,0.0
2019-03-11,1.0,-0.0,-1.4379777734952142,-0.0,-1.871523093723903,-2.114344446585726,0.0
2019-03-12,1.0,-0.0,-1.4159932221063607,-0.0,-1.920424921793535,-2.1807872784150155,0.0
2019-03-13,1.0,-0.02198451240320252,-1.4380496128100801,-0.0,-1.9247932799579999,-2.177647985299908,0.0
2019-03-14,1.0,-0.03859402460456943,-1.5626713532513181,-0.0,-2.0929349736379614,-2.335676625659051,0.0
2019-03-15,1.0,-0.05283232094928662,-1.5556575787540612,-0.0,-2.103192541319395,-2.351462070913971,0.0
2019-03-18,1.0,-0.08795232624928204,-1.5947731188971856,-0.0,-2.1254307869040785,-2.3716255025847217,0.0
2019-03-19,1.0,-0.0830753725433734,-1.6015405658339932,-0.0,-2.128212511698222,-2.3860773162479303,0.0
2019-03-20,1.0,-0.088317455769644,-1.6011747009526536,-0.0,-2.099992837189313,-2.373325693001934,0.0
2019-03-21,1.0,-0.09833249838975167,-1.5967938166463895,-0.0,-2.104272525585057,-2.3572604308308884,0.0
2019-03-22,1.0,-0.1165132336018412,-1.589614499424626,-0.0,-2.139312428078251,-2.346734752589183,0.0
2019-03-25,1.0,-0.09894543138226343,-1.4737065609738835,-0.0,-2.1602378087621203,-2.344751928657371,0.0
2019-03-26,1.0,-0.09524491549699227,-1.486608421655686,-0.0,-2.184187911773131,-2.395230592953309,0.0
2019-03-27,1.0,-0.09852005433616931,-1.4700078644455565,-0.0,-2.186816329448774,-2.3941517123042826,0.0
2019-03-28,1.0,-0.0950882962751126,-1.4656466719096304,-0.0,-2.183098591549296,-2.4056624008007437,0.0
2019-03-29,1.0,-0.08684154099063683,-1.4587234650846972,-0.014080480308769922,-2.1796869416053175,-2.408048030876992,0.0
2019-04-01,1.0,-0.08403722261989979,-1.4719398711524698,-0.015962777380100216,-2.182319255547602,-2.403937007874016,0.0
2019-04-02,1.0,-0.09692164845368188,-1.4681808442254125,-0.04892507678022999,-2.162916934504678,-2.3653310477823015,0.0
2019-04-03,1.0,-0.10801543077582512,-1.4644949278468353,-0.04372053150450064,-2.170738676953851,-2.356908129732819,0.0
2019-04-04,1.0,-0.11752090928586748,-1.460862105940382,-0.03452712845807421,-2.1734934591464725,-2.362141682750733,0.0
2019-04-05,1.0,-0.0,-0.9247393570807994,-0.0,-1.476976542137272,-2.0283449174630754,0.0
2019-04-08,1.0,-0.0,-0.8788406715235983,-0.0,-1.399746594868546,-2.0006863055643542,0.0
2019-04-09,1.0,-0.0,-0.8726327515781656,-0.0,-1.4370590419606384,-1.995119622301204,0.0
2019-04-10,1.0,-0.0,-0.860707852071633,-0.0,-1.4427784253470384,-1.9947546889901453,0.0
2019-04-11,1.0,-0.0,-0.8353846153846154,-0.0,-1.4821220159151194,-1.9875862068965517,0.0
2019-04-12,1.0,-0.0,-0.8318217979315832,-0.0,-1.4826836382922302,-1.9891275523733758,0.0
2019-04-15,1.0,-0.0,-0.8407395566922421,-0.0,-1.475916453537937,-2.011615515771526,0.0
2019-04-16,1.0,-0.0,-0.8479301904863255,-0.0,-1.4737150154304566,-1.9992550814089605,0.0
2019-04-17,1.0,-0.0,-0.8402726014268981,-0.0,-1.4886061122351189,-1.9953679054413802,0.0
2019-04-18,1.0,-0.0,-0.8330636320927077,-0.0,-1.3921804040298587,-1.9947277757477686,0.0
2019-04-22,1.0,-0.0,-0.8361635220125786,-0.0,-1.404035639412998,-2.0008909853249475,0.0
2019-04-23,1.0,-0.0,-0.8266945825700078,-0.0,-1.4026694582570007,-2.004867835645119,0.0
2019-04-24,1.0,-0.0,-0.8208035107883601,-0.0,-1.3952771537537223,-2.008359019904916,0.0
2019-04-25,1.0,-0.0,-0.8253453327752197,-0.0,-1.4103704478861447,-1.9966513185433235,0.0
2019-04-26,1.0,-0.0,-0.8062234794908063,-0.0,-1.4375294672324375,-1.994866153281995,0.0
2019-04-29,1.0,-0.0,-0.8020418848167539,-0.0,-1.43565445026178,-1.9979057591623035,0.0
2019-04-30,1.0,-0.0,-0.8077586657604434,-0.0,-1.4353008835677314,-1.9851518795420087,0.0
2019-05-01,1.0,-0.0,-0.8060685325660476,-0.0,-1.450588543029035,-1.9748365158252683,0.0
2019-05-02,1.0,-0.0,-0.7883105402735168,-0.0,-1.4470386355363736,-1.9645364255628932,0.0
2019-05-03,1.0,-0.0,-0.7470100204719319,-0.0,-1.5858204934813058,-2.0545199870703588,0.0
2019-05-06,1.0,-0.0,-0.7075334731408291,-0.0,-1.6065494434586223,-2.063128461579825,0.0
2019-05-07,1.0,-0.0,-0.7675547465386948,-0.0,-1.657675547465387,-2.0907385956202766,0.0
2019-05-08,1.0,-0.0,-0.7885983149141044,-0.0,-1.632290184921764,-2.0502243133822082,0.0
2019-05-09,1.0,-0.0,-0.7877158683610297,-0.0,-1.6294667101118714,-2.0134680134680134,0.0
2019-05-10,1.0,-0.0,-0.7906585656938265,-0.0,-1.6266681132689595,-2.0074861668655744,0.0
2019-05-13,1.0,-0.0,-0.7921817393190197,-0.0,-1.620472782476686,-2.0091628713944916,0.0
2019-05-14,1.0,-0.0,-0.7105910013893341,-0.0,-1.6406433686010475,-1.9923586619643048,0.0
2019-05-15,1.0,-0.0,-0.7222133119486768,-0.0,-1.6550654905105588,-1.9688318631381982,0.0
2019-05-16,1.0,-0.0,-0.7271803103263778,-0.0,-1.6508293204922417,-1.9724986623863026,0.0
2019-05-17,1.0,-0.0,-0.7112955032119914,-0.0,-1.6379550321199146,-2.004122055674518,0.0
2019-05-20,1.0,-0.0,-0.697694324078532,-0.0,-1.6431284438024927,-2.00877333761301,0.0
2019-05-21,1.0,-0.0,-0.6877634879129089,-0.0,-1.6425102726933134,-2.006190298308341,0.0
2019-05-22,1.0,-0.0,-0.6675276752767527,-0.0,-1.61702688455456,-1.986874011597259,0.0
2019-05-23,1.0,-0.0,-0.6590669755686605,-0.0,-1.6374262847514742,-1.9688289806234203,0.0
2019-05-24,1.0,-0.0,-0.6128896598854019,-0.0,-1.6515796667192346,-1.9923250801661145,0.0
2019-05-28,1.0,-0.0,-0.6087817073805928,-0.0,-1.632585030470337,-1.9672378769727592,0.0
2019-05-29,1.0,-0.0,-0.6227541800810052,-0.0,-1.6311662685637138,-1.9386748364316129,0.0
2019-05-30,1.0,-0.0,-0.6233381803074366,-0.0,-1.633257166597424,-1.9365911923556294,0.0
2019-05-31,1.0,-0.0,-0.6271036775399959,-0.0,-1.6282464159567838,-1.9389154373571578,0.0
2019-06-03,1.0,-0.0,-0.6324896694214877,-0.0,-1.6245867768595044,-1.9081611570247936,0.0
2019-06-04,1.0,-0.0,-0.6321987500645627,-0.0,-1.6274469293941427,-1.905325138164351,0.0
2019-06-05,1.0,-0.0,-0.6330682639677786,-0.0,-1.626768563461737,-1.9038004750593824,0.0
2019-06-06,1.0,-0.0,-0.6332920664396987,-0.0,-1.6076550087692147,-1.9174146291137932,0.0
2019-06-07,1.0,-0.0,-0.6499536225909511,-0.0,-1.595846645367412,-1.9072451819025042,0.0
2019-06-10,1.0,-0.0,-0.6557680444170265,-0.0,-1.574799506477483,-1.9102920008225375,0.0
2019-06-11,1.0,-0.0,-0.6630070614916757,-0.0,-1.578629967527447,-1.9127364568836658,0.0
2019-06-12,1.0,-0.0,-0.6689338898335652,-0.0,-1.5748956562065235,-1.9089503787293247,0.0
2019-06-13,1.0,-0.0,-0.7232671723994596,-0.0,-1.6025667671204407,-1.8700509196716202,0.0
2019-06-14,1.0,-0.0,-0.7116353998856728,-0.0,-1.6300992568726291,-1.8549602452839995,0.0
2019-06-17,1.0,-0.0,-0.7181581685744017,-0.0,-1.6246097814776275,-1.860197710718002,0.0
2019-06-18,1.0,-0.0,-0.7207450959987513,-0.0,-1.6238618034236951,-1.8585254175555441,0.0
2019-06-19,1.0,-0.0,-0.6945552504792001,-0.0,-1.6307309744599285,-1.855255659742009,0.0
2019-06-20,1.0,-0.0,-0.6967026130236417,-0.0,-1.631739941932808,-1.8561281625881376,0.0
2019-06-21,1.0,-0.0,-0.7145979703356752,-0.0,-1.6194119177725737,-1.8702576112412181,0.0
2019-06-24,1.0,-0.0,-0.7235180040882646,-0.0,-1.6250327585303213,-1.8928665024372349,0.0
2019-06-25,1.0,-0.0,-0.7154458765587342,-0.0,-1.6260085926857382,-1.897988054071047,0.0
2019-06-26,1.0,-0.0,-0.7086676105081013,-0.0,-1.5873839861569923,-1.9475119291070213,0.0
2019-06-27,1.0,-0.0,-0.6931211391477332,-0.0,-1.5940215684221546,-1.9479112134854988,0.0
2019-06-28,1.0,-0.0,-0.6732932252157992,-0.0,-1.608998168977243,-1.9492021972273084,0.0
2019-07-01,1.0,-0.0,-0.6805133577789418,-0.0,-1.6036144578313254,-1.9542168674698797,0.0
2019-07-02,1.0,-0.0,-0.6805824734167932,-0.0,-1.6030590330522234,-1.9544287884343408,0.0
2019-07-03,1.0,-0.0,-0.6767449172081323,-0.0,-1.6087298260322782,-1.9545168727730036,0.0
2019-07-05,1.0,-0.0,-0.6689897296164327,-0.0,-1.6139174177321316,-1.9571368685810102,0.0
2019-07-08,1.0,-0.0,-0.6741820469798657,-0.0,-1.609165268456376,-1.9599412751677854,0.0
2019-07-09,1.0,-0.0,-0.6655156176424424,-0.0,-1.6018939988489511,-1.9645790823000053,0.0
2019-07-10,1.0,-0.0,-0.6359271959905038,-0.0,-1.6395673964653126,-2.0002110261144814,0.0
2019-07-11,1.0,-0.0,-0.6253869969040248,-0.0,-1.646901401059978,-1.9751272498294592,0.0
2019-07-12,1.0,-0.0,-0.6325288562434418,-0.0,-1.6552990556138512,-1.9587618048268627,0.0
2019-07-15,1.0,-0.0,-0.6509468604102188,-0.0,-1.6589204217594293,-1.9359492210040392,0.0
2019-07-16,1.0,-0.0,-0.676995061086561,-0.0,-1.6631141148947233,-1.8586950870808423,0.0
2019-07-17,1.0,-0.0,-0.6993620001037398,-0.0,-1.6466103013641789,-1.8410705949478707,0.0
2019-07-18,1.0,-0.0,-0.6977190254017626,-0.0,-1.6460342146189737,-1.8402799377916021,0.0
2019-07-19,1.0,-0.0,-0.6665676665676665,-0.0,-1.5257895257895258,-1.7576972576972578,0.0
2019-07-22,1.0,-0.0,-0.6756823575949367,-0.0,-1.5064774525316456,-1.7624109968354431,0.0
2019-07-23,1.0,-0.0,-0.6868996930389147,-0.0,-1.5021289236558075,-1.7619566293692444,0.0
2019-07-24,1.0,-0.0,-0.689505165851006,-0.0,-1.5021998121508724,-1.751693113846458,0.0
2019-07-25,1.0,-0.0,-0.6953229398663697,-0.0,-1.4971541697599604,-1.7567928730512248,0.0
2019-07-26,1.0,-0.0,-0.6984882693629134,-0.0,-1.4753607539020321,-1.7343673309119465,0.0
2019-07-29,1.0,-0.0,-0.686585485613277,-0.0,-1.4770696258469997,-1.7464892467838553,0.0
2019-07-30,1.0,-0.0,-0.6904528523818859,-0.0,-1.4661831013526758,-1.7443638502254462,0.0
2019-07-31,1.0,-0.0,-0.7620551799022753,-0.0,-1.4541236858990176,-1.7194610335126599,0.0
2019-08-01,1.0,-0.0,-0.7966276668960771,-0.0,-1.4274407629534953,-1.6918690394258187,0.0
2019-08-02,1.0,-0.0,-0.833683132838495,-0.0,-1.5063219861786539,-1.7790120296902996,0.0
2019-08-05,1.0,-0.0,-0.8483152484294689,-0.0,-1.9162764134780126,-1.9463735008566534,0.0
2019-08-06,1.0,-0.0,-0.842303370786517,-0.0,-1.8387640449438203,-1.9369662921348314,0.0
2019-08-07,1.0,-0.0,-0.8599151343705799,-0.0,-1.8214992927864218,-1.9763507779349365,0.0
2019-08-08,1.0,-0.0,-0.8167432081004813,-0.0,-1.7456980025452333,-1.9706744868035189,0.0
2019-08-09,1.0,-0.0,-0.7737335626699217,-0.0,-1.7384453198690561,-2.03628696665372,0.0
2019-08-12,1.0,-0.0,-0.7685986394557823,-0.0,-1.7101496598639456,-1.9634285714285713,0.0
2019-08-13,1.0,-0.0,-0.747605051164816,-0.0,-1.7172871761376007,-1.978227737861964,0.0
2019-08-14,1.0,-0.0,-0.7626457034426674,-0.0,-1.6903767958796423,-1.968555164001084,0.0
2019-08-15,1.0,-0.0,-0.7951820014857264,-0.0,-1.6491032579857796,-1.861880505146981,0.0
2019-08-16,1.0,-0.0,-0.796971307120085,-0.0,-1.6429330499468648,-1.873645058448459,0.0
2019-08-19,1.0,-0.0,-0.7624464314057456,-0.0,-1.6650970848103275,-1.8631289349769853,0.0
2019-08-20,1.0,-0.0,-0.7693890471668249,-0.0,-1.6605465864725126,-1.8460483275298092,0.0
2019-08-21,1.0,-0.0,-0.7762410601598654,-0.0,-1.6597602019352125,-1.822780816154817,0.0
2019-08-22,1.0,-0.0,-0.7800452322095408,-0.0,-1.6677536422447798,-1.811812970073108,0.0
2019-08-23,1.0,-0.0,-0.7790110468174646,-0.0,-1.6684376643871648,-1.8129405576012625,0.0
2019-08-26,1.0,-0.0,-0.7484468834127149,-0.0,-1.642990267136053,-1.7856181404017395,0.0
2019-08-27,1.0,-0.0,-0.7451152693063166,-0.0,-1.6395637341052416,-1.7843481856714567,0.0
2019-08-28,1.0,-0.0,-0.7489470980996404,-0.0,-1.6226502311248072,-1.7645095017976373,0.0
2019-08-29,1.0,-0.0,-0.7386975932673064,-0.0,-1.6357058551855084,-1.7572227638938782,0.0
2019-08-30,1.0,-0.0,-0.7190638861979299,-0.0,-1.6387600061183907,-1.740886146943354,0.0
2019-09-03,1.0,-0.0,-0.7340479836651354,-0.0,-1.6492598264420624,-1.7212863705972437,0.0
2019-09-04,1.0,-0.0,-0.7597489453647495,-0.0,-1.6666838152073258,-1.7181294371848956,0.0
2019-09-05,1.0,-0.0,-0.8062393118101259,-0.0,-1.708711198631912,-1.6672539773021713,0.0
2019-09-06,1.0,-0.0,-0.7982125329338224,-0.0,-1.7308467221160304,-1.637030531590639,0.0
2019-09-09,1.0,-0.0,-0.8033472803347279,-0.0,-1.731184462007335,-1.6310243297690994,0.0
2019-09-10,1.0,-0.0,-0.7865057995028997,-0.0,-1.8322286661143328,-1.5593931234465614,0.0
2019-09-11,1.0,-0.0,-0.797935791712048,-0.0,-1.8124578600694983,-1.5761111975519941,0.0
2019-09-12,1.0,-0.0,-0.8658022348724436,-0.0,-1.823055028462998,-1.5820156019397007,0.0
2019-09-13,1.0,-0.0,-0.8638359391732705,-0.0,-1.9174341400728205,-1.5731955450846005,0.0
