Date,IWF,IWM,MTUM,SPY,VLUE,VXX,WB
2018-09-24,-0.87140902872777,-1.436844505243958,-0.4346785225718194,-1.0475376196990422,-0.9095417236662106,0.0,1.0
2018-09-25,-0.8706621004566211,-1.4407534246575342,-0.4317351598173516,-1.0508561643835617,-0.9137557077625572,0.0,1.0
2018-09-26,-0.8711260772786941,-1.441241938245534,-0.4330232292677359,-1.0503966668569147,-0.9117059528565721,0.0,1.0
2018-09-27,-0.8779680365296805,-1.4272831050228312,-0.43755707762557083,-1.0522260273972603,-0.9127283105022831,0.0,1.0
2018-09-28,-0.8766693299851616,-1.4277479739755736,-0.4381919872160713,-1.0518205684282615,-0.9126812007761672,0.0,1.0
2018-10-01,-0.8883397505890466,-1.4339980460893051,-0.43687144416987533,-1.0657433480834435,-0.9219010401701052,0.0,1.0
2018-10-02,-0.8886526860097672,-1.4286124676817007,-0.439069232979029,-1.0662453318012064,-0.9228957196207985,0.0,1.0
2018-10-03,-0.8968253968253969,-1.462287104622871,-0.4429382458579539,-1.0703278878461362,-0.9206928513497856,0.0,1.0
2018-10-04,-0.8972087097521427,-1.46015751679407,-0.4435371785962474,-1.0705350938151494,-0.9196780171415335,0.0,1.0
2018-10-05,-0.8940700028926816,-1.4638704078680935,-0.4343650564072895,-1.0731848423488572,-0.919814868382991,0.0,1.0
2018-10-08,-0.8910182405910875,-1.4585546063264836,-0.4294042946201801,-1.0757330870468713,-0.9176287231586239,0.0,1.0
2018-10-09,-0.8886707471994457,-1.4600415752396352,-0.4225661161796974,-1.079859106132348,-0.9231435500635178,0.0,1.0
2018-10-10,-0.8901609809961062,-1.4766083570639854,-0.4159934910210961,-1.088278026384611,-0.9406055675015982,0.0,1.0
2018-10-11,-0.8247521406038756,-1.464398377647589,-0.33337088778729157,-1.0620211807120323,-0.9486255069851284,0.0,1.0
2018-10-12,-0.8473414335079701,-1.4592576078475086,-0.32922751086835356,-1.0297068331289712,-0.9079255378441645,0.0,1.0
2018-10-15,-0.8645541222658442,-1.4515984296130118,-0.34111048794167137,-1.0393718452047114,-0.9119461581604038,0.0,1.0
2018-10-16,-0.8605658360987681,-1.481073176219135,-0.3222340964058721,-1.0446594296642107,-0.9159682771809438,0.0,1.0
2018-10-17,-0.836389748121962,-1.424712770658418,-0.3017565178965974,-1.036676977463544,-0.9241051701281484,0.0,1.0
2018-10-18,-0.8427153236093395,-1.4383561643835618,-0.2966557595252621,-1.0383783483999778,-0.9299539681659365,0.0,1.0
2018-10-19,-0.8282333516785911,-1.4244909190974133,-0.28035222894881673,-1.0424325811777655,-0.9280682443588333,0.0,1.0
2018-10-22,-0.828252256218358,-1.4230134272507153,-0.2812568787145059,-1.0422077922077924,-0.9282412502751486,0.0,1.0
2018-10-23,-0.8581456730499242,-1.4572359184590329,-0.3065648340540237,-1.0488010333015108,-0.9450216207109564,0.0,1.0
2018-10-24,-0.8583464390024714,-1.4600089867445518,-0.30324646146933276,-1.0499325994158617,-0.9451808582341047,0.0,1.0
2018-10-25,-0.8083871317745348,-1.3837139912114145,-0.29420061845602996,-1.0500732382140727,-0.8886779146096675,0.0,1.0
2018-10-26,-0.788631850142236,-1.366593312221566,-0.26702807149374697,-1.0658043046535344,-0.8793408834737803,0.0,1.0
2018-10-29,-0.7581505631298162,-1.4169316161017405,-0.22880853586247774,-1.067413913886943,-0.917497440319017,0.0,1.0
