Date,IWF,IWM,LYB,MTUM,SPY,VLUE,VXX
2018-09-24,-0.2914568206395798,-0.5663834389000464,1.0,-0.10712189093156187,-0.5353004789124054,-0.5894948246562645,0.0
2018-09-25,-0.2913821339183636,-0.5665111392639743,1.0,-0.10700491301795262,-0.5353953588975064,-0.5896548527639589,0.0
2018-09-26,-0.2923904308586265,-0.5678432342214255,1.0,-0.10907461210360389,-0.534987945849045,-0.5865426222414539,0.0
2018-09-27,-0.2935598455598456,-0.5641389961389962,1.0,-0.11011583011583012,-0.5347953667953668,-0.5861930501930502,0.0
2018-09-28,-0.28983218775156355,-0.5710260697256797,1.0,-0.1108737383119698,-0.5364728466158896,-0.5879930645860425,0.0
2018-10-01,-0.2904604142799641,-0.5703316097470353,1.0,-0.11087717125429608,-0.5367681208781001,-0.5878564572560919,0.0
2018-10-02,-0.2939917491237321,-0.5494587301094946,1.0,-0.11867613759732001,-0.5441545953658612,-0.5955829895468221,0.0
2018-10-03,-0.2949483638173448,-0.5360831155903945,1.0,-0.11565260669404007,-0.5540313549832027,-0.6098979718800548,0.0
2018-10-04,-0.29704940459534246,-0.5321642881571993,1.0,-0.11615831856481047,-0.5565090321176507,-0.6072816590492179,0.0
2018-10-05,-0.2922742786224015,-0.5296928327645052,1.0,-0.11061123177164134,-0.55916847657462,-0.6109835556934534,0.0
2018-10-08,-0.2907553132164322,-0.5270153045417932,1.0,-0.10762748621352004,-0.5618997459569985,-0.6107565524505856,0.0
2018-10-09,-0.28851818548262065,-0.5284487302719295,1.0,-0.10098911661653902,-0.5662150010852376,-0.6165080152553409,0.0
2018-10-10,-0.2906918080343066,-0.5515545185091758,1.0,-0.09150532887683674,-0.5783250299552248,-0.6411048748186922,0.0
2018-10-11,-0.2530923224035288,-0.5500786575773466,1.0,-0.041457170177982054,-0.5754341589808446,-0.664548567198248,0.0
2018-10-12,-0.26276569753237233,-0.5443134620083069,1.0,-0.03899951136086,-0.5599499144881506,-0.6479354996335206,0.0
2018-10-15,-0.25105202171128865,-0.5629078489967676,1.0,-0.022473623223760442,-0.5608342989571263,-0.6520705007013478,0.0
2018-10-16,-0.2506479646287543,-0.564445799664583,1.0,-0.021375209635615185,-0.5608171977435584,-0.6519591401128221,0.0
2018-10-17,-0.23819419347066617,-0.5348451993735694,1.0,-0.007167811107095531,-0.5642994819901217,-0.6671485363209252,0.0
2018-10-18,-0.24018942478810368,-0.5388652610623473,1.0,-0.005248393810514886,-0.5635990709739691,-0.6683859680873526,0.0
2018-10-19,-0.23062852344968215,-0.5303766342809164,1.0,-0.0,-0.5666006956938947,-0.6711047139258726,0.0
2018-10-22,-0.2313417159319389,-0.5338354890015904,1.0,-0.0005101581490261981,-0.5653752663325631,-0.669867658974282,0.0
2018-10-23,-0.22809549582055444,-0.5355703890793193,1.0,-0.0,-0.5701184677370859,-0.6730110048710085,0.0
2018-10-24,-0.22731654416194724,-0.5398843234124593,1.0,-0.0,-0.5714543920954333,-0.6737859983130499,0.0
2018-10-25,-0.20685485060319145,-0.5116656343096482,1.0,-0.0,-0.5738430227413504,-0.6572574698404271,0.0
2018-10-26,-0.2031378540369021,-0.5073745445998356,1.0,-0.0,-0.5738629686214596,-0.6536902103654953,0.0
2018-10-29,-0.18197791899727647,-0.5179078689196709,1.0,-0.0,-0.565701232904794,-0.6628986440975781,0.0
2018-10-30,-0.18179688415134124,-0.5178927023544571,1.0,-0.0,-0.5657139510366639,-0.6630256530397095,0.0
2018-10-31,-0.1865171811298777,-0.5007280139778684,1.0,-0.0,-0.5651135701805475,-0.6597262667443216,0.0
2018-11-01,-0.1768572924544767,-0.5078829483972308,1.0,-0.0,-0.5644598289603817,-0.6596078887660713,0.0
2018-11-02,-0.1758196840968147,-0.5174447461387989,1.0,-0.0,-0.5639251408717993,-0.6624040174009518,0.0
2018-11-05,-0.17068396295322405,-0.5334092967540246,1.0,-0.0,-0.5663657346539281,-0.6512402489262862,0.0
2018-11-06,-0.1719201893020946,-0.534077298355292,1.0,-0.0,-0.5654523677368467,-0.6498787648622594,0.0
2018-11-07,-0.17247330700599678,-0.5348252157378968,1.0,-0.0,-0.5671493345034372,-0.6508410121398274,0.0
2018-11-08,-0.15807380266945825,-0.5342987583238826,1.0,-0.0,-0.5616912384774202,-0.6538137195033297,0.0
2018-11-09,-0.15800186089788323,-0.534223075133752,1.0,-0.0,-0.5618748546173529,-0.6535822284252152,0.0
2018-11-12,-0.15760034777568466,-0.5206491812780756,1.0,-0.0,-0.5680046370091291,-0.6518475583248804,0.0
2018-11-13,-0.13682938061247985,-0.5170389131936449,1.0,-0.0,-0.5717533962698594,-0.6525443241998619,0.0
2018-11-14,-0.13403736799350122,-0.5274167343623071,1.0,-0.0,-0.5791458744342579,-0.6606417546709992,0.0
2018-11-15,-0.13336424493581012,-0.5283855449618918,1.0,-0.0,-0.5822296925261542,-0.6539832497754079,0.0
2018-11-16,-0.1333043730089777,-0.5268462206776716,1.0,-0.0,-0.5816391543585288,-0.6542426875181002,0.0
2018-11-19,-0.1279793047320079,-0.5320020927799093,1.0,-0.0,-0.58836181839321,-0.6582955470294152,0.0
2018-11-20,-0.11861456792272214,-0.5300089925448903,1.0,-0.0,-0.5895048298668524,-0.662692541989383,0.0
2018-11-21,-0.12230257281972975,-0.5252528162724365,1.0,-0.0,-0.5882912212970699,-0.6452505113947391,0.0
2018-11-23,-0.12266705069124424,-0.5234735023041475,1.0,-0.0,-0.5887960829493087,-0.6452476958525346,0.0
2018-11-26,-0.12307914083897939,-0.5218105809427707,1.0,-0.0,-0.5909182643794147,-0.6472826870405074,0.0
2018-11-27,-0.11803580151136396,-0.5226848260207453,1.0,-0.0,-0.588024020917737,-0.6445708703272707,0.0
2018-11-28,-0.11685884348851253,-0.5299767087442849,1.0,-0.0,-0.5855019121833395,-0.6431549587370964,0.0
2018-11-29,-0.09352989820069008,-0.5223701844934272,1.0,-0.0,-0.585930593971884,-0.6496906099404032,0.0
2018-11-30,-0.09427282590075943,-0.5244675384000457,1.0,-0.0,-0.589847541826072,-0.6464055273225604,0.0
2018-12-03,-0.09314005250542177,-0.5246832553361489,1.0,-0.0,-0.5896587147585892,-0.6460449720351559,0.0
2018-12-04,-0.089062945029906,-0.5260324693819424,1.0,-0.0,-0.5877812589005981,-0.64531472514953,0.0
2018-12-06,-0.08318157621942678,-0.49583952035413104,1.0,-0.0,-0.5880985067099992,-0.6345782086123329,0.0
2018-12-07,-0.07303212738423452,-0.50084397681877,1.0,-0.0,-0.593597029201598,-0.6457829291622124,0.0
2018-12-10,-0.06300579653328106,-0.500966088880177,1.0,-0.0,-0.5941306600207219,-0.6421830808434377,0.0
2018-12-11,-0.06717818039259613,-0.4996219652208003,1.0,-0.0,-0.5951387527652544,-0.6383467278989667,0.0
2018-12-12,-0.06870955995630375,-0.49950981765216657,1.0,-0.0,-0.59589367244615,-0.6369289375647741,0.0
2018-12-13,-0.06883905825704767,-0.49791439209428623,1.0,-0.0,-0.5968477926149883,-0.6359004507152655,0.0
2018-12-14,-0.06660496943182455,-0.5075719333669864,1.0,-0.0,-0.5933591339951764,-0.6369117729541758,0.0
2018-12-17,-0.05885643952109208,-0.5068535302674275,1.0,-0.0,-0.5879210025735705,-0.6437283204654806,0.0
2018-12-18,-0.04665404743347066,-0.4979957688453402,1.0,-0.0,-0.5884088631555506,-0.6505957020376351,0.0
2018-12-19,-0.049610244988864134,-0.49727171492204897,1.0,-0.0,-0.5870267260579064,-0.6500278396436525,0.0
2018-12-20,-0.04972927946688879,-0.4921560460919061,1.0,-0.0,-0.5875607385811467,-0.64717478828266,0.0
2018-12-21,-0.04627171147250802,-0.4922557805066932,1.0,-0.0,-0.5898329461223587,-0.6374322380794336,0.0
2018-12-24,-0.030212145392510253,-0.4765154225022701,1.0,-0.0,-0.5886140384668299,-0.6561923891808602,0.0
2018-12-26,-0.03131233093800377,-0.48580562310445646,1.0,-0.0,-0.5688680018579743,-0.6463018115249051,0.0
2018-12-27,-0.009651274394795776,-0.4687000106643916,1.0,-0.0,-0.5347659166044577,-0.6529540364722192,0.0
2018-12-28,-0.012379679144385026,-0.46716577540106946,1.0,-0.0,-0.5374331550802139,-0.6568181818181819,0.0
2018-12-31,-0.01493136389178775,-0.46367504214497873,1.0,-0.0,-0.5387064836370448,-0.6585587755211261,0.0
2019-01-02,-0.014229925640614132,-0.4634622585994757,1.0,-0.0,-0.5382496121542822,-0.6588562563526453,0.0
2019-01-03,-0.014950921393992886,-0.463264596539089,1.0,-0.0,-0.5384471368584343,-0.6579475246730322,0.0
