Date,IWF,IWM,MTUM,PRAH,SPY,VLUE,VXX
2018-09-24,-0.4327400452565098,-0.7575737106960722,-0.14299706170421156,1.0,-0.5753318247830052,-0.4687088385288256,0.0
2018-09-25,-0.4355623100303952,-0.7555893279297535,-0.14724755150287067,1.0,-0.5734549138804459,-0.4653833164471463,0.0
2018-09-26,-0.43650981319460863,-0.7568151876499003,-0.14917407019558826,1.0,-0.5730838090734047,-0.4624869101104618,0.0
2018-09-27,-0.4382341028756582,-0.7513838261104362,-0.15066828675577157,1.0,-0.5728365060078305,-0.46209666531659244,0.0
2018-09-28,-0.4380315917375456,-0.7513163223977318,-0.15100580531929259,1.0,-0.572701498582422,-0.4621304171729445,0.0
2018-10-01,-0.4377152116670043,-0.7519073661467829,-0.15130646141381407,1.0,-0.5725474309634732,-0.4623928161501587,0.0
2018-10-02,-0.439012862496202,-0.7402856081833835,-0.15553154856351914,1.0,-0.5754025860031735,-0.4657168900442254,0.0
2018-10-03,-0.4397052859267271,-0.7449303771799378,-0.15631337028525077,1.0,-0.5747600378531837,-0.4640394754630256,0.0
2018-10-04,-0.44076213641431033,-0.74227222053309,-0.15678524374176547,1.0,-0.5759264889699672,-0.4625181581703321,0.0
2018-10-05,-0.44835082713407387,-0.7539997961887293,-0.15679880430721152,1.0,-0.5774312986174802,-0.4602737864737254,0.0
2018-10-08,-0.4471851323344545,-0.7521489484592124,-0.15088506098596813,1.0,-0.5854652940576904,-0.4618625352495499,0.0
2018-10-09,-0.4518084599141748,-0.7544445201280566,-0.15867447721544853,1.0,-0.5834411824807574,-0.4573939104965602,0.0
2018-10-10,-0.4513488625899526,-0.7573411548037242,-0.15671361822584493,1.0,-0.5842911224037379,-0.46086422700453594,0.0
2018-10-11,-0.42020585590086945,-0.7543386296259286,-0.11385363578828155,1.0,-0.5752972918956731,-0.46733952899636927,0.0
2018-10-12,-0.43060404452934586,-0.7492260061919505,-0.11145510835913314,1.0,-0.5577037085830974,-0.4446018048876886,0.0
2018-10-15,-0.42340950189051463,-0.7608745684695052,-0.10050961696531317,1.0,-0.5576195955942792,-0.44540522768370877,0.0
2018-10-16,-0.42552001053185884,-0.7556937862032649,-0.10515402843601895,1.0,-0.5583530805687204,-0.44648499210110587,0.0
2018-10-17,-0.4239041208340174,-0.7519290756854375,-0.10402232802495485,1.0,-0.5573797406008866,-0.4462978164505008,0.0
2018-10-18,-0.4239508767321206,-0.7521179483811651,-0.10382872529060223,1.0,-0.557398042950023,-0.4463124712681422,0.0
2018-10-19,-0.41528824508172646,-0.7439887768751428,-0.09402629604254346,1.0,-0.5625591334703598,-0.44667384424651724,0.0
2018-10-22,-0.414972424370982,-0.7449009561726985,-0.09587834089351566,1.0,-0.561498547792318,-0.44613778024344874,0.0
2018-10-23,-0.4144708916968688,-0.7456492637215528,-0.09413262807326869,1.0,-0.5634244294250171,-0.44741567897606693,0.0
2018-10-24,-0.41539164192738065,-0.7437444948292172,-0.08938766189280005,1.0,-0.5649039245750823,-0.44889570352004693,0.0
2018-10-25,-0.41573657071992687,-0.7457411396122967,-0.08723320932054043,1.0,-0.565824685072776,-0.4489915801840611,0.0
2018-10-26,-0.4242534355179704,-0.7572013742071882,-0.09474101479915434,1.0,-0.5681157505285412,-0.45907108879492603,0.0
2018-10-29,-0.415575011519979,-0.76420248831545,-0.08584030017773682,1.0,-0.5635573694950958,-0.46224738331907056,0.0
2018-10-30,-0.4169739267843034,-0.7641888332894391,-0.08671319462733737,1.0,-0.5633723992625758,-0.46082433500131686,0.0
2018-10-31,-0.42413815703237645,-0.7415781884912833,-0.08752785424039848,1.0,-0.5654083103945472,-0.45831694848604015,0.0
2018-11-01,-0.4250360561164285,-0.7406581880162579,-0.0884358201127573,1.0,-0.5653926838861938,-0.45830601809361476,0.0
2018-11-02,-0.42798353909465014,-0.7277418511986413,-0.08668103729832125,1.0,-0.568129858253315,-0.45548370239728264,0.0
2018-11-05,-0.42233485938521903,-0.7476128188358403,-0.08557880967952909,1.0,-0.5717135382603009,-0.442871157619359,0.0
2018-11-06,-0.41673494805152245,-0.7449444462652813,-0.08829602438464816,1.0,-0.5770705647143654,-0.4504604896594671,0.0
2018-11-07,-0.417584940312213,-0.7455726092089727,-0.086908041453496,1.0,-0.5782828282828282,-0.45120031483667844,0.0
2018-11-08,-0.4093178036605657,-0.7465009298228443,-0.07846399791197677,1.0,-0.5749567713940817,-0.45329679292682135,0.0
2018-11-09,-0.41090208374158993,-0.747599451303155,-0.0775360898817689,1.0,-0.5752825135541184,-0.4547325102880658,0.0
2018-11-12,-0.41210581183216055,-0.7298996611936408,-0.07541699244201198,1.0,-0.5866888193901485,-0.4536421683606985,0.0
2018-11-13,-0.4088989931796038,-0.7312114322832088,-0.06771679116596298,1.0,-0.5887625852549528,-0.4512179278986684,0.0
2018-11-14,-0.4087956346628557,-0.7313888527997922,-0.06768870988696896,1.0,-0.5888008314927894,-0.45134467974535536,0.0
2018-11-15,-0.40940206988287964,-0.7328618239626253,-0.0657950231969633,1.0,-0.5922200953833177,-0.4440515199688544,0.0
2018-11-16,-0.4069428238039673,-0.7242318164138467,-0.05963956955788927,1.0,-0.5952612472449111,-0.455173084402956,0.0
2018-11-19,-0.40763071736523065,-0.7221303769976336,-0.06680929689779247,1.0,-0.5915588835942819,-0.45346688709520566,0.0
2018-11-20,-0.4047141099527294,-0.7229165317619634,-0.060901379265686714,1.0,-0.5937317878650521,-0.45541669364760734,0.0
2018-11-21,-0.4130805626186874,-0.7195275032991084,-0.0682674048086517,1.0,-0.5946119926614953,-0.4231549132575879,0.0
2018-11-23,-0.4127142351844111,-0.7132383677931767,-0.07045242612302646,1.0,-0.5959998713785009,-0.42313257661018044,0.0
2018-11-26,-0.41463888798885395,-0.7382626445906101,-0.061400382334834594,1.0,-0.6006545053948092,-0.42516929656870683,0.0
2018-11-27,-0.4134397827913892,-0.7394143124959597,-0.05721119658672184,1.0,-0.5992953649233952,-0.42287801409270154,0.0
2018-11-28,-0.4146885712437747,-0.7313886553263049,-0.05921350494793351,1.0,-0.6031951361490201,-0.4254899424358062,0.0
2018-11-29,-0.416771977576877,-0.7324130779948803,-0.06185800848967953,1.0,-0.6033829104695246,-0.42594212760441985,0.0
2018-11-30,-0.42059750983388056,-0.7380124183219011,-0.056467605084360065,1.0,-0.6121387471148532,-0.4236533272650434,0.0
2018-12-03,-0.4210080750195363,-0.7384410002604844,-0.058934618390205785,1.0,-0.6129525918207867,-0.42475253972388644,0.0
2018-12-04,-0.4090169800273241,-0.7468284431722073,-0.06199986988484809,1.0,-0.6103701776071823,-0.42466332704443427,0.0
2018-12-06,-0.3972060981055049,-0.7075652229380621,-0.08566690055495312,1.0,-0.6004975441729923,-0.3984818523952287,0.0
2018-12-07,-0.3883385499015843,-0.724436126617405,-0.06698718982930528,1.0,-0.6208899357878094,-0.42609144590364945,0.0
2018-12-10,-0.3773754206056722,-0.7272232014100304,-0.06268226245793944,1.0,-0.621695241147252,-0.415638519468034,0.0
2018-12-11,-0.3862164069014175,-0.7227567186197165,-0.06933487268295813,1.0,-0.6244949009043679,-0.40414341607337567,0.0
2018-12-12,-0.3851930297487244,-0.7239819004524887,-0.06803376014890408,1.0,-0.6249799428773146,-0.40695099643785504,0.0
2018-12-13,-0.3851485783967653,-0.7237019446762082,-0.06841666131827225,1.0,-0.624767344843078,-0.4070021179641871,0.0
2018-12-14,-0.3848355252580469,-0.7346860027653622,-0.06324962217434645,1.0,-0.6230103861860511,-0.40978809608025984,0.0
2018-12-17,-0.38522401981280757,-0.7358721173329902,-0.061786369045704545,1.0,-0.6247145476182818,-0.40879997426908105,0.0
2018-12-18,-0.3832093381221139,-0.7331003078501795,-0.05833119548486403,1.0,-0.6240700359158543,-0.40806182657773216,0.0
2018-12-19,-0.38136626042334826,-0.7336433611289288,-0.05862732520846697,1.0,-0.624983964079538,-0.40856318152661963,0.0
2018-12-20,-0.3690210102816272,-0.7165527811482214,-0.07848521616961492,1.0,-0.628105242991251,-0.400919598952679,0.0
2018-12-21,-0.36840261188087275,-0.7170250039815257,-0.07670011148272018,1.0,-0.6290492116579073,-0.3940754897276636,0.0
2018-12-24,-0.37837664420917555,-0.7323387872954765,-0.06711581649021496,1.0,-0.6399422521655439,-0.39047160731472574,0.0
2018-12-26,-0.3801309694936911,-0.7348985785018367,-0.06433477080338605,1.0,-0.631528509822712,-0.38345312250439223,0.0
2018-12-27,-0.3567101729844501,-0.7132329981889716,-0.07116093174295886,1.0,-0.5944857303440955,-0.3868731655529882,0.0
2018-12-28,-0.35297423887587825,-0.719968774395004,-0.06838407494145199,1.0,-0.5959406713505074,-0.38529274004683844,0.0
2018-12-31,-0.3550835545837889,-0.7173824769639232,-0.06759331563329689,1.0,-0.5968139934405747,-0.38663126659378416,0.0
2019-01-02,-0.35553606115671404,-0.7195626292374209,-0.07077511122250767,1.0,-0.6003195688952941,-0.38683501472523335,0.0
2019-01-03,-0.35922756199253897,-0.7128750117558544,-0.09382739270823537,1.0,-0.6081068372049281,-0.3608577071381548,0.0
2019-01-04,-0.36614891208653,-0.7129291912966923,-0.09178090806187901,1.0,-0.6137278329769841,-0.3596717394038486,0.0
2019-01-07,-0.3451834862385321,-0.6917617158442847,-0.11325316141829905,1.0,-0.6063104388792462,-0.3429209025539301,0.0
2019-01-08,-0.3445221445221446,-0.7007925407925408,-0.11036519036519037,1.0,-0.6053457653457653,-0.34694638694638696,0.0
2019-01-09,-0.34535665380306235,-0.7050914975725134,-0.11023278974231296,1.0,-0.6060313705962903,-0.345450018672974,0.0
2019-01-10,-0.34493927125506074,-0.7067891622547493,-0.10987231392089691,1.0,-0.6059483027094363,-0.3467455621301775,0.0
2019-01-11,-0.3447319201995013,-0.6984102244389028,-0.11312344139650875,1.0,-0.6072942643391521,-0.35361596009975066,0.0
2019-01-14,-0.3463229104966175,-0.6965115191570285,-0.1162515197805281,1.0,-0.6066340368488325,-0.351747357920005,0.0
