Date,GTY,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.27483878672080253,-0.7690769047050394,-0.0,-0.4953427274898496,-0.44620253164556967,0.0
2018-09-25,1.0,-0.272381123703304,-0.7744498410985189,-0.0,-0.49952029741560233,-0.45181987167955867,0.0
2018-09-26,1.0,-0.27329695370592466,-0.7753358119453106,-0.0,-0.4995202686495563,-0.4501978891820581,0.0
2018-09-27,1.0,-0.2750449370880767,-0.7711803475134811,-0.0,-0.49955062911923315,-0.4500599161174356,0.0
2018-09-28,1.0,-0.2739828629636287,-0.7722152315896698,-0.0,-0.49955060219306124,-0.4502366828449877,0.0
2018-10-01,1.0,-0.27507474857298175,-0.784120080939869,-0.0,-0.5043037057171332,-0.4566458276705626,0.0
2018-10-02,1.0,-0.2738867009996971,-0.7990608906392003,-0.0,-0.5021811572250833,-0.4542865798242957,0.0
2018-10-03,1.0,-0.2732640886654756,-0.7918723314053842,-0.0,-0.5044665838960724,-0.4585894679465826,0.0
2018-10-04,1.0,-0.2798677264729082,-0.7853892360900431,-0.0,-0.5134700564286148,-0.45506947393968805,0.0
2018-10-05,1.0,-0.26818291651564574,-0.7806572429624261,-0.0,-0.5146188232451372,-0.45698924731182794,0.0
2018-10-08,1.0,-0.26512273083649956,-0.7772751944997285,-0.0,-0.5171883481092816,-0.4559133948495265,0.0
2018-10-09,1.0,-0.25702042304886946,-0.7835217602723072,-0.0,-0.5280513007537078,-0.47055069292487234,0.0
2018-10-10,1.0,-0.263419543735513,-0.7849518116384042,-0.0,-0.534097840673417,-0.46745760644138096,0.0
2018-10-11,1.0,-0.20158067667169877,-0.7763372110232957,-0.0,-0.5116774709173253,-0.4704733149809075,0.0
2018-10-12,1.0,-0.19598523985239855,-0.7787158671586717,-0.0,-0.5100221402214022,-0.4673357933579336,0.0
2018-10-15,1.0,-0.15850836596653614,-0.8253826984692062,-0.0,-0.5084549661801353,-0.47430876943158895,0.0
2018-10-16,1.0,-0.15181518151815182,-0.8396812654238396,-0.0,-0.508012963458508,-0.47376088960247376,0.0
2018-10-17,1.0,-0.1385526277222499,-0.8151947709353109,-0.0,-0.5021543512032125,-0.47518832253715154,0.0
2018-10-18,1.0,-0.1397656869366063,-0.8190386704642219,-0.0,-0.5013066329976217,-0.47614293684117803,0.0
2018-10-19,1.0,-0.12390746999184245,-0.8105989977858058,-0.0,-0.5034086936254516,-0.4754981936837198,0.0
2018-10-22,1.0,-0.12399871835950015,-0.8036468497859077,-0.0,-0.5066557921412135,-0.4785179575310944,0.0
2018-10-23,1.0,-0.12313878609516594,-0.8039278533756811,-0.0,-0.5076196858882834,-0.4791514904280428,0.0
2018-10-24,1.0,-0.1210348640940574,-0.8019323671497586,-0.0,-0.5075664978755603,-0.4796286595657995,0.0
2018-10-25,1.0,-0.0865319293478261,-0.7649173460144929,-0.0,-0.5242300724637682,-0.45490828804347827,0.0
2018-10-26,1.0,-0.07626952303507836,-0.7545074727308414,-0.0,-0.5253063399041024,-0.44794324650197687,0.0
2018-10-29,1.0,-0.0632674704175039,-0.759042196918955,-0.0,-0.5194518865818263,-0.4490120562625586,0.0
2018-10-30,1.0,-0.05206297805817654,-0.7599240690078723,-0.0,-0.5206297805817655,-0.45896376528390376,0.0
2018-10-31,1.0,-0.05645675623214929,-0.7420625017330783,-0.0,-0.519452069988631,-0.4549815600476943,0.0
2018-11-01,1.0,-0.026965978806469604,-0.7737311767986614,-0.0,-0.5256553262688233,-0.4622699386503068,0.0
2018-11-02,1.0,-0.030940696997421607,-0.7527516704094929,-0.0,-0.5307604868446588,-0.4580110344062769,0.0
2018-11-05,1.0,-0.03323799738983145,-0.748340876905562,-0.0,-0.531530280731958,-0.463638130675034,0.0
2018-11-06,1.0,-0.0323960880195599,-0.7474160924649923,-0.0,-0.5329239831073572,-0.4656590353411869,0.0
2018-11-07,1.0,-0.03328041885983234,-0.7488790486534658,-0.0,-0.5354944718300053,-0.4673183501824157,0.0
2018-11-08,1.0,-0.0174066808498881,-0.7482386096759043,-0.0,-0.5287762827066007,-0.4685436410355594,0.0
2018-11-09,1.0,-0.016774906729307724,-0.7483487632997098,-0.0,-0.5299433466906177,-0.4685090507116208,0.0
2018-11-12,1.0,-0.016189873069192433,-0.7336655744926897,-0.0,-0.5370742586524959,-0.4664225336600677,0.0
2018-11-13,1.0,-0.0,-0.731880690051125,-0.0,-0.5394100117560215,-0.462667796702846,0.0
2018-11-14,1.0,-0.0,-0.7315546321861075,-0.0,-0.5395970585823241,-0.46250785927120636,0.0
2018-11-15,1.0,-0.0,-0.7318903870298598,-0.0,-0.5408592172061794,-0.45665702276325126,0.0
2018-11-16,1.0,-0.0,-0.7235896318884775,-0.0,-0.5387442822914398,-0.46038444783271615,0.0
2018-11-19,1.0,-0.0,-0.7275660305134795,-0.0,-0.5433367966314868,-0.46327992563022913,0.0
2018-11-20,1.0,-0.0,-0.7118934814572783,-0.0,-0.5341447475902631,-0.47682840494472584,0.0
2018-11-21,1.0,-0.0,-0.7114318925202067,-0.0,-0.5385072851620577,-0.45327494390830697,0.0
2018-11-23,1.0,-0.0,-0.705459847707512,-0.0,-0.5409083544850678,-0.45385321596370903,0.0
2018-11-26,1.0,-0.0,-0.7076113360323887,-0.0,-0.5392442645074224,-0.4521997300944669,0.0
2018-11-27,1.0,-0.0,-0.7080233151575385,-0.0,-0.5321926455182787,-0.44586209675253163,0.0
2018-11-28,1.0,-0.0,-0.7005164900199062,-0.0,-0.5390595577554205,-0.45047613923710117,0.0
2018-11-29,1.0,-0.0,-0.6856732151413512,-0.0,-0.5277378480540915,-0.4485971357078209,0.0
2018-11-30,1.0,-0.0,-0.6858998243466227,-0.0,-0.5282908394102305,-0.44722414435513913,0.0
2018-12-03,1.0,-0.0,-0.6861852266070192,-0.0,-0.52886510092134,-0.4477818607871332,0.0
2018-12-04,1.0,-0.0,-0.6865322816243062,-0.0,-0.5243672482936287,-0.4449047884630707,0.0
2018-12-06,1.0,-0.0,-0.6474016890316564,-0.0,-0.5199212476037511,-0.42321641365732343,0.0
2018-12-07,1.0,-0.0,-0.660837140906465,-0.0,-0.5399926474449871,-0.42508271624389476,0.0
2018-12-10,1.0,-0.0,-0.6612399875169042,-0.0,-0.5333662748361594,-0.40603869759700406,0.0
2018-12-11,1.0,-0.0,-0.6609186433624636,-0.0,-0.5363087806908031,-0.4036880982105701,0.0
2018-12-12,1.0,-0.0,-0.6609010040056181,-0.0,-0.5361546064610102,-0.40399521406648287,0.0
2018-12-13,1.0,-0.0,-0.6566453225050757,-0.0,-0.5437034723306783,-0.40259774064240716,0.0
2018-12-14,1.0,-0.0,-0.6380063282863941,-0.0,-0.5676891294683716,-0.40929892000732193,0.0
2018-12-17,1.0,-0.0,-0.6356168670300154,-0.0,-0.5494302031449657,-0.42271885675541765,0.0
2018-12-18,1.0,-0.0,-0.6355651697985353,-0.0,-0.5490630456879252,-0.42164247178711983,0.0
2018-12-19,1.0,-0.0,-0.6358539765319426,-0.0,-0.549361147327249,-0.42234680573663624,0.0
2018-12-20,1.0,-0.0,-0.6316583437369955,-0.0,-0.5490012484394506,-0.4202819392426134,0.0
2018-12-21,1.0,-0.0,-0.631113181183046,-0.0,-0.5488278217668063,-0.40764891579982404,0.0
2018-12-24,1.0,-0.0,-0.6115509175962577,-0.0,-0.5393769598519509,-0.41936976301855755,0.0
2018-12-26,1.0,-0.0,-0.6127529630971482,-0.0,-0.5496868692096682,-0.42541793903007097,0.0
2018-12-27,1.0,-0.0,-0.5838805072427448,-0.0,-0.4987218685780162,-0.42353766728484793,0.0
2018-12-28,1.0,-0.0,-0.5865454454379242,-0.0,-0.4971072206777368,-0.4209432213790167,0.0
2018-12-31,1.0,-0.0,-0.5865350899163452,-0.0,-0.4971196713920753,-0.42100385713570104,0.0
2019-01-02,1.0,-0.0,-0.5858151058611543,-0.0,-0.4946944291506082,-0.4221182241353421,0.0
2019-01-03,1.0,-0.0,-0.5879192608957622,-0.0,-0.5158415344446676,-0.4067834906607753,0.0
2019-01-04,1.0,-0.0,-0.5890900012482836,-0.0,-0.500586693296717,-0.40689052552739985,0.0
2019-01-07,1.0,-0.0,-0.5676319018404908,-0.0,-0.4947484662576688,-0.39163190184049085,0.0
2019-01-08,1.0,-0.0,-0.5584237466630746,-0.0,-0.5008449462418261,-0.3898508486199211,0.0
2019-01-09,1.0,-0.0,-0.5575388080897116,-0.0,-0.500661084178052,-0.3902600264433671,0.0
2019-01-10,1.0,-0.0,-0.5563740486038031,-0.0,-0.5013093169525954,-0.3896135679498789,0.0
2019-01-11,1.0,-0.0,-0.5505953839368845,-0.0,-0.5037487136766796,-0.39579556034693975,0.0
2019-01-14,1.0,-0.0,-0.5506429883649724,-0.0,-0.5038579301898346,-0.39500306184935696,0.0
2019-01-15,1.0,-0.0,-0.546332851082612,-0.0,-0.5044751232191461,-0.40131433755915746,0.0
2019-01-16,1.0,-0.0,-0.5505014590127756,-0.0,-0.5017532674529805,-0.3998430641720409,0.0
2019-01-17,1.0,-0.0,-0.5561945608733795,-0.0,-0.49229944439029144,-0.38839068135295834,0.0
2019-01-18,1.0,-0.0,-0.550614437440212,-0.0,-0.49518016139714,-0.4070249454242194,0.0
2019-01-22,1.0,-0.0,-0.5847500299724254,-0.0,-0.4962714302841386,-0.31677256923630265,0.0
2019-01-23,1.0,-0.0,-0.5369976839139466,-0.0,-0.49631097633771876,-0.35440892051288175,0.0
2019-01-24,1.0,-0.0,-0.5370931926171773,-0.0,-0.4956662925909123,-0.3549580955564575,0.0
2019-01-25,1.0,-0.0,-0.5356739480450821,-0.0,-0.5360584432749381,-0.33133876432845505,0.0
2019-01-28,1.0,-0.0,-0.5383535903717622,-0.0,-0.5149965511500131,-0.3251670908355731,0.0
2019-01-29,1.0,-0.0,-0.5357159876101978,-0.0,-0.5115320467000238,-0.33540624255420537,0.0
2019-01-30,1.0,-0.0,-0.5346268301392691,-0.0,-0.5108439471491489,-0.33519819069158435,0.0
2019-01-31,1.0,-0.0,-0.5476218829637745,-0.0,-0.4860552075642461,-0.347988663157644,0.0
2019-02-01,1.0,-0.0,-0.5471828304939564,-0.0,-0.483653754639764,-0.34852955172741984,0.0
2019-02-04,1.0,-0.0,-0.5432647723219594,-0.0,-0.48293900844132687,-0.35161098561407683,0.0
2019-02-05,1.0,-0.0,-0.5457227138643068,-0.0,-0.48547492625368727,-0.3286843657817109,0.0
2019-02-06,1.0,-0.0,-0.5543319685632265,-0.0,-0.47686949974116427,-0.32185044002070684,0.0
2019-02-07,1.0,-0.0,-0.5599118322937673,-0.0,-0.4735262392721475,-0.3114242836373869,0.0
2019-02-08,1.0,-0.0,-0.5677694519063105,-0.0,-0.4957349545218908,-0.2928507469720534,0.0
2019-02-11,1.0,-0.0,-0.5640813821752266,-0.0,-0.499693164652568,-0.2964973564954683,0.0
2019-02-12,1.0,-0.0,-0.5546599614607323,-0.0,-0.4962635709921512,-0.2990318183954505,0.0
2019-02-13,1.0,-0.0,-0.564789064341268,-0.0,-0.49832665566815926,-0.29373085081310396,0.0
2019-02-14,1.0,-0.0,-0.47026047876731175,-0.0,-0.5268962670824543,-0.2957901495001376,0.0
2019-02-15,1.0,-0.0,-0.5062762461201388,-0.0,-0.5019171079057878,-0.2740779623881687,0.0
2019-02-19,1.0,-0.0,-0.4963047445255474,-0.0,-0.5121350364963504,-0.2725593065693431,0.0
2019-02-20,1.0,-0.0,-0.48220256101166786,-0.0,-0.5162053358200468,-0.27602520071872083,0.0
2019-02-21,1.0,-0.0,-0.4705935906773489,-0.0,-0.5215768390386016,-0.28386744355426075,0.0
2019-02-22,1.0,-0.0,-0.4562624705242155,-0.0,-0.5366633411935425,-0.2744422274623617,0.0
2019-02-25,1.0,-0.0,-0.45410672008741576,-0.0,-0.5449371699144054,-0.2774312511382262,0.0
2019-02-26,1.0,-0.0,-0.45114113773135006,-0.0,-0.5519246054275009,-0.26785511524923356,0.0
2019-02-27,1.0,-0.0,-0.4514949109414758,-0.0,-0.5562749909123955,-0.2641312250090876,0.0
2019-02-28,1.0,-0.0,-0.44172721230317896,-0.0,-0.554880704086544,-0.29534046893263965,0.0
2019-03-01,1.0,-0.0,-0.43669540164178083,-0.0,-0.5654768710127364,-0.2844305215740974,0.0
2019-03-04,1.0,-0.0,-0.4313613652437772,-0.0,-0.5706691610960279,-0.2794825580068901,0.0
2019-03-05,1.0,-0.0,-0.4311096900906662,-0.0,-0.5709685523100464,-0.28168177769657665,0.0
2019-03-06,1.0,-0.0,-0.4276920270855658,-0.0,-0.5701876382207427,-0.2820273135587424,0.0
2019-03-07,1.0,-0.0,-0.4296483556527284,-0.0,-0.5701694452036076,-0.27769426983693174,0.0
2019-03-08,1.0,-0.0,-0.4191708657810353,-0.0,-0.60219880897847,-0.2690792487402657,0.0
2019-03-11,1.0,-0.0,-0.418796923218645,-0.0,-0.6017686886831559,-0.28241444429091245,0.0
2019-03-12,1.0,-0.0,-0.397462117690806,-0.0,-0.6145068327600631,-0.31212233894208424,0.0
2019-03-13,1.0,-0.0,-0.40940473969024077,-0.0,-0.6156699011009518,-0.3074734092181377,0.0
2019-03-14,1.0,-0.0,-0.4029422564949968,-0.0,-0.6091067658129075,-0.28300284586431657,0.0
2019-03-15,1.0,-0.0,-0.3936786897313213,-0.0,-0.611359035701141,-0.2952935222672065,0.0
2019-03-18,1.0,-0.0,-0.4019340211909499,-0.0,-0.6148151575440707,-0.296673298477768,0.0
2019-03-19,1.0,-0.0,-0.3965798982715367,-0.0,-0.6189095261110727,-0.2860365025662271,0.0
2019-03-20,1.0,-0.0,-0.4022009966777409,-0.0,-0.6167866371354744,-0.28813676633444074,0.0
2019-03-21,1.0,-0.0,-0.40457909663138963,-0.0,-0.6254870766180167,-0.2755989024924489,0.0
2019-03-22,1.0,-0.0,-0.4015451203053009,-0.0,-0.6422488016009681,-0.2832177595755573,0.0
2019-03-25,1.0,-0.0,-0.3715296238932939,-0.0,-0.6568112993827874,-0.2833167664532236,0.0
2019-03-26,1.0,-0.0,-0.38337396958086617,-0.0,-0.6507372576338094,-0.2879368396609776,0.0
2019-03-27,1.0,-0.0,-0.37681731617817826,-0.0,-0.6556505179060802,-0.28998095591992196,0.0
2019-03-28,1.0,-0.0,-0.36679509955471473,-0.0,-0.6353505756408186,-0.30503195441017006,0.0
2019-03-29,1.0,-0.0,-0.36615753772322457,-0.0,-0.6349037884730745,-0.3061464630150893,0.0
2019-04-01,1.0,-0.0,-0.3745979968758614,-0.0,-0.6367499770283929,-0.28581273545897273,0.0
2019-04-02,1.0,-0.0,-0.3800301810865191,-0.0,-0.6402963233949149,-0.2661194439363453,0.0
