Date,BECN,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.5898081966370133,-1.4908212063557362,-0.0,-1.0287962153545533,-1.0327042731526714,0.0
2018-09-25,1.0,-0.5893478825669005,-1.5106780982073265,-0.0,-1.0448428163159262,-1.05128604832424,0.0
2018-09-26,1.0,-0.5883545619963608,-1.5105796724720562,-0.0,-1.0456459578892645,-1.0542760592669613,0.0
2018-09-27,1.0,-0.5954880964757251,-1.4989603908930242,-0.0,-1.0479259798315834,-1.055619087223204,0.0
2018-09-28,1.0,-0.594022869022869,-1.5001559251559253,-0.0,-1.0477130977130977,-1.0556133056133057,0.0
2018-10-01,1.0,-0.5979902113922732,-1.4997917317504945,-0.0,-1.0514943246902009,-1.0574299698011038,0.0
2018-10-02,1.0,-0.598095138416453,-1.5292793971427074,-0.0,-1.0502904390601286,-1.055471243916479,0.0
2018-10-03,1.0,-0.598377812663527,-1.528676085818943,-0.0,-1.0502878074306645,-1.0555206698063841,0.0
2018-10-04,1.0,-0.5989427958339876,-1.5286544198461298,-0.0,-1.0500863557858378,-1.0560004186947194,0.0
2018-10-05,1.0,-0.5763223656809663,-1.5193669304456476,-0.0,-1.0507600999583506,-1.0597147022074136,0.0
2018-10-08,1.0,-0.5710576873150215,-1.5130588296380911,-0.0,-1.0516122332416011,-1.0565969157277117,0.0
2018-10-09,1.0,-0.5661818181818182,-1.5134545454545454,-0.0,-1.05412987012987,-1.061038961038961,0.0
2018-10-10,1.0,-0.5681346073950976,-1.5121520565018693,-0.0,-1.055307436643124,-1.0575924387203988,0.0
2018-10-11,1.0,-0.4336964783379782,-1.517152267544971,-0.0,-1.0243222700785406,-1.0919179123384848,0.0
2018-10-12,1.0,-0.4452843412094514,-1.513215859030837,-0.0,-0.9921906287545054,-1.0553664397276732,0.0
2018-10-15,1.0,-0.39757527177997093,-1.565602925705125,-0.0,-0.9860728420419819,-1.060467912429237,0.0
2018-10-16,1.0,-0.41812569577977937,-1.5606719967614615,-0.0,-1.003997571096043,-1.0774213136322235,0.0
2018-10-17,1.0,-0.37799472032674203,-1.4960900532948151,-0.0,-1.0036360013946306,-1.1031528614832893,0.0
2018-10-18,1.0,-0.37719123505976093,-1.4950697211155377,-0.0,-1.0046314741035856,-1.103187250996016,0.0
2018-10-19,1.0,-0.34872603617367304,-1.477108077472771,-0.0,-1.0026612783992903,-1.0997979399733873,0.0
2018-10-22,1.0,-0.3491750800295494,-1.470376754493967,-0.0,-1.0042354099975375,-1.101108101452844,0.0
2018-10-23,1.0,-0.34814741821048484,-1.4710287741426882,-0.0,-1.0057646826960978,-1.1021383523847064,0.0
2018-10-24,1.0,-0.3442082472197618,-1.4659482334415903,-0.0,-1.0060033461273497,-1.1046648951874816,0.0
2018-10-25,1.0,-0.29263575034202954,-1.3892531962070105,-0.0,-0.9875925838562061,-1.0481200169835354,0.0
2018-10-26,1.0,-0.2638274078561111,-1.3671310749732073,-0.0,-0.9955267694888402,-1.033129863473277,0.0
2018-10-29,1.0,-0.2448317419115602,-1.371002132196162,-0.0,-0.9859553165847781,-1.033373505145082,0.0
2018-10-30,1.0,-0.2590215773809524,-1.3751395089285712,-0.0,-0.9895833333333333,-1.0265997023809523,0.0
2018-10-31,1.0,-0.260594501558357,-1.37493603758664,-0.0,-0.9895799413871703,-1.026701400195376,0.0
2018-11-01,1.0,-0.2743073400925104,-1.3710694762416484,-0.0,-0.9955146474793254,-1.0313040228005421,0.0
2018-11-02,1.0,-0.2758926487747958,-1.3669544924154027,-0.0,-0.9948191365227538,-1.0297782963827304,0.0
2018-11-05,1.0,-0.26669798027242836,-1.4117426021606387,-0.0,-1.0075152653828088,-1.011085016439643,0.0
2018-11-06,1.0,-0.28643049709123586,-1.4361254315849217,-0.0,-1.0060067161708366,-1.0011351274653548,0.0
2018-11-07,1.0,-0.28527491246332926,-1.4389609160594303,-0.0,-1.0052048831267153,-1.0022712217280212,0.0
2018-11-08,1.0,-0.23957796014067997,-1.444548651817116,-0.0,-0.9916998827667057,-1.0134583821805394,0.0
2018-11-09,1.0,-0.24251539220754806,-1.4474314988015229,-0.0,-0.9932791276965738,-1.0166846829910232,0.0
2018-11-12,1.0,-0.2402412229442289,-1.4280772287410592,-0.0,-0.9958393716983778,-1.0107054368659718,0.0
2018-11-13,1.0,-0.19912037037037036,-1.4259722222222222,-0.0,-0.9985648148148147,-1.0059722222222223,0.0
2018-11-14,1.0,-0.2035566699168872,-1.4276825927473649,-0.0,-1.0035288108835956,-1.0084505734317686,0.0
2018-11-15,1.0,-0.20602826921276796,-1.4472058410558832,-0.0,-1.0295797060750727,-0.9975194233829449,0.0
2018-11-16,1.0,-0.1986416861826698,-1.4336768149882904,-0.0,-1.0350819672131146,-1.016487119437939,0.0
2018-11-19,1.0,-0.19940991898093946,-1.4332880625673208,-0.0,-1.0343745609516228,-1.0161101484568913,0.0
2018-11-20,1.0,-0.12057930390095772,-1.4285447325391265,-0.0,-1.0544265358561085,-1.0683017986451764,0.0
2018-11-21,1.0,-0.13556953179594688,-1.432285115303983,-0.0,-1.06554856743536,-1.0253435825762869,0.0
2018-11-23,1.0,-0.1916400062935963,-1.6765091519379032,-0.0,-1.204174752189647,-1.1722347511407143,0.0
2018-11-26,1.0,-0.19027384324834748,-1.685972091071241,-0.0,-1.2010806840835169,-1.1687126219704123,0.0
2018-11-27,1.0,-0.17196222674388273,-1.6931183805499033,-0.0,-1.1925705639901916,-1.1597015704074711,0.0
2018-11-28,1.0,-0.18052057094878252,-1.6772670025188916,-0.0,-1.2143157010915198,-1.1755877413937867,0.0
2018-11-29,1.0,-0.1295711995034397,-1.6536492008482904,-0.0,-1.2070035690270522,-1.1822790048104277,0.0
2018-11-30,1.0,-0.13056087834688487,-1.6571546947019522,-0.0,-1.2123362162722047,-1.1788803148790719,0.0
2018-12-03,1.0,-0.1270506650106091,-1.6579723645396676,-0.0,-1.2120271179423483,-1.1780779382083526,0.0
2018-12-04,1.0,-0.10888014903746636,-1.674239287932105,-0.0,-1.2110329124404886,-1.1807596770854896,0.0
