Date,ECPG,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.4413038722380223,-1.245679282432728,-0.0,-0.8672938087945745,-0.8211332312404288,0.0
2018-09-25,1.0,-0.4427778020728561,-1.2443258844623257,-0.0,-0.8663576332706521,-0.819652774740893,0.0
2018-09-26,1.0,-0.4426028775090742,-1.2443258844623257,-0.0,-0.8664013644115974,-0.8197839681637293,0.0
2018-09-27,1.0,-0.4435705859221392,-1.240835408747324,-0.0,-0.8657753309739153,-0.819154978808931,0.0
2018-09-28,1.0,-0.4415646853146853,-1.2433566433566434,-0.0,-0.8660402097902098,-0.8196678321678322,0.0
2018-10-01,1.0,-0.45340517622118187,-1.252362865471248,-0.0,-0.8807967494037628,-0.830006183199364,0.0
2018-10-02,1.0,-0.4550993377483444,-1.245916114790287,-0.0,-0.8822958057395143,-0.8317439293598233,0.0
2018-10-03,1.0,-0.4563411400795404,-1.2491825011047282,-0.0,-0.8823243482103402,-0.831064958020327,0.0
2018-10-04,1.0,-0.46942310254474395,-1.2427499222809433,-0.0,-0.9005196074077364,-0.8284407336678954,0.0
2018-10-05,1.0,-0.46154187170279737,-1.243472092920158,-0.0,-0.9005186859954781,-0.8276809859467128,0.0
2018-10-08,1.0,-0.45656503075629506,-1.237951940523078,-0.0,-0.9048103730583705,-0.8260388547152276,0.0
2018-10-09,1.0,-0.4600221483942414,-1.2400885935769654,-0.0,-0.9048947951273532,-0.8246290143964562,0.0
2018-10-10,1.0,-0.4597395694924263,-1.2401452741606875,-0.0,-0.904951722916113,-0.8242536982903711,0.0
2018-10-11,1.0,-0.36707249819708987,-1.2066347092012049,-0.0,-0.8570398337080558,-0.8113943918890256,0.0
2018-10-12,1.0,-0.3716537403052289,-1.1944791927278793,-0.0,-0.8269952464348261,-0.7766658327078643,0.0
2018-10-15,1.0,-0.3280969291832045,-1.2444955086693128,-0.0,-0.8230624608314184,-0.7823271359933152,0.0
2018-10-16,1.0,-0.3248538011695907,-1.2493316624895574,-0.0,-0.8218045112781954,-0.7811194653299917,0.0
2018-10-17,1.0,-0.29302876757110163,-1.1916067342268715,-0.0,-0.8119074861065708,-0.7898005884275908,0.0
2018-10-18,1.0,-0.2935355930817353,-1.193564214744245,-0.0,-0.8114650202396042,-0.7902849899824181,0.0
2018-10-19,1.0,-0.27900653382573765,-1.1859096627571932,-0.0,-0.808165253033562,-0.7851954060305995,0.0
2018-10-22,1.0,-0.2814672446225566,-1.1723235462501023,-0.0,-0.8300073607589761,-0.8055123906109429,0.0
2018-10-23,1.0,-0.2762716774967924,-1.1875750175903317,-0.0,-0.8519514920740036,-0.8231033483713422,0.0
2018-10-24,1.0,-0.2742710404241219,-1.1909377070907887,-0.0,-0.8531312127236581,-0.8235172299536118,0.0
2018-10-25,1.0,-0.2387024786801626,-1.1316649398262533,-0.0,-0.8358571770144257,-0.7787917430461465,0.0
2018-10-26,1.0,-0.23391627759753103,-1.1201234470206536,-0.0,-0.8315264698900056,-0.7710690828519426,0.0
2018-10-29,1.0,-0.20793675764964997,-1.1301817037677968,-0.0,-0.8191614882403839,-0.7757020372846692,0.0
2018-10-30,1.0,-0.21778548622334343,-1.1324845283613858,-0.0,-0.8211202648902203,-0.7704284756986873,0.0
2018-10-31,1.0,-0.22496967799992176,-1.1033686763957902,-0.0,-0.8197895066317149,-0.764349152940256,0.0
2018-11-01,1.0,-0.18578804240728333,-1.1488196113979428,-0.0,-0.8302920427225791,-0.7762582272494384,0.0
2018-11-02,1.0,-0.1872760570109085,-1.1719085914483638,-0.0,-0.8348196512461182,-0.7872043952543991,0.0
2018-11-05,1.0,-0.18583366494230003,-1.175208913649025,-0.0,-0.8345801830481495,-0.7836450457620373,0.0
2018-11-06,1.0,-0.1928588488177693,-1.1809967359286682,-0.0,-0.8301886792452831,-0.7765305310086776,0.0
2018-11-07,1.0,-0.19338513648137076,-1.1820282924885435,-0.0,-0.8318390117553297,-0.777605100617653,0.0
2018-11-08,1.0,-0.13975304682488776,-1.2141196279666453,-0.0,-0.8392799871712637,-0.8157873636946761,0.0
2018-11-09,1.0,-0.16024865451207812,-1.2649672493637616,-0.0,-0.8833076056573074,-0.8635320622470691,0.0
2018-11-12,1.0,-0.1695393695735854,-1.257003549890937,-0.0,-0.9537231085069073,-0.8967537744322314,0.0
2018-11-13,1.0,-0.12220610817266676,-1.265824944548712,-0.0,-0.9738952397201842,-0.9035574134106807,0.0
2018-11-14,1.0,-0.135893519528693,-1.2918175867335806,-0.0,-1.0074623608989746,-0.9288239144665067,0.0
2018-11-15,1.0,-0.13443180332156401,-1.2947125234296675,-0.0,-1.013294974063903,-0.9165685889891461,0.0
2018-11-16,1.0,-0.12699468085106383,-1.2968971631205675,-0.0,-1.0441932624113475,-0.9644946808510638,0.0
2018-11-19,1.0,-0.12768126218755538,-1.296489984045382,-0.0,-1.043564970749867,-0.9641464279383087,0.0
2018-11-20,1.0,-0.08140504939626785,-1.2841273326015368,-0.0,-1.043819978046103,-0.9814270032930845,0.0
2018-11-21,1.0,-0.09624989047577324,-1.2885306229738018,-0.0,-1.0567773591518443,-0.9394111977569439,0.0
2018-11-23,1.0,-0.09736308316430019,-1.3082723344210248,-0.0,-1.0590440074080607,-0.9448805009260075,0.0
2018-11-26,1.0,-0.0959925854003001,-1.3188277870950655,-0.0,-1.0566687262776944,-0.9419631035395887,0.0
