Date,IWF,IWM,MTUM,SNAP,SPY,VLUE,VXX
2019-01-22,-1.0353549088931193,-2.1232889130631856,-0.6834375849877617,1.0,-2.075877073701387,-2.1474027740005437,0.0
2019-01-23,-1.0285169376078467,-2.0949050949050947,-0.6995731541186087,1.0,-2.086095722459359,-2.1727363545545364,0.0
2019-01-24,-0.0,-1.571959541798684,-0.0,1.0,-1.911954667316598,-1.6091883987326348,0.0
2019-01-25,-0.0,-1.522117750993879,-0.0,1.0,-2.083675143560295,-1.704486653625292,0.0
2019-01-28,-0.0,-1.4775725593667546,-0.0,1.0,-2.1176027139087825,-1.6869581605729365,0.0
2019-01-29,-0.0,-1.4457444800905832,-0.0,1.0,-2.126879285399761,-1.7178712964710323,0.0
2019-01-30,-0.0,-1.4424288233812044,-0.0,1.0,-2.126732174351222,-1.72965482489292,0.0
2019-01-31,-0.0,-1.4539552473999369,-0.0,1.0,-2.0907658367475572,-1.7584620233217774,0.0
2019-02-01,-0.0,-1.452531246054791,-0.0,1.0,-2.1053528594874384,-1.754387072339351,0.0
2019-02-04,-0.0,-1.4397172074233051,-0.0,1.0,-2.1013760888776667,-1.771304128266633,0.0
2019-02-05,-0.0,-1.411672517552658,-0.0,1.0,-2.084315446339017,-1.7728184553660984,0.0
2019-02-06,-0.0,-1.4074910596649728,-0.0,1.0,-2.0903444381705247,-1.7760838195620805,0.0
2019-02-07,-0.0,-1.5610373181530677,-0.0,1.0,-2.287370862323424,-2.179492585564692,0.0
2019-02-08,-0.0,-1.5589104729729728,-0.0,1.0,-2.311092342342342,-2.168285472972973,0.0
2019-02-11,-0.0,-1.5468616870207328,-0.0,1.0,-2.3650241408690715,-2.188440783868219,0.0
2019-02-12,-0.0,-1.5499679007061844,-0.0,1.0,-2.3856908481346744,-2.1975176546115986,0.0
2019-02-13,-0.0,-1.5880328674766486,-0.0,1.0,-2.3160334293138565,-2.118969028723927,0.0
2019-02-14,-0.0,-1.5411938825851013,-0.0,1.0,-2.3551342589329765,-2.151384875607865,0.0
2019-02-15,-0.0,-1.5498131565959246,-0.0,1.0,-2.351759148276105,-2.149122188535571,0.0
2019-02-19,-0.0,-1.5198841562477925,-0.0,1.0,-2.3880765698947517,-2.1556827011372466,0.0
2019-02-20,-0.0,-1.5421431596781023,-0.0,1.0,-2.3695468022024566,-2.1474657630947336,0.0
2019-02-21,-0.0,-1.541122484998235,-0.0,1.0,-2.3715495940698905,-2.146981997882104,0.0
2019-02-22,-0.0,-1.5318878451868072,-0.0,1.0,-2.392047460978883,-2.1386397344445234,0.0
2019-02-25,-0.0,-1.534963047185901,-0.0,1.0,-2.4166429789653208,-2.1547754405912447,0.0
2019-02-26,-0.0,-1.5329388278910596,-0.0,1.0,-2.4270640239555115,-2.1696848709539425,0.0
2019-02-27,-0.0,-1.5276886893307677,-0.0,1.0,-2.428052170194569,-2.1713349012900007,0.0
2019-02-28,-0.0,-1.5161979352082593,-0.0,1.0,-2.417942328230687,-2.185760056959772,0.0
2019-03-01,-0.0,-1.5098791755508174,-0.0,1.0,-2.42409381663113,-2.173347547974414,0.0
2019-03-04,-0.0,-1.5025917773201731,-0.0,1.0,-2.408861748207058,-2.189306255769367,0.0
2019-03-05,-0.0,-1.4902534808996786,-0.0,1.0,-2.4503391645840766,-2.1996429846483396,0.0
2019-03-06,-0.0,-1.4802284082798003,-0.0,1.0,-2.462169878658101,-2.1953604568165597,0.0
2019-03-07,-0.0,-1.4086235018792994,-0.0,1.0,-2.498475285440749,-2.1845968371037516,0.0
2019-03-08,-0.0,-1.3840496929887192,-0.0,1.0,-2.559545908896187,-2.1962016278737684,0.0
2019-03-11,-0.0,-1.3887325975618552,-0.0,1.0,-2.563370121907235,-2.261343143619707,0.0
2019-03-12,-0.0,-1.2960121589346458,-0.0,1.0,-2.590721574871535,-2.350727364840414,0.0
2019-03-13,-0.0,-1.3329455391550933,-0.0,1.0,-2.5948520322838653,-2.3432705591507306,0.0
2019-03-14,-0.0,-1.3346408077286265,-0.0,1.0,-2.589307764945159,-2.3398707053097993,0.0
2019-03-15,-0.0,-1.3470067357905093,-0.0,1.0,-2.750397335957012,-2.470975554378264,0.0
2019-03-18,-0.0,-1.3843730792870312,-0.03879840196681008,1.0,-2.765519360786724,-2.494237861094038,0.0
2019-03-19,-0.0,-1.3785856726491794,-0.0394999233011198,1.0,-2.745819911029299,-2.5059825126553155,0.0
2019-03-20,-0.0,-1.4031946909483755,-0.03032641407516012,1.0,-2.760398178871826,-2.5227255189443625,0.0
2019-03-21,-0.0,-1.4038684719535783,-0.05214700193423598,1.0,-2.8189555125725336,-2.461972920696325,0.0
2019-03-22,-0.0,-1.3772631906131014,-0.11904576890201259,1.0,-2.8421788794778147,-2.4321237081358302,0.0
2019-03-25,-0.0,-1.157268218237314,-0.25265165967188097,1.0,-2.824189240747806,-2.3965661961083558,0.0
2019-03-26,-0.0,-1.1752672460201492,-0.2833961393524571,1.0,-2.8118895639467816,-2.420056909943859,0.0
2019-03-27,-0.0,-1.1263883569513595,-0.3059364228265033,1.0,-2.814400612792034,-2.4131750287246265,0.0
2019-03-28,-0.0,-1.1129675045984058,-0.3342274678111588,1.0,-2.7923819742489266,-2.424432863274065,0.0
2019-03-29,-0.0,-1.1064041673050407,-0.3473264899647618,1.0,-2.783514631530566,-2.4233185230580667,0.0
2019-04-01,-0.0,-1.114242077128675,-0.33531882397861773,1.0,-2.7697594501718212,-2.417105765559374,0.0
2019-04-02,-0.0,-1.1150455927051672,-0.40387537993920974,1.0,-2.7360942249240123,-2.343693009118541,0.0
2019-04-03,-0.0,-1.116079562708776,-0.4059368357121166,1.0,-2.727679927118129,-2.342165198906772,0.0
2019-04-04,-0.0,-1.1124686954542005,-0.39250208696972,1.0,-2.7296046141003263,-2.35440540335433,0.0
2019-04-05,-0.0,-1.0850854636212373,-0.39199818484344273,1.0,-2.7253063076690363,-2.360837997277265,0.0
2019-04-08,-0.0,-1.0912599318955734,-0.39160045402951194,1.0,-2.727128263337117,-2.357169882709043,0.0
2019-04-09,-0.0,-1.0481250948838623,-0.4360103233642022,1.0,-2.7665097920145745,-2.340139669045089,0.0
2019-04-10,-0.0,-0.9756918474195961,-0.4718025430067314,1.0,-2.7151084517576662,-2.3168287210172025,0.0
2019-04-11,-0.015914721117033254,-0.9218527137602283,-0.509196006305833,1.0,-2.751520156144434,-2.3084603258013665,0.0
2019-04-12,-0.017899940083882567,-0.9152935889754343,-0.5113840623127621,1.0,-2.7449071300179746,-2.299955062911923,0.0
2019-04-15,-0.004118616144975289,-0.9206979182267486,-0.5143028306125507,1.0,-2.7400029953571967,-2.3092706305226898,0.0
2019-04-16,-0.0118914067758582,-0.9238650811457633,-0.5211278139256601,1.0,-2.7253758133273505,-2.296686859621569,0.0
2019-04-17,-0.0,-0.8838267246061924,-0.3221075502444324,1.0,-2.550176534492124,-2.033677349266703,0.0
2019-04-18,-0.0,-0.8788146537076055,-0.3080948820770747,1.0,-2.552436620675593,-2.057228301502073,0.0
2019-04-22,-0.0,-0.8868962706337885,-0.29012974662047414,1.0,-2.556755655186468,-2.0593030364784997,0.0
2019-04-23,-0.0,-0.898282066951857,-0.29822774495823995,1.0,-2.548108915597202,-2.045630474638419,0.0
2019-04-24,-0.0,-0.8833175226995529,-0.29678818268058005,1.0,-2.5487193386637754,-2.0470931020463476,0.0
2019-04-25,-0.0,-0.8482338444687844,-0.29381161007667034,1.0,-2.6024096385542173,-2.1011089813800656,0.0
2019-04-26,-0.0,-0.8419678438917135,-0.27250240483715815,1.0,-2.620241857908479,-2.1362512024185794,0.0
2019-04-29,-0.0,-0.834272364985571,-0.26583757042737394,1.0,-2.6248454033255464,-2.146076679950529,0.0
2019-04-30,-0.0,-0.8352366538249864,-0.25894331315354985,1.0,-2.629402861860209,-2.155820033021464,0.0
2019-05-01,-0.0,-0.8483223322332233,-0.26134488448844884,1.0,-2.6175742574257423,-2.148514851485148,0.0
2019-05-02,-0.0,-0.8537842854196742,-0.24905478792878258,1.0,-2.5926307829793087,-2.1787997525262943,0.0
2019-05-03,-0.0,-0.8599023853715544,-0.24822987557572013,1.0,-2.589331133567059,-2.1768062143397264,0.0
2019-05-06,-0.0,-0.8312517156189954,-0.24835300576447986,1.0,-2.592300301948943,-2.1905023332418336,0.0
2019-05-07,-0.0,-0.8336195644707014,-0.2564402005907811,1.0,-2.58707151198736,-2.1924847152572644,0.0
2019-05-08,-0.0,-0.8345118302964374,-0.29970084307859673,1.0,-2.50877073701387,-2.1560375305955946,0.0
2019-05-09,-0.0,-0.8374498196910934,-0.30108185343947746,1.0,-2.5098319384908483,-2.155678029529836,0.0
2019-05-10,-0.0,-0.8384746339802519,-0.3077289751447055,1.0,-2.515083418454205,-2.1484508001361933,0.0
2019-05-13,-0.0,-0.8548796378849187,-0.28509704409848435,1.0,-2.5358343049173584,-2.1824291886701874,0.0
2019-05-14,-0.0,-0.7299791203610158,-0.43059203879571634,1.0,-2.449451067555735,-2.1252778339058396,0.0
2019-05-15,-0.0,-0.7351592012951969,-0.44009713977334053,1.0,-2.4589179708580677,-2.111778197517539,0.0
2019-05-16,-0.0,-0.7356860644210809,-0.46273354315944554,1.0,-2.4151208732337777,-2.0830375678028528,0.0
2019-05-17,-0.0,-0.7194512030278454,-0.4906731549067315,1.0,-2.4472830494728304,-2.10117599351176,0.0
2019-05-20,-0.0,-0.6849572994418667,-0.5092461838477574,1.0,-2.436621612534463,-2.093672247999462,0.0
2019-05-21,-0.0,-0.6690965023741056,-0.5060522971978867,1.0,-2.430883434762255,-2.0815221025881097,0.0
2019-05-22,-0.0,-0.6544604076177748,-0.5189442031406616,1.0,-2.431072502505847,-2.0778483127297025,0.0
2019-05-23,-0.0,-0.6417910447761195,-0.5144589552238806,1.0,-2.433168976545842,-2.0736940298507465,0.0
2019-05-24,-0.0,-0.5902519893899205,-0.5406498673740053,1.0,-2.420557029177719,-2.079774535809019,0.0
2019-05-28,-0.0,-0.604267765738217,-0.5340690021937113,1.0,-2.4267100977198695,-2.082563318487004,0.0
2019-05-29,-0.0,-0.6143387717203873,-0.5380687093779015,1.0,-2.428903037538135,-2.050935137286112,0.0
2019-05-30,-0.0,-0.6083007359278658,-0.530199562421269,1.0,-2.429092355632169,-2.062321819266724,0.0
2019-05-31,-0.0,-0.5989248025486162,-0.5419791597531027,1.0,-2.4365168912192208,-2.0595340811044003,0.0
2019-06-03,-0.0,-0.6007388837577518,-0.5877424462330123,1.0,-2.4244623301227075,-1.9842327483836917,0.0
2019-06-04,-0.0,-0.5903328050713154,-0.6036714210248284,1.0,-2.4512678288431062,-1.958069202324353,0.0
2019-06-05,-0.0,-0.6007681291498502,-0.6092956646270017,1.0,-2.4081499804712925,-1.8913552922796508,0.0
2019-06-06,-0.0,-0.640688717716357,-0.5890996180982588,1.0,-2.3550391611107515,-1.8880186419833,0.0
2019-06-07,-0.0,-0.6231188375713546,-0.6137130254281267,1.0,-2.355993772703685,-1.8939413596263623,0.0
2019-06-10,-0.0,-0.6278753320806065,-0.5983930538456554,1.0,-2.3477612907406207,-1.9055919134322556,0.0
2019-06-11,-0.0,-0.6244229143637428,-0.6595357305416477,1.0,-2.328304831263411,-1.890044866376227,0.0
2019-06-12,-0.0,-0.6347616880161259,-0.666428246309903,1.0,-2.321932505364458,-1.8792509265882045,0.0
2019-06-13,-0.0,-0.6724216561339501,-0.6960714053032772,1.0,-2.3008665059613005,-1.8457228483940322,0.0
2019-06-14,-0.0,-0.6697849671928798,-0.6866757617098681,1.0,-2.293639966218411,-1.846293769895407,0.0
2019-06-17,-0.0,-0.6640721281702017,-0.6883959265745605,1.0,-2.299669196341701,-1.83420899007589,0.0
2019-06-18,-0.0,-0.6487611367626975,-0.6968199258633023,1.0,-2.306366651492489,-1.8512713793327698,0.0
2019-06-19,-0.0,-0.6338342410919351,-0.6987335126976836,1.0,-2.3328302382046067,-1.89664676159853,0.0
2019-06-20,-0.0,-0.6468963703314046,-0.6810889005786429,1.0,-2.3429116254602844,-1.9045896896370333,0.0
2019-06-21,-0.0,-0.658688934183707,-0.6794003550529292,1.0,-2.3294102176342952,-1.9075547373265829,0.0
2019-06-24,-0.0,-0.6405693950177935,-0.6897324370633979,1.0,-2.3188348490839594,-1.9410175299855015,0.0
2019-06-25,-0.0,-0.5923608824497859,-0.7000329272308199,1.0,-2.3412578202173195,-1.9517286796180442,0.0
2019-06-26,-0.0,-0.5854284586020798,-0.677701724364881,1.0,-2.314663683032776,-2.003817296301172,0.0
2019-06-27,-0.0,-0.5742267361340104,-0.6913539537030932,1.0,-2.3155048473257276,-2.0138495020774254,0.0
2019-06-28,-0.0,-0.5170480775572117,-0.7050715557607334,1.0,-2.353360153004023,-2.0195212029281806,0.0
2019-07-01,-0.0,-0.4877179080824089,-0.7256999471737983,1.0,-2.389395139989435,-2.000462229265716,0.0
2019-07-02,-0.0,-0.49871414441147377,-0.7153972964061984,1.0,-2.3763270689086715,-2.0036927134849982,0.0
2019-07-03,-0.0,-0.5125362892583795,-0.7051992610187384,1.0,-2.36942465030351,-2.0108867775138557,0.0
2019-07-05,-0.0,-0.4922416639154837,-0.7154836579729283,1.0,-2.3786068009243975,-2.0165070980521627,0.0
2019-07-08,-0.0,-0.5044019328787979,-0.7051035943602303,1.0,-2.3847223141589993,-2.02522009664394,0.0
2019-07-09,-0.0,-0.49411219899444303,-0.7060068801270177,1.0,-2.3852871129928555,-2.030166710770045,0.0
2019-07-10,-0.0,-0.4643612800846337,-0.7004099444591377,1.0,-2.4108040201005023,-2.03643216080402,0.0
2019-07-11,-0.0,-0.4617777483619035,-0.7103051161559335,1.0,-2.4128665034085643,-2.0336885300152225,0.0
2019-07-12,-0.0,-0.4577539398755132,-0.709574890742948,1.0,-2.414580850218514,-2.0397960535028474,0.0
2019-07-15,-0.0,-0.4649808023301999,-0.7254071229974844,1.0,-2.4180458096120745,-2.011452403018668,0.0
2019-07-16,-0.0,-0.46739776706084424,-0.7034418973376495,1.0,-2.4111118451476514,-2.0243773535046574,0.0
2019-07-17,-0.0,-0.46842732327243847,-0.7055202541699762,1.0,-2.4187185597034686,-2.026277468890654,0.0
2019-07-18,-0.0,-0.46777711679555817,-0.7130676184810628,1.0,-2.4135104765681805,-2.0154669839381323,0.0
2019-07-19,-0.0,-0.47552076422979955,-0.7112246251824332,1.0,-2.4357171288310995,-2.0114767148732913,0.0
2019-07-22,-0.0,-0.4603216801807789,-0.7080287119500199,1.0,-2.4521467499667686,-2.0258540475873987,0.0
2019-07-23,-0.0,-0.4605674041591921,-0.7085907913095475,1.0,-2.449405355125905,-2.025513254933227,0.0
2019-07-24,-0.0,-0.456728530566088,-0.7047162908268477,1.0,-2.4587906605467973,-2.0317967138960955,0.0
2019-07-25,-0.0,-0.6148375400920374,-0.7157300237065961,1.0,-2.4624877980755824,-2.1795426021475386,0.0
2019-07-26,-0.0,-0.5893467196541866,-0.7227916056612982,1.0,-2.4743777452415814,-2.1855260405772854,0.0
2019-07-29,-0.0,-0.5621338912133891,-0.7230822873082288,1.0,-2.4773361227336124,-2.211018131101813,0.0
2019-07-30,-0.0,-0.5708115639150121,-0.7240682688958551,1.0,-2.465552072448624,-2.2058516196447226,0.0
2019-07-31,-0.0,-0.5568332287964318,-0.7248588751829396,1.0,-2.467558714893024,-2.219875949543522,0.0
2019-08-01,-0.0,-0.5909090909090908,-0.7166225810942503,1.0,-2.456285674509258,-2.1970625087010998,0.0
2019-08-02,-0.0,-0.5657281890858532,-0.7411192214111921,1.0,-2.44261383385471,-2.2022245394508166,0.0
2019-08-05,-0.0,-0.5554937799708111,-0.7126277017165892,1.0,-2.4634790464938496,-2.218152755577177,0.0
2019-08-06,-0.0,-0.546555948815682,-0.6973863326980669,1.0,-2.358698611489246,-2.2037843724475907,0.0
2019-08-07,-0.0,-0.6018047357351245,-0.6539113915462379,1.0,-2.314878892733564,-2.2141257887237944,0.0
2019-08-08,-0.0,-0.6012774342596997,-0.6481619895359109,1.0,-2.3221444587891553,-2.2233471495549364,0.0
2019-08-09,-0.0,-0.5744824330703352,-0.6314653719063996,1.0,-2.2990761346011195,-2.238519117944568,0.0
2019-08-12,-0.0,-0.5586686470429382,-0.6670942479071023,1.0,-2.3214960842560086,-2.2040237645152576,0.0
2019-08-13,-0.0,-0.5354999662868317,-0.6632054480480076,1.0,-2.3282988335243746,-2.215629424853348,0.0
2019-08-14,-0.0,-0.5523046092184369,-0.6565798263193053,1.0,-2.2732130928523713,-2.197862391449566,0.0
2019-08-15,-0.0,-0.5862700228832952,-0.683360575351422,1.0,-2.2083033671134356,-2.0600849950964366,0.0
2019-08-16,-0.0,-0.5946441432593466,-0.6801545210502193,1.0,-2.2019249656256137,-2.070778498003012,0.0
2019-08-19,-0.0,-0.554249902075989,-0.7021151586368978,1.0,-2.221634678156417,-2.0503329416372895,0.0
2019-08-20,-0.0,-0.5530711732206696,-0.7197270068248294,1.0,-2.200844978875528,-2.0261943451413718,0.0
2019-08-21,-0.0,-0.5635881172739629,-0.6883049640799948,1.0,-2.2023170021357843,-2.0177982007637043,0.0
2019-08-22,-0.0,-0.5661949990308199,-0.6900562124442722,1.0,-2.2057892356399824,-1.9991600439361636,0.0
2019-08-23,-0.0,-0.5615916284477747,-0.6927847038305018,1.0,-2.20360441831923,-2.001485692138751,0.0
2019-08-26,-0.0,-0.5231189976467595,-0.6946511479997456,1.0,-2.1838071614831773,-1.958532086751892,0.0
2019-08-27,-0.0,-0.5186313718021963,-0.6890116168348885,1.0,-2.178886561289913,-1.9615311369262998,0.0
