Date,IWF,IWM,MTUM,SNAP,SPY,VLUE,VXX
2018-09-24,-2.3812534359538207,-3.0552501374381524,-1.930731170973062,1.0,-2.7010720175920837,-2.675371083012644,0.0
2018-09-25,-2.380304903172641,-3.052327976926246,-1.930641395412718,1.0,-2.698530421645378,-2.6725724488394453,0.0
2018-09-26,-2.3820255599835094,-3.0548302872062663,-1.9325271403050708,1.0,-2.699876322660437,-2.672529888690394,0.0
2018-09-27,-2.3820178448867537,-3.045161290322581,-1.9326012354152369,1.0,-2.6974605353466026,-2.669595058339053,0.0
2018-09-28,-2.3837481094458957,-3.0529355149181905,-1.9363398872542281,1.0,-2.7019111783308123,-2.674412209542142,0.0
2018-10-01,-2.3930492345883327,-3.0608191973520893,-1.9423527789270443,1.0,-2.7117638946352227,-2.6832161081230175,0.0
2018-10-02,-2.392719249862107,-3.0603971318257033,-1.9426365140650856,1.0,-2.7111141753998895,-2.682570325427468,0.0
2018-10-03,-2.3884911894273126,-3.0496971365638768,-1.939014317180617,1.0,-2.708149779735683,-2.681167400881057,0.0
2018-10-04,-2.388201320132013,-3.0419416941694166,-1.9374312431243121,1.0,-2.708058305830583,-2.675880088008801,0.0
2018-10-05,-2.349884369473541,-3.008978370289756,-1.8987892803700177,1.0,-2.6876615426472585,-2.6582777853353283,0.0
2018-10-08,-2.3439239646978955,-3.001357773251867,-1.8898845892735916,1.0,-2.6879837067209778,-2.654582484725051,0.0
2018-10-09,-2.344106463878327,-3.002172732210755,-1.8895980445410103,1.0,-2.6886203150461707,-2.65507876154264,0.0
2018-10-10,-2.353518821603928,-3.0186852154937265,-1.8948445171849428,1.0,-2.701582105837425,-2.6700763775231864,0.0
2018-10-11,-2.1659992249063427,-2.919390259656375,-1.6711019248159151,1.0,-2.576023769538819,-2.585712440253197,0.0
2018-10-12,-2.2143510652202325,-2.971899098157104,-1.6817409488955695,1.0,-2.5996601751405044,-2.6025356162593125,0.0
2018-10-15,-2.1682605324373223,-2.977125872318428,-1.62522615662962,1.0,-2.5719824243990694,-2.58051176014474,0.0
2018-10-16,-2.175285862785863,-3.014423076923077,-1.619022869022869,1.0,-2.5879677754677757,-2.5969334719334722,0.0
2018-10-17,-2.1540554547810316,-2.9813423166623476,-1.576703809277015,1.0,-2.607799948173102,-2.6368230111427833,0.0
2018-10-18,-2.1540554547810316,-2.9814718839077483,-1.5765742420316144,1.0,-2.607799948173102,-2.6368230111427833,0.0
2018-10-19,-2.1079770261646456,-2.936821952776005,-1.5298021697511166,1.0,-2.58085513720485,-2.6079132099553286,0.0
2018-10-22,-2.110260336906585,-2.9281521184277692,-1.5214395099540583,1.0,-2.5875446656457375,-2.6142164369576317,0.0
2018-10-23,-2.1122032167475107,-2.9286443706918557,-1.5246362011743682,1.0,-2.586162879754914,-2.613352055144243,0.0
2018-10-24,-2.112018372033682,-2.9252360295993873,-1.5142893595304925,1.0,-2.588925746363868,-2.617887216126563,0.0
2018-10-25,-1.9821102592186925,-2.772544724351953,-1.4123159303882193,1.0,-2.510770354143848,-2.4920287209443837,0.0
2018-10-26,-1.9083500649580727,-2.690917680406283,-1.3412070390929491,1.0,-2.451399551198772,-2.4186843037675683,0.0
2018-10-29,-1.8678542321574108,-2.6671323786238212,-1.3020142042146934,1.0,-2.4150657818139485,-2.390615904063337,0.0
2018-10-30,-1.8592007434944235,-2.6620585501858733,-1.2953066914498141,1.0,-2.410432156133829,-2.3899860594795537,0.0
2018-10-31,-1.8280982295830952,-2.608109651627641,-1.2652198743575098,1.0,-2.372130211307824,-2.348600799543118,0.0
2018-11-01,-1.8026569774043377,-2.6140570001135464,-1.2374247757465653,1.0,-2.3610764164868856,-2.339275576246168,0.0
2018-11-02,-1.780542479264739,-2.5702757229320783,-1.2083613539565121,1.0,-2.339385787939924,-2.309683927370545,0.0
2018-11-05,-1.7794957983193276,-2.5706442577030812,-1.207282913165266,1.0,-2.3387114845938375,-2.3083473389355746,0.0
2018-11-06,-1.7802037845705967,-2.571156645392453,-1.2049042660396372,1.0,-2.3360206023961485,-2.304669129996641,0.0
2018-11-07,-1.7759141227775914,-2.5693838756569387,-1.202169294420217,1.0,-2.3327742368332776,-2.301688471430169,0.0
2018-11-08,-1.7264296754250386,-2.5627069993376024,-1.1444027379112387,1.0,-2.309229410465887,-2.2970854493265622,0.0
2018-11-09,-1.7258580730603685,-2.561417062134422,-1.1446860169959168,1.0,-2.308354486259795,-2.296104182761285,0.0
2018-11-12,-1.7125342090859332,-2.526217843459223,-1.1327859879584017,1.0,-2.297974822112753,-2.277394636015326,0.0
2018-11-13,-1.6716805540525916,-2.513039714316632,-1.0825668217725355,1.0,-2.29001190347365,-2.2640406882372037,0.0
2018-11-14,-1.6734517106972717,-2.513858813339108,-1.0830446080554352,1.0,-2.291684711996535,-2.2650498051104373,0.0
2018-11-15,-1.6671701370158594,-2.5071744524759954,-1.0762757579026865,1.0,-2.2857913475024274,-2.2522386449455176,0.0
2018-11-16,-1.6527003857693956,-2.487033861980283,-1.0620445777968281,1.0,-2.27186026575225,-2.2421774539219888,0.0
2018-11-19,-1.6617520447696943,-2.495587602238485,-1.074580284115368,1.0,-2.279487731381834,-2.25053809728799,0.0
2018-11-20,-1.6014799154334036,-2.45877378435518,-1.011627906976744,1.0,-2.2553911205073995,-2.243446088794926,0.0
2018-11-21,-1.6052049309872514,-2.4542197871667897,-1.0120113792013488,1.0,-2.2539247708355283,-2.211147402802655,0.0
2018-11-23,-1.6011147334104534,-2.446314018298454,-1.0083079188137556,1.0,-2.252497633820591,-2.208118624461037,0.0
2018-11-26,-1.5988445378151261,-2.4463235294117647,-1.0063025210084033,1.0,-2.248529411764706,-2.2042016806722686,0.0
2018-11-27,-1.5733721050991796,-2.4329629244989097,-0.9721674109461003,1.0,-2.2258801537023576,-2.180911828850348,0.0
2018-11-28,-1.5733873480835152,-2.436169107717877,-0.9720577542328867,1.0,-2.225199958450192,-2.1806377895502234,0.0
2018-11-29,-1.520188081365634,-2.4053971174486355,-0.9141367678626188,1.0,-2.2081161197996524,-2.1739752632116938,0.0
2018-11-30,-1.519771124961684,-2.4049249003780524,-0.9129457443547563,1.0,-2.2078267088995607,-2.172269336875447,0.0
2018-12-03,-1.5159645006630622,-2.4039579720493727,-0.9051310823217382,1.0,-2.2058553504029375,-2.1700499846985615,0.0
2018-12-04,-1.5068493150684932,-2.422408505418115,-0.9049274177059906,1.0,-2.210897566959722,-2.177877734614598,0.0
2018-12-06,-1.4445106805762542,-2.3050173869846002,-0.901639344262295,1.0,-2.175757575757576,-2.1084947839046198,0.0
2018-12-07,-1.444754130997412,-2.311367708540713,-0.8994624726259208,1.0,-2.1819629703364525,-2.1165638064901455,0.0
2018-12-10,-1.3951597099745248,-2.3000195963158925,-0.861650009798158,1.0,-2.1617675876935136,-2.0794630609445424,0.0
2018-12-11,-1.3929201804275348,-2.3042753481074723,-0.8593841929790155,1.0,-2.163169248872328,-2.0860953128064326,0.0
2018-12-12,-1.3942901991562835,-2.3053075640145195,-0.8601981752182869,1.0,-2.1646227803394487,-2.0863337584616892,0.0
2018-12-13,-1.389878621769773,-2.297768206734534,-0.8585552075176194,1.0,-2.1620007830853565,-2.080462020360219,0.0
2018-12-14,-1.3906494522691706,-2.2854068857589986,-0.863849765258216,1.0,-2.1633411580594677,-2.0777582159624415,0.0
2018-12-17,-1.373141627543036,-2.297926447574335,-0.8393974960876369,1.0,-2.1603090766823163,-2.1100352112676055,0.0
2018-12-18,-1.3421306106723174,-2.261413985744558,-0.8093816220381429,1.0,-2.131959160084762,-2.087073781544982,0.0
2018-12-19,-1.3439637730031797,-2.261778591386453,-0.8094228731091628,1.0,-2.132189999036516,-2.087484343385683,0.0
2018-12-20,-1.3236079328756674,-2.224351639969489,-0.8162662090007629,1.0,-2.111270022883295,-2.0591151792524793,0.0
2018-12-21,-1.3047619047619046,-2.2064120697784064,-0.7983969825553983,1.0,-2.0925978312116924,-2.027251296558227,0.0
2018-12-24,-1.2682561944834034,-2.169424964936886,-0.7933613838242168,1.0,-2.079102384291725,-2.039925198690977,0.0
2018-12-26,-1.2838436175223742,-2.2233631653320773,-0.7759773904851626,1.0,-2.083843617522374,-2.0536033914272256,0.0
2018-12-27,-1.149968886123211,-2.111743266068095,-0.6906391679260377,1.0,-1.9462174415503601,-1.9911103209174148,0.0
2018-12-28,-1.1466299128579052,-2.1195980793170905,-0.6874444246843322,1.0,-1.9475369020096032,-1.990930108483016,0.0
2018-12-31,-1.1507082660928813,-2.1478393401470326,-0.6895284202976512,1.0,-1.967186659494352,-2.0101308947462795,0.0
2019-01-02,-1.1537907437421213,-2.162254637133081,-0.6797226724293175,1.0,-1.980100846389339,-2.0282730055825677,0.0
2019-01-03,-1.1534921494315105,-2.1711784876376106,-0.6728929796065691,1.0,-1.9861035914094927,-2.0399747338025627,0.0
2019-01-04,-1.1061432531521058,-2.1783063578646162,-0.6497362067423769,1.0,-1.9651256371277834,-2.042832871322543,0.0
2019-01-07,-1.0343094784266158,-2.1007624328539247,-0.6381909547738694,1.0,-1.9136198232542023,-1.9771270143822561,0.0
2019-01-08,-1.0293331032697783,-2.0841169873177465,-0.6353205072901389,1.0,-1.9106203088603226,-1.9679924079026831,0.0
2019-01-09,-1.0225240715268225,-2.0705811554332874,-0.6298143053645117,1.0,-1.906207015130674,-1.9678473177441538,0.0
2019-01-10,-1.025389448317411,-2.068852741199759,-0.6309493071692917,1.0,-1.9122127549703072,-1.9691883983131078,0.0
2019-01-11,-1.025574786876776,-2.0488245931283906,-0.6411779901834151,1.0,-1.9148368208042712,-1.9806251614569879,0.0
2019-01-14,-1.0294573643410854,-2.046080964685616,-0.6472868217054263,1.0,-1.9136089577950044,-1.9768303186907838,0.0
2019-01-15,-1.0261703230264294,-2.0418897909828986,-0.6571946795646917,1.0,-1.9182933149075834,-1.9935221972706858,0.0
2019-01-16,-1.0143767217630855,-2.043388429752066,-0.6414428374655649,1.0,-1.9108987603305785,-1.9986225895316805,0.0
2019-01-17,-1.0592730827334933,-2.087354483248911,-0.6759975117746378,1.0,-1.9873811428063628,-2.0765129298853635,0.0
2019-01-18,-1.0664760543245173,-2.0749642601858467,-0.7038062902072909,1.0,-1.9898141529664046,-2.0998034310221585,0.0
