Date,CRSA,IWF,IWM,MTUM,SPY,VLUE,VXX
2019-12-18,1.0,-0.0,-0.0,-0.09366563073710989,-0.10258102449033465,-0.0036837495050336577,0.0
2019-12-19,1.0,-0.0,-0.0,-0.09359440425200062,-0.10254472159234065,-0.0036233188160625807,0.0
2019-12-20,1.0,-0.0,-0.0,-0.09425875234116121,-0.10260289103395283,-0.003733851990587331,0.0
2019-12-23,1.0,-0.0,-0.0,-0.09347173886955477,-0.10361214448577942,-0.0029521180847233886,0.0
2019-12-24,1.0,-0.0,-0.0,-0.09335397465437788,-0.10377064132104455,-0.0029521889400921657,0.0
2019-12-26,1.0,-0.0,-0.0,-0.09345065181379493,-0.10388207332004898,-0.0030610040093150557,0.0
2019-12-27,1.0,-0.0,-0.0,-0.09375075024608072,-0.10322185676902024,-0.003421122128058003,0.0
2019-12-30,1.0,-0.0,-0.0,-0.09339683758427911,-0.10306643952299831,-0.003239196679223553,0.0
2019-12-31,1.0,-0.0,-0.0,-0.09245377909761472,-0.1023445732349842,-0.002634351949420443,0.0
2020-01-02,1.0,-0.0,-0.0,-0.09251919000802328,-0.10241057635886812,-0.002586609505789934,0.0
2020-01-03,1.0,-0.0,-0.0,-0.09518624436121714,-0.09759132734256279,-0.003793091070082443,0.0
2020-01-06,1.0,-0.0,-0.0,-0.09455621584210401,-0.09617908880456315,-0.0025536383379871604,0.0
2020-01-07,1.0,-0.0,-0.0,-0.09491525423728812,-0.09566722368106947,-0.0030198137980424924,0.0
2020-01-08,1.0,-0.0,-0.0,-0.0949806028051328,-0.09535064159952254,-0.003354222620113399,0.0
2020-01-09,1.0,-0.0,-0.0,-0.0949783353426358,-0.09483509793857503,-0.0038435370089642744,0.0
2020-01-10,1.0,-0.0,-0.0,-0.09471699464181295,-0.09451412341730611,-0.004129026098786352,0.0
2020-01-13,1.0,-0.0,-0.0,-0.09488118965496664,-0.09446347372566805,-0.004129420329637542,0.0
2020-01-14,1.0,-0.0,-0.0,-0.09487944616853665,-0.09444974934351875,-0.004273096204344712,0.0
2020-01-15,1.0,-0.0,-0.0,-0.09489190512003247,-0.09388914753667824,-0.004989912736215067,0.0
2020-01-16,1.0,-0.0,-0.0,-0.0939607730783464,-0.09394883548806839,-0.005849419236232973,0.0
2020-01-17,1.0,-0.0,-0.0,-0.0939353791432425,-0.09380408445829005,-0.005860517301058713,0.0
2020-01-21,1.0,-0.0,-0.0,-0.09527109369399508,-0.09401658343090635,-0.005484002007216422,0.0
2020-01-22,1.0,-0.0,-0.0,-0.09487743106990969,-0.09420843885889042,-0.005543078319873847,0.0
2020-01-23,1.0,-0.0,-0.0,-0.09513171256197361,-0.09348306552774625,-0.006068932560778927,0.0
2020-01-24,1.0,-0.0,-0.0,-0.09518119794964931,-0.09353231453048642,-0.006129544884279451,0.0
2020-01-27,1.0,-0.0,-0.0,-0.0943250163758709,-0.09110939081760257,-0.00553802179479545,0.0
2020-01-28,1.0,-0.0,-0.0,-0.09394883704397075,-0.0881429434695546,-0.0027844591632403995,0.0
2020-01-29,1.0,-0.0,-0.0,-0.09365387345605981,-0.08692205764043348,-0.002519994321139558,0.0
2020-01-30,1.0,-0.0,-0.0,-0.09403439012556064,-0.08606998733742796,-0.003313570253606466,0.0
2020-01-31,1.0,-0.0,-0.0,-0.09739951596830068,-0.0863664404688464,-0.002586247805248422,0.0
2020-02-03,1.0,-0.0,-0.0,-0.09447333356916292,-0.08362517245038735,-0.0010612331529236973,0.0
2020-02-04,1.0,-0.0,-0.0,-0.09469612086758583,-0.08376284100156864,-0.0009789236557491124,0.0
2020-02-05,1.0,-0.0,-0.0,-0.09544280009396287,-0.07909325816302559,-0.0,0.0
2020-02-06,1.0,-0.0,-0.0,-0.09377019896346264,-0.08144222068138815,-0.0,0.0
2020-02-07,1.0,-0.0,-0.0,-0.09359721699887176,-0.08164488529522378,-0.0,0.0
2020-02-10,1.0,-0.0,-0.0,-0.09329387865337421,-0.08096429116614412,-0.0,0.0
2020-02-11,1.0,-0.0,-0.0,-0.09234723216486133,-0.08121017239558273,-0.0,0.0
2020-02-12,1.0,-0.0,-0.0,-0.092355005692956,-0.08112168840162925,-0.00031692744709072343,0.0
2020-02-13,1.0,-0.0,-0.0,-0.0918793884883639,-0.0816288190122819,-0.0006810229434281286,0.0
2020-02-14,1.0,-0.0,-0.0,-0.08792860497886332,-0.0846289337717238,-0.0017026773132926254,0.0
2020-02-18,1.0,-0.0,-0.0,-0.0875320038522068,-0.08436097996382684,-0.0025720527094637447,0.0
2020-02-19,1.0,-0.0,-0.0,-0.0874464463876988,-0.08444157520981278,-0.0018897822642173839,0.0
2020-02-20,1.0,-0.0,-0.0,-0.08728844414690579,-0.08508039416041249,-0.0021375803060733117,0.0
2020-02-21,1.0,-0.0,-0.0,-0.08661324949261506,-0.08450158961063338,-0.0020178083316713786,0.0
2020-02-24,1.0,-0.0,-0.0,-0.08494194951419987,-0.08301277929123455,-0.001239345718995896,0.0
2020-02-25,1.0,-0.0,-0.0,-0.0993479549496147,-0.08010669828097214,-0.006081802015411974,0.0
2020-02-26,1.0,-0.0,-0.0,-0.0935827937853438,-0.07722658673941296,-0.0,0.0
2020-02-27,1.0,-0.0,-0.0,-0.09343528970911986,-0.07757974612394022,-0.0,0.0
2020-02-28,1.0,-0.0,-0.0,-0.1013382731882251,-0.08288506525120824,-0.003241779772719176,0.0
2020-03-02,1.0,-0.0,-0.0,-0.09770843953386364,-0.08705084585017722,-0.0007350064609438905,0.0
2020-03-03,1.0,-0.0,-0.0,-0.07505178978554979,-0.0795537398590392,-0.0027196870623907785,0.0
2020-03-04,1.0,-0.0,-0.0,-0.07546497049723376,-0.07474034115089542,-0.0,0.0
2020-03-05,1.0,-0.0,-0.00018212862834376782,-0.06676152532726239,-0.07128059191804212,-0.0,0.0
2020-03-06,1.0,-0.0,-0.0006816477698757128,-0.06808525141441912,-0.06731271727522664,-0.0,0.0
2020-03-09,1.0,-0.0,-0.0,-0.06687429218573046,-0.06562853907134768,-0.0,0.0
2020-03-10,1.0,-0.006906061070321615,-0.004631539250232756,-0.09322003936219109,-0.07304397016015933,-0.0007071052290431687,0.0
2020-03-11,1.0,-0.0,-0.013339880513953678,-0.09387020214420165,-0.06191762243812329,-0.0,0.0
2020-03-12,1.0,-0.0,-0.0091264212802567,-0.09060152998349105,-0.06282698165414932,-0.0,0.0
2020-03-13,1.0,-0.016554101922259482,-0.00652954234166155,-0.09515656732631181,-0.06249704812733198,-0.0,0.0
2020-03-16,1.0,-0.00016209331943962022,-0.024059279842537917,-0.08861873335648951,-0.044969318050248924,-0.0,0.0
2020-03-17,1.0,-0.03648975435917017,-0.047180857833778796,-0.11765304823724068,-0.07142675321369481,-0.0,0.0
2020-03-18,1.0,-0.03686072855942774,-0.04811241503958455,-0.11602983478858539,-0.07182496245195122,-0.0,0.0
2020-03-19,1.0,-0.03656965287251781,-0.04240563892678491,-0.11396594411601232,-0.07027184073568794,-0.0,0.0
2020-03-20,1.0,-0.03802843601895734,-0.028954186413902055,-0.12181990521327014,-0.07502053712480253,-0.0,0.0
2020-03-23,1.0,-0.03890381380401216,-0.04589620628185494,-0.09919907605011426,-0.07136759647493032,-0.0,0.0
2020-03-24,1.0,-0.04265021796208591,-0.04865516764864763,-0.09421992186027814,-0.07074031733269683,-0.0,0.0
2020-03-25,1.0,-0.044298147734880604,-0.0476704108705894,-0.07845471001016639,-0.06937935480671478,-0.0,0.0
2020-03-26,1.0,-0.039988560486428015,-0.04789674595575892,-0.08430424132399936,-0.0712234062395086,-0.0,0.0
2020-03-27,1.0,-0.03912978912978913,-0.04653004653004653,-0.08163795663795664,-0.0701910701910702,-0.0,0.0
2020-03-30,1.0,-0.03540564863098981,-0.044478962486285245,-0.08439661230075077,-0.06850598518189775,-0.0,0.0
2020-03-31,1.0,-0.03224616746370308,-0.047711542480606814,-0.08368267705887415,-0.06570940339058062,-0.0,0.0
2020-04-01,1.0,-0.03292312609876938,-0.04911422283965036,-0.08132430139781906,-0.06603066104424583,-0.0,0.0
2020-04-02,1.0,-0.034583083749984714,-0.04156326785081232,-0.0796181069153943,-0.06668459591946506,-0.0,0.0
2020-04-03,1.0,-0.034791860294477325,-0.04061292373917723,-0.0793058748715942,-0.06820182947708262,-0.0,0.0
2020-04-06,1.0,-0.03590859630032644,-0.03851279480627453,-0.07856610140480004,-0.06965314032106222,-0.0,0.0
2020-04-07,1.0,-0.029832546571852855,-0.03059314974224004,-0.07500996027961221,-0.0718588900022939,-0.0,0.0
2020-04-08,1.0,-0.029832906746510842,-0.030629738735693243,-0.0749142801951031,-0.07194427005360506,-0.0,0.0
2020-04-09,1.0,-0.029665418528807826,-0.03147723154970407,-0.0748399565164875,-0.07190481942263559,-0.0,0.0
2020-04-13,1.0,-0.026438004934449227,-0.03906438972473514,-0.07263799525905859,-0.07129553480721784,-0.0,0.0
2020-04-14,1.0,-0.02434740476046272,-0.04606625885773121,-0.06754285022106474,-0.0733571558355036,-0.0,0.0
2020-04-15,1.0,-0.023790786367213514,-0.04634663115200678,-0.06729220897148738,-0.0733095223681821,-0.0,0.0
2020-04-16,1.0,-0.024726569581243578,-0.04315668620460451,-0.06826998610187926,-0.07237899570971056,-0.0,0.0
2020-04-17,1.0,-0.02447839856876919,-0.04464134613059981,-0.06725817759833667,-0.07244397166549815,-0.0,0.0
2020-04-20,1.0,-0.025570687967517013,-0.04286353035008641,-0.0680354315959928,-0.07196287658155189,-0.0,0.0
2020-04-21,1.0,-0.026452338618962953,-0.04332522950760187,-0.06809632666884381,-0.07164023851857228,-0.0,0.0
2020-04-22,1.0,-0.023566994153456696,-0.04528961485142547,-0.06554155867639082,-0.07107467904285455,-0.0,0.0
2020-04-23,1.0,-0.020652801848642405,-0.04834633160023108,-0.06387203928365107,-0.07066002310803005,-0.0,0.0
2020-04-24,1.0,-0.020187307395993837,-0.04924643682588598,-0.06377600154083204,-0.07056529275808937,-0.0,0.0
2020-04-27,1.0,-0.023731636951824536,-0.05026375191627537,-0.06130874062986613,-0.07181053317721474,-0.0,0.0
2020-04-28,1.0,-0.02523887655631696,-0.047268603416658624,-0.0613237139272271,-0.07261606022584693,-0.0,0.0
2020-04-29,1.0,-0.025687741312741312,-0.046959459459459466,-0.06128137065637066,-0.07263513513513513,-0.0,0.0
2020-04-30,1.0,-0.02524996988314661,-0.042597277436453446,-0.062643055053608,-0.07417178653174317,-0.0,0.0
2020-05-01,1.0,-0.02685485133491492,-0.04030636207083419,-0.0624044123845422,-0.07468779730006382,-0.0,0.0
2020-05-04,1.0,-0.026332860815453735,-0.03812979025011412,-0.06242041277239854,-0.07442156603637586,-0.0,0.0
2020-05-05,1.0,-0.02634708956568751,-0.03834925211749864,-0.061464528143208984,-0.07525680302757254,-0.0,0.0
2020-05-06,1.0,-0.026197568827175322,-0.0384975736318647,-0.06105559025608994,-0.07543362321625906,-0.0,0.0
