Date,IWF,IWM,MTUM,SPY,VLUE,VXX,WNS
2018-09-24,-0.3087428784409776,-0.5906501251264575,-0.11229434002449284,-0.38871732069644854,-0.261833768169959,0.0,1.0
2018-09-25,-0.30826406649616367,-0.5917252770673487,-0.111173273657289,-0.3897058823529411,-0.2631873401534527,0.0,1.0
2018-09-26,-0.3083275614044435,-0.5918269486919921,-0.11135382812083755,-0.38963183973573445,-0.26285364164313496,0.0,1.0
2018-09-27,-0.3097050681431005,-0.5876011499148212,-0.11251597103918229,-0.3894537904599659,-0.26259050255536626,0.0,1.0
2018-09-28,-0.3121085316772835,-0.5869559423225565,-0.11234307950638342,-0.39044217596417813,-0.263493163463845,0.0,1.0
2018-10-01,-0.3124183703387797,-0.5864807953727643,-0.11237572300557082,-0.39059626302742756,-0.26353386464802625,0.0,1.0
2018-10-02,-0.3123066254134215,-0.5906059959458018,-0.11135708951242933,-0.38997652832604296,-0.26301611010348874,0.0,1.0
2018-10-03,-0.3119417708694377,-0.5847175193963793,-0.11053936598501611,-0.392113472151865,-0.26688351507718555,0.0,1.0
2018-10-04,-0.311471035568482,-0.5864396830055768,-0.11062785174907276,-0.39152013234784,-0.2682712063398885,0.0,1.0
2018-10-05,-0.3091359207794282,-0.586274822978225,-0.1070116594793164,-0.3921631262311665,-0.2674226694351275,0.0,1.0
2018-10-08,-0.3078170268187013,-0.583898147409829,-0.10387263110331445,-0.39534327406107966,-0.2670440953671956,0.0,1.0
2018-10-09,-0.3061067078036066,-0.5850311186765254,-0.09875525293898613,-0.39858503111867655,-0.27123783179956384,0.0,1.0
2018-10-10,-0.30606125508674237,-0.5935157421289355,-0.09447954594131505,-0.40228100235596487,-0.28089526665238806,0.0,1.0
2018-10-11,-0.2860062357533995,-0.5902481201037546,-0.06930070479733802,-0.3940052925301963,-0.28050410040086987,0.0,1.0
2018-10-12,-0.28666631957098976,-0.5891862341854532,-0.06648617691466653,-0.38879054511376065,-0.2720883011402093,0.0,1.0
2018-10-15,-0.28082939250636596,-0.598399417970171,-0.05817699942836357,-0.38853089435119265,-0.27241074676505744,0.0,1.0
2018-10-16,-0.2783251875277698,-0.6222785604139985,-0.04288962651263689,-0.3938213846998249,-0.27628655811400643,0.0,1.0
2018-10-17,-0.2716812328696282,-0.6061436624088535,-0.03819103273517092,-0.39134819258416514,-0.278326524279878,0.0,1.0
2018-10-18,-0.2737848481707949,-0.610400041455073,-0.036247279510830135,-0.39086952015752924,-0.27964037724116486,0.0,1.0
2018-10-19,-0.2649385451828184,-0.6038805431729753,-0.026308330541884615,-0.39897961812981525,-0.28261485737844316,0.0,1.0
2018-10-22,-0.2658439818631492,-0.6010408079142622,-0.023984954657873044,-0.4009171475680132,-0.28447032151690027,0.0,1.0
2018-10-23,-0.26764046680578096,-0.6006646572378082,-0.02797743256820465,-0.3973774377205863,-0.2825050879769173,0.0,1.0
2018-10-24,-0.26782496782496784,-0.6001544401544402,-0.02566280566280566,-0.3978378378378378,-0.28254826254826254,0.0,1.0
2018-10-25,-0.2476820528241367,-0.5710920663559363,-0.023179471758632785,-0.4031975141582719,-0.26071267478574645,0.0,1.0
2018-10-26,-0.24139045677201182,-0.5645622497948628,-0.015590421960862322,-0.4076882910212099,-0.25727926001442175,0.0,1.0
2018-10-29,-0.22844742063492063,-0.5786210317460317,-0.0027777777777777775,-0.4039186507936508,-0.26639384920634923,0.0,1.0
2018-10-30,-0.22212301587301586,-0.5794642857142857,-0.0,-0.40525793650793646,-0.27333829365079365,0.0,1.0
2018-10-31,-0.228215255492471,-0.5617378425080227,-0.0,-0.40705998518884223,-0.2715132066156505,0.0,1.0
2018-11-01,-0.24227176485241003,-0.552920662598082,-0.00986424212230664,-0.4110848175364305,-0.27482874579648775,0.0,1.0
2018-11-02,-0.25193606036536936,-0.5283210881652105,-0.0026062351072279584,-0.42518864177918986,-0.2740518268467037,0.0,1.0
2018-11-05,-0.2609284138760778,-0.5174453579306196,-0.0,-0.4317726087828354,-0.296370563465009,0.0,1.0
2018-11-06,-0.25881231340475175,-0.5162196743520912,-0.0006522993552271758,-0.4337790712260719,-0.29935522717579466,0.0,1.0
2018-11-07,-0.2574830784657809,-0.5157182251190775,-0.0028829280521433945,-0.4322637252444222,-0.2985710704437202,0.0,1.0
2018-11-08,-0.2511350596218131,-0.5153420146684629,-0.0,-0.42917726887192537,-0.2989821882951654,0.0,1.0
2018-11-09,-0.2500312070902509,-0.5159905130445637,-0.0,-0.43120709025090503,-0.2993384096866808,0.0,1.0
2018-11-12,-0.24976355219274227,-0.5090347951615312,-0.0,-0.43284882273881226,-0.29725222758723674,0.0,1.0
2018-11-13,-0.23162236933109379,-0.5073115304811778,-0.0,-0.43701215294931334,-0.2941655962849521,0.0,1.0
2018-11-14,-0.23292884857771298,-0.5068086894199639,-0.0,-0.4376590959642142,-0.2940216988359736,0.0,1.0
2018-11-15,-0.2326012303283346,-0.506929861402772,-0.0,-0.43782889048101387,-0.29320354769375195,0.0,1.0
2018-11-16,-0.23239506172839502,-0.505679012345679,-0.0,-0.43735802469135804,-0.293679012345679,0.0,1.0
2018-11-19,-0.23345842385937193,-0.5052834287971558,-0.0,-0.43669761011258146,-0.2934524985186648,0.0,1.0
2018-11-20,-0.24215591437855,-0.5108018949822656,-0.0,-0.4386239055485279,-0.28873676116774566,0.0,1.0
2018-11-21,-0.24471284200147891,-0.5074685728370717,-0.0,-0.4364308602415578,-0.2762632487059403,0.0,1.0
2018-11-23,-0.24565377985717804,-0.4989411475006156,-0.0,-0.44038414183698593,-0.2774686037921694,0.0,1.0
2018-11-26,-0.24516923076923075,-0.5015384615384615,-0.0,-0.4389169230769231,-0.2759384615384616,0.0,1.0
2018-11-27,-0.23858204015591675,-0.5048417543085485,-0.0,-0.4358804638278052,-0.2721923953813341,0.0,1.0
2018-11-28,-0.23780442940181004,-0.5088661614303583,-0.0,-0.4343805950015942,-0.2715522527162583,0.0,1.0
2018-11-29,-0.23239969719909162,-0.5050914507582233,-0.0,-0.43246807159776324,-0.27198359014431883,0.0,1.0
2018-11-30,-0.23185784469484028,-0.505682790311148,-0.0,-0.4325520005866106,-0.2741182509226896,0.0,1.0
2018-12-03,-0.22960555256855175,-0.5068918324453786,-0.0,-0.4331345618065399,-0.2742802678527787,0.0,1.0
2018-12-04,-0.22023998631442607,-0.5154573669933282,-0.0,-0.43261076761406686,-0.27551992961704835,0.0,1.0
2018-12-06,-0.2165871121718377,-0.4755847255369929,-0.0074224343675417664,-0.43257756563245825,-0.25446300715990455,0.0,1.0
2018-12-07,-0.22393027320834233,-0.47630677872758187,-0.01194837535617652,-0.43397265522112877,-0.24832986136053445,0.0,1.0
2018-12-10,-0.20882304057743906,-0.4823467958306622,-0.006861837262862978,-0.43877769071871214,-0.23752878885010806,0.0,1.0
2018-12-11,-0.21308828418103243,-0.47984043311012964,-0.010305361637460228,-0.43968751484067053,-0.231609441040984,0.0,1.0
2018-12-12,-0.21151281318471946,-0.483257121082214,-0.007097265885491093,-0.4421501381347052,-0.237591692864628,0.0,1.0
2018-12-13,-0.20913536076326772,-0.4791890280262373,-0.009159212880143113,-0.4511866428145498,-0.23656529516994634,0.0,1.0
2018-12-14,-0.2089359256776171,-0.4928886122018964,-0.002298630399387032,-0.4499569006800115,-0.24032659706924622,0.0,1.0
2018-12-17,-0.21337088930617745,-0.49624440271558573,-0.0028648466464442197,-0.4591699167027782,-0.23580817564639606,0.0,1.0
