Date,APPF,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.7976629766297664,-1.5673431734317342,-0.23103731037310377,-0.8556785567855679,-0.673329233292333,0.0
2018-09-25,1.0,-0.8010248526774276,-1.5645400973610044,-0.2363822700486805,-0.8532410965923648,-0.669126313092493,0.0
2018-09-26,1.0,-0.8024400246052902,-1.566280500307566,-0.23908140250153784,-0.8528808693869182,-0.6654193151527579,0.0
2018-09-27,1.0,-0.8020244579179941,-1.5743500154146544,-0.23810502517726853,-0.8554619258041312,-0.6682252594800123,0.0
2018-09-28,1.0,-0.7985189756248072,-1.5787822688470636,-0.23912372724467756,-0.8563714902807776,-0.6696492852000412,0.0
2018-10-01,1.0,-0.8030201515229604,-1.5786218625985673,-0.23877750863268568,-0.8610524145750656,-0.672370252022883,0.0
2018-10-02,1.0,-0.8037460547420707,-1.6045428674910747,-0.2331970818026595,-0.860816474362291,-0.671858022455632,0.0
2018-10-03,1.0,-0.8049424930059061,-1.6101440265257487,-0.2345870894207854,-0.8605843953994405,-0.6705522743757123,0.0
2018-10-04,1.0,-0.8065952270021225,-1.6045452192369416,-0.23544028575865816,-0.8626080654345912,-0.6676502562509706,0.0
2018-10-05,1.0,-0.7992674370614941,-1.6057057366900538,-0.22286421791167974,-0.8639599669830789,-0.667044985555097,0.0
2018-10-08,1.0,-0.7967881408276714,-1.6017603458925262,-0.2190137945233683,-0.865040148239654,-0.6646592546839613,0.0
2018-10-09,1.0,-0.8151426786086233,-1.618933555509269,-0.24052280774838578,-0.8700791501770464,-0.6625702978546136,0.0
2018-10-10,1.0,-0.8149942690424091,-1.6211316036261332,-0.23903303115556943,-0.8705845576742732,-0.6642179847869125,0.0
2018-10-11,1.0,-0.7567662920215715,-1.6202308351393577,-0.15830855299632074,-0.8420946524872739,-0.6626682122876871,0.0
2018-10-12,1.0,-0.7716829122737219,-1.6174159538492143,-0.15128307141436242,-0.8104734434056097,-0.6223393674159539,0.0
2018-10-15,1.0,-0.7684932187391326,-1.6265090168413734,-0.1427790749664663,-0.8097272591782999,-0.6204481096924835,0.0
2018-10-16,1.0,-0.774090682610862,-1.617737917289487,-0.15251619332336822,-0.8135027404085701,-0.6247135027404086,0.0
2018-10-17,1.0,-0.7517123287671234,-1.566780821917808,-0.13096868884540117,-0.8081213307240704,-0.6347847358121331,0.0
2018-10-18,1.0,-0.7509293680297396,-1.5655449031500686,-0.13143220504793582,-0.8089904128350617,-0.6345627078849541,0.0
2018-10-19,1.0,-0.7406095312045036,-1.5591575269339029,-0.11724740366883434,-0.808259730175677,-0.6276812578860527,0.0
2018-10-22,1.0,-0.7400646045418952,-1.585405246671887,-0.13532693813625685,-0.8056480031323414,-0.6278386844166014,0.0
2018-10-23,1.0,-0.7441723800195887,-1.5853574926542606,-0.1435847208619001,-0.7994613124387856,-0.6245837414299705,0.0
2018-10-24,1.0,-0.7455603933271366,-1.5840712293919081,-0.13600117411085563,-0.8006946822562497,-0.6258010860525415,0.0
2018-10-25,1.0,-0.7048150073241033,-1.5236497661012143,-0.12791192175022445,-0.7946415914567877,-0.5741624533383736,0.0
2018-10-26,1.0,-0.6890654205607477,-1.50696261682243,-0.10953271028037383,-0.8025700934579441,-0.5647663551401869,0.0
2018-10-29,1.0,-0.6725573175835929,-1.5233223271171465,-0.09208017485932196,-0.7930521322606148,-0.5695484351020788,0.0
2018-10-30,1.0,-0.6467941507311586,-1.5411979752530935,-0.06688226471691039,-0.8140232470941132,-0.6180164979377578,0.0
2018-10-31,1.0,-0.7113222564918914,-1.570938215102975,-0.04238384240374092,-0.9348323549895533,-0.7151527211222763,0.0
2018-11-01,1.0,-0.7204531842683171,-1.565631862647235,-0.049560790576961465,-0.9378618486723896,-0.7175583948891995,0.0
2018-11-02,1.0,-0.7274394172159175,-1.530601119976213,-0.04430348381981268,-0.9441498587640617,-0.7091530799345855,0.0
2018-11-05,1.0,-0.7283858814197898,-1.5290997422169343,-0.044170136823319446,-0.9445270672218917,-0.711233392821733,0.0
2018-11-06,1.0,-0.7340900079302141,-1.5329103885804918,-0.04178231562252181,-0.9414155432196669,-0.7061855670103093,0.0
2018-11-07,1.0,-0.7308511165024508,-1.5317621428925086,-0.046789127098083874,-0.9377135218101698,-0.7040649601425953,0.0
2018-11-08,1.0,-0.7085907619888202,-1.534912229086986,-0.023389232127096204,-0.9279199764636656,-0.7085907619888202,0.0
2018-11-09,1.0,-0.7094922737306844,-1.5351974491047338,-0.023301447142506745,-0.9280353200883001,-0.709541329408879,0.0
2018-11-12,1.0,-0.7109948156118556,-1.5089993152694905,-0.01985718477941896,-0.9437542795656851,-0.7073266164530959,0.0
2018-11-13,1.0,-0.6898924314371547,-1.5102723132086442,-0.0,-0.9468940788836128,-0.698371935265045,0.0
2018-11-14,1.0,-0.6892606060606061,-1.5118545454545456,-0.0,-0.9477333333333334,-0.6995878787878789,0.0
2018-11-15,1.0,-0.6887285755785804,-1.5140892805267745,-0.0,-0.9518737290597463,-0.6869855718020722,0.0
2018-11-16,1.0,-0.6836695299681498,-1.501061673583631,-0.0,-0.9489431522053857,-0.6921629186371973,0.0
2018-11-19,1.0,-0.6881336294293715,-1.5001931061118086,-0.0,-0.9473303080042483,-0.6920440281934924,0.0
2018-11-20,1.0,-0.6519342313407795,-1.492114471981209,-0.0,-0.9462633622549255,-0.7033219883994055,0.0
2018-11-21,1.0,-0.6668095034042756,-1.489358663048136,-0.0,-0.9474836928057897,-0.657572727705566,0.0
2018-11-23,1.0,-0.6675383957015834,-1.479958157006324,-0.0,-0.9497884075887976,-0.657600684703533,0.0
2018-11-26,1.0,-0.6667617146659063,-1.4831289801349683,-0.0,-0.9473909324208726,-0.6551183347590533,0.0
2018-11-27,1.0,-0.6565866565866566,-1.4846437346437347,-0.0,-0.9384804384804385,-0.6452466452466452,0.0
2018-11-28,1.0,-0.6541392530884649,-1.499124343257443,-0.0,-0.9353433994414729,-0.6446253609125763,0.0
2018-11-29,1.0,-0.6411833763794318,-1.485559990608124,-0.0,-0.9270251232683728,-0.6421695233622917,0.0
2018-11-30,1.0,-0.6419747287331486,-1.4871529898069424,-0.0,-0.9297289680116492,-0.638451782610738,0.0
2018-12-03,1.0,-0.6372226400902595,-1.491068070703272,-0.0,-0.9324464084242197,-0.6402783001128244,0.0
2018-12-04,1.0,-0.6256915142991093,-1.4981247069854666,-0.0,-0.9271917487107361,-0.6372245663384905,0.0
2018-12-06,1.0,-0.6195166438668491,-1.41390788873689,-0.004012767897856817,-0.9314637482900138,-0.591108071135431,0.0
2018-12-07,1.0,-0.6224694510304578,-1.4132774028816344,-0.006428962246945103,-0.9305124931606785,-0.5868593835491519,0.0
2018-12-10,1.0,-0.5885698808234019,-1.4270946189960276,-0.0,-0.9358522932466594,-0.562703141928494,0.0
2018-12-11,1.0,-0.593445287107259,-1.4250631997110872,-0.0,-0.9371162874684001,-0.5586403033586133,0.0
2018-12-12,1.0,-0.5936258577103648,-1.4247923438064285,-0.0,-0.9370711448176237,-0.5587757313109426,0.0
2018-12-13,1.0,-0.5929750202903777,-1.4191992064207772,-0.0,-0.9406168274866985,-0.5561367120569934,0.0
2018-12-14,1.0,-0.5937542246856834,-1.413050335721689,-0.0024784822675859583,-0.9414176918570593,-0.5556757243927719,0.0
2018-12-17,1.0,-0.5694388282338141,-1.4170822662533138,-0.0,-0.9248775666082582,-0.5815698431953992,0.0
2018-12-18,1.0,-0.5675080848005749,-1.4193765720445564,-0.0,-0.9252605102407473,-0.5794556234279555,0.0
2018-12-19,1.0,-0.5905111806595001,-1.4255000680364676,-0.0,-0.9307388760375561,-0.5890143783734748,0.0
2018-12-20,1.0,-0.5877711142174324,-1.4065924155656762,-0.0,-0.9339856608197683,-0.5808720746719575,0.0
2018-12-21,1.0,-0.5836284574348859,-1.4083023266239296,-0.0,-0.9349531537185637,-0.5560138073250549,0.0
2018-12-24,1.0,-0.5567873202439785,-1.3817283291037799,-0.0,-0.930679845064779,-0.5829660300075686,0.0
2018-12-26,1.0,-0.5580237119308916,-1.3880735158006081,-0.0,-0.9004363347877826,-0.5608444620741329,0.0
2018-12-27,1.0,-0.4933079203727234,-1.3428208386277,-0.0,-0.821135112240576,-0.5782295637441762,0.0
2018-12-28,1.0,-0.4906898011002962,-1.3452814219212865,-0.0,-0.8200592467202709,-0.5758358019466779,0.0
2018-12-31,1.0,-0.49219113725822156,-1.3429127692893723,-0.0,-0.8205442925466626,-0.5767977314089813,0.0
2019-01-02,1.0,-0.49141140632932817,-1.343036046708411,-0.0,-0.819935691318328,-0.5764934845151464,0.0
2019-01-03,1.0,-0.4985836891726208,-1.3383925929057625,-0.004861962541749461,-0.8251807381727476,-0.5607322538367226,0.0
2019-01-04,1.0,-0.4834799444421062,-1.3437013342312387,-0.0025674481249210825,-0.8176690938170799,-0.5615135317142977,0.0
2019-01-07,1.0,-0.43394901037147227,-1.3050287178215776,-0.04446097268707905,-0.8136440642948638,-0.5349778934754762,0.0
2019-01-08,1.0,-0.4342675527304247,-1.3003260824699714,-0.0459817558921864,-0.8140091633301687,-0.5330416477483799,0.0
2019-01-09,1.0,-0.4306093840191309,-1.2858085264286303,-0.044075204090047004,-0.8171847942607404,-0.5453533437783458,0.0
2019-01-10,1.0,-0.42995747491845915,-1.2893357004252508,-0.04310309235787126,-0.818050452087032,-0.5482019734940754,0.0
2019-01-11,1.0,-0.42431772062782125,-1.2737400091108628,-0.054623762786267446,-0.8242017641943099,-0.5644179401167847,0.0
2019-01-14,1.0,-0.42406663075456846,-1.2695893589690466,-0.05908921393941906,-0.8230224174367049,-0.5679360212157626,0.0
2019-01-15,1.0,-0.42277400099485984,-1.2667053556624108,-0.06213729066489802,-0.8222102470568727,-0.5713811971480682,0.0
