Date,IWF,IWM,MTUM,PSO,SPY,VLUE,VXX
2018-09-24,-0.28149484397296787,-0.4834549419778681,-0.02307423063460865,1.0,-0.4763199698446461,-0.4280983279933227,0.0
2018-09-25,-0.28526772481069285,-0.48203939745075325,-0.02799859872268183,1.0,-0.4747365868118246,-0.42472176560942093,0.0
2018-09-26,-0.28536215396283654,-0.4846145511674522,-0.02242808386153096,1.0,-0.48017227368763205,-0.4361016306408798,0.0
2018-09-27,-0.28988806678049706,-0.47654280835840307,-0.025096891346179904,1.0,-0.4816651760305715,-0.4370545030761308,0.0
2018-09-28,-0.29862647115043284,-0.4787963190519101,-0.02402992818328282,1.0,-0.4874252478086344,-0.44179569099696897,0.0
2018-10-01,-0.3055540265316233,-0.4820278526999504,-0.02251334837892883,1.0,-0.4954863213519018,-0.4466615291462542,0.0
2018-10-02,-0.3057000522940578,-0.4809677153001404,-0.023284617290066884,1.0,-0.49549995871521757,-0.44683896182533783,0.0
2018-10-03,-0.31734567204604447,-0.5280160252793139,-0.025928224805326715,1.0,-0.5038088251890306,-0.4462532445547907,0.0
2018-10-04,-0.3201241009730645,-0.5232548300662813,-0.026512480609222962,1.0,-0.5073755464673531,-0.44323790720631795,0.0
2018-10-05,-0.3128651685393259,-0.5180337078651686,-0.01806179775280899,1.0,-0.511938202247191,-0.44808988764044944,0.0
2018-10-08,-0.3116482530424542,-0.5157590712803545,-0.015983399697156637,1.0,-0.5133194997476306,-0.4473949862598845,0.0
2018-10-09,-0.31899226993172713,-0.5207921909383287,-0.02671669581899227,1.0,-0.5120747051853524,-0.4426451503695763,0.0
2018-10-10,-0.3197495699258298,-0.5197552102428156,-0.027581150060633407,1.0,-0.5124509997461857,-0.44062156293183674,0.0
2018-10-11,-0.30264506301066335,-0.5135299819969533,-0.00348982135438305,1.0,-0.5074366431242211,-0.44259797811937407,0.0
2018-10-12,-0.3104665480913942,-0.5066356546723219,-0.0008756327815022575,1.0,-0.4934190723765221,-0.4249828977972363,0.0
2018-10-15,-0.29299189167053424,-0.5223456823828114,-0.0,1.0,-0.4898577629746922,-0.42488192415845366,0.0
2018-10-16,-0.2854482720849992,-0.5387480146776932,-0.0,1.0,-0.48964894024864447,-0.4245029848293992,0.0
2018-10-17,-0.27921442929320367,-0.5261585266474711,-0.0,1.0,-0.48639104688433743,-0.42456674091378277,0.0
2018-10-18,-0.27833251486877286,-0.5256725050471981,-0.0,1.0,-0.49544388061330286,-0.42879358323784583,0.0
2018-10-19,-0.2604343772281029,-0.5215817473811222,-0.0,1.0,-0.5162891460538583,-0.4439477869796523,0.0
2018-10-22,-0.2602476457183648,-0.5119292754578151,-0.0,1.0,-0.5230760783021717,-0.45026494248139914,0.0
2018-10-23,-0.26231128191051334,-0.5119407082075212,-0.0,1.0,-0.5214109250617622,-0.4493549272577546,0.0
2018-10-24,-0.2624375707072101,-0.508733202726194,-0.0,1.0,-0.528710576418973,-0.4594244088187412,0.0
2018-10-25,-0.24208546089760816,-0.4775329212577264,-0.0,1.0,-0.5297231926901371,-0.43810803547433486,0.0
2018-10-26,-0.23267775290480758,-0.46908645133781046,-0.0,1.0,-0.5310467967167679,-0.4321500906086771,0.0
2018-10-29,-0.21903347302530368,-0.47360882711792474,-0.0,1.0,-0.5246671264123919,-0.43506975757254257,0.0
2018-10-30,-0.21206014160324574,-0.473787489061547,-0.0,1.0,-0.5250457426215163,-0.4408793190315823,0.0
2018-10-31,-0.2146189735614308,-0.4612910878561826,-0.0,1.0,-0.522893217703034,-0.43717215383398794,0.0
2018-11-01,-0.18790508187614083,-0.4880823258643951,-0.0,1.0,-0.5271024576069416,-0.4423427951641491,0.0
2018-11-02,-0.1916427650448649,-0.4691471725916375,-0.0,1.0,-0.5319580033155278,-0.4386232665842171,0.0
2018-11-05,-0.1857741909961231,-0.489015481182583,-0.0,1.0,-0.5359601234274863,-0.426616029749189,0.0
2018-11-06,-0.1840764499353238,-0.48794910377233974,-0.0,1.0,-0.5381061745994034,-0.4296877062379557,0.0
2018-11-07,-0.183266299745978,-0.4919559695173582,-0.0,1.0,-0.538844199830652,-0.43196972904318376,0.0
2018-11-08,-0.17742743402494002,-0.49083862803511646,-0.0,1.0,-0.5363159421054019,-0.4317840288945718,0.0
2018-11-09,-0.1773606790741815,-0.4907207254705541,-0.0,1.0,-0.5364053355828544,-0.43167079664680763,0.0
2018-11-12,-0.1770174102570836,-0.47829626322838165,-0.0,1.0,-0.541319818282083,-0.4293479688033403,0.0
2018-11-13,-0.16363020303907003,-0.47423567128000627,-0.0,1.0,-0.5426538431464539,-0.4258868298277165,0.0
2018-11-14,-0.16342118297228955,-0.47451839107426813,-0.0,1.0,-0.5427647871536195,-0.42610985115090844,0.0
2018-11-15,-0.16355030204764767,-0.48141949318758337,-0.0,1.0,-0.5538063233871179,-0.4163550302047647,0.0
2018-11-16,-0.16042166788435444,-0.4741154368020039,-0.0,1.0,-0.5532303517378143,-0.42158960442542526,0.0
2018-11-19,-0.16238290321738902,-0.4735537405735459,-0.0,1.0,-0.5521749341126738,-0.42126138350337916,0.0
2018-11-20,-0.12013105205678923,-0.46827708149149727,-0.0,1.0,-0.5631078059181445,-0.4487232825419939,0.0
2018-11-21,-0.12349086781549892,-0.4631358992879992,-0.0,1.0,-0.561526158291198,-0.43156021050459187,0.0
2018-11-23,-0.1231934641536751,-0.46966053931073704,-0.0,1.0,-0.560433310064893,-0.43209493523617465,0.0
2018-11-26,-0.12303556658395369,-0.47030086848635233,-0.0,1.0,-0.5598893713813069,-0.4315550041356493,0.0
2018-11-27,-0.11936530833032816,-0.47032610375560246,-0.0,1.0,-0.5574158982020504,-0.42872598011436813,0.0
2018-11-28,-0.1182975871313673,-0.4765157764487523,-0.0,1.0,-0.5552949061662198,-0.4277428335739328,0.0
2018-11-29,-0.10082745939319644,-0.46874042292368984,-0.0,1.0,-0.5532485442844008,-0.4310705894371233,0.0
2018-11-30,-0.10015337423312884,-0.469299591002045,-0.0,1.0,-0.5534764826175869,-0.43333333333333335,0.0
2018-12-03,-0.0985411716614292,-0.4698142612605708,-0.0,1.0,-0.5534605656472752,-0.433075291893411,0.0
2018-12-04,-0.09294324524070441,-0.4724126506791712,-0.0,1.0,-0.5511863197329188,-0.43191722520961284,0.0
2018-12-06,-0.08887947574315401,-0.43562654174868565,-0.0,1.0,-0.5523883088729973,-0.4148207211023347,0.0
2018-12-07,-0.0804914054094628,-0.4400380313758851,-0.0,1.0,-0.5573097805689693,-0.42419996497110113,0.0
