Date,FDS,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.27064582346439287,-0.437786199273646,-0.16419285225538188,-0.39086267698299915,-0.36822990683720197,0.0
2018-09-25,1.0,-0.27178974507379444,-0.4366367630422773,-0.16608350214411619,-0.3897819052379574,-0.36652547946647024,0.0
2018-09-26,1.0,-0.2717747909831728,-0.4392792888136311,-0.15975235474653401,-0.3957561646735104,-0.3792200232828871,0.0
2018-09-27,1.0,-0.2717506350550381,-0.4395110076206605,-0.15974280270956817,-0.39577159187129557,-0.3792866215071973,0.0
2018-09-28,1.0,-0.269246047509335,-0.44270543682635527,-0.16019173221048172,-0.3962024310796854,-0.37988930377903124,0.0
2018-10-01,1.0,-0.2700376119086719,-0.44199290141441966,-0.16006250993272236,-0.39669968745033635,-0.379906764846109,0.0
2018-10-02,1.0,-0.2713929952842685,-0.43109203624225084,-0.16393790070471043,-0.3996714883696285,-0.3831929211042229,0.0
2018-10-03,1.0,-0.2713090003708216,-0.42954388938920385,-0.16382370079991526,-0.4000635694231075,-0.3839858028288393,0.0
2018-10-04,1.0,-0.2720243611809877,-0.4280153581358401,-0.16406725804316166,-0.4008738249702105,-0.38300013239772274,0.0
2018-10-05,1.0,-0.268311365857524,-0.42560553633217996,-0.160490240101429,-0.4023349797934441,-0.3846905623497715,0.0
2018-10-08,1.0,-0.2670394598016459,-0.42329605401983544,-0.1577864528381515,-0.40506963494408105,-0.3844692973201097,0.0
2018-10-09,1.0,-0.27015745535242525,-0.42433689104935013,-0.16358448694917044,-0.4030434323153334,-0.3807724822994822,0.0
2018-10-10,1.0,-0.2733285710506125,-0.4234727623885494,-0.16646823821996456,-0.4057200306902664,-0.376749477471757,0.0
2018-10-11,1.0,-0.2536312849162011,-0.41870858776146547,-0.14353644276991034,-0.4002858256463557,-0.3822528257762764,0.0
2018-10-12,1.0,-0.2557528280980235,-0.4136882521194629,-0.14283505553121859,-0.3919653670729507,-0.3726131883423094,0.0
2018-10-15,1.0,-0.24578691434893354,-0.4300563460004631,-0.12902976818380632,-0.3925180744590527,-0.37548563048344347,0.0
2018-10-16,1.0,-0.24587042659393815,-0.42978438738228786,-0.12929038233931972,-0.3925024442957855,-0.37549529151443417,0.0
2018-10-17,1.0,-0.24043687957741086,-0.4166943118891469,-0.12519457983514942,-0.3912266823181157,-0.37826319953045656,0.0
2018-10-18,1.0,-0.23962745598366927,-0.415412094922174,-0.1258739474355703,-0.39242153610614955,-0.3783363102832355,0.0
2018-10-19,1.0,-0.23130787771153113,-0.40728149181783585,-0.11873652162882152,-0.3983508816440442,-0.38142839020677405,0.0
2018-10-22,1.0,-0.2356409474433262,-0.3998424316356613,-0.10750228728270814,-0.4084324489173528,-0.3900071159906476,0.0
2018-10-23,1.0,-0.2373510203044395,-0.399456176463114,-0.11130593885797056,-0.4050214734060125,-0.3880968717440471,0.0
2018-10-24,1.0,-0.23676717343773834,-0.40084913815020085,-0.11158285452788935,-0.4052982152844867,-0.3878324096201759,0.0
2018-10-25,1.0,-0.21711049284578698,-0.37296303656597773,-0.10895270270270271,-0.4144475357710652,-0.37060313990461047,0.0
2018-10-26,1.0,-0.20898210980876003,-0.36846391116594696,-0.0945095619987662,-0.4266748920419494,-0.36895743368291173,0.0
2018-10-29,1.0,-0.20247903396374903,-0.3717813137896264,-0.08944689014042939,-0.4239935072919997,-0.37165834583507534,0.0
2018-10-30,1.0,-0.19895738559520004,-0.37226744043081617,-0.0870976467406005,-0.42484077999360664,-0.375832984975533,0.0
2018-10-31,1.0,-0.19883846835318436,-0.3735849985234767,-0.08681956885520228,-0.42528792203957083,-0.37636578403386156,0.0
2018-11-01,1.0,-0.2047714208176054,-0.3680951323612858,-0.09219648187896282,-0.4255791577233365,-0.37650803049367176,0.0
2018-11-02,1.0,-0.2155390938399823,-0.34309551349888023,-0.08384810375802919,-0.4419314350404843,-0.3766396771097384,0.0
2018-11-05,1.0,-0.21145179165127448,-0.3565570742519394,-0.0832409801748553,-0.4441078684891023,-0.3673931781800271,0.0
2018-11-06,1.0,-0.21215553968527595,-0.3569827862191248,-0.08306449626911618,-0.4436427216982294,-0.36678405201073705,0.0
2018-11-07,1.0,-0.21026208933185678,-0.3567121939214962,-0.0862310815799188,-0.44176202780853946,-0.3659653008490218,0.0
2018-11-08,1.0,-0.20514768966785146,-0.35673489398210567,-0.08165216325530089,-0.4401764922171835,-0.36759406790047805,0.0
2018-11-09,1.0,-0.203835401441954,-0.3570307518760116,-0.0824464171857374,-0.4414880572857914,-0.3675020844573054,0.0
2018-11-12,1.0,-0.20393546810070887,-0.34622341725739425,-0.0819359569787338,-0.44641896846736734,-0.365876313859692,0.0
2018-11-13,1.0,-0.19727725780965116,-0.34384344232405495,-0.07560471617843685,-0.44944694299258536,-0.3648474535067461,0.0
