Date,CFX,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.32961111701939094,-0.9037186713460242,-0.0,-0.6571307029671382,-0.6545074267077883,0.0
2018-09-25,1.0,-0.32895950067380664,-0.9043903822966168,-0.0,-0.6576352932832116,-0.6553656287679976,0.0
2018-09-26,1.0,-0.32985778628932155,-0.9052381459020462,-0.0,-0.657623151399085,-0.6537220271660106,0.0
2018-09-27,1.0,-0.3312305075134675,-0.9018287496455911,-0.0,-0.6575347320669124,-0.6534944712220017,0.0
2018-09-28,1.0,-0.33282513118706564,-0.9010778612962699,-0.0,-0.657920862289037,-0.6537725145369451,0.0
2018-10-01,1.0,-0.3331087788966104,-0.9008296695504184,-0.0,-0.657920862289037,-0.6537370585732519,0.0
2018-10-02,1.0,-0.3377208543248421,-0.8854041013269,-0.0,-0.6644078620591782,-0.6602923437167388,0.0
2018-10-03,1.0,-0.3369638485826799,-0.875119736048533,-0.0,-0.6683932309220563,-0.6672579557952247,0.0
2018-10-04,1.0,-0.33939651810091126,-0.8707584299542601,-0.0,-0.6710279048328192,-0.664574690635748,0.0
2018-10-05,1.0,-0.3238317261841687,-0.8638691674614108,-0.0,-0.6744021758327152,-0.6700928967539119,0.0
2018-10-08,1.0,-0.323302959666596,-0.864024864024864,-0.0,-0.6744719926538109,-0.670057215511761,0.0
2018-10-09,1.0,-0.3197329376854599,-0.8639607178182847,-0.0,-0.6759926522537799,-0.6728839903914088,0.0
2018-10-10,1.0,-0.3178047223994895,-0.8699212933418422,-0.0,-0.6775863291498264,-0.6800680706232717,0.0
2018-10-11,1.0,-0.2761858394769787,-0.8607942690221172,-0.0,-0.6613576297120601,-0.6791973848935875,0.0
2018-10-12,1.0,-0.2758810572687225,-0.8553482929515419,-0.0,-0.6470608480176212,-0.6633397577092511,0.0
2018-10-15,1.0,-0.25854194567494243,-0.869372617698568,-0.0,-0.6430754438377803,-0.6629580028158374,0.0
2018-10-16,1.0,-0.2537697935630131,-0.8776491601689967,-0.0,-0.641843849826538,-0.6616631745268436,0.0
2018-10-17,1.0,-0.23658354790622038,-0.8469643583141347,-0.0,-0.6371459547364142,-0.6672990920178886,0.0
2018-10-18,1.0,-0.23594972729428504,-0.8457942342220265,-0.0,-0.6384023849046377,-0.6674684101764965,0.0
2018-10-19,1.0,-0.22982396750169265,-0.8482058226134056,-0.0,-0.6391333784698714,-0.6680771834800271,0.0
2018-10-22,1.0,-0.23208527105468615,-0.8585831155164805,-0.0,-0.6373264537153331,-0.666553515054822,0.0
2018-10-23,1.0,-0.23257076912633223,-0.8585296313895866,-0.0,-0.6368542529359853,-0.6662480483334464,0.0
2018-10-24,1.0,-0.23088415048214045,-0.8607225315768029,-0.0,-0.637342115985332,-0.6664063561048486,0.0
2018-10-25,1.0,-0.22430159105496064,-0.8554538391379253,-0.0,-0.6363206431780563,-0.661959936492923,0.0
2018-10-26,1.0,-0.1990041382094674,-0.8479965010261413,-0.0,-0.6585136089896713,-0.6588500487837702,0.0
2018-10-29,1.0,-0.1692881629360758,-0.8685554883377024,-0.0,-0.6495261141359144,-0.6735228876789675,0.0
2018-10-30,1.0,-0.15290437590393866,-0.8703037233863643,-0.0,-0.6517439709394235,-0.6885405805388315,0.0
2018-10-31,1.0,-0.15883631499749207,-0.8488881457950175,-0.0,-0.6515298445076075,-0.6847015549239258,0.0
2018-11-01,1.0,-0.14098623546705868,-0.8632567152211681,-0.0,-0.6512428170519845,-0.6854202859815582,0.0
2018-11-02,1.0,-0.14248583805398202,-0.8544818393868711,-0.0,-0.652215928023992,-0.683038987004332,0.0
2018-11-05,1.0,-0.13847794215647075,-0.8661535385845662,-0.0,-0.6534053045448487,-0.6739637478341997,0.0
2018-11-06,1.0,-0.1520291746127338,-0.8810933788350228,-0.0,-0.6489678477031684,-0.6636220683194487,0.0
2018-11-07,1.0,-0.15349493050426374,-0.8837373262606594,-0.0,-0.653528503323709,-0.66652118444907,0.0
2018-11-08,1.0,-0.12369140494765621,-0.8885110355404415,-0.0,-0.6459625258385011,-0.6758685070347403,0.0
2018-11-09,1.0,-0.12435388668422981,-0.8885517057391537,-0.0,-0.6457798379297695,-0.6760929736219028,0.0
2018-11-12,1.0,-0.1232626188734455,-0.88019551772295,-0.0,-0.6477688368690564,-0.6739043692225842,0.0
2018-11-13,1.0,-0.09691048323210985,-0.8793900184842883,-0.0,-0.6517362027990493,-0.6727290731449695,0.0
2018-11-14,1.0,-0.09570247933884297,-0.8820826446280993,-0.0,-0.6532231404958678,-0.6747768595041322,0.0
2018-11-15,1.0,-0.09465482518406022,-0.8833239790022781,-0.0,-0.6561457955033181,-0.6674040080557299,0.0
2018-11-16,1.0,-0.09463649557989182,-0.8808549940625413,-0.0,-0.6552645467739807,-0.6678651537142104,0.0
2018-11-19,1.0,-0.09297029702970297,-0.881914191419142,-0.0,-0.6567656765676568,-0.6686798679867988,0.0
2018-11-20,1.0,-0.22838709677419355,-1.0101013824884792,-0.0,-0.7521474654377881,-0.6960368663594471,0.0
2018-11-21,1.0,-0.2426548997977569,-1.012722927008641,-0.0,-0.7613531899246184,-0.6603787460930317,0.0
2018-11-23,1.0,-0.2425972304065999,-1.0191882734236888,-0.0,-0.7602386564525634,-0.6609457866823808,0.0
2018-11-26,1.0,-0.24227696159652418,-1.0201774733974005,-0.0,-0.7594535881291653,-0.6601126698332045,0.0
2018-11-27,1.0,-0.23257945089989374,-1.023972728272424,-0.0,-0.7544078296250137,-0.6545947729188812,0.0
2018-11-28,1.0,-0.22928623988226637,-1.0455114054451802,-0.0,-0.7506990434142753,-0.6536791758646063,0.0
2018-11-29,1.0,-0.2003860582000947,-1.0334340969515972,-0.0,-0.7485158611647303,-0.6596860545580363,0.0
2018-11-30,1.0,-0.20296920821114373,-1.0428519061583579,-0.0,-0.7620601173020528,-0.6578079178885631,0.0
2018-12-03,1.0,-0.20028580850829944,-1.0439338976219266,-0.0,-0.7623392327140817,-0.6576527060202998,0.0
2018-12-04,1.0,-0.1977961634207058,-1.0448455117879631,-0.0,-0.7614950944501391,-0.6567213354810367,0.0
2018-12-06,1.0,-0.18928494739102425,-0.9996421158113235,-0.0,-0.7587144799942738,-0.6312003435688212,0.0
2018-12-07,1.0,-0.18523028436358427,-1.0013609340305136,-0.0,-0.7601890982021344,-0.63462502686054,0.0
2018-12-10,1.0,-0.16647719198522096,-1.0045473923546966,-0.0,-0.7594145232343328,-0.6222111695324711,0.0
2018-12-11,1.0,-0.16170197639698564,-1.006718327882838,-0.0,-0.7584245698848286,-0.6278615100241718,0.0
2018-12-12,1.0,-0.15690264538931134,-1.0126735925172254,-0.0,-0.762379065367177,-0.6380707579165328,0.0
2018-12-13,1.0,-0.15784205069536306,-1.015408816273998,-0.0,-0.7616459904901505,-0.6402345286189267,0.0
2018-12-14,1.0,-0.15216140401352227,-1.041250089908653,-0.0,-0.756815075882903,-0.6460835790836511,0.0
2018-12-17,1.0,-0.14242685025817556,-1.041343947217441,-0.0,-0.7497489959839357,-0.6522518646012622,0.0
2018-12-18,1.0,-0.13046577099889525,-1.0326075335875413,-0.0,-0.7466234275328747,-0.6539681408360357,0.0
2018-12-19,1.0,-0.14154076931318973,-1.0317154184078003,-0.0,-0.744169434622665,-0.6541305046608807,0.0
2018-12-20,1.0,-0.13782291109923392,-1.0156778906110815,-0.0,-0.75877427400677,-0.6508818813468733,0.0
2018-12-21,1.0,-0.13384763055920937,-1.016886487255146,-0.0,-0.7592164669913612,-0.6451349141455438,0.0
2018-12-24,1.0,-0.11189256052306062,-0.997066619544089,-0.0,-0.7570948930906521,-0.6681392472168228,0.0
2018-12-26,1.0,-0.11055329307681505,-1.0010532228619577,-0.0,-0.7414688948181436,-0.6577025698637833,0.0
2018-12-27,1.0,-0.08394421903235705,-0.9715980769886461,-0.0,-0.6928637185038699,-0.6612226806232738,0.0
2018-12-28,1.0,-0.07954196912381147,-0.9765531813379682,-0.0,-0.6928057799134375,-0.659066898408479,0.0
2018-12-31,1.0,-0.07877155907014793,-0.9782534596768696,-0.0,-0.6927534255913833,-0.658770195650692,0.0
2019-01-02,1.0,-0.07971731931309958,-0.9798572940493666,-0.0,-0.6952306169130449,-0.6591785872793691,0.0
2019-01-03,1.0,-0.08550566398253036,-0.9774805513852873,-0.0,-0.6989900368500067,-0.6500272963013511,0.0
2019-01-04,1.0,-0.07082384141987692,-0.982251538540002,-0.0,-0.6940940464452076,-0.6529529767773962,0.0
2019-01-07,1.0,-0.0602878518468816,-0.9647733753816218,-0.0,-0.6901399000234845,-0.6397155030697487,0.0
2019-01-08,1.0,-0.05971252015045674,-0.9683637829124125,-0.0,-0.6892127888232134,-0.6411539494895216,0.0
2019-01-09,1.0,-0.045147033826279104,-0.9503654597994221,-0.0,-0.7166071732109468,-0.6875063742988271,0.0
2019-01-10,1.0,-0.04498928826469888,-0.951066072703778,-0.0,-0.7164960723637229,-0.6879994559118577,0.0
2019-01-11,1.0,-0.046435288083433064,-0.95400923234741,-0.0,-0.7227218327919303,-0.6962215763378357,0.0
2019-01-14,1.0,-0.05181967437405938,-0.9518744014229031,-0.0,-0.7223628403338349,-0.6943836366123957,0.0
2019-01-15,1.0,-0.04727783872737246,-0.9441168403730116,-0.0,-0.7264125068568295,-0.7106075150850247,0.0
2019-01-16,1.0,-0.03311848601206802,-0.9465510148107515,-0.0,-0.7208927591881514,-0.7278181568842568,0.0
