Date,IWF,IWM,MTUM,SPY,TIGR,VLUE,VXX
2019-12-17,-3.2806315789473683,-2.6623157894736837,-5.804631578947369,-4.9629473684210526,1.0,-3.3423157894736844,0.0
2019-12-18,-3.284054910242872,-2.6810982048574443,-5.823442449841604,-4.982048574445617,1.0,-3.3486800422386485,0.0
2019-12-19,-3.2842661034846885,-2.681520591341077,-5.822808870116156,-4.981837381203801,1.0,-3.3486800422386485,0.0
2019-12-20,-3.26832350463353,-2.6722830665543382,-5.806655433866891,-4.973251895534962,1.0,-3.341196293176074,0.0
2019-12-23,-3.257346767422334,-2.671914357682619,-5.78232577665827,-4.961796809403863,1.0,-3.317170445004198,0.0
2019-12-24,-3.2569327731092437,-2.6714285714285713,-5.7941176470588225,-4.965966386554622,1.0,-3.319957983193277,0.0
2019-12-26,-3.2588779155284726,-2.671359529312881,-5.794074385375079,-4.967009876024375,1.0,-3.321496112628703,0.0
2019-12-27,-3.243584350021035,-2.690997055111485,-5.807530500631048,-4.96381994110223,1.0,-3.328986116954144,0.0
2019-12-30,-3.242794024826425,-2.6898800757416366,-5.811277088154849,-4.966337050284031,1.0,-3.3290553334735957,0.0
2019-12-31,-3.267650834403081,-2.7550278134360293,-5.939024390243903,-5.057980316645272,1.0,-3.3754813863928113,0.0
2020-01-02,-3.2715600256794346,-2.758399315215065,-5.938583351166274,-5.057778728867965,1.0,-3.3732077894286325,0.0
2020-01-03,-3.2048603709230443,-2.7883180558516307,-5.946066936687274,-5.017906629716478,1.0,-3.3604775101257727,0.0
2020-01-06,-3.1761206713405565,-2.7994476311875927,-5.965370724452942,-4.986615678776291,1.0,-3.317187168047589,0.0
2020-01-07,-3.1661702127659574,-2.804255319148936,-5.982127659574468,-4.988297872340425,1.0,-3.335531914893617,0.0
2020-01-08,-3.1623804463336875,-2.7974495217853343,-5.973645058448459,-4.978320935175345,1.0,-3.3421891604675875,0.0
2020-01-09,-3.140067911714771,-2.8002971137521224,-5.964134125636672,-4.967954159592529,1.0,-3.349957555178268,0.0
2020-01-10,-3.120178041543027,-2.819838914794404,-5.938109368376431,-4.950614667231878,1.0,-3.3664688427299705,0.0
2020-01-13,-3.1205508474576273,-2.8171610169491528,-5.943220338983051,-4.945338983050847,1.0,-3.3601694915254234,0.0
2020-01-14,-3.096304118268215,-2.8071805702217527,-5.907497360084477,-4.930728616684266,1.0,-3.3776135163674756,0.0
2020-01-15,-3.0903525438040953,-2.811061853493772,-5.902892125818028,-4.925480261769052,1.0,-3.380620645978467,0.0
2020-01-16,-3.085021097046414,-2.8044303797468353,-5.89789029535865,-4.925738396624473,1.0,-3.3839662447257384,0.0
2020-01-17,-3.187025385116077,-2.897157734866566,-6.068778476893036,-5.064439140811456,1.0,-3.479279670210458,0.0
2020-01-21,-3.193850850414304,-2.9302224160488444,-6.091365023986045,-5.0909289140863505,1.0,-3.4993458351504585,0.0
2020-01-22,-3.1986032300305545,-2.918812745525971,-6.114360541248364,-5.09384548232213,1.0,-3.498690528153645,0.0
2020-01-23,-3.1987780929522147,-2.919703251145538,-6.111935413484617,-5.093606807767838,1.0,-3.4955269474143575,0.0
2020-01-24,-3.2056054302605648,-2.9299321217429384,-6.138165097438144,-5.1151740748850445,1.0,-3.507554193124589,0.0
2020-01-27,-3.162538026944807,-2.8783137766188616,-6.123641894828336,-5.066058235549761,1.0,-3.499348109517601,0.0
2020-01-28,-3.087890625,-2.9743923611111107,-6.234374999999999,-5.026041666666666,1.0,-3.3784722222222223,0.0
2020-01-29,-3.0440985732814525,-2.9827064418504103,-6.227410289667099,-4.99956766104626,1.0,-3.362948551664505,0.0
2020-01-30,-3.067990502913878,-2.974962227498381,-6.210015109000648,-5.006259443125405,1.0,-3.325491042521045,0.0
2020-01-31,-3.085497835497836,-2.9904761904761905,-6.2082251082251085,-5.018614718614719,1.0,-3.342207792207792,0.0
2020-02-03,-3.0416401104737623,-2.905672402804334,-6.0979392394306355,-4.920756320373911,1.0,-3.278946250265562,0.0
2020-02-04,-2.995771670190275,-2.8668076109936576,-6.064904862579281,-4.912896405919661,1.0,-3.3012684989429175,0.0
2020-02-05,-2.871511870054144,-2.8504789670970427,-6.0318617242815495,-4.853602665556019,1.0,-3.217201166180758,0.0
2020-02-06,-2.9052653399668324,-2.8132255389718077,-6.076907131011609,-4.812396351575456,1.0,-3.1220978441127696,0.0
2020-02-07,-2.8962303231151614,-2.8204225352112675,-6.067937033968517,-4.806959403479701,1.0,-3.1209610604805302,0.0
2020-02-10,-2.8873094355170994,-2.7791512154923774,-6.046765554182118,-4.788833951380305,1.0,-3.099505562422744,0.0
2020-02-11,-2.847808275297009,-2.7718148299877097,-5.99877099549365,-4.763006964358869,1.0,-3.1020073740270377,0.0
2020-02-12,-2.8507371007371005,-2.7665847665847663,-5.998566748566748,-4.764332514332514,1.0,-3.0947993447993447,0.0
2020-02-13,-2.8380151732622516,-2.769940537215501,-6.036087758868156,-4.772401066229239,1.0,-3.0877588681566537,0.0
2020-02-14,-2.844686089454247,-2.7648748461222814,-6.029134181370538,-4.780672958555601,1.0,-3.0978662289700454,0.0
2020-02-18,-2.84688013136289,-2.7639573070607555,-6.035509031198686,-4.783661740558292,1.0,-3.0954433497536944,0.0
2020-02-19,-2.8514871794871794,-2.766153846153846,-6.034051282051282,-4.779282051282051,1.0,-3.081846153846154,0.0
2020-02-20,-2.842364532019704,-2.7666256157635467,-6.051313628899837,-4.782635467980295,1.0,-3.082512315270936,0.0
2020-02-21,-2.833091135561553,-2.8349595183724308,-6.135561552833714,-4.834751920282334,1.0,-3.1214448827070793,0.0
2020-02-24,-2.754338281413339,-2.8693288730922015,-6.2301902571607775,-4.891699770018817,1.0,-3.161823123562618,0.0
2020-02-25,-2.4581585779908126,-2.897343718793689,-6.130417415618134,-4.573996405032954,1.0,-2.912123027761134,0.0
2020-02-26,-2.387848681696599,-2.712265953381735,-5.926633549866259,-4.4119220481467325,1.0,-2.667176155903707,0.0
2020-02-27,-2.440473915536021,-2.6802981081597554,-5.913816166634818,-4.433785591438945,1.0,-2.6409325434741064,0.0
2020-02-28,-2.105576990529639,-2.8088390038582953,-5.310592774465101,-3.9023149772009824,1.0,-2.4103823219922833,0.0
2020-03-02,-2.1516687052245325,-2.7352786999825267,-5.272234841866154,-3.9103616984099245,1.0,-2.4036344574523847,0.0
2020-03-03,-1.8530956549419069,-2.8330415406652874,-4.5561037720834,-3.48400445646984,1.0,-2.1897182874423047,0.0
2020-03-04,-1.6993259131525318,-2.9553221508073366,-4.638501332497256,-3.361028374353347,1.0,-2.0222605424047657,0.0
2020-03-05,-1.570744839964104,-3.1850134609632064,-4.206850134609632,-3.092431947352677,1.0,-1.9014358360753811,0.0
2020-03-06,-1.499140154772141,-3.3586987675551736,-3.9011177987962173,-2.8516766981943253,1.0,-1.7201203783319003,0.0
2020-03-09,-1.495028409090909,-3.2937499999999997,-3.889204545454545,-2.825568181818182,1.0,-1.7009943181818181,0.0
2020-03-10,-1.7932600382409176,-2.24892447418738,-3.408938814531549,-2.4103728489483744,1.0,-1.0886711281070744,0.0
2020-03-11,-1.5487501480867198,-2.659163606207795,-3.5222130079374483,-2.233740078189788,1.0,-0.8830707262172728,0.0
2020-03-12,-1.6620626151012892,-2.343232044198895,-3.407803867403315,-2.276127992633518,1.0,-0.820902394106814,0.0
2020-03-13,-1.6209707646176912,-1.7263868065967016,-2.7265742128935533,-1.8845577211394302,1.0,-0.41182533733133436,0.0
2020-03-16,-1.3389579890406191,-2.105766721753501,-2.571453422631991,-1.6817430634078454,1.0,-0.0,0.0
2020-03-17,-1.2515032291589339,-1.4776185880780937,-1.7898448519040902,-1.6886645386385568,1.0,-0.2157968970380818,0.0
2020-03-18,-1.1971901655795285,-1.5332234248440972,-1.5651207798724105,-1.6521396315676296,1.0,-0.2201992688696151,0.0
2020-03-19,-1.212119113573407,-1.327146814404432,-1.491759002770083,-1.628185595567867,1.0,-0.26592797783933514,0.0
2020-03-20,-1.2133342583599278,-1.361454141806577,-1.4843207992229777,-1.630706257804912,1.0,-0.2479533786596365,0.0
2020-03-23,-1.2039020397025717,-1.4860495258885327,-1.3183709666416534,-1.5962207517566,1.0,-0.21727266525683883,0.0
2020-03-24,-1.2239028691582445,-1.5093264600149223,-1.2464220307942753,-1.5650139049040221,1.0,-0.23821474598114356,0.0
2020-03-25,-1.1576609918578833,-1.4460276338514682,-0.9489267209474465,-1.448248211201579,1.0,-0.1674068591167037,0.0
2020-03-26,-1.1400339476236665,-1.4265882638215326,-0.9248302618816683,-1.4079170708050437,1.0,-0.1626454898157129,0.0
2020-03-27,-1.1309558953769854,-1.397709157465903,-0.8499143886166382,-1.3996575544665526,1.0,-0.12605538170868513,0.0
2020-03-30,-1.090729093873748,-1.3796296296296295,-0.872699743768926,-1.386035406475658,1.0,-0.09433962264150943,0.0
2020-03-31,-1.039118551417834,-1.3884523402801503,-0.8712561211707095,-1.325646281744676,1.0,-0.0696389932809475,0.0
2020-04-01,-0.969064519546562,-1.3329272168661936,-0.6883674118020977,-1.2308507257124697,1.0,-0.07590846487975421,0.0
2020-04-02,-1.0087783467446965,-1.2333577176298465,-0.6717002821611454,-1.2622531089978055,1.0,-0.04911694011913471,0.0
2020-04-03,-1.0042156760695327,-1.2462267096908504,-0.671333402727178,-1.2323826376600395,1.0,-0.050379931300093675,0.0
2020-04-06,-1.007480908099122,-1.2152319601018235,-0.6695932256221103,-1.241311236947374,1.0,-0.06145773806431503,0.0
2020-04-07,-0.9566025415641168,-1.1608820131598774,-0.633984630066804,-1.234165452810287,1.0,-0.03716911949369632,0.0
2020-04-08,-0.9638184380032206,-1.1605776972624797,-0.6483997584541062,-1.2382246376811594,1.0,-0.02118558776167472,0.0
2020-04-09,-0.9510880219564791,-1.082483826700647,-0.6369829445206823,-1.2048127818074887,1.0,-0.02568123897275044,0.0
2020-04-13,-0.9681115607781949,-1.0200399824467308,-0.6450826466429372,-1.2030328148617682,1.0,-0.039592374079672345,0.0
2020-04-14,-0.9372326620848752,-0.9724611909453549,-0.6729946652568847,-1.1759023405584659,1.0,-0.04753208054981496,0.0
2020-04-15,-0.9054595781235086,-0.9899303235659063,-0.6447933568769686,-1.1716140116445546,1.0,-0.060513505774553784,0.0
2020-04-16,-0.9608455440787894,-0.9438385779485947,-0.6905116502522219,-1.1960605332692769,1.0,-0.012923372567859717,0.0
2020-04-17,-0.9956148898850126,-0.9323231338920288,-0.7305106217111674,-1.2139446501656597,1.0,-0.0,0.0
2020-04-20,-1.03021589746089,-0.8720697889760709,-0.7687509137872215,-1.2024952483064475,1.0,-0.0,0.0
2020-04-21,-1.0111807228915664,-0.8654457831325301,-0.762409638554217,-1.1802891566265061,1.0,-0.0,0.0
2020-04-22,-0.9900767018216682,-0.8886864813039309,-0.7330776605944391,-1.1820230105465004,1.0,-0.0,0.0
2020-04-23,-0.9388362149098346,-0.8868748838073991,-0.6935303959843837,-1.1284160624651423,1.0,-0.0,0.0
2020-04-24,-0.9186496956281128,-0.8783434790629034,-0.6970577384246449,-1.1176443460616123,1.0,-0.0,0.0
2020-04-27,-0.9282907207915297,-0.8818253271071247,-0.6929122936797818,-1.1203939155763094,1.0,-0.0,0.0
2020-04-28,-0.941374694179015,-0.8575451230208189,-0.6907630522088354,-1.1264829432673222,1.0,-0.0,0.0
2020-04-29,-0.9255348452850978,-0.8601138554769993,-0.6884124506473235,-1.116885501790469,1.0,-0.0,0.0
2020-04-30,-0.8888987291325333,-0.7886463268830537,-0.6720984811583934,-1.078421821724306,1.0,-0.0,0.0
2020-05-01,-0.8607073954983923,-0.727674169346195,-0.6589496248660236,-1.039957127545552,1.0,-0.0,0.0
2020-05-04,-0.8592928299628031,-0.7194835178930268,-0.6557356022061653,-1.0410021805122067,1.0,-0.0,0.0
2020-05-05,-0.8417342114150625,-0.7064336372847011,-0.6476274907125971,-1.0257092198581559,1.0,-0.0,0.0
2020-05-06,-0.8290659179482881,-0.6971043037338138,-0.6493735071030465,-1.0150023048233667,1.0,-0.0,0.0
2020-05-07,-0.832467750041883,-0.6920338415144915,-0.6564751214608812,-1.007287652873178,1.0,-0.0,0.0
2020-05-08,-0.8268989196884683,-0.693199899505904,-0.6628004354744158,-1.0043547441587806,1.0,-0.0,0.0
2020-05-11,-0.8267212909159316,-0.6804481418000919,-0.6657748421888717,-1.0074829647589982,1.0,-0.0,0.0
2020-05-12,-0.8289479188454298,-0.6769295126542564,-0.6724116293662413,-1.0048943735620162,1.0,-0.0,0.0
2020-05-13,-0.8301682040151926,-0.6537418089235778,-0.6784506865895905,-1.011436203514337,1.0,-0.0,0.0
2020-05-14,-0.8222028769224391,-0.6346225593831614,-0.6881399494258592,-1.0004559963520292,1.0,-0.0,0.0
2020-05-15,-0.8081948234515836,-0.6411973869180517,-0.6851897792111139,-1.0000413462333582,1.0,-0.0,0.0
2020-05-18,-0.8050987521692422,-0.6437484505412775,-0.6887034129410792,-0.9942979919014957,1.0,-0.0,0.0
2020-05-19,-0.7952239292554709,-0.5853131749460043,-0.7265169729817841,-0.9681323607318962,1.0,-0.0,0.0
2020-05-20,-0.8106537926519926,-0.5569102364781933,-0.7469928811062925,-0.9767203993126585,1.0,-0.0,0.0
2020-05-21,-0.8136127368722629,-0.5529406949617321,-0.7489051692383253,-0.9773257479638194,1.0,-0.0,0.0
2020-05-22,-0.818058690744921,-0.5470141596552432,-0.7549764005745947,-0.9841576031192284,1.0,-0.0,0.0
2020-05-26,-0.8196101011762771,-0.545364810397302,-0.758904334951057,-0.9889775438019248,1.0,-0.0,0.0
2020-05-27,-0.8104164934741043,-0.592110732396708,-0.7323135755258127,-1.0217806966497631,1.0,-0.0,0.0
2020-05-28,-0.805657237936772,-0.6062811980033277,-0.7253327787021631,-1.0224209650582363,1.0,-0.0,0.0
2020-05-29,-0.7993160397030612,-0.6268662941029277,-0.7199099174243057,-1.0244390691467178,1.0,-0.0,0.0
2020-06-01,-0.5744576283086429,-0.562241100891666,-0.5531840202204592,-0.8206136347679561,1.0,-0.0,0.0
2020-06-02,-0.5727673263864606,-0.5636408140429401,-0.5426603258969158,-0.8176795580110496,1.0,-0.0,0.0
2020-06-03,-0.5737928621413576,-0.5642757172848145,-0.5402029391182646,-0.8206787963610918,1.0,-0.0,0.0
2020-06-04,-0.5745895039036516,-0.5637713125371985,-0.5390190106081294,-0.8236529776284004,1.0,-0.0,0.0
2020-06-05,-0.5672975445015126,-0.5702525856610146,-0.5298670231478224,-0.8504889889537747,1.0,-0.0,0.0
2020-06-08,-0.5606825029780674,-0.548034475509775,-0.5484899446429823,-0.8463667577604933,1.0,-0.0,0.0
2020-06-09,-0.571543718240757,-0.538426493779569,-0.5509024005607149,-0.8435955843700719,1.0,-0.0,0.0
2020-06-10,-0.6061545036862912,-0.5056095736724009,-0.6009545179328275,-0.8489154824233358,1.0,-0.0,0.0
2020-06-11,-0.6000285235497558,-0.5220522694049274,-0.5822726138267907,-0.8610903126894142,1.0,-0.0,0.0
2020-06-12,-0.5982699446662464,-0.46981158506689075,-0.6056244309028507,-0.8284303425089304,1.0,-0.0,0.0
2020-06-15,-0.6025057744802969,-0.46146846783789464,-0.6079652831245188,-0.8277105060544551,1.0,-0.0,0.0
2020-06-16,-0.6029165503767793,-0.4489603684063634,-0.6089868825006977,-0.8279025955902874,1.0,-0.0,0.0
2020-06-17,-0.6018848167539268,-0.4416404886561955,-0.6148342059336824,-0.8320069808027923,1.0,-0.0,0.0
2020-06-18,-0.6117004516332317,-0.4270209711865,-0.6260546861324091,-0.836256695725239,1.0,-0.0,0.0
2020-06-19,-0.6119596440832341,-0.4285363973936804,-0.6265326140264836,-0.8360540881384433,1.0,-0.0,0.0
2020-06-22,-0.5964985555671575,-0.42824823361525877,-0.6327660018795029,-0.8230830809926559,1.0,-0.0,0.0
2020-06-23,-0.594193324061196,-0.424269819193324,-0.6318497913769123,-0.8267037552155772,1.0,-0.0,0.0
2020-06-24,-0.5981956974323386,-0.41568355308813326,-0.6250520471894517,-0.830916030534351,1.0,-0.0,0.0
2020-06-25,-0.5965490904041105,-0.4003263435633939,-0.6432092764893764,-0.8316553256492154,1.0,-0.0,0.0
2020-06-26,-0.5989236111111111,-0.39489583333333333,-0.6431944444444444,-0.8351736111111111,1.0,-0.0,0.0
2020-06-29,-0.5933864265927977,-0.39286703601108036,-0.6441481994459833,-0.832202216066482,1.0,-0.0,0.0
2020-06-30,-0.6083879696118222,-0.3646581330003122,-0.6609775557636937,-0.8349464044125298,1.0,-0.0,0.0
2020-07-01,-0.6032422321521355,-0.3650975094391908,-0.6575565485468842,-0.838026949322803,1.0,-0.0,0.0
2020-07-02,-0.598733169499152,-0.37236509639680176,-0.6555674777612406,-0.8346197777854696,1.0,-0.0,0.0
2020-07-06,-0.5959772478070176,-0.3666392543859649,-0.6465529057017544,-0.8173314144736842,1.0,-0.0,0.0
2020-07-07,-0.801634619181111,-0.3243179215856596,-0.8298258775220121,-0.9925770916413315,1.0,-0.0,0.0
2020-07-08,-0.8011603583691834,-0.32442672771046294,-0.8314322926944784,-0.9897383273473577,1.0,-0.0,0.0
2020-07-09,-0.9210235484145202,-0.3244920513474454,-0.9272719544333929,-1.0778287851738504,1.0,-0.0,0.0
2020-07-10,-0.9250212404418012,-0.32408666100254885,-0.9268479184367036,-1.072090059473237,1.0,-0.0,0.0
2020-07-13,-0.9621419996570056,-0.30946664380037725,-0.9398473675184359,-1.076016120734008,1.0,-0.0,0.0
2020-07-14,-0.9544014386025005,-0.3072443911628704,-0.9328224010960782,-1.0870868299366332,1.0,-0.0,0.0
2020-07-15,-0.9759447203627726,-0.2985964154610235,-0.942431440293673,-1.1017490822716476,1.0,-0.0,0.0
2020-07-16,-0.9862492432759665,-0.2789933408285047,-0.9511372481190002,-1.1077142610049295,1.0,-0.0,0.0
2020-07-17,-1.0011752415774353,-0.2802733524854183,-0.9586053799947768,-1.112692609036302,1.0,-0.0,0.0
2020-07-20,-1.0151627703736072,-0.28319860170417305,-0.9611972908018352,-1.1101594931177627,1.0,-0.0,0.0
2020-07-21,-1.038266989223664,-0.2672531339344623,-0.9817462062898615,-1.1112381790191335,1.0,-0.0,0.0
2020-07-22,-1.0186657297202337,-0.2849927533049322,-0.9687294127981027,-1.1195485089375907,1.0,-0.0,0.0
2020-07-23,-1.0306190370534725,-0.2955846461060573,-0.9835810960727758,-1.1277568227202128,1.0,-0.0,0.0
2020-07-24,-1.026734648636666,-0.29784970073154515,-0.9821325648414986,-1.126845488805143,1.0,-0.0,0.0
2020-07-27,-1.0299871356962251,-0.2968105398571619,-0.9799937896464535,-1.1292197134365436,1.0,-0.0,0.0
2020-07-28,-1.0314652682103018,-0.2936313941602596,-0.973556730811964,-1.1455935291764812,1.0,-0.0,0.0
2020-07-29,-1.039924973204716,-0.29832082886745265,-0.9765094676670238,-1.1511254019292603,1.0,-0.0,0.0
2020-07-30,-1.0378477175463623,-0.30139978601997147,-0.9721825962910129,-1.1464425820256776,1.0,-0.0,0.0
2020-07-31,-1.042832284834694,-0.3012983536340517,-0.973497523758533,-1.1440681747200285,1.0,-0.0,0.0
2020-08-03,-1.0247860199714693,-0.3177603423680456,-0.9798502139800286,-1.1355206847360912,1.0,-0.0,0.0
2020-08-04,-1.02392621636072,-0.31923899483158086,-0.978212439850294,-1.134156121903404,1.0,-0.0,0.0
2020-08-05,-1.024827278805438,-0.3196344996657009,-0.978827724537553,-1.1340316469801648,1.0,-0.0,0.0
2020-08-06,-1.027141456457795,-0.31299581067831356,-0.9824850699705857,-1.134058293965594,1.0,-0.0,0.0
2020-08-07,-1.025834374442263,-0.3286185971800821,-0.9834017490630019,-1.1240853114402998,1.0,-0.0,0.0
2020-08-10,-1.0025831873905429,-0.3228108581436077,-0.9656742556917689,-1.0871716287215412,1.0,-0.0,0.0
2020-08-11,-0.9982030941841609,-0.33312880746811585,-0.9583643774378753,-1.0930008327124512,1.0,-0.0,0.0
2020-08-12,-0.9881426383723475,-0.3438197330999781,-0.9407569459636841,-1.1026908772697441,1.0,-0.0,0.0
2020-08-13,-1.0471294695660085,-0.32408334091529434,-1.0258393230825222,-1.152033481939769,1.0,-0.0,0.0
2020-08-14,-1.0460607163988895,-0.3254289745573711,-1.0242592508306403,-1.1557052478266805,1.0,-0.0,0.0
2020-08-17,-1.0510097096230113,-0.3300360122168027,-1.024023339563295,-1.1534849797146374,1.0,-0.0,0.0
2020-08-18,-1.0536701228703238,-0.33065363358151,-1.0364956835518202,-1.1468505915132692,1.0,-0.0,0.0
2020-08-19,-1.0566238821185303,-0.3644409434224549,-1.0420740466150782,-1.1705203651359992,1.0,-0.0,0.0
2020-08-20,-1.05852075121725,-0.36322745188963595,-1.0432645490377928,-1.1720843960120564,1.0,-0.0,0.0
2020-08-21,-1.0526949435080568,-0.3709020188923875,-1.03296906834599,-1.1739210964993518,1.0,-0.0,0.0
2020-08-24,-1.0528901868075835,-0.3680526584156121,-1.0446391322486441,-1.1698419320446853,1.0,-0.0,0.0
2020-08-25,-1.0552850053337044,-0.35828579379435094,-1.0617782106581328,-1.1626547933769307,1.0,-0.0,0.0
2020-08-26,-1.0487692022950212,-0.3546640755136035,-1.0663982972422728,-1.1571811956320561,1.0,-0.0,0.0
2020-08-27,-1.0304951411383618,-0.3762147154095326,-1.0625173530772791,-1.158213789912078,1.0,-0.0,0.0
2020-08-28,-1.02684873368086,-0.36771693500023067,-1.0609862988420908,-1.1576325137242238,1.0,-0.0,0.0
2020-08-31,-1.0300665065582857,-0.3632458895252171,-1.0673840753740995,-1.1578145205985593,1.0,-0.0,0.0
2020-09-01,-1.0291630078106946,-0.3677034709063179,-1.0537505199426909,-1.1710958081064842,1.0,-0.0,0.0
2020-09-02,-1.02325366372336,-0.36701955526790253,-1.0557070870509917,-1.1769682400258887,1.0,-0.0,0.0
2020-09-03,-1.027748181776069,-0.3721684347060731,-1.0654560615185065,-1.1670449807754666,1.0,-0.0,0.0
2020-09-04,-0.9816496926323516,-0.39081567116249194,-1.0243600330305531,-1.190705569318286,1.0,-0.0,0.0
2020-09-08,-0.9740325166017862,-0.3942294481337303,-1.0215250744217999,-1.1900160293107398,1.0,-0.0,0.0
2020-09-09,-0.9562844015830414,-0.411226857116863,-0.9928581176363555,-1.1886457717327024,1.0,-0.0,0.0
2020-09-10,-0.9440869959220661,-0.4145899410965111,-0.9789306751246034,-1.1934299954689624,1.0,-0.0,0.0
2020-09-11,-0.9381643823223413,-0.4188266160039807,-0.97778984032207,-1.1886732709096668,1.0,-0.0,0.0
2020-09-14,-0.9380230717032346,-0.4175073512779914,-0.9778783080750961,-1.1904546482696223,1.0,-0.0,0.0
2020-09-15,-0.9378294364103257,-0.4082533675721945,-0.9692751272694509,-1.1897103212145785,1.0,-0.0,0.0
2020-09-16,-0.9427463709313858,-0.39798034442340635,-0.9717789198449194,-1.1956090523848166,1.0,-0.0,0.0
2020-09-17,-0.9355985598559855,-0.4051755175517552,-0.9666966696669667,-1.193024302430243,1.0,-0.0,0.0
2020-09-18,-0.9317538101874747,-0.4023288225509149,-0.9695185002023109,-1.192195297396934,1.0,-0.0,0.0
2020-09-21,-0.9267535971223022,-0.40759892086330934,-0.9763489208633094,-1.1857014388489209,1.0,-0.0,0.0
2020-09-22,-0.9241139868337992,-0.4199206420777347,-0.9768238795202453,-1.1881143475516278,1.0,-0.0,0.0
2020-09-23,-0.9180305694575951,-0.4212994273862663,-0.9812435186437621,-1.1882411289958972,1.0,-0.0,0.0
2020-09-24,-0.9107599766575392,-0.414014454369978,-0.9720339363469049,-1.1920815190555283,1.0,-0.0,0.0
2020-09-25,-0.9136535348084188,-0.4153624752653355,-0.9723421478683217,-1.1958085986688254,1.0,-0.0,0.0
2020-09-28,-0.9093113046601419,-0.4150579150579151,-0.9643081619825806,-1.19816826793571,1.0,-0.0026937236239561817,0.0
2020-09-29,-0.9115167279576643,-0.4070320208090411,-0.9618799892367028,-1.199345232756301,1.0,-0.004933177863485514,0.0
2020-09-30,-0.9087617344658023,-0.4012069736253911,-0.9643272239606615,-1.1888690210102817,1.0,-0.007107733571747876,0.0
2020-10-01,-0.9073652239939256,-0.4078342042967529,-0.9619009334941265,-1.1862968421992943,1.0,-0.0030818705614364195,0.0
2020-10-02,-0.9060726574020288,-0.39957102640868675,-0.9598284105634747,-1.1928593770945977,1.0,-0.010098753295500246,0.0
2020-10-05,-0.8906472895863053,-0.411376604850214,-0.9436519258202568,-1.1916458630527818,1.0,-0.020640156918687588,0.0
2020-10-06,-0.8954638624008555,-0.3972907940468764,-0.9405133232332235,-1.1983334818643614,1.0,-0.024284823099545494,0.0
2020-10-07,-0.8906670252824099,-0.41854939931863006,-0.9404249596557289,-1.2015420476958938,1.0,-0.03151335843643536,0.0
2020-10-08,-0.8898836168307969,-0.41598030438675027,-0.9398836168307968,-1.2011638316920323,1.0,-0.02936436884512086,0.0
2020-10-09,-0.8884613663818175,-0.4136727663191804,-0.9383472775267326,-1.1987383114849448,1.0,-0.03489776743769854,0.0
2020-10-12,-0.882616086606424,-0.4119173302317259,-0.9352241209626913,-1.1951328621275836,1.0,-0.04853717455488951,0.0
2020-10-13,-0.8706599166704002,-0.422113704583128,-0.9355315622059944,-1.1937189194032527,1.0,-0.05801711392858743,0.0
