Date,BCX,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.17806693211983315,-0.32164865377322716,-0.05209518392112249,-0.39732650739476677,-0.42098028062191883,0.0
2018-09-25,1.0,-0.17783731240664785,-0.3221508333530904,-0.05156594513857606,-0.39773346926195496,-0.42156049218805564,0.0
2018-09-26,1.0,-0.1789950654773202,-0.3237806035300816,-0.05375782881002088,-0.39749003605997346,-0.4183431391155817,0.0
2018-09-27,1.0,-0.17902303622689852,-0.32378828497544543,-0.05380655263220327,-0.39747574197527935,-0.41832933975469144,0.0
2018-09-28,1.0,-0.17781468738877687,-0.32506821687032866,-0.054193854549768654,-0.39736623561513823,-0.4183177126586784,0.0
2018-10-01,1.0,-0.17785107493711735,-0.3251625456788952,-0.054316358976792746,-0.39729960609368326,-0.4183000332210146,0.0
2018-10-02,1.0,-0.17860193621867884,-0.3192150721336371,-0.05656795747911921,-0.3986569855732726,-0.41979878511769175,0.0
2018-10-03,1.0,-0.17847993168232282,-0.31727393490843536,-0.05640952652054274,-0.39916026188442927,-0.4208179144131322,0.0
2018-10-04,1.0,-0.17995352366499098,-0.3146400455278384,-0.05676752347529166,-0.40085838945271746,-0.41902209997154516,0.0
2018-10-05,1.0,-0.17528599792001512,-0.31095773848917463,-0.05237780088872081,-0.40304434149569823,-0.42192965869339133,0.0
2018-10-08,1.0,-0.1774415732471974,-0.3159082272468174,-0.05377161314839445,-0.40350085502565075,-0.4244489834695041,0.0
2018-10-09,1.0,-0.1765865475964279,-0.3160507315219456,-0.051681550446513395,-0.40466463993919816,-0.42608778263347896,0.0
2018-10-10,1.0,-0.1783559040152055,-0.3148728914231409,-0.053551912568306013,-0.40598717034925164,-0.4230696127346163,0.0
2018-10-11,1.0,-0.16428186693520058,-0.3087515514859137,-0.03756352310250345,-0.4035971054542048,-0.4276714831034402,0.0
2018-10-12,1.0,-0.16254491157668796,-0.3061686342214549,-0.0344594279315011,-0.4029676636647847,-0.4269282814614344,0.0
2018-10-15,1.0,-0.15540288775034933,-0.316208663251048,-0.024941779226828133,-0.40330693991616207,-0.42899394503959015,0.0
2018-10-16,1.0,-0.15302615891717514,-0.33412815297940485,-0.013044393014937934,-0.4065034948687379,-0.4310026416064708,0.0
2018-10-17,1.0,-0.14732111834333234,-0.3205392508860115,-0.008616895601213778,-0.405550022005513,-0.4343656621343031,0.0
2018-10-18,1.0,-0.1480751848332445,-0.32201543560386586,-0.007810508262451619,-0.40505713027556955,-0.434723155723457,0.0
2018-10-19,1.0,-0.14040946042419916,-0.31398106993989355,-0.0013126684015383552,-0.40964465836077657,-0.4375791631163209,0.0
2018-10-22,1.0,-0.14044503823827514,-0.3146825762461992,-0.002280475444577536,-0.4090343683774072,-0.4370680917718603,0.0
2018-10-23,1.0,-0.140220722069903,-0.3149091076653687,-0.0016127917425062782,-0.40971822224270205,-0.4375043199778817,0.0
2018-10-24,1.0,-0.1393072811827584,-0.32120959718655284,-0.004002683880521043,-0.41135096365192847,-0.43781957844566305,0.0
2018-10-25,1.0,-0.13290689410092396,-0.31233234747919386,-0.0024073182474723155,-0.41181190820093083,-0.4332026503427563,0.0
2018-10-26,1.0,-0.12188182811361982,-0.30612709395484344,-0.0,-0.4189275309541151,-0.4290786598689002,0.0
2018-10-29,1.0,-0.11694180158495877,-0.3062058629850814,-0.0,-0.4174254637934558,-0.43014146551919885,0.0
2018-10-30,1.0,-0.12583354195589339,-0.3075172398097362,-0.0,-0.41835271626573206,-0.4241562165729762,0.0
2018-10-31,1.0,-0.12723067504138227,-0.30085485589895916,-0.0,-0.4172240992267749,-0.42223532346205295,0.0
2018-11-01,1.0,-0.13290319649226437,-0.29768044164754526,-0.0,-0.41833836926641976,-0.422950223777177,0.0
2018-11-02,1.0,-0.13385184009432893,-0.2927371261422643,-0.0,-0.41919684360898846,-0.42173646856080355,0.0
2018-11-05,1.0,-0.12960399409962556,-0.30588902757290365,-0.0,-0.42128673550436857,-0.41261772381708844,0.0
2018-11-06,1.0,-0.13008056280494726,-0.3061613525473732,-0.0,-0.4209463292862816,-0.4121865426075117,0.0
2018-11-07,1.0,-0.13006875581474506,-0.30613356327577207,-0.0,-0.4208400462910436,-0.4121264380857292,0.0
2018-11-08,1.0,-0.12039273219726893,-0.3054734228642365,-0.0,-0.417244103374337,-0.41394876424782756,0.0
2018-11-09,1.0,-0.12080915720316981,-0.3056916442778769,-0.0,-0.4170636443681846,-0.4141286433522227,0.0
2018-11-12,1.0,-0.12040760992362963,-0.3073568620362421,-0.0,-0.41698675945591757,-0.4147498757286818,0.0
