Date,IWF,IWM,MTUM,SPWH,SPY,VLUE,VXX
2018-09-24,-1.1930032882718307,-2.8751370113262698,-0.0,1.0,-2.059188892948484,-2.0066678845451227,0.0
2018-09-25,-1.1936278984845718,-2.872831842249407,-0.0,1.0,-2.0576958188789485,-2.0049297060434546,0.0
2018-09-26,-1.1949059704217637,-2.874201205039255,-0.0,1.0,-2.057604528026292,-2.002373562169071,0.0
2018-09-27,-1.1969048702776515,-2.8560764679107877,-0.0,1.0,-2.0528903049613105,-1.9974510696404186,0.0
2018-09-28,-1.1952861952861953,-2.8560378560378563,-0.0,1.0,-2.051779051779052,-1.9968149968149966,0.0
2018-10-01,-1.1983975234453246,-2.854775562232541,-0.0,1.0,-2.054083583720295,-1.99781480469817,0.0
2018-10-02,-1.2012969220933418,-2.87770572655037,-0.0,1.0,-2.05553018540506,-1.9988126769567995,0.0
2018-10-03,-1.2071049258377589,-2.8893059879143017,-0.0,1.0,-2.059055118110236,-2.000366233290606,0.0
2018-10-04,-1.2096125730994152,-2.875639619883041,-0.0,1.0,-2.060124269005848,-1.9919590643274854,0.0
2018-10-05,-1.1556962025316455,-2.8406871609403255,-0.0,1.0,-2.0532549728752256,-1.9920433996383362,0.0
2018-10-08,-1.1422661870503596,-2.821402877697842,-0.0,1.0,-2.048651079136691,-1.9804856115107916,0.0
2018-10-09,-1.1350621285791465,-2.82441923284711,-0.0,1.0,-2.0549252656221864,-1.989735278227985,0.0
2018-10-10,-1.1407981262949285,-2.8237095757138997,-0.0,1.0,-2.05954418520854,-1.9840554904963517,0.0
2018-10-11,-0.8868872336739998,-2.794993937294301,-0.0,1.0,-1.9728910445175818,-2.0062359258617706,0.0
2018-10-12,-0.9049043062200957,-2.7867395762132605,-0.0,1.0,-1.9148154477101844,-1.9376281613123718,0.0
2018-10-15,-0.8268999828443987,-2.885915251329559,-0.0,1.0,-1.911905987304855,-1.9530794304340366,0.0
2018-10-16,-0.8168929369307442,-2.9105516411754597,-0.0,1.0,-1.9119264478432723,-1.953084722460904,0.0
2018-10-17,-0.7455270075468499,-2.8036123123887053,-0.0,1.0,-1.9212244551852795,-2.009327567200882,0.0
2018-10-18,-0.7493836606307915,-2.8135679673552665,-0.0,1.0,-1.9238289551985037,-2.0144520955538554,0.0
2018-10-19,-0.6970290286881756,-2.8085468630288584,-0.0,1.0,-1.9622882438069293,-2.044947646207542,0.0
2018-10-22,-0.698069892015985,-2.7987416036051354,-0.0,1.0,-1.9616529206700108,-2.0442139273871267,0.0
2018-10-23,-0.7116318704729442,-2.8057946314443973,-0.0,1.0,-1.9590115040477207,-2.0449936088623777,0.0
2018-10-24,-0.7043752128021791,-2.7961355124276475,-0.0,1.0,-1.9607592781750085,-2.0509022812393596,0.0
2018-10-25,-0.5891200802206066,-2.7056906492855353,-0.0,1.0,-2.057909250438706,-2.003593214673686,0.0
2018-10-26,-0.533467539003523,-2.708186545881563,-0.0,1.0,-2.131102164066432,-2.015098137896326,0.0
2018-10-29,-0.46186440677966106,-2.7955084745762715,-0.0,1.0,-2.138983050847458,-2.078305084745763,0.0
2018-10-30,-0.4519295870006771,-2.7921462423832093,-0.0,1.0,-2.136086662153013,-2.0829383886255926,0.0
2018-10-31,-0.4490706319702602,-2.6978934324659227,-0.0,1.0,-2.0845931433292026,-2.029409334985543,0.0
2018-11-01,-0.3870967741935484,-2.8827213452299243,-0.0,1.0,-2.182995881949211,-2.126458476321208,0.0
2018-11-02,-0.39201818641070973,-2.7746063820830176,-0.0,1.0,-2.169571440599478,-2.0834385787656817,0.0
2018-11-05,-0.38302927450148494,-2.841747984726347,-0.0,1.0,-2.193635977938057,-2.066949512091642,0.0
2018-11-06,-0.3981135282121006,-2.8563902107409924,-0.0,1.0,-2.1878823929299793,-2.0553195105370494,0.0
2018-11-07,-0.40749050742147047,-2.9039523645150154,-0.0,1.0,-2.224974111149465,-2.0931998619261307,0.0
2018-11-08,-0.308092880314154,-2.9156564794263278,-0.0,1.0,-2.197114563769848,-2.115929656820898,0.0
2018-11-09,-0.3072258284933379,-2.916638196105227,-0.0,1.0,-2.200802869832593,-2.116586949094636,0.0
2018-11-12,-0.29933293928903154,-2.852655577134172,-0.0,1.0,-2.1996115849024744,-2.092290804694757,0.0
2018-11-13,-0.20679089026915115,-2.825755693581781,-0.0,1.0,-2.1856728778467907,-2.063354037267081,0.0
2018-11-14,-0.21031252590566193,-2.8261626461079334,-0.0,1.0,-2.1887590151703553,-2.0644947359694936,0.0
2018-11-15,-0.20445360824742267,-2.8181443298969073,-0.0,1.0,-2.183092783505155,-2.0416494845360824,0.0
2018-11-16,-0.19477395271671505,-2.8073828287017837,-0.0,1.0,-2.2062214848610533,-2.086934881791788,0.0
2018-11-19,-0.20781601533205565,-2.816181984834597,-0.0,1.0,-2.212982251479043,-2.095658695108741,0.0
2018-11-20,-0.08225143796220213,-2.7806902218570255,-0.0,1.0,-2.211585866885785,-2.142317173377157,0.0
2018-11-21,-0.0966796875,-2.7703450520833335,-0.0,1.0,-2.211995442708333,-2.05908203125,0.0
2018-11-23,-0.10230512340148244,-2.7358475197523826,-0.0,1.0,-2.2368656837989733,-2.0702940457766554,0.0
2018-11-26,-0.10021963719189783,-2.7412348491011147,-0.0,1.0,-2.2298869275197264,-2.063369397217929,0.0
2018-11-27,-0.0671761866452132,-2.7387771520514885,-0.0,1.0,-2.2024939662107808,-2.0366049879324217,0.0
2018-11-28,-0.07731500202183583,-2.7269712899312575,-0.0,1.0,-2.2274160938131824,-2.05556004852406,0.0
2018-11-29,-0.005855715178013742,-2.635540287320425,-0.0,1.0,-2.154903185509057,-2.01132104934416,0.0
2018-11-30,-0.0065225933202357565,-2.6506876227897838,-0.0,1.0,-2.1691944990176815,-2.032220039292731,0.0
2018-12-03,-0.0,-2.688146380270485,-0.0,1.0,-2.204852824184566,-2.062132060461416,0.0
2018-12-04,-0.0,-2.686545914735427,-0.0,1.0,-2.178596852012972,-2.0443723799731077,0.0
2018-12-06,-0.0,-2.4381431850151776,-0.0,1.0,-2.07781150514548,-1.8875397941807952,0.0
2018-12-07,-0.0,-2.4777869653461626,-0.0,1.0,-2.1298955122904606,-1.9094189280613396,0.0
2018-12-10,-0.0,-2.4511289254982715,-0.0,1.0,-2.0764874604692207,-1.826947120688387,0.0
2018-12-11,-0.0,-2.4571217712177122,-0.0,1.0,-2.1025092250922506,-1.820442804428044,0.0
2018-12-12,-0.0,-2.456792856615748,-0.0,1.0,-2.102870636853369,-1.8199394878606747,0.0
2018-12-13,-0.0,-2.4437651911320613,-0.0,1.0,-2.1089342270015465,-1.8127715990277675,0.0
2018-12-14,-0.0,-2.4225310684609163,-0.0,1.0,-2.118758732259725,-1.8121185381278035,0.0
2018-12-17,-0.0,-2.4047427946005104,-0.0,1.0,-2.062458956585188,-1.8294053265231667,0.0
2018-12-18,-0.0,-2.3491153928801656,-0.0,1.0,-2.0128930592364442,-1.8008022347969344,0.0
2018-12-19,-0.0,-2.353093153437635,-0.0,1.0,-2.017726424572987,-1.8059422994115113,0.0
2018-12-20,-0.0,-2.3104037598803675,-0.0,1.0,-2.02442498041729,-1.7862280139571318,0.0
2018-12-21,-0.0,-2.3007116184034384,-0.0,1.0,-2.013668709927429,-1.7314168956527864,0.0
2018-12-24,-0.0,-2.2287486064659974,-0.0,1.0,-1.9761705685618727,-1.7627508361204012,0.0
2018-12-26,-0.0,-2.219156618298249,-0.0,1.0,-1.8909326248382041,-1.7023639212480415,0.0
2018-12-27,-0.0,-2.0491285678201567,-0.0,1.0,-1.6285046728971964,-1.6370927001768123,0.0
2018-12-28,-0.0,-2.0613741230010745,-0.0,1.0,-1.6270147272612354,-1.6323873332911953,0.0
2018-12-31,-0.0,-2.059425970413453,-0.0,1.0,-1.6285244657984577,-1.633961309900114,0.0
2019-01-02,-0.0,-2.0581211700044224,-0.0,1.0,-1.626571482721587,-1.6328258260155415,0.0
2019-01-03,-0.0,-2.055268138801262,-0.0,1.0,-1.6328075709779177,-1.6211356466876972,0.0
2019-01-04,-0.0,-2.0491057518539293,-0.0,1.0,-1.5721318626534555,-1.610456783199352,0.0
2019-01-07,-0.0,-1.9591221512118653,-0.0,1.0,-1.529000361750874,-1.54105872422525,0.0
2019-01-08,-0.0,-1.9288672789483163,-0.0,1.0,-1.5415090941833243,-1.5323848970526444,0.0
2019-01-09,-0.0,-1.9044654615108345,-0.0,1.0,-1.5384891655692567,-1.5429187118400576,0.0
2019-01-10,-0.0,-1.9014471953115657,-0.0,1.0,-1.5380935294821192,-1.5406051907666547,0.0
2019-01-11,-0.0,-1.889048818519851,-0.0,1.0,-1.5483987045699894,-1.5599736116108913,0.0
2019-01-14,-0.0,-1.8923718064866824,-0.0,1.0,-1.5584344990034427,-1.588935193573715,0.0
2019-01-15,-0.0,-1.8833000423703168,-0.0,1.0,-1.5575933660190062,-1.6120089582955028,0.0
2019-01-16,-0.0,-1.883075991522858,-0.0,1.0,-1.561913412049652,-1.6100514683620952,0.0
2019-01-17,-0.0,-1.8835708196322005,-0.0,1.0,-1.5817196443794908,-1.624101814638899,0.0
2019-01-18,-0.0,-1.861472392638037,-0.0,1.0,-1.5921472392638034,-1.681349693251534,0.0
2019-01-22,-0.0,-1.976052848885219,-0.0,1.0,-1.6907196849393384,-1.6852569395921997,0.0
2019-01-23,-0.0,-1.910180792409283,-0.0,1.0,-1.737209898704962,-1.7636876522631106,0.0
2019-01-24,-0.0,-1.895609693385614,-0.0,1.0,-1.7721283023719223,-1.7602365494632637,0.0
2019-01-25,-0.0,-1.800013288153611,-0.0,1.0,-1.9784067503820342,-1.865590326224171,0.0
2019-01-28,-0.0,-1.7660269225643077,-0.0,1.0,-2.0321204851392776,-1.865787018525923,0.0
2019-01-29,-0.0,-1.674196918255419,-0.0,1.0,-1.9875946722381825,-1.867328284147297,0.0
2019-01-30,-0.0,-1.6761207685269899,-0.0,1.0,-1.9901320088877275,-1.868775323487126,0.0
2019-01-31,-0.0,-1.710586843661694,-0.0,1.0,-1.915554971413551,-1.9454557402904649,0.0
2019-02-01,-0.0,-1.7085996705107085,-0.0,1.0,-1.9351565074135089,-1.9459637561779244,0.0
2019-02-04,-0.0,-1.6876963350785341,-0.0,1.0,-1.9251963350785342,-1.9316099476439794,0.0
2019-02-05,-0.0,-1.678889470927187,-0.0,1.0,-1.918019905709796,-1.9510214772132006,0.0
2019-02-06,-0.0,-1.6679114255765197,-0.0,1.0,-1.921514675052411,-1.96187106918239,0.0
2019-02-07,-0.0,-1.660683872658195,-0.0,1.0,-1.9176601598323073,-1.9721603563474388,0.0
2019-02-08,-0.0,-1.6498362802881466,-0.0,1.0,-1.9415848068107402,-1.9573673870333987,0.0
2019-02-11,-0.0,-1.6419043845747492,-0.0,1.0,-1.9850105652403593,-1.9763602746962494,0.0
2019-02-12,-0.0,-1.6544634566918688,-0.0,1.0,-2.0063668921607642,-1.9712826634832206,0.0
2019-02-13,-0.0,-1.6662257787183388,-0.0,1.0,-1.9942464122743202,-1.9529131671185767,0.0
2019-02-14,-0.0,-1.5630058564190301,-0.0,1.0,-2.0478383891557543,-1.9694018556294006,0.0
2019-02-15,-0.0,-1.6184609302938464,-0.0,1.0,-2.022862037159046,-1.947226248517591,0.0
2019-02-19,-0.0,-1.5842770608375034,-0.0,1.0,-2.0548459309981566,-1.9450223860942852,0.0
2019-02-20,-0.0,-1.6226951292049434,-0.0,1.0,-2.0312603264820566,-1.954926971118895,0.0
2019-02-21,-0.0,-1.6147595137420718,-0.0,1.0,-2.033232029598309,-1.95877378435518,0.0
2019-02-22,-0.0,-1.575442043222004,-0.0,1.0,-2.0461034708578913,-1.927177472167649,0.0
2019-02-25,-0.0,-1.550280788820687,-0.0,1.0,-2.0534804753820035,-1.9262113099124984,0.0
2019-02-26,-0.0,-1.5510592247655277,-0.0,1.0,-2.061651472420804,-1.9459565816226145,0.0
