Date,IWF,IWM,MTUM,SPY,VLUE,VXX,WLKP
2018-09-26,-0.22629333621341394,-0.6304406523382654,-0.0,-0.43444216438060257,-0.4088994491845771,0.0,1.0
2018-09-27,-0.22876874932556382,-0.6252832631919716,-0.0,-0.4347415560591345,-0.40895111686629976,0.0,1.0
2018-09-28,-0.22716722444132567,-0.627361545935442,-0.0,-0.4350102558566339,-0.4093706142718342,0.0,1.0
2018-10-01,-0.22701987470295962,-0.6284294664074315,-0.0,-0.43508317131129837,-0.40983473752430327,0.0,1.0
2018-10-02,-0.227141352205505,-0.6296426352610681,-0.0,-0.43480727154858057,-0.4095783474244348,0.0,1.0
2018-10-03,-0.2265215747691311,-0.6229680833828374,-0.0,-0.4370308365285953,-0.41370092347572507,0.0,1.0
2018-10-04,-0.2305593820057802,-0.6176430867298707,-0.0,-0.44223860843259594,-0.4105826108094968,0.0,1.0
2018-10-05,-0.2112181823089589,-0.6103868059491996,-0.0,-0.4531810942856372,-0.4244878127783626,0.0,1.0
2018-10-08,-0.20825247951703324,-0.6071313065976714,-0.0,-0.4560694264769298,-0.4236739974126779,0.0,1.0
2018-10-09,-0.2149211757388929,-0.6109083042643519,-0.0,-0.456585814337092,-0.4216489548687164,0.0,1.0
2018-10-10,-0.21362388935684587,-0.6166073417927885,-0.0,-0.4585767464608863,-0.42836181833002746,0.0,1.0
2018-10-11,-0.18107814281547477,-0.6056001909155994,-0.0,-0.4419696126004295,-0.42295760082730094,0.0,1.0
2018-10-12,-0.18442237323575536,-0.5989545216936749,-0.0,-0.4257971772085729,-0.40452169367485624,0.0,1.0
2018-10-15,-0.1669012249152984,-0.6138389366692729,-0.0,-0.4216054209017462,-0.40388324211623666,0.0,1.0
2018-10-16,-0.1629816968243208,-0.6206914533034364,-0.0,-0.42068623872347083,-0.402956666840486,0.0,1.0
2018-10-17,-0.14597117505257218,-0.5901933630814997,-0.0,-0.41755141816689745,-0.4107811458173052,0.0,1.0
2018-10-18,-0.14780400984138617,-0.5998272522640423,-0.0,-0.44273150814008266,-0.4270271685075642,0.0,1.0
2018-10-19,-0.13645800892764456,-0.5916900238762587,-0.0,-0.44228173985259,-0.424815737568774,0.0,1.0
2018-10-22,-0.13656456393988248,-0.5820115450621458,-0.0,-0.4498673877996776,-0.4317957252067191,0.0,1.0
2018-10-23,-0.14193850719845877,-0.5835047252089245,-0.0,-0.44713753872588585,-0.4308661581317852,0.0,1.0
2018-10-24,-0.14301843196975267,-0.5961770729401881,-0.0,-0.4525547445255475,-0.4338864674683611,0.0,1.0
2018-10-25,-0.12175974307343307,-0.5657482221599164,-0.0,-0.450182244539036,-0.4111844620600005,0.0,1.0
2018-10-26,-0.1176068116162384,-0.5600324362678019,-0.0,-0.44934367239369516,-0.40710050174851753,0.0,1.0
2018-10-29,-0.11187485785044603,-0.5612696166384473,-0.0,-0.4470950948927244,-0.4068636122412878,0.0,1.0
2018-10-30,-0.11272589409831922,-0.5613294578541641,-0.0,-0.44713762163528376,-0.4062934411727537,0.0,1.0
2018-10-31,-0.11757024834894408,-0.5439821208849157,-0.0,-0.44665143258920725,-0.40290786731285944,0.0,1.0
2018-11-01,-0.09845744146316954,-0.5610240176866647,-0.0,-0.447869560848156,-0.40495930057280677,0.0,1.0
2018-11-02,-0.09820123948203759,-0.5662568650173829,-0.0,-0.4479266387867184,-0.40688769083488685,0.0,1.0
2018-11-05,-0.09589524049357845,-0.5724250818433644,-0.0,-0.4483253588516746,-0.4016116847141778,0.0,1.0
2018-11-06,-0.0957886252581734,-0.57208704851141,-0.0,-0.4486927610699713,-0.4022215505516095,0.0,1.0
2018-11-07,-0.09588971151391372,-0.5862649987235129,-0.0,-0.458003574163901,-0.41284146030125096,0.0,1.0
2018-11-08,-0.08160939913402375,-0.5852682753905756,-0.0,-0.45132048717494244,-0.41387081254905933,0.0,1.0
2018-11-09,-0.08173393426849648,-0.5851521750139261,-0.0,-0.4513090596039905,-0.4138350129133539,0.0,1.0
2018-11-12,-0.08113968734241049,-0.5746343923348461,-0.0,-0.45436207766011094,-0.4112708018154312,0.0,1.0
2018-11-13,-0.0605772835186805,-0.572660252405348,-0.0,-0.4571535674122204,-0.4086717480944646,0.0,1.0
2018-11-14,-0.06241553631312879,-0.5725511787376746,-0.0,-0.4586565894188898,-0.40900445467741126,0.0,1.0
2018-11-15,-0.0616879872076754,-0.5729062562462522,-0.0,-0.46007395562662406,-0.40385768538876676,0.0,1.0
2018-11-16,-0.05644737171621047,-0.5651749267486413,-0.0,-0.46495204227292075,-0.4177456111792843,0.0,1.0
2018-11-19,-0.05458055458055459,-0.5666399237827809,-0.0,-0.46700596700596697,-0.4189439903725618,0.0,1.0
2018-11-20,-0.014055322548432192,-0.5619882164969043,-0.0,-0.4761334132214899,-0.4443279408827641,0.0,1.0
