Date,IWF,IWM,KBR,MTUM,SPY,VLUE,VXX
2018-11-29,-0.19107845499076528,-1.0405926282823417,1.0,-0.0,-0.9200594234321047,-0.8633261061591584,0.0
2018-11-30,-0.18989224831135415,-1.0422161466709554,1.0,-0.0,-0.9209150852364104,-0.8676021228690898,0.0
2018-12-03,-0.18752762486438704,-1.0427934262868164,1.0,-0.0,-0.9207216619118416,-0.8671193795957728,0.0
2018-12-04,-0.17619219508282194,-1.050214575061164,1.0,-0.0,-0.9177395419724863,-0.8666024946857579,0.0
2018-12-06,-0.16310359706586122,-1.0018436433530775,1.0,-0.0,-0.9151139528498019,-0.8425842388106539,0.0
2018-12-07,-0.15930766513599434,-1.0032968326857412,1.0,-0.0,-0.9165194866360532,-0.8457160799089446,0.0
2018-12-10,-0.13314403516278345,-1.007390408028317,1.0,-0.0,-0.9174608113890078,-0.8317320782605313,0.0
2018-12-11,-0.14874551971326164,-1.0038179834813774,1.0,-0.0,-0.9240299205236091,-0.819308087891538,0.0
2018-12-12,-0.1454843621881223,-1.0074186872828081,1.0,-0.0,-0.9258131271719182,-0.8258560774667135,0.0
2018-12-13,-0.14588455684346094,-1.0058931428794442,1.0,-0.0,-0.9260039807985013,-0.8250009756859071,0.0
2018-12-14,-0.14678218787807829,-1.0054638410802794,1.0,-0.0,-0.9256137064356241,-0.824883893377044,0.0
2018-12-17,-0.13835669781931464,-1.0052570093457944,1.0,-0.0,-0.921183800623053,-0.8292834890965733,0.0
2018-12-18,-0.12184922755256127,-0.9939598095016843,1.0,-0.0,-0.9206257017849537,-0.8354822472606187,0.0
2018-12-19,-0.11341245830424326,-0.998448529982158,1.0,-0.0,-0.9273524164145528,-0.839461639903809,0.0
2018-12-20,-0.11290945611866501,-0.9880253399258344,1.0,-0.0,-0.927727132262052,-0.8341316440049443,0.0
2018-12-21,-0.10681328821900954,-0.989695478314365,1.0,-0.0,-0.9316364195632113,-0.8168640418332821,0.0
2018-12-24,-0.10110633066994468,-0.9892055931161648,1.0,-0.0,-0.9328134603564843,-0.8183005531653349,0.0
2018-12-26,-0.10154609658331741,-1.0081694979958007,1.0,-0.0,-0.9048291658713494,-0.8029776674937965,0.0
2018-12-27,-0.0733615065243179,-0.9769424673784104,1.0,-0.0,-0.8530545670225386,-0.8036773428232503,0.0
2018-12-28,-0.0704230569756242,-0.9798844187597244,1.0,-0.0,-0.852448692301993,-0.8017707638734534,0.0
2018-12-31,-0.0723284422706388,-0.9772862012746405,1.0,-0.0,-0.8530087446272417,-0.8027271379872536,0.0
2019-01-02,-0.07080170338826143,-0.9770042584706536,1.0,-0.0,-0.8522125532308832,-0.8030364747269024,0.0
2019-01-03,-0.06186141556752741,-0.9832806984952629,1.0,-0.0,-0.8492662084339587,-0.8209920118892811,0.0
2019-01-04,-0.026590236686390534,-0.9971153846153848,1.0,-0.0,-0.8410133136094675,-0.8335059171597634,0.0
2019-01-07,-0.017076203013017405,-0.9815708644142168,1.0,-0.0,-0.8362585929501243,-0.8217054263565892,0.0
2019-01-08,-0.018874812894746452,-0.9733489102259867,1.0,-0.0,-0.8393632945127962,-0.8192837063268957,0.0
2019-01-09,-0.01724703737465816,-0.9662716499544213,1.0,-0.0,-0.8394165907019143,-0.8234092980856882,0.0
2019-01-10,-0.016283315078495803,-0.9694414019715225,1.0,-0.0,-0.8395034684191311,-0.8257393209200439,0.0
2019-01-11,-0.017984428117118107,-0.952516723324926,1.0,-0.0,-0.8443177248967357,-0.8405161384654751,0.0
2019-01-14,-0.030719216860868613,-0.9520400336048507,1.0,-0.0,-0.8427146875114147,-0.8271907075282171,0.0
2019-01-15,-0.02881275366558192,-0.9478225894913891,1.0,-0.0,-0.8428096091264763,-0.8369958682218728,0.0
2019-01-16,-0.007283774386003441,-0.9549430840745214,1.0,-0.0,-0.8348523114088063,-0.8631089638007393,0.0
2019-01-17,-0.01196356053122599,-0.9478652178685104,1.0,-0.0,-0.834741887096184,-0.8640105367138623,0.0
2019-01-18,-0.023438359681619777,-0.9411290026776217,1.0,-0.0,-0.8334372592891466,-0.86993360965411,0.0
2019-01-22,-0.0,-0.9806948370778157,1.0,-0.0,-0.853295640529683,-0.8857312899866091,0.0
2019-01-23,-0.0,-0.9656817080895779,1.0,-0.0,-0.858702537541454,-0.9018146588664904,0.0
2019-01-24,-0.0,-0.970478604443119,1.0,-0.0,-0.8522439242582377,-0.904726405248248,0.0
2019-01-25,-0.0,-0.9698430028989872,1.0,-0.0,-0.8655171115545348,-0.9295207258762848,0.0
2019-01-28,-0.0,-0.9585654071955441,1.0,-0.0,-0.8775779015505043,-0.9272166189974408,0.0
2019-01-29,-0.0,-0.9460071738720031,1.0,-0.0,-0.8900132150273741,-0.9397017179535587,0.0
2019-01-30,-0.0,-0.9419289110255831,1.0,-0.0,-0.8847256810806733,-0.9466455361859483,0.0
2019-01-31,-0.0,-0.9496544170412056,1.0,-0.0,-0.8667145069305434,-0.9604940136722437,0.0
2019-02-01,-0.0,-0.947245017584994,1.0,-0.0,-0.8756948908974019,-0.9587792610520742,0.0
2019-02-04,-0.0,-0.9510867510867511,1.0,-0.0,-0.8732186732186732,-0.9556983556983557,0.0
2019-02-05,-0.0,-0.9431465940878506,1.0,-0.0,-0.8693203296287897,-0.9676419445074469,0.0
2019-02-06,-0.0,-0.9411097242709634,1.0,-0.0,-0.8652369605507015,-0.9759068043420704,0.0
2019-02-07,-0.0,-0.9385888336432991,1.0,-0.0,-0.8559987854404677,-1.0008729646639087,0.0
2019-02-08,-0.0,-0.8019658666307604,1.0,-0.0,-0.6612919513919279,-0.9029858282559665,0.0
2019-02-11,-0.0,-0.8075240594925635,1.0,-0.0,-0.6677098055050811,-0.8897301298876101,0.0
2019-02-12,-0.0,-0.815981689050456,1.0,-0.0,-0.6743747685886431,-0.8755932545693222,0.0
2019-02-13,-0.0,-0.8138417604569125,1.0,-0.0,-0.6737107340836553,-0.8720645052914497,0.0
2019-02-14,-0.0,-0.7750344781190084,1.0,-0.0,-0.7049009384775808,-0.8837835110498166,0.0
2019-02-15,-0.0,-0.7617655950821324,1.0,-0.0,-0.7095972320198864,-0.8878363398165876,0.0
2019-02-19,-0.0,-0.7475069670617467,1.0,-0.0,-0.7238021690225969,-0.8863109827754088,0.0
2019-02-20,-0.0,-0.7621062529384109,1.0,-0.0,-0.7110618577473303,-0.8850157834643025,0.0
2019-02-21,-0.0,-0.7720642602675271,1.0,-0.0,-0.7085433891241514,-0.8802850036969818,0.0
2019-02-22,-0.0,-0.7620154255498299,1.0,-0.0,-0.7172880670910377,-0.8887204876898723,0.0
2019-02-25,-0.0,-0.7589778076664425,1.0,-0.0,-0.7143241425689307,-0.889172831203766,0.0
2019-02-26,-0.0,-0.7535341325005875,1.0,-0.0,-0.7186796951076189,-0.8856653571068801,0.0
2019-02-27,-0.0,-0.7207207207207207,1.0,-0.0,-0.7845004095004094,-0.9072822822822822,0.0
2019-02-28,-0.0,-0.727033582726931,1.0,-0.0,-0.7907826859348843,-0.8985343855693348,0.0
2019-03-01,-0.0,-0.7242003208957771,1.0,-0.0,-0.7973577305158228,-0.892226811866316,0.0
2019-03-04,-0.0,-0.7191946766763352,1.0,-0.0,-0.7953932775976796,-0.8977648865381335,0.0
2019-03-05,-0.0,-0.6924671969542457,1.0,-0.0,-0.8130736283907812,-0.8937385274321843,0.0
2019-03-06,-0.0,-0.6931470528248012,1.0,-0.0,-0.8121218301720036,-0.8940104697804065,0.0
2019-03-07,-0.0,-0.6580947211290541,1.0,-0.0,-0.8430926855747048,-0.8914031754647848,0.0
2019-03-08,-0.0,-0.6519873301318075,1.0,-0.0,-0.8566806307687067,-0.8972105854705221,0.0
2019-03-11,-0.0,-0.6523404109823229,1.0,-0.0,-0.8582076794201114,-0.9086402024139227,0.0
2019-03-12,-0.0,-0.6135682029714916,1.0,-0.0,-0.8800717018856218,-0.9536006067082629,0.0
2019-03-13,-0.0,-0.6232134823684119,1.0,-0.0,-0.8856974772467731,-0.9516904869017544,0.0
2019-03-14,-0.0,-0.6292312995518786,1.0,-0.0,-0.8684936228886591,-0.9493967597380213,0.0
2019-03-15,-0.0,-0.6325054256088739,1.0,-0.0,-0.865134865134865,-0.947225188604499,0.0
2019-03-18,-0.0,-0.6498231254768676,1.0,-0.0,-0.8658528126517306,-0.9524519664285219,0.0
2019-03-19,-0.0,-0.652489915148143,1.0,-0.0,-0.8605160662122688,-0.9645639170955628,0.0
2019-03-20,-0.0,-0.6571199609769695,1.0,-0.0,-0.8571826765617923,-0.9698965192850424,0.0
2019-03-21,-0.0,-0.6592246874020411,1.0,-0.0,-0.874647347706454,-0.9491135801609141,0.0
2019-03-22,-0.0,-0.6566027186637314,1.0,-0.0,-0.901562008596289,-0.9362616626480764,0.0
2019-03-25,-0.0,-0.6363856170771303,1.0,-0.0,-0.889157542053815,-0.9285344202272806,0.0
2019-03-26,-0.0,-0.6388275100124292,1.0,-0.0,-0.8894489711365834,-0.9242853197072227,0.0
2019-03-27,-0.0,-0.626816220880069,1.0,-0.0,-0.8973252804141502,-0.9270750647109578,0.0
2019-03-28,-0.0,-0.6180972078593587,1.0,-0.0,-0.8835918648741813,-0.9453981385729058,0.0
2019-03-29,-0.0,-0.6239652317880795,1.0,-0.0,-0.8821399006622516,-0.9431222406181016,0.0
2019-04-01,-0.0,-0.6271917713654563,1.0,-0.0,-0.8800220902940772,-0.9443600717934558,0.0
2019-04-02,-0.0,-0.6308666758964419,1.0,-0.0,-0.8891388619687111,-0.94116018274955,0.0
2019-04-03,-0.0,-0.6333853354134166,1.0,-0.0,-0.8788351534061363,-0.9545848500606691,0.0
2019-04-04,-0.0,-0.6283793151254679,1.0,-0.0,-0.8750519894634688,-0.962532926660197,0.0
2019-04-05,-0.0,-0.6357835190231451,1.0,-0.0,-0.8669932047876928,-0.9465696250560519,0.0
2019-04-08,-0.0,-0.6380945810768859,1.0,-0.0,-0.86706219171467,-0.9441895760753336,0.0
2019-04-09,-0.0,-0.6430294259527256,1.0,-0.0,-0.8577630762869548,-0.9448349527944319,0.0
2019-04-10,-0.0,-0.6229034918889195,1.0,-0.0,-0.8584341490239208,-0.9555609018421777,0.0
2019-04-11,-0.0,-0.6265422605010424,1.0,-0.0,-0.8282921494241088,-0.9629515704569533,0.0
2019-04-12,-0.0,-0.6275963377972125,1.0,-0.0,-0.8247130363487293,-0.9638904072150862,0.0
2019-04-15,-0.0,-0.627378507871321,1.0,-0.0,-0.8286789869952087,-0.9662559890485968,0.0
2019-04-16,-0.0,-0.6193479825854444,1.0,-0.0,-0.8403208666141029,-0.9683932672860032,0.0
2019-04-17,-0.0,-0.6176087254767458,1.0,-0.0,-0.8366716970777884,-0.9755796405542599,0.0
2019-04-18,-0.0,-0.6089458182067266,1.0,-0.0,-0.8399205425029111,-0.9760257551887115,0.0
2019-04-22,-0.0,-0.6002956952276166,1.0,-0.0,-0.850983358547655,-0.9870375464172741,0.0
2019-04-23,-0.0,-0.6063756303101471,1.0,-0.0,-0.8798093527664571,-0.9675692477723284,0.0
2019-04-24,-0.0,-0.5948887511193773,1.0,-0.0,-0.8846869187848728,-0.9646621202727836,0.0
2019-04-25,-0.0,-0.5749870264660093,1.0,-0.0,-0.8986680505102924,-0.9859539871994466,0.0
2019-04-26,-0.0,-0.5645865078265687,1.0,-0.0,-0.9027566144895415,-0.9957057764233272,0.0
2019-04-29,-0.0,-0.565125541125541,1.0,-0.0,-0.9032380952380952,-0.9948744588744589,0.0
2019-04-30,-0.0,-0.5608353825373186,1.0,-0.0,-0.9066255671388495,-0.9960170401413085,0.0
2019-05-01,-0.0,-0.5549934160371474,1.0,-0.0,-0.9169381107491857,-0.9933120798392128,0.0
2019-05-02,-0.0,-0.5520219185683568,1.0,-0.0,-0.9025109246028995,-1.013595061385864,0.0
2019-05-03,-0.0,-0.5380169579512026,1.0,-0.0,-0.9093268731614466,-1.0134625367710677,0.0
2019-05-06,-0.0,-0.5591738645862357,1.0,-0.0,-0.9085748119253274,-1.0151156310950127,0.0
2019-05-07,-0.0,-0.5625543157089721,1.0,-0.0,-0.9038829214029964,-1.0097681371015401,0.0
2019-05-08,-0.0,-0.5753196220122291,1.0,-0.0,-0.901368816008894,-0.9974638688160089,0.0
2019-05-09,-0.0,-0.572855464159812,1.0,-0.0,-0.9240685698486211,-0.9592175295500105,0.0
2019-05-10,-0.0,-0.5723618264145726,1.0,-0.0,-0.9248556911271645,-0.959247865611282,0.0
2019-05-13,-0.0,-0.5701118475559238,1.0,-0.0,-0.9188414802540735,-0.9631317315658658,0.0
2019-05-14,-0.0,-0.5236414719386007,1.0,-0.0,-0.9363736037826355,-0.9662852052353867,0.0
2019-05-15,-0.0,-0.5086900655981605,1.0,-0.0,-0.9122540068979508,-0.960438222763238,0.0
2019-05-16,-0.0,-0.5091228544397892,1.0,-0.0,-0.9089066090012164,-0.9608055142586837,0.0
2019-05-17,-0.0,-0.49945898424291607,1.0,-0.0,-0.8998444579698385,-0.9820112260769596,0.0
2019-05-20,-0.0,-0.4991207899364264,1.0,-0.0,-0.8999729473826593,-0.9824834302718789,0.0
2019-05-21,-0.0,-0.5003718728870858,1.0,-0.0,-0.8978701825557809,-0.9824543610547667,0.0
2019-05-22,-0.0,-0.4922993785463388,1.0,-0.0,-0.9033031613077547,-0.981863009997298,0.0
2019-05-23,-0.0,-0.4922666486559503,1.0,-0.0,-0.9042280156693232,-0.9805146562204512,0.0
2019-05-24,-0.0,-0.48105064400836195,1.0,-0.0,-0.9057927034864117,-0.9848944635511498,0.0
2019-05-28,-0.0,-0.48538090581054194,1.0,-0.0,-0.9016625636529187,-0.9852965973088725,0.0
2019-05-29,-0.0,-0.5063678214993783,1.0,-0.0,-0.9021472495715581,-0.9518128969387412,0.0
2019-05-30,-0.0,-0.5003532855556678,1.0,-0.0,-0.9013828606036137,-0.9628545472897951,0.0
2019-05-31,-0.0,-0.49870383462949874,1.0,-0.0,-0.90994175672491,-0.9580177086489579,0.0
2019-06-03,-0.0,-0.5136354521756568,1.0,-0.0,-0.9104003743065303,-0.9179867655905354,0.0
2019-06-04,-0.0,-0.5030570311716949,1.0,-0.0,-0.9178109652200059,-0.9201496775917943,0.0
2019-06-05,-0.0,-0.49581950895819504,1.0,-0.0,-0.9314532183145321,-0.8906104844061048,0.0
2019-06-06,-0.0,-0.49771174636864096,1.0,-0.0,-0.9169927704450488,-0.9015719307554554,0.0
2019-06-07,-0.0,-0.5036627001226425,1.0,-0.0,-0.9121614902714706,-0.8988365540786901,0.0
2019-06-10,-0.0,-0.5093465674110835,1.0,-0.0,-0.8966087675765095,-0.9025641025641025,0.0
2019-06-11,-0.0,-0.509311418914441,1.0,-0.0,-0.9060242560805886,-0.8983365365498045,0.0
2019-06-12,-0.0,-0.504734158776402,1.0,-0.0,-0.9061113686022645,-0.8997550155598226,0.0
2019-06-13,-0.0,-0.5343524106373101,1.0,-0.0,-0.9083493600371377,-0.8731348232641422,0.0
2019-06-14,-0.0,-0.5312572393023794,1.0,-0.0,-0.92424793990138,-0.8538901942615086,0.0
2019-06-17,-0.0,-0.5297640713411205,1.0,-0.0,-0.9245557724760928,-0.8546705932960525,0.0
2019-06-18,-0.0,-0.5448834518102166,1.0,-0.0,-0.915622416928418,-0.8458257563233592,0.0
2019-06-19,-0.0,-0.5376361835589303,1.0,-0.0,-0.9229118520964015,-0.8408715747771541,0.0
2019-06-20,-0.0,-0.538672572221855,1.0,-0.0,-0.9234481390890462,-0.8432273418390958,0.0
2019-06-21,-0.0,-0.5409668033328925,1.0,-0.0,-0.9224308953842085,-0.843076312657056,0.0
2019-06-24,-0.0,-0.5302317880794702,1.0,-0.0,-0.9216225165562915,-0.8593708609271523,0.0
2019-06-25,-0.0,-0.5270127118644068,1.0,-0.0,-0.9241922669491525,-0.8592094809322034,0.0
2019-06-26,-0.0,-0.5194706368899917,1.0,-0.0,-0.8914474772539288,-0.8976013234077749,0.0
2019-06-27,-0.0,-0.5139772125066243,1.0,-0.0,-0.8946740858505564,-0.9034843667196608,0.0
2019-06-28,-0.0,-0.48718967229394244,1.0,-0.0,-0.9188679245283019,-0.9041046011254552,0.0
2019-07-01,-0.0,-0.47668632813787193,1.0,-0.0,-0.9189376215111872,-0.8995946881075559,0.0
2019-07-02,-0.0,-0.4814778227798083,1.0,-0.0,-0.912443610260463,-0.8989100727715763,0.0
2019-07-03,-0.0,-0.4836553971754946,1.0,-0.0,-0.9094709813345624,-0.8988708562399185,0.0
2019-07-05,-0.0,-0.4791707798617966,1.0,-0.0,-0.9080947680157946,-0.9032905561039815,0.0
2019-07-08,-0.0,-0.4769387553831486,1.0,-0.0,-0.9110095663894275,-0.8994707255333838,0.0
2019-07-09,-0.0,-0.471015445284259,1.0,-0.0,-0.9109760105159382,-0.9042392375944791,0.0
2019-07-10,-0.0,-0.4616396029189403,1.0,-0.0,-0.9193675629478667,-0.9060876996910131,0.0
2019-07-11,-0.0,-0.4595323445259315,1.0,-0.0,-0.9256092347156903,-0.9035748347420002,0.0
2019-07-12,-0.0,-0.4672279409346532,1.0,-0.0,-0.9238004406879994,-0.8976880323609694,0.0
2019-07-15,-0.0,-0.49270264939846165,1.0,-0.0,-0.9210111103806456,-0.8733811057787128,0.0
2019-07-16,-0.0,-0.5148831890214017,1.0,-0.0,-0.9354027119751674,-0.8171540597941512,0.0
2019-07-17,-0.0,-0.5054558483437022,1.0,-0.0,-0.9307514413211296,-0.8210156020976516,0.0
2019-07-18,-0.0,-0.5049334071444854,1.0,-0.0,-0.9316487023348206,-0.8197922433162916,0.0
2019-07-19,-0.0,-0.5082719989578584,1.0,-0.0,-0.9264638832801407,-0.8219240539308278,0.0
2019-07-22,-0.0,-0.4953786864365263,1.0,-0.0,-0.9173062477546621,-0.853228387602469,0.0
2019-07-23,-0.0,-0.49617672047578587,1.0,-0.0,-0.9207241356774067,-0.8508594209528788,0.0
2019-07-24,-0.0,-0.4969801834742581,1.0,-0.0,-0.92158271032614,-0.8461036205151643,0.0
2019-07-25,-0.0,-0.48952256802998206,1.0,-0.0,-0.932801042854815,-0.836597686165879,0.0
2019-07-26,-0.0,-0.490235075478465,1.0,-0.0,-0.9328029734928761,-0.83737080629911,0.0
2019-07-29,-0.0,-0.47460115493784866,1.0,-0.0,-0.9335747610192163,-0.8543603797592247,0.0
2019-07-30,-0.0,-0.47383018991059195,1.0,-0.0,-0.932976571167526,-0.8562944593095346,0.0
2019-07-31,-0.0,-0.4830760191924797,1.0,-0.0,-0.9272121944054575,-0.8537389431080068,0.0
2019-08-01,-0.0,-0.49678849727755864,1.0,-0.0,-0.921000293436797,-0.8426200645560954,0.0
2019-08-02,-0.0,-0.49975357318876296,1.0,-0.0,-0.9150320354854609,-0.8709052078199442,0.0
2019-08-05,-0.0,-0.4995905800661622,1.0,-0.0,-0.9169368838229994,-0.8587992532180405,0.0
2019-08-06,-0.0,-0.5013304776739356,1.0,-0.0,-0.8866497923156801,-0.8570872274143303,0.0
2019-08-07,-0.0,-0.5023988589211619,1.0,-0.0,-0.880835062240664,-0.8584673236514524,0.0
2019-08-08,-0.0,-0.4972721958823147,1.0,-0.0,-0.887218289277132,-0.8628953692277717,0.0
2019-08-09,-0.0,-0.49057703516611617,1.0,-0.0,-0.8764976361634609,-0.8710575739913219,0.0
2019-08-12,-0.0,-0.4887903982401087,1.0,-0.0,-0.8899097408689464,-0.8564265148329074,0.0
2019-08-13,-0.0,-0.4748010610079575,1.0,-0.0,-0.8931552047615967,-0.8668564404476935,0.0
2019-08-14,-0.0,-0.47263134043310784,1.0,-0.0,-0.8941184087010003,-0.8702295018288934,0.0
2019-08-15,-0.0,-0.48651598818543734,1.0,-0.0,-0.8835238217542057,-0.8404391935276744,0.0
2019-08-16,-0.0,-0.492406485792262,1.0,-0.0,-0.8740728848932414,-0.8443409857119922,0.0
2019-08-19,-0.0,-0.49874791318864775,1.0,-0.0,-0.8703929626300245,-0.8413381276486452,0.0
2019-08-20,-0.0,-0.502288952204117,1.0,-0.0,-0.8685853314979032,-0.8304574703076479,0.0
2019-08-21,-0.0,-0.5067327682712298,1.0,-0.0,-0.8688309611386534,-0.8229010075163922,0.0
2019-08-22,-0.0,-0.5076466268637656,1.0,-0.0,-0.8737907474218575,-0.8113087066185627,0.0
2019-08-23,-0.0,-0.506992783702663,1.0,-0.0,-0.8741618238712562,-0.8118973114502841,0.0
2019-08-26,-0.0,-0.4967993408543541,1.0,-0.0,-0.8720370135631892,-0.8001330967169477,0.0
2019-08-27,-0.0,-0.4948881081252176,1.0,-0.0,-0.8707625106827462,-0.7996075079922769,0.0
2019-08-28,-0.0,-0.4884839281194634,1.0,-0.0018982536066818525,-0.8746836243988863,-0.7987218425715009,0.0
2019-08-29,-0.0,-0.4712240447520622,1.0,-0.005973262539110647,-0.8789545210328371,-0.8043361461395024,0.0
2019-08-30,-0.0,-0.4638531415594247,1.0,-0.009462528387585163,-0.8830116073681554,-0.7978488518798891,0.0
2019-09-03,-0.0,-0.47584205878642616,1.0,-0.02377948782641605,-0.8735334931247636,-0.78062318657752,0.0
2019-09-04,-0.0,-0.4652445172674566,1.0,-0.019945802873708094,-0.8787811948575751,-0.787055709604235,0.0
2019-09-05,-0.0,-0.4710117587876501,1.0,-0.009778029302647298,-0.8886059234106772,-0.7746965981261398,0.0
2019-09-06,-0.0,-0.46648289688009015,1.0,-0.0169464979325899,-0.8869502568600426,-0.7620598922440797,0.0
2019-09-09,-0.0,-0.4845016839216664,1.0,-0.01665211425720344,-0.873238118997131,-0.743981539229138,0.0
2019-09-10,-0.0,-0.4721554924656039,1.0,-0.05534583346332637,-0.883661435747044,-0.7086700152871807,0.0
2019-09-11,-0.0,-0.446847185658769,1.0,-0.13651748777735992,-0.9064811332581172,-0.644164472859471,0.0
2019-09-12,-0.0,-0.4288041095032262,1.0,-0.14283029505732006,-0.9113575142517071,-0.6492513938482741,0.0
2019-09-13,-0.0,-0.42905913304936105,1.0,-0.14109872212478075,-0.9108932598346278,-0.6509646705086444,0.0
