Date,AVTR,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-05-29,1.0,-0.6501937674150465,-0.4988630176472472,-0.3901931268616084,-0.6635172789289946,-0.0,0.0
2020-06-01,1.0,-0.6525559617728177,-0.49467641588095695,-0.39795394779039195,-0.6617920595215188,-0.0,0.0
2020-06-02,1.0,-0.6552611268330332,-0.48977360432209927,-0.39927965011577055,-0.6715333161821456,-0.0,0.0
2020-06-03,1.0,-0.6568115942028986,-0.491207729468599,-0.3963929146537842,-0.6761996779388084,-0.0,0.0
2020-06-04,1.0,-0.657744709633781,-0.48594067059619284,-0.4021000418720005,-0.6751376944632331,-0.0,0.0
2020-06-05,1.0,-0.6624834661418847,-0.4851437235861535,-0.40920089040874924,-0.6692905765074039,-0.0,0.0
2020-06-08,1.0,-0.6645686065653142,-0.4625415577289307,-0.438946451050644,-0.6617604338142733,-0.0,0.0
2020-06-09,1.0,-0.6687219549988701,-0.457468444329664,-0.44135971850082323,-0.6606514510766053,-0.0,0.0
2020-06-10,1.0,-0.667194007684112,-0.4596261259806928,-0.43951183288670775,-0.6622865076033965,-0.0,0.0
2020-06-11,1.0,-0.6669356660963878,-0.4626682591432906,-0.44181542335130247,-0.6565738080635268,-0.0,0.0
2020-06-12,1.0,-0.6604648188996516,-0.43630318723825967,-0.45868098845944827,-0.6414117195741825,-0.0,0.0
2020-06-15,1.0,-0.6649519123238649,-0.42978560245390923,-0.45975652618461826,-0.6407003866185257,-0.0,0.0
2020-06-16,1.0,-0.6670073785415402,-0.425144536365669,-0.4580764685214169,-0.6439454435110359,-0.0,0.0
2020-06-17,1.0,-0.6659431854452601,-0.42345994254707947,-0.4586338972231088,-0.6437918927545483,-0.0,0.0
2020-06-18,1.0,-0.6673156097405292,-0.419685315801232,-0.46091979701911723,-0.6436025915169311,-0.0,0.0
2020-06-19,1.0,-0.666879489225858,-0.4201755786113328,-0.46158020750199524,-0.6437031125299283,-0.0,0.0
2020-06-22,1.0,-0.6668154856814847,-0.41954206263154536,-0.465527138210345,-0.6370942024363798,-0.0,0.0
2020-06-23,1.0,-0.6646882379220117,-0.4168421724424022,-0.4663348011998213,-0.643116982577063,-0.0,0.0
2020-06-24,1.0,-0.6667305113962843,-0.4180233671710401,-0.46463001979186624,-0.6428525825193131,-0.0,0.0
2020-06-25,1.0,-0.6661670918367347,-0.4177614795918367,-0.46316964285714285,-0.6416772959183673,-0.0,0.0
2020-06-26,1.0,-0.6673778060818341,-0.4114631428116542,-0.46276070689380666,-0.6426046807833148,-0.0,0.0
2020-06-29,1.0,-0.661407073464982,-0.4103435138738968,-0.46475966728046225,-0.6382944948885644,-0.0,0.0
2020-06-30,1.0,-0.6711166205778583,-0.3905152410921458,-0.4756047169511459,-0.6413019293728743,-0.0,0.0
2020-07-01,1.0,-0.6728242239573414,-0.3900844283628515,-0.47060877293213993,-0.6404811781882815,-0.0,0.0
2020-07-02,1.0,-0.6677205184950995,-0.3950679734429339,-0.46800505848877644,-0.63079355042681,-0.0,0.0
2020-07-06,1.0,-0.6675317276956674,-0.39424628920467136,-0.47086748741969175,-0.6322435674272875,-0.0,0.0
2020-07-07,1.0,-0.6675106820699478,-0.39455610064883684,-0.46953631903782245,-0.6334546605475551,-0.0,0.0
2020-07-08,1.0,-0.6687143761874604,-0.3916086130462318,-0.4752058264724509,-0.6310322989233692,-0.0,0.0
2020-07-09,1.0,-0.6683763931104357,-0.39364868287740623,-0.47387917933130697,-0.6302241641337386,-0.0,0.0
2020-07-10,1.0,-0.6713160641427081,-0.3960211278742448,-0.47136034411867034,-0.6241578897428598,-0.0,0.0
2020-07-13,1.0,-0.6839071358439173,-0.3881164285940519,-0.4736008614955816,-0.6216070693313906,-0.0,0.0
2020-07-14,1.0,-0.6771172767249835,-0.39055332342054483,-0.4677781644468348,-0.628175519630485,-0.0,0.0
2020-07-15,1.0,-0.6788482834994463,-0.387312134155988,-0.4699889258028793,-0.627906976744186,-0.0,0.0
2020-07-16,1.0,-0.6715708034751727,-0.40801572705942035,-0.46629462870188343,-0.6249286574925487,-0.0,0.0
2020-07-17,1.0,-0.671283237726999,-0.40785345292048303,-0.4653440243399994,-0.6247900358127596,-0.0,0.0
2020-07-20,1.0,-0.6760133524082022,-0.408138610713718,-0.468828485137498,-0.6261643617866793,-0.0,0.0
2020-07-21,1.0,-0.6595104651530984,-0.4219309078243248,-0.4554003989740667,-0.6296190747601406,-0.0,0.0
2020-07-22,1.0,-0.661423055010445,-0.4208393998860543,-0.45565613724124837,-0.6272393492435273,-0.0,0.0
2020-07-23,1.0,-0.6634974963554542,-0.4218482601254992,-0.45689928376750966,-0.6269252709640616,-0.0,0.0
2020-07-24,1.0,-0.6512901693842014,-0.4340351432642076,-0.4517017571632103,-0.6290327687193288,-0.0,0.0
2020-07-27,1.0,-0.6502706295698415,-0.43462159339094103,-0.4523153863197544,-0.6280505175197038,-0.0,0.0
2020-07-28,1.0,-0.6601226214301598,-0.43206582165888363,-0.4584643730741129,-0.6260681724324153,-0.0,0.0
2020-07-29,1.0,-0.6634584740901268,-0.4326916948180254,-0.4621390783351393,-0.6286251513799478,-0.0,0.0
2020-07-30,1.0,-0.6635329360400267,-0.43500430224035186,-0.4609770865865706,-0.6273303801905733,-0.0,0.0
2020-07-31,1.0,-0.7028301886792453,-0.4294404684450227,-0.48139232270657123,-0.6393949251789199,-0.0,0.0
2020-08-03,1.0,-0.6964384452756546,-0.43480240689543015,-0.4840136607578468,-0.6372743535534233,-0.0,0.0
2020-08-04,1.0,-0.6949213161659513,-0.4330211991156197,-0.48237742229158537,-0.6410781636103525,-0.0,0.0
2020-08-05,1.0,-0.6952353094123764,-0.43174726989079565,-0.48186427457098285,-0.641250650026001,-0.0,0.0
2020-08-06,1.0,-0.6959602197016477,-0.43007572556794177,-0.48285612142091067,-0.6411323084923136,-0.0,0.0
2020-08-07,1.0,-0.6939945908957608,-0.4365407800840692,-0.4883834598716153,-0.6396102838150477,-0.0,0.0
2020-08-10,1.0,-0.6998956839222846,-0.42984743773634115,-0.49295866475420524,-0.6371430434215675,-0.0,0.0
2020-08-11,1.0,-0.709371525734092,-0.42400758616179457,-0.5027140147799359,-0.6337714995749134,-0.0,0.0
2020-08-12,1.0,-0.7067050058815841,-0.42700300614298786,-0.4983662266370409,-0.6354724872565678,-0.0,0.0
2020-08-13,1.0,-0.7055635366331461,-0.42784380305602715,-0.49611466631840145,-0.635431631187149,-0.0,0.0
2020-08-14,1.0,-0.7059457341561368,-0.42775981976687233,-0.49645737421229635,-0.6349299637574689,-0.0,0.0
2020-08-17,1.0,-0.7076716983597987,-0.42867411618636875,-0.4967980134614128,-0.634189374632425,-0.0,0.0
2020-08-18,1.0,-0.7072357670435977,-0.4281979214327734,-0.4899993463625074,-0.6427544283940128,-0.0,0.0
2020-08-19,1.0,-0.7117868236063429,-0.4295569723720778,-0.4865783880987412,-0.641687101520353,-0.0,0.0
2020-08-20,1.0,-0.7112128146453089,-0.42981366459627335,-0.48613926119646944,-0.6418764302059496,-0.0,0.0
2020-08-21,1.0,-0.7046861761063676,-0.44134132829303263,-0.4689434921462556,-0.6438440982858632,-0.0,0.0
2020-08-24,1.0,-0.7080070477682068,-0.4426063690942313,-0.45862699034194726,-0.6536152440616028,-0.0,0.0
2020-08-25,1.0,-0.7090243024891244,-0.44647237758806796,-0.47375134922971246,-0.6416118797631898,-0.0,0.0
2020-08-26,1.0,-0.7083605913908152,-0.4446879497579484,-0.4773976187360984,-0.6405207379301322,-0.0,0.0
2020-08-27,1.0,-0.6978468977684843,-0.4563988630051949,-0.4713954324174208,-0.641585258274251,-0.0,0.0
2020-08-28,1.0,-0.698341170323929,-0.452324973876698,-0.4722439916405433,-0.6425026123301985,-0.0,0.0
2020-08-31,1.0,-0.6958744423822084,-0.4559929666894598,-0.4640031259157956,-0.6402917521409267,-0.0,0.0
2020-09-01,1.0,-0.6965012205044752,-0.44790886899918625,-0.4735231895850285,-0.6367453213995118,-0.0,0.0
2020-09-02,1.0,-0.6919698054272142,-0.44813561527949497,-0.4741328821500618,-0.6394872128587232,-0.0,0.0
2020-09-03,1.0,-0.6918572497478773,-0.45047008686034035,-0.4782849149289177,-0.6325840137935522,-0.0,0.0
2020-09-04,1.0,-0.6738322288669791,-0.45922094714724415,-0.45802489090027476,-0.6414740585097786,-0.0,0.0
2020-09-08,1.0,-0.6708357572231919,-0.4613147178592205,-0.4576950423372762,-0.6419753086419754,-0.0,0.0
2020-09-09,1.0,-0.6577789199781554,-0.48080567959137777,-0.42841080664332293,-0.6454752802852645,-0.0,0.0
2020-09-10,1.0,-0.6514013614138251,-0.4725639960371992,-0.42938864210156275,-0.6424531015307915,-0.0,0.0
2020-09-11,1.0,-0.6492241874720643,-0.47541664006129875,-0.4303365046931869,-0.6376668156567269,-0.0,0.0
2020-09-14,1.0,-0.6439728947284701,-0.4788597970286005,-0.42744885947889166,-0.631088346642064,-0.0,0.0
2020-09-15,1.0,-0.6452166179646804,-0.47277982467284974,-0.42342142040401476,-0.6347986278744759,-0.0,0.0
2020-09-16,1.0,-0.6436898446682126,-0.47574727613481144,-0.4187287570280487,-0.63835329246212,-0.0,0.0
2020-09-17,1.0,-0.6308470693056705,-0.4942404378540063,-0.4120791701139184,-0.6449118564246166,-0.0,0.0
2020-09-18,1.0,-0.6288040194613158,-0.4952459694088466,-0.411676789518873,-0.6442585938245301,-0.0,0.0
2020-09-21,1.0,-0.6277701821881657,-0.49562811993259354,-0.41315061524275853,-0.6430002225684397,-0.0,0.0
2020-09-22,1.0,-0.6400649909203862,-0.47437000223008063,-0.4286533498996464,-0.6427092293478607,-0.0,0.0
2020-09-23,1.0,-0.6316695901770053,-0.476064423536916,-0.43632594482538667,-0.6451921543613459,-0.0,0.0
2020-09-24,1.0,-0.6274846547721273,-0.4708202143561365,-0.4287758801641065,-0.6532455554495437,-0.0,0.0
2020-09-25,1.0,-0.6258156931402197,-0.4772879197835429,-0.42810759191469044,-0.6519815374820945,-0.0,0.0
2020-09-28,1.0,-0.6227158610607939,-0.47850128706263706,-0.42517558076715284,-0.6515397082658023,-0.0,0.0
2020-09-29,1.0,-0.6247899825645902,-0.4762719923918212,-0.4181962276113489,-0.6508162941829133,-0.0,0.0
2020-09-30,1.0,-0.6250871742851708,-0.47521080327141313,-0.42103594750523043,-0.6486400811513345,-0.0,0.0
2020-10-01,1.0,-0.6247662514658806,-0.47808310354663874,-0.41951126747171247,-0.6470793318753764,-0.0,0.0
2020-10-02,1.0,-0.6284438533155994,-0.47719931597947934,-0.4182658813097726,-0.6428842865285959,-0.0,0.0
2020-10-05,1.0,-0.6226438962681847,-0.48456672991777355,-0.41135357368753955,-0.644022770398482,-0.0,0.0
2020-10-06,1.0,-0.6230414455395501,-0.4812357846853677,-0.4082954258276472,-0.6463861511245893,-0.0,0.0
2020-10-07,1.0,-0.620143294511252,-0.4857494555439826,-0.4070637250260392,-0.6432787299182526,-0.0,0.0
2020-10-08,1.0,-0.6208702786280016,-0.48408065381338544,-0.409201350541163,-0.6413177242750308,-0.0,0.0
2020-10-09,1.0,-0.6223771810809958,-0.483103524437573,-0.4098696873126558,-0.6399204871738239,-0.0,0.0
2020-10-12,1.0,-0.62083215040535,-0.4851581969023059,-0.4085044635815905,-0.6399482666161951,-0.0,0.0
2020-10-13,1.0,-0.6140245824141191,-0.4907028049164828,-0.40847778127954615,-0.6383863851244878,-0.0,0.0
2020-10-14,1.0,-0.6132459099076379,-0.4925763641521924,-0.40532106042934146,-0.6411751725877124,-0.0,0.0
2020-10-15,1.0,-0.6130689698650863,-0.4925293153448493,-0.40543437145378897,-0.6411234396671289,-0.0,0.0
2020-10-16,1.0,-0.6097706753908585,-0.4908301613765768,-0.40718487527132025,-0.6379250684198936,-0.0,0.0
2020-10-19,1.0,-0.6077980929603173,-0.4908896371589514,-0.4073071718538565,-0.640935267646411,-0.0,0.0
2020-10-20,1.0,-0.6065769617706238,-0.4924232897384306,-0.4054640342052314,-0.6394303319919518,-0.0,0.0
2020-10-21,1.0,-0.60810980589233,-0.49597964696274893,-0.3975752245744079,-0.6392675419310258,-0.0,0.0
2020-10-22,1.0,-0.6080525109136019,-0.4961213529725825,-0.39687823874878303,-0.6395213718162117,-0.0,0.0
2020-10-23,1.0,-0.598737657792776,-0.49987501562304715,-0.3973253343332083,-0.6286401699787527,-0.0,0.0
2020-10-26,1.0,-0.5984424358052106,-0.49854564789040745,-0.3995245988803052,-0.6311262627842241,-0.0,0.0
2020-10-27,1.0,-0.5958562156764853,-0.49687968047928105,-0.40108587119321015,-0.6265289565651523,-0.0,0.0
2020-10-28,1.0,-0.5954877859032207,-0.5017582075618484,-0.3897308230900886,-0.6248949743270577,-0.0,0.0
