Date,IWF,IWM,KEY,MTUM,SPY,VLUE,VXX
2018-09-24,-0.17908528745484603,-0.6208596093797832,1.0,-0.18340170207555256,-0.495652972509643,-0.5823180064899284,0.0
2018-09-25,-0.17887871643344866,-0.621298876266879,1.0,-0.18285924247527482,-0.4960654031048103,-0.5828714902477112,0.0
2018-09-26,-0.17878685814017575,-0.621268256835788,1.0,-0.18270614531981996,-0.4960960225359013,-0.583085826265348,0.0
2018-09-27,-0.17823208484031142,-0.6245632317783363,1.0,-0.18200208422730338,-0.49662845583277143,-0.583614295347269,0.0
2018-09-28,-0.17528082990608312,-0.6292124485912467,1.0,-0.18258547664354552,-0.4975139647658216,-0.5845865815480941,0.0
2018-10-01,-0.17684087698826997,-0.6281704845544432,1.0,-0.1823067002395136,-0.4986181907510901,-0.5847509672664742,0.0
2018-10-02,-0.1775812839642627,-0.6234687298517085,1.0,-0.18402873722022658,-0.49949341438703143,-0.5856436707500537,0.0
2018-10-03,-0.1775376776451088,-0.6213818717578808,1.0,-0.18386076920715796,-0.5000153473096166,-0.5866662574050768,0.0
2018-10-04,-0.17643619803686267,-0.62780393242869,1.0,-0.1836671897596849,-0.4982922551463122,-0.5908489491984369,0.0
2018-10-05,-0.15962166492082078,-0.6227740464600406,1.0,-0.16766282580565656,-0.5171298293178878,-0.6137469961180603,0.0
2018-10-08,-0.15809875403784032,-0.6206737425011537,1.0,-0.1655745269958468,-0.5186894323950162,-0.6134133210275342,0.0
2018-10-09,-0.1554131098030756,-0.6231933187463404,1.0,-0.15686153656507135,-0.5248543868840334,-0.6214675336682178,0.0
2018-10-10,-0.15549325281902768,-0.6226508102778976,1.0,-0.15724936841456652,-0.5249861359295089,-0.6205249861359295,0.0
2018-10-11,-0.11770560028951417,-0.621882445188335,1.0,-0.11776591573931663,-0.519949335022166,-0.6384993516089146,0.0
2018-10-12,-0.11333153299126833,-0.6206379212050289,1.0,-0.11462177813784619,-0.5159780358268071,-0.6359708344585471,0.0
2018-10-15,-0.08648533786655334,-0.6942201444963876,1.0,-0.06502337441563961,-0.5310545807783378,-0.6588549571974986,0.0
2018-10-16,-0.0874555889587319,-0.6915368497768061,1.0,-0.06726185053596914,-0.5312319698764083,-0.6591357687285536,0.0
2018-10-17,-0.07437520626443851,-0.6628063964477514,1.0,-0.052713689958297075,-0.5352674687228106,-0.6750472533077315,0.0
2018-10-18,-0.07281407638722076,-0.6606413644006726,1.0,-0.05416766754744175,-0.5389742973816959,-0.6760449195291857,0.0
2018-10-19,-0.0680937940973369,-0.6636142552616567,1.0,-0.05019965772960639,-0.5409373404989942,-0.6795268261926923,0.0
2018-10-22,-0.06793666055707462,-0.6667167452901055,1.0,-0.053694300051080196,-0.5388059253027253,-0.6775637751269493,0.0
2018-10-23,-0.06672325461545457,-0.6771758571558493,1.0,-0.03983387395034408,-0.5570073059083881,-0.6907872798375118,0.0
2018-10-24,-0.06797441106024316,-0.6742261164842495,1.0,-0.03177394415304854,-0.5611375557105175,-0.6967528726919928,0.0
2018-10-25,-0.050588761365330144,-0.6543150991205842,1.0,-0.02945297361752869,-0.5619019227902816,-0.6848412580116261,0.0
2018-10-26,-0.05086058007265797,-0.6526115180751593,1.0,-0.029539634327913764,-0.5615210529450301,-0.6832529331189328,0.0
2018-10-29,-0.03670949936196101,-0.6626702673828531,1.0,-0.018785055049410925,-0.5573493189304686,-0.6921090898299552,0.0
2018-10-30,-0.01711316190305528,-0.6734163605411702,1.0,-0.0007765134545888958,-0.5702595346892453,-0.7250246393692321,0.0
2018-10-31,-0.01849099233010286,-0.6624353409834116,1.0,-0.0021404364112016174,-0.568048040906118,-0.7217135382603008,0.0
2018-11-01,-0.021663442940038684,-0.6593066507960125,1.0,-0.0051182859693497985,-0.5680702276446956,-0.7216188067251896,0.0
2018-11-02,-0.026756348336246998,-0.6416486414412278,1.0,-0.0017481999466650864,-0.5740614536727013,-0.7188657441701976,0.0
2018-11-05,-0.02334676463616971,-0.6518724816307182,1.0,-0.0014813936951884334,-0.5751362882199573,-0.7109504621948329,0.0
2018-11-06,-0.02571318541339574,-0.6531682317741505,1.0,-0.0007109636519832924,-0.5738661610925142,-0.7088603845128418,0.0
2018-11-07,-0.024602540190070164,-0.6527222666311395,1.0,-0.0025461112591408353,-0.5725789738579506,-0.7081742013796369,0.0
2018-11-08,-0.002852857268903856,-0.6555983647539778,1.0,-0.0,-0.5670127349195612,-0.7155966000999971,0.0
2018-11-09,-0.0023823529411764704,-0.6556176470588235,1.0,-0.0,-0.5678823529411764,-0.7152941176470587,0.0
2018-11-12,-0.002437591776798825,-0.637856093979442,1.0,-0.0,-0.5810279001468428,-0.7155359765051394,0.0
