Date,ETH,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.33452634294189715,-0.8750886696330687,-0.0,-0.49967756497065835,-0.5150577158702521,0.0
2018-09-25,1.0,-0.333258020786263,-0.8766057710928927,-0.0,-0.5009037505648442,-0.5168807694790524,0.0
2018-09-26,1.0,-0.33376367685504954,-0.8770938901978504,-0.0,-0.500855307749411,-0.5158635380692638,0.0
2018-09-27,1.0,-0.3384099122354156,-0.8693211151264844,-0.0,-0.5022586473928756,-0.5166494579246258,0.0
2018-09-28,1.0,-0.3361093806354307,-0.8962588937342207,-0.0,-0.5164103741106266,-0.5299518016984164,0.0
2018-10-01,1.0,-0.3360007871175101,-0.8969531993047128,-0.0,-0.5164146797415631,-0.5302876258568102,0.0
2018-10-02,1.0,-0.33837274128488504,-0.8879087003574592,-0.0,-0.519627455481586,-0.5335322860984488,0.0
2018-10-03,1.0,-0.3382950819672131,-0.8861311475409837,-0.0,-0.5199672131147541,-0.5342950819672131,0.0
2018-10-04,1.0,-0.3374182738114795,-0.8912179255511385,-0.0,-0.5188750533889673,-0.5379308078982817,0.0
2018-10-05,1.0,-0.32251521298174446,-0.8850683766276255,-0.0,-0.5211345939933258,-0.542858077602565,0.0
2018-10-08,1.0,-0.3307070974576271,-0.9006885593220338,-0.0,-0.5268471927966102,-0.5521716101694915,0.0
2018-10-09,1.0,-0.32468910628419834,-0.9018736527938982,-0.0,-0.5309235615984083,-0.5587133145415354,0.0
2018-10-10,1.0,-0.32309902445543237,-0.9123680342108781,-0.0,-0.5349458773219298,-0.5704931177335294,0.0
2018-10-11,1.0,-0.2406010125755349,-0.9167728237791932,-0.0,-0.5145516903478687,-0.5944145026947575,0.0
2018-10-12,1.0,-0.3027504105090312,-0.983203338806787,-0.0,-0.5333538587848932,-0.6016009852216748,0.0
2018-10-15,1.0,-0.2782460331001536,-1.005459819143491,-0.0,-0.5273161576522778,-0.6013308309162259,0.0
2018-10-16,1.0,-0.27141294688632167,-1.0193109576867865,-0.0,-0.5266593752136168,-0.6004853373436325,0.0
2018-10-17,1.0,-0.2553220110980326,-0.988094837733311,-0.0,-0.518177232217925,-0.601446107280982,0.0
2018-10-18,1.0,-0.25688289806234205,-0.9928222409435551,-0.0,-0.5173378264532434,-0.6027969671440606,0.0
2018-10-19,1.0,-0.24506325724613426,-0.9875158979851395,-0.0,-0.5143249213468104,-0.600040163330879,0.0
2018-10-22,1.0,-0.24664744535335925,-0.9931272629743865,-0.0,-0.5135443207724286,-0.599235617540566,0.0
2018-10-23,1.0,-0.25062026419902095,-0.9935291356534566,-0.0,-0.5107624220478777,-0.5978676322671495,0.0
2018-10-24,1.0,-0.24865154611544776,-0.9897148983215519,-0.0,-0.5112734094944554,-0.6005561325337533,0.0
2018-10-25,1.0,-0.21624777039078968,-0.9466839630290255,-0.0,-0.5111399383817091,-0.5689638397924437,0.0
2018-10-26,1.0,-0.20286924706335452,-0.9335323191475704,-0.0,-0.5129661724115796,-0.5600808781051415,0.0
2018-10-29,1.0,-0.18486590038314177,-0.9415389527458493,-0.0,-0.5030332056194126,-0.5634099616858238,0.0
2018-10-30,1.0,-0.18355945730247408,-0.941388667198723,-0.0,-0.5029848363926577,-0.5643735035913807,0.0
2018-10-31,1.0,-0.18578090796611785,-0.927730719203071,-0.0,-0.4994448145680657,-0.5595317407442657,0.0
2018-11-01,1.0,-0.1417573922566514,-0.9843458094440507,-0.0,-0.5172647039876312,-0.577658957675707,0.0
2018-11-02,1.0,-0.14352193587727463,-0.9733624314002376,-0.0,-0.5179883821688758,-0.57447286498283,0.0
2018-11-05,1.0,-0.1395699614890886,-0.9848844672657253,-0.0,-0.5192233632862644,-0.5655648267008986,0.0
2018-11-06,1.0,-0.1597075548334687,-1.0122502030869212,-0.0,-0.5202599512591389,-0.5571730300568644,0.0
2018-11-07,1.0,-0.16112832219142348,-1.014968204793739,-0.0,-0.5247676504157835,-0.5601826186205772,0.0
2018-11-08,1.0,-0.13967617878033806,-1.0148983615034095,-0.0,-0.514817567785929,-0.5623889086384644,0.0
2018-11-09,1.0,-0.13940412331157498,-1.0145414593162283,-0.0,-0.5152846894590577,-0.5621728171653849,0.0
2018-11-12,1.0,-0.13932497340511268,-0.9953579833016344,-0.0,-0.5277715096225138,-0.5611682408690888,0.0
2018-11-13,1.0,-0.12053314581601994,-0.9946941123825351,-0.0,-0.5250591318800741,-0.5560314517675637,0.0
2018-11-14,1.0,-0.12388160215502035,-0.9959593368181382,-0.0,-0.5291344642914408,-0.5579001378956483,0.0
2018-11-15,1.0,-0.12289983326920612,-0.9966974477363089,-0.0,-0.5291137617032192,-0.5576503783506477,0.0
2018-11-16,1.0,-0.11729246160259084,-0.9862763330875044,-0.0,-0.5323051271363068,-0.5705903100650912,0.0
2018-11-19,1.0,-0.11203814064362336,-0.9927519891763039,-0.0,-0.5405727539219791,-0.5759752601230551,0.0
2018-11-20,1.0,-0.0802419742022213,-0.9876132253624812,-0.0,-0.5421694459558942,-0.5906603079089716,0.0
2018-11-21,1.0,-0.09285691477472299,-0.991474279145512,-0.0,-0.5507551808921671,-0.5580675032729827,0.0
2018-11-23,1.0,-0.0924840600244735,-1.0132994139241323,-0.0,-0.5516841630707799,-0.5627294390416694,0.0
2018-11-26,1.0,-0.09157355829603632,-1.018675338893003,-0.0,-0.5493769520558972,-0.5602601667900956,0.0
2018-11-27,1.0,-0.08255381855458739,-1.0221040492055358,-0.0,-0.5439838544336237,-0.5548436699128652,0.0
2018-11-28,1.0,-0.082972929681243,-1.0219445779272787,-0.0,-0.5438731379144642,-0.5548294089380106,0.0
2018-11-29,1.0,-0.06280499397933963,-1.0100766842005195,-0.0,-0.5392927308447937,-0.5565625198048038,0.0
2018-11-30,1.0,-0.06238712334843636,-1.0103925731123855,-0.0,-0.5393365229238618,-0.5563511929279807,0.0
2018-12-03,1.0,-0.060855523541145554,-1.0105753095019472,-0.0,-0.5390241585663174,-0.5558053383149163,0.0
2018-12-04,1.0,-0.05291907423194721,-1.014966373022639,-0.0,-0.5353477945123299,-0.5542294212370938,0.0
2018-12-06,1.0,-0.04582509881422925,-0.9824604743083003,-0.0,-0.5265563241106719,-0.5331336462450592,0.0
2018-12-07,1.0,-0.05420624361869992,-0.983509173602302,-0.0,-0.5283252374617122,-0.5278920825469509,0.0
2018-12-10,1.0,-0.0344954353287176,-0.987899025794988,-0.0,-0.5263157894736843,-0.5148275228233564,0.0
2018-12-11,1.0,-0.027424154115156908,-0.9913494278965613,-0.0,-0.5255682689653057,-0.5232369091076413,0.0
2018-12-12,1.0,-0.028842318431468814,-0.9911018379307172,-0.0,-0.5262495781043847,-0.5221380135620263,0.0
2018-12-13,1.0,-0.02869053457577244,-0.9873712604217755,-0.0,-0.5289051005394803,-0.5202611574301128,0.0
2018-12-14,1.0,-0.026904176904176905,-0.9960995085995086,-0.0,-0.5263206388206388,-0.5218980343980344,0.0
2018-12-17,1.0,-0.019413908197323696,-0.9963866858560185,-0.0,-0.5200416449765747,-0.5262883914627797,0.0
2018-12-18,1.0,-0.0015571092724330597,-0.9890391719842457,-0.0,-0.5242573199401582,-0.5383018349464171,0.0
2018-12-19,1.0,-0.0047025772566263585,-0.9882130206424821,-0.0,-0.5229021619640895,-0.5378343715646757,0.0
2018-12-20,1.0,-0.00591878451353083,-0.9855996582969765,-0.0,-0.5225310431094975,-0.5369008756139976,0.0
2018-12-21,1.0,-0.0013960546282245827,-0.9878907435508346,-0.0,-0.5241274658573596,-0.5214567526555387,0.0
2018-12-24,1.0,-0.0,-0.9695307555528766,-0.0,-0.512793466140261,-0.5314788583828095,0.0
2018-12-26,1.0,-0.0,-0.9750522856289213,-0.0,-0.4931580519868539,-0.5195697639677322,0.0
2018-12-27,1.0,-0.0,-0.9360567359529506,-0.0,-0.42474125753164005,-0.5221552743102603,0.0
