Date,FLDM,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-1.221900627110468,-2.217880688213539,-0.3867181218845473,-1.750442193278662,-1.4629361633703168,0.0
2018-09-25,1.0,-1.2285231660231661,-2.2148487773487773,-0.3958333333333333,-1.7475868725868726,-1.457046332046332,0.0
2018-09-26,1.0,-1.2284104627766599,-2.215452716297787,-0.3937223340040241,-1.749456740442656,-1.4612474849094568,0.0
2018-09-27,1.0,-1.2289824787011734,-2.2067995499115898,-0.395515190483845,-1.747066388040508,-1.4588490596367143,0.0
2018-09-28,1.0,-1.2252760538405738,-2.2201176755057626,-0.3978399290722979,-1.7520754412831465,-1.4646570484403965,0.0
2018-10-01,1.0,-1.2271041599484038,-2.2184779103514995,-0.3981780070944857,-1.7532247662044502,-1.4650112866817155,0.0
2018-10-02,1.0,-1.230043541364296,-2.1965811965811963,-0.40670859538784065,-1.7585873246250603,-1.4712949524270278,0.0
2018-10-03,1.0,-1.2289467322104923,-2.1789829962124263,-0.4046256749133693,-1.7643645740994438,-1.4818277056974776,0.0
2018-10-04,1.0,-1.2333145479429997,-2.1672973190564364,-0.4060864664680782,-1.7692617341598906,-1.4749215039046775,0.0
2018-10-05,1.0,-1.212400195535278,-2.1849437836076255,-0.36369561675085543,-1.838520449731139,-1.547661723969366,0.0
2018-10-08,1.0,-1.2065102686906406,-2.1750142056985147,-0.3582271288253917,-1.8362691776929947,-1.5415212273723518,0.0
2018-10-09,1.0,-1.2099788720949132,-2.1777994474240208,-0.3627498781082399,-1.836096213229319,-1.539411669104502,0.0
2018-10-10,1.0,-1.2154884893842024,-2.1771740014642478,-0.367363540226145,-1.8409664036443505,-1.533637029203612,0.0
2018-10-11,1.0,-1.0836842926220558,-2.1598034627983154,-0.18967399781625333,-1.8057245359538294,-1.5602090157541726,0.0
2018-10-12,1.0,-1.1144755136721767,-2.158736289201298,-0.17433956434419898,-1.7691951181832226,-1.5076471496987487,0.0
2018-10-15,1.0,-1.126600946984398,-2.1609873476674686,-0.17852984553287277,-1.7811845067142746,-1.514864550182411,0.0
2018-10-16,1.0,-1.1229775980087118,-2.1894835096453016,-0.16085874299937772,-1.7860920970752954,-1.5189794648413193,0.0
2018-10-17,1.0,-1.077133520784254,-2.089140512196975,-0.11505433543582338,-1.7780226460977278,-1.5399346454897787,0.0
2018-10-18,1.0,-1.075391396868825,-2.0862593099255204,-0.11650706794345644,-1.7812737498100015,-1.5405076759385925,0.0
2018-10-19,1.0,-1.0469793621013133,-2.055684803001876,-0.08765478424015008,-1.7826641651031894,-1.5317073170731708,0.0
2018-10-22,1.0,-1.048977435665233,-2.0793147686967024,-0.10376575352803563,-1.7815259225718816,-1.5330163761225568,0.0
2018-10-23,1.0,-1.054137722742374,-2.0795077016007246,-0.11378737541528239,-1.7741618846270009,-1.5289942615524013,0.0
2018-10-24,1.0,-1.0536831787680012,-2.0758501093266983,-0.10337027821759782,-1.7763703536153208,-1.5304983789489557,0.0
2018-10-25,1.0,-0.9652958152958152,-1.9484848484848487,-0.07532467532467532,-1.7842712842712842,-1.4416305916305916,0.0
2018-10-26,1.0,-0.934321128365864,-1.9228522581564325,-0.03127226100584129,-1.8073799686565037,-1.4277674882461888,0.0
2018-10-29,1.0,-0.9002195311946747,-1.9460378160186955,-0.0,-1.7944904751788118,-1.4409036187238864,0.0
2018-10-30,1.0,-0.8690188839982962,-1.953712906431918,-0.0,-1.8024279426380803,-1.4741587391736475,0.0
2018-10-31,1.0,-0.8772855133614628,-1.9006329113924052,-0.0,-1.7953586497890297,-1.459071729957806,0.0
2018-11-01,1.0,-0.8234502302515055,-1.9698901877435355,-0.0,-1.811973078285512,-1.479277364505845,0.0
2018-11-02,1.0,-0.8398448519040902,-1.8982369534555712,-0.0,-1.841678420310296,-1.472425952045134,0.0
2018-11-05,1.0,-0.8302087018040325,-1.9403608065086664,-0.0,-1.8512203749557836,-1.4528475415634947,0.0
2018-11-06,1.0,-0.8346295248868778,-1.9425904977375565,-0.0,-1.8463659502262442,-1.446620475113122,0.0
2018-11-07,1.0,-0.8334630900983793,-1.9480501097034466,-0.0,-1.8466275037157618,-1.449501026258051,0.0
2018-11-08,1.0,-0.7868384401114206,-1.9281337047353762,-0.0,-1.8133704735376046,-1.4355153203342617,0.0
2018-11-09,1.0,-0.7854951185495119,-1.931171548117155,-0.0,-1.8190376569037658,-1.4377963737796373,0.0
2018-11-12,1.0,-0.7870189626324595,-1.8944506413831563,-0.0,-1.8497629670942553,-1.4403234802007807,0.0
2018-11-13,1.0,-0.7403516000549375,-1.872132948770773,-0.0,-1.8391704436203817,-1.415602252437852,0.0
2018-11-14,1.0,-0.7409543426021284,-1.8711294198420871,-0.0,-1.8387916237555784,-1.4148987298317885,0.0
2018-11-15,1.0,-0.739219853294029,-1.87344896140399,-0.0,-1.8452731884554743,-1.3974772057311304,0.0
2018-11-16,1.0,-0.7316690539526636,-1.8523975172225633,-0.0,-1.836846054157288,-1.3999727167314644,0.0
2018-11-19,1.0,-0.7248262096496662,-1.8755592263748366,-0.0,-1.8626884162709063,-1.4197122995388534,0.0
2018-11-20,1.0,-0.6181418663736867,-1.8670603584426282,-0.0,-1.8919865412346355,-1.4896655908809997,0.0
2018-11-21,1.0,-0.6351978171896315,-1.861050477489768,-0.0,-1.8979536152796723,-1.4271487039563437,0.0
2018-11-23,1.0,-0.638762015133956,-1.8329811166405348,-0.0,-1.9126729838434795,-1.4326811643602155,0.0
2018-11-26,1.0,-0.6371687444648818,-1.8389536071939505,-0.0,-1.908236255875741,-1.4280945568499217,0.0
2018-11-27,1.0,-0.6119229718656105,-1.8703223163070202,-0.0,-1.9154602567604484,-1.4310297732859876,0.0
2018-11-28,1.0,-0.6110047846889951,-1.8814080656185916,-0.0,-1.9125085440874912,-1.4303485987696514,0.0
2018-11-29,1.0,-0.5415938717914259,-1.8457868566052948,-0.0,-1.8975272140841282,-1.4346190028222012,0.0
2018-11-30,1.0,-0.5416918631996237,-1.846737888866492,-0.0,-1.8999529664718138,-1.430692736679433,0.0
2018-12-03,1.0,-0.5366689053055742,-1.8486903962390866,-0.0,-1.9002014775016791,-1.430288784419073,0.0
2018-12-04,1.0,-0.5125278584453299,-1.884446545552779,-0.0,-1.9112581886945361,-1.445262375903289,0.0
2018-12-06,1.0,-0.4966411706019288,-1.757898237445959,-0.0,-1.980512138343864,-1.4160957765214497,0.0
2018-12-07,1.0,-0.497506151492984,-1.7577309303717497,-0.0,-1.9809137460929709,-1.414111857418368,0.0
2018-12-10,1.0,-0.43879952922714793,-1.7557865829737151,-0.0,-1.9739767228978686,-1.3699489996076895,0.0
2018-12-11,1.0,-0.4293385723641126,-1.7625409299279633,-0.0,-1.973608382449247,-1.3833005893909627,0.0
2018-12-12,1.0,-0.42838422225134315,-1.763857947844319,-0.0,-1.9737911151880487,-1.3861879177041017,0.0
2018-12-13,1.0,-0.4275248560962847,-1.7541862899005756,-0.0,-1.978414442700157,-1.3809523809523812,0.0
2018-12-14,1.0,-0.4567769477054429,-1.7249199573105656,-0.0,-2.066368729989328,-1.42215848452508,0.0
2018-12-17,1.0,-0.4348344370860927,-1.7151655629139073,-0.0,-2.045033112582782,-1.4274834437086092,0.0
2018-12-18,1.0,-0.3988894030541416,-1.6995438619686654,-0.0,-2.059562371917763,-1.4527004693594237,0.0
2018-12-19,1.0,-0.39672044432689757,-1.7006744247553556,-0.0,-2.060962708278233,-1.4537159481618618,0.0
2018-12-20,1.0,-0.3922391190351337,-1.6656397482957526,-0.0,-2.061156266386995,-1.4357629785002624,0.0
2018-12-21,1.0,-0.38162337662337664,-1.6551298701298702,-0.0,-2.054350649350649,-1.4024025974025973,0.0
2018-12-24,1.0,-0.33126855078074585,-1.6090463285585237,-0.0,-2.0562653245580074,-1.455929797393212,0.0
2018-12-26,1.0,-0.3400439970668622,-1.745683621091927,-0.0,-2.0802613159122725,-1.5001666555562962,0.0
2018-12-27,1.0,-0.28403027670926917,-1.6093187740414445,-0.0,-1.8789552053604668,-1.4318774041444349,0.0
2018-12-28,1.0,-0.26838556623798226,-1.6397802472218754,-0.0,-1.8949931327256835,-1.439817705081783,0.0
2018-12-31,1.0,-0.2684023225323094,-1.6406942623462573,-0.0,-1.894549541112568,-1.43965786352001,0.0
2019-01-02,1.0,-0.26094549083198204,-1.6403891730073592,-0.0,-1.8919795434701259,-1.4434327055008107,0.0
2019-01-03,1.0,-0.27532257059153525,-1.6351056535560682,-0.0,-1.9013900143364708,-1.4214299071246026,0.0
2019-01-04,1.0,-0.19980156269378643,-1.6656951506883297,-0.0,-1.8868287238000745,-1.4488403819918145,0.0
2019-01-07,1.0,-0.15005748169661765,-1.6043444061233134,-0.0,-1.8865492829914685,-1.409693229261209,0.0
2019-01-08,1.0,-0.15687458486806352,-1.5715234587283375,-0.0,-1.9058631725137372,-1.4039611134593322,0.0
2019-01-09,1.0,-0.1561010917425659,-1.5671029615778997,-0.0,-1.9043368116291695,-1.4041257011882502,0.0
2019-01-10,1.0,-0.16102990642774143,-1.5778851446394717,-0.0,-1.9491774203412637,-1.4278025808819033,0.0
2019-01-11,1.0,-0.16889377021172736,-1.5343828177436085,-0.0,-1.9488681432668253,-1.4495088168893768,0.0
2019-01-14,1.0,-0.18541552344369247,-1.531674897872081,-0.0,-1.9445155783183952,-1.4356441680385343,0.0
2019-01-15,1.0,-0.18179040635502597,-1.5275282615337613,-0.0,-1.9446990528567063,-1.4565841735410938,0.0
2019-01-16,1.0,-0.17514807204158103,-1.4966759337604254,-0.0,-1.9247552278496312,-1.4471775655747612,0.0
2019-01-17,1.0,-0.1819225424445653,-1.4864962842124343,-0.0,-1.925200894205788,-1.4483112802851792,0.0
2019-01-18,1.0,-0.19223964370691235,-1.4779452138368616,-0.0,-1.9283143188335063,-1.5023488499786468,0.0
2019-01-22,1.0,-0.0,-1.520234156273861,-0.0,-2.374522779333164,-1.4681216594553321,0.0
2019-01-23,1.0,-0.0,-1.4120229007633587,-0.0,-2.4075699745547072,-1.541793893129771,0.0
2019-01-24,1.0,-0.0,-1.4140391107713868,-0.0,-2.410981591184152,-1.544875469775145,0.0
