Date,BOX,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.9446317103620473,-1.6269038701622969,-0.5760299625468165,-1.1485018726591758,-0.9461922596754057,0.0
2018-09-25,1.0,-0.9484426689969416,-1.6238686723675178,-0.5818613070345172,-1.1459334623306912,-0.9416390986829786,0.0
2018-09-26,1.0,-0.9493133583021223,-1.624843945068664,-0.583832709113608,-1.1454431960049938,-0.9388264669163545,0.0
2018-09-27,1.0,-0.9509883394649872,-1.6168859512377625,-0.58558333852965,-1.144478393714535,-0.9375818419903971,0.0
2018-09-28,1.0,-0.9477164961317694,-1.6211005739955078,-0.5864736710756177,-1.1450586473671076,-0.9387322186174195,0.0
2018-10-01,1.0,-0.9473191436239935,-1.6226827289182948,-0.5871668435178828,-1.1450596092628427,-0.9395793021659072,0.0
2018-10-02,1.0,-0.9548154701718908,-1.6915444893832157,-0.5743806875631952,-1.1528690596562186,-0.9459049544994945,0.0
2018-10-03,1.0,-0.9543903979785218,-1.6887555274794694,-0.5740998104864182,-1.1530638029058748,-0.9467466835123184,0.0
2018-10-04,1.0,-0.9555555555555555,-1.6841540404040403,-0.5748106060606061,-1.1542297979797977,-0.944381313131313,0.0
2018-10-05,1.0,-0.9486016628873771,-1.6870118417737465,-0.5637440161249684,-1.156273620559335,-0.9432476694381455,0.0
2018-10-08,1.0,-0.9450100553041729,-1.6815610859728505,-0.5578808446455505,-1.1592508798391152,-0.9408622423328306,0.0
2018-10-09,1.0,-0.9565299804132179,-1.6917293233082706,-0.5725658684526442,-1.1605484298982751,-0.9368800151639604,0.0
2018-10-10,1.0,-0.9567909033480734,-1.6916614024005052,-0.5725837018319646,-1.1606443461781428,-0.9354390397978521,0.0
2018-10-11,1.0,-0.8709499263622975,-1.7053264604810996,-0.45096956308296515,-1.1447594501718212,-0.9644698085419735,0.0
2018-10-12,1.0,-0.8907710989678203,-1.702307225258045,-0.445658773527626,-1.1117789921068608,-0.9211293260473589,0.0
2018-10-15,1.0,-0.8685278265608913,-1.738690728516926,-0.41373463331920307,-1.1106401017380247,-0.9241809483437292,0.0
2018-10-16,1.0,-0.8665536449503511,-1.7451562121579074,-0.40863405182852985,-1.1105594574957616,-0.9238314361830952,0.0
2018-10-17,1.0,-0.838497150997151,-1.6850071225071224,-0.3854463437796771,-1.0987654320987654,-0.9277065527065528,0.0
2018-10-18,1.0,-0.838497150997151,-1.6854819563152896,-0.38503086419753085,-1.0988247863247864,-0.9276471984805319,0.0
2018-10-19,1.0,-0.8227572404049918,-1.6748881563456557,-0.3690840593360019,-1.0988344713915705,-0.9209441959029904,0.0
2018-10-22,1.0,-0.8226531094821471,-1.6917711042799715,-0.38194608654528256,-1.0955899739891226,-0.9195436273350673,0.0
2018-10-23,1.0,-0.8361387021947303,-1.7009456967822518,-0.39891750431213946,-1.0909415333372985,-0.920835068102064,0.0
2018-10-24,1.0,-0.8364824717765893,-1.699227569815805,-0.3913250148544266,-1.0924539512774807,-0.9222222222222222,0.0
2018-10-25,1.0,-0.780673616680032,-1.6214342994615647,-0.37707641196013286,-1.0888990720586549,-0.8600641539695268,0.0
2018-10-26,1.0,-0.7655754417761669,-1.6007023108291798,-0.364182147711826,-1.0869959220661531,-0.8463978251019483,0.0
2018-10-29,1.0,-0.7497604689173195,-1.6116778447838584,-0.34943357943977904,-1.0780025925717183,-0.8470946288677224,0.0
2018-10-30,1.0,-0.7461265423404134,-1.6119781396134991,-0.34683644148966136,-1.0784832948335117,-0.8506394726463462,0.0
2018-10-31,1.0,-0.7526292235399418,-1.5760796598791675,-0.3486797941373909,-1.075128664130678,-0.8415752964869098,0.0
2018-11-01,1.0,-0.7448187252108821,-1.5841573096475057,-0.3405954974582426,-1.0750796044913693,-0.8416848220769789,0.0
2018-11-02,1.0,-0.7515121247433549,-1.548415737195494,-0.3348315853726208,-1.081349536651684,-0.8329726430275789,0.0
2018-11-05,1.0,-0.7488214741278909,-1.5544340302811823,-0.3347013476789973,-1.0809716599190284,-0.8270201319948977,0.0
