Date,IWF,IWM,MTUM,QDEL,SPY,VLUE,VXX
2018-11-02,-0.4563480564639649,-1.2294986960301362,-0.0,1.0,-0.8335886078569358,-0.6201101130107215,0.0
2018-11-05,-0.4526233035418735,-1.2394074809665672,-0.0,1.0,-0.8340367428003972,-0.6116765971532605,0.0
2018-11-06,-0.45773861238674446,-1.2432253526953787,-0.0,1.0,-0.8302097554921186,-0.6060154730875843,0.0
2018-11-07,-0.45669519202943487,-1.2434991111662326,-0.0,1.0,-0.828434412336186,-0.6054818305841498,0.0
2018-11-08,-0.4169641757971193,-1.2511797775862776,-0.0,1.0,-0.8184989125528336,-0.6169723829455457,0.0
2018-11-09,-0.4151820613042584,-1.2545566755811564,-0.0,1.0,-0.8249331413289448,-0.6197078790372352,0.0
2018-11-12,-0.4142347001600788,-1.248368427533555,-0.0,1.0,-0.8251446866149488,-0.6168370069367483,0.0
2018-11-13,-0.40041637751561415,-1.249377474792832,-0.0,1.0,-0.8234069477895253,-0.608890884598114,0.0
2018-11-14,-0.401004040651402,-1.2487245418554345,-0.0,1.0,-0.8233133341496266,-0.6084649606138525,0.0
2018-11-15,-0.4005486406812971,-1.2524566000655093,-0.0,1.0,-0.8252129053390108,-0.6161152964297412,0.0
2018-11-16,-0.40080209526927485,-1.2504501555082665,-0.0,1.0,-0.8244393517760681,-0.6165902766410215,0.0
2018-11-19,-0.3996233830031112,-1.2513099721630916,-0.0,1.0,-0.8255690191583428,-0.6171606353364991,0.0
2018-11-20,-0.3908548545276234,-1.2524109186008499,-0.0,1.0,-0.8257600523046748,-0.6172360248447205,0.0
2018-11-21,-0.39457160218756326,-1.2465059752886367,-0.0,1.0,-0.8198906218351224,-0.5901154547295928,0.0
2018-11-23,-0.3967367099882586,-1.2285922506984088,-0.0,1.0,-0.8296692173772218,-0.5937082472974614,0.0
2018-11-26,-0.39591258599757184,-1.2324564953460138,-0.0,1.0,-0.8273168757588022,-0.5912585997571834,0.0
2018-11-27,-0.38283548998266614,-1.2404966340145926,-0.0,1.0,-0.8226307090740517,-0.5851574152456968,0.0
2018-11-28,-0.38140960987614475,-1.2489208052608223,-0.0,1.0,-0.8199055956751522,-0.5841771896558681,0.0
2018-11-29,-0.378322943897044,-1.2429117233058515,-0.0,1.0,-0.816529257993163,-0.58395334807963,0.0
2018-11-30,-0.3780762425607206,-1.2433247547048416,-0.0,1.0,-0.8167926652726395,-0.5829982306578735,0.0
2018-12-03,-0.37296535052377117,-1.2487912973408541,-0.0,1.0,-0.8211522965350523,-0.5860596293311845,0.0
2018-12-04,-0.36501687289088863,-1.252530933633296,-0.0,1.0,-0.8167684396593282,-0.5830387273019444,0.0
2018-12-06,-0.3590565963937889,-1.185356123127469,-0.0,1.0,-0.8204717018031056,-0.5464074783901122,0.0
2018-12-07,-0.36991885853161377,-1.1867429736192232,-0.0,1.0,-0.8230567206303163,-0.5401983458116106,0.0
2018-12-10,-0.4635074059157829,-1.2916722602586477,-0.0,1.0,-0.9819215107173221,-0.737772407929476,0.0
2018-12-11,-0.4552663411137494,-1.2960440840464138,-0.0,1.0,-0.9810940370055105,-0.7477263563460418,0.0
2018-12-12,-0.46855059252506837,-1.3163628076572471,-0.0,1.0,-1.0134457611668186,-0.7595259799453054,0.0
2018-12-13,-0.4678990984427648,-1.3104908478280666,-0.0,1.0,-1.0180766778981878,-0.75685274565158,0.0
2018-12-14,-0.47021344377190183,-1.3041004869612707,-0.0,1.0,-1.0201155964137805,-0.7565648750739543,0.0
2018-12-17,-0.45049168441564325,-1.3041192731227624,-0.0,1.0,-1.0049848189604387,-0.7720125073639371,0.0
2018-12-18,-0.43345032397408206,-1.2904967602591793,-0.0,1.0,-1.0010349172066235,-0.7746130309575234,0.0
2018-12-19,-0.44120163941809665,-1.2894203486015403,-0.0,1.0,-0.9988740260325182,-0.7743998558753322,0.0
2018-12-20,-0.43855799373040755,-1.271473354231975,-0.0,1.0,-1.0018808777429467,-0.7663681146439767,0.0
2018-12-21,-0.433355600089067,-1.2717880204854153,-0.0,1.0,-1.0021376085504343,-0.7460253841015364,0.0
2018-12-24,-0.4161064921280736,-1.2535821687599504,-0.0,1.0,-0.9956660180435168,-0.7570758889085443,0.0
2018-12-26,-0.4154108988960925,-1.2593744524268442,-0.0,1.0,-0.9682407569651306,-0.7375153320483616,0.0
2018-12-27,-0.3632379587880831,-1.2141502675824871,-0.0,1.0,-0.8936412287724917,-0.742867978593401,0.0
2018-12-28,-0.3607309781464482,-1.2164722725167374,-0.0,1.0,-0.8926691650174744,-0.7407890858562466,0.0
2018-12-31,-0.36081519221861974,-1.2165985936249948,-0.0,1.0,-0.8925428439092171,-0.7407469788201608,0.0
2019-01-02,-0.35861517751977123,-1.2160524987380112,-0.0,1.0,-0.8909220932189131,-0.7410398788490662,0.0
2019-01-03,-0.3684453975863084,-1.2125226020772886,-0.0,1.0,-0.8981539884781969,-0.7258735965686893,0.0
2019-01-04,-0.33299882923565816,-1.22562301388192,-0.0,1.0,-0.8871466800468305,-0.7355326977755478,0.0
2019-01-07,-0.3120384047267356,-1.1952650582635813,-0.0,1.0,-0.8825701624815363,-0.7131954702117184,0.0
2019-01-08,-0.315252988373997,-1.1799164892746028,-0.0,1.0,-0.8893073522187653,-0.7091861797936794,0.0
2019-01-09,-0.30483087811702736,-1.1612212986585466,-0.0,1.0,-0.9063040079005843,-0.742572627767262,0.0
2019-01-10,-0.30362737015663643,-1.1654163231657046,-0.0,1.0,-0.9070074196207749,-0.7459604286892003,0.0
2019-01-11,-0.3081703679151475,-1.1561982101425257,-0.0,1.0,-0.9152303612860458,-0.7635896586012595,0.0
2019-01-14,-0.312948000828672,-1.1535943650300393,-0.0,1.0,-0.913776672881707,-0.7630412264346385,0.0
2019-01-15,-0.3123600165906263,-1.151513894649523,-0.0,1.0,-0.9140605557859809,-0.7696806304437993,0.0
2019-01-16,-0.3143271221532091,-1.1459627329192548,-0.0,1.0,-0.9144099378881988,-0.7660869565217392,0.0
2019-01-17,-0.31776204083322984,-1.1406800016565206,-0.0,1.0,-0.9159315857042283,-0.7669275686420673,0.0
2019-01-18,-0.31855007099306776,-1.129875553328322,-0.0,1.0,-0.9255408001336339,-0.8021381441576881,0.0
2019-01-22,-0.04306713659417175,-1.3004813891515516,-0.0,1.0,-1.1599329493681767,-0.7945929682798935,0.0
2019-01-23,-0.03705778428922308,-1.270263282630241,-0.0,1.0,-1.1768862843107681,-0.824837333563149,0.0
2019-01-24,-0.03749838369035817,-1.2683936037239774,-0.0,1.0,-1.1785698892289127,-0.8256540666350589,0.0
2019-01-25,-0.0,-1.2786256175017643,-0.0,1.0,-1.2922547635850388,-0.839802399435427,0.0
2019-01-28,-0.0,-1.2690780767534187,-0.0,1.0,-1.3020732245258049,-0.8399647110719012,0.0
2019-01-29,-0.0,-1.2663043478260871,-0.0,1.0,-1.2997967479674797,-0.8524213503004596,0.0
2019-01-30,-0.0,-1.264902125403208,-0.0,1.0,-1.298263443948566,-0.8555521187751314,0.0
2019-01-31,-0.0,-1.2881139229344856,-0.0,1.0,-1.2461423154924611,-0.8745260559033595,0.0
2019-02-01,-0.0,-1.2904380885018347,-0.0,1.0,-1.2564873347774193,-0.8737456345873303,0.0
2019-02-04,-0.0,-1.2873238192020502,-0.0,1.0,-1.259444174435559,-0.8715592276764017,0.0
2019-02-05,-0.0,-1.2858026327414083,-0.0,1.0,-1.250728862973761,-0.8808198604116971,0.0
2019-02-06,-0.0,-1.2781901732060799,-0.0,1.0,-1.2496465182043126,-0.8906857546836339,0.0
2019-02-07,-0.0,-1.2563217888806395,-0.0,1.0,-1.2421277896667686,-0.8689347949513037,0.0
2019-02-08,-0.0,-1.2467595025398495,-0.0,1.0,-1.2525836398668768,-0.8797074794184621,0.0
2019-02-11,-0.0,-1.250858048050691,-0.0,1.0,-1.27629147232245,-0.8731408958901699,0.0
2019-02-12,-0.0,-1.2768849338114845,-0.0,1.0,-1.273697259485545,-0.8767432593969984,0.0
2019-02-13,-0.0,-1.2965373715905066,-0.0,1.0,-1.2666932341480692,-0.8646386822529224,0.0
2019-02-14,-0.0,-1.2875637330968743,-0.0,1.0,-1.2753713145643983,-0.870671691420971,0.0
2019-02-15,-0.0,-1.3267681289167412,-0.0,1.0,-1.276230975828111,-0.8732766338406447,0.0
2019-02-19,-0.0,-1.3028153303886136,-0.0,1.0,-1.2917503234729844,-0.8671306830857092,0.0
2019-02-20,-0.0,-1.2921393479231802,-0.0,1.0,-1.2957570343903528,-0.878383206788745,0.0
2019-02-21,-0.0,-1.2576364769792503,-0.0,1.0,-1.2964199839700776,-0.8987443227357734,0.0
2019-02-22,-0.0,-1.2750665483584738,-0.0,1.0,-1.2612244897959184,-0.9003105590062113,0.0
2019-02-25,-0.0,-1.26526802382434,-0.0,1.0,-1.2728686994399503,-0.9067028180282691,0.0
2019-02-26,-0.0,-1.2680975869884015,-0.0,1.0,-1.270630582588988,-0.9051237612762743,0.0
2019-02-27,-0.0,-1.2821930020057948,-0.0,1.0,-1.2735012257633163,-0.9016714954312458,0.0
2019-02-28,-0.0,-1.2888175208528478,-0.0,1.0,-1.2787367857620768,-0.8929479459387127,0.0
2019-03-01,-0.0,-1.2933987511150757,-0.0,1.0,-1.273015165031222,-0.8938893844781445,0.0
2019-03-04,-0.0,-1.2992853952657437,-0.0,1.0,-1.2754801250558285,-0.8915140687807057,0.0
2019-03-05,-0.0,-1.2889645288427087,-0.0,1.0,-1.2896811178788965,-0.9000806162665711,0.0
2019-03-06,-0.0,-1.28866255695524,-0.0,1.0,-1.2890199231662645,-0.8894398284642188,0.0
2019-03-07,-0.0,-1.269225625250769,-0.0,1.0,-1.3075208416923008,-0.8814141143952565,0.0
2019-03-08,-0.0,-1.2541901944967284,-0.0,1.0,-1.3503630008066683,-0.8769382450479519,0.0
2019-03-11,-0.0,-1.2439156057402492,-0.0,1.0,-1.3319537541049982,-0.9227135723604301,0.0
2019-03-12,-0.0,-1.182242355605889,-0.0,1.0,-1.3562853907134769,-0.9914382785956964,0.0
2019-03-13,-0.0,-1.1990529958113276,-0.0,1.0,-1.3619103988344563,-0.991895829539246,0.0
2019-03-14,-0.0,-1.1968643490115882,-0.0,1.0,-1.3623721881390594,-0.9851851851851853,0.0
2019-03-15,-0.0,-1.1831608697634133,-0.0,1.0,-1.3721110452659888,-1.0031909559192231,0.0
2019-03-18,-0.0,-1.2035597663615876,-0.0,1.0,-1.3774548130432782,-1.018212758129053,0.0
2019-03-19,-0.0,-1.2004611482591654,-0.0,1.0,-1.3861655522250405,-1.0248558911690109,0.0
2019-03-20,-0.0,-1.2063484729473732,-0.0,1.0,-1.3814628286281938,-1.0326202467310446,0.0
2019-03-21,-0.0,-1.2089462762278074,-0.0,1.0,-1.4059949273691492,-0.9965413880562601,0.0
2019-03-22,-0.0,-1.20410437366515,-0.0,1.0,-1.445723836939363,-0.993174853746866,0.0
2019-03-25,-0.0,-1.1518567944411209,-0.0,1.0,-1.4619207583636278,-0.9879434908655836,0.0
2019-03-26,-0.0,-1.1646459972235077,-0.0,1.0,-1.4620546043498381,-1.0007403979639058,0.0
2019-03-27,-0.0,-1.13529845926746,-0.0,1.0,-1.4749515637973984,-1.0026755235722853,0.0
2019-03-28,-0.0,-1.1325785582255083,-0.0,1.0,-1.4771256931608132,-1.0113678373382624,0.0
2019-03-29,-0.0,-1.1349228352277978,-0.0,1.0,-1.475002310322521,-1.010719896497551,0.0
2019-04-01,-0.0,-1.1416023299893672,-0.0,1.0,-1.4722389163700247,-1.0091535296565115,0.0
2019-04-02,-0.0,-1.1468257624619922,-0.05357965539482171,1.0,-1.4567861420805306,-0.9497834700082927,0.0
2019-04-03,-0.0,-1.147796422644293,-0.054167434999078,1.0,-1.452701456758252,-0.9553291536050157,0.0
2019-04-04,-0.0,-1.1444008312168092,-0.05365966289540522,1.0,-1.4636804433156316,-0.9561302239667514,0.0
2019-04-05,-0.00661608216896456,-1.1333857684833903,-0.06565189229203294,1.0,-1.467289719626168,-0.9536874248172481,0.0
2019-04-08,-0.007814306191334906,-1.1253525685485737,-0.06760068432977297,1.0,-1.4690433254727886,-0.9540851713136358,0.0
2019-04-09,-0.033427473494143246,-1.1045418769387472,-0.07592944117783232,1.0,-1.477429510625492,-0.9385619704615955,0.0
2019-04-10,-0.033752542999815054,-1.0839189938968004,-0.09205659330497504,1.0,-1.481043092287775,-0.9328648048825596,0.0
2019-04-11,-0.04086349558544816,-1.07405352933019,-0.09725881754726576,1.0,-1.4815328433411918,-0.9288586881153793,0.0
2019-04-12,-0.04036620890553475,-1.0748138900448514,-0.09945900957136913,1.0,-1.481666435474176,-0.9275905118601748,0.0
2019-04-15,-0.029292182591018297,-1.0802993901312141,-0.10386250231010904,1.0,-1.4727869155424136,-0.9339770837183515,0.0
2019-04-16,-0.02901496950656071,-1.0766956200332656,-0.10889854001108853,1.0,-1.4727869155424136,-0.9328682313805212,0.0
2019-04-17,-0.023121387283236997,-1.0615028901734105,-0.13336416184971098,1.0,-1.4858728323699422,-0.9204161849710982,0.0
2019-04-18,-0.0,-1.097749976659509,-0.15908878722808328,1.0,-1.5008402576790216,-0.9103725142376996,0.0
2019-04-22,-0.012921953274966055,-1.1011751486492813,-0.14602743574137364,1.0,-1.5050798258345428,-0.9166159464394401,0.0
2019-04-23,-0.01961794175484596,-1.106611105908793,-0.15052907575615693,1.0,-1.505899428785467,-0.899428785466804,0.0
2019-04-24,-0.0010649627263045794,-1.1240450062508682,-0.18034912256331898,1.0,-1.450988563226374,-0.8738713710237533,0.0
2019-04-25,-0.03289000718907261,-1.135109633357297,-0.14328720345075485,1.0,-1.3662832494608197,-0.8156002875629043,0.0
2019-04-26,-0.04899430402278391,-1.0943396226415094,-0.14600391598433607,1.0,-1.3624065503737985,-0.7982823068707725,0.0
2019-04-29,-0.04749610505230359,-1.0961050523035833,-0.14573781437792122,1.0,-1.3647896728243936,-0.7972846650344981,0.0
2019-04-30,-0.05364560318161732,-1.1104286345558994,-0.14635439681838266,1.0,-1.3463102076889084,-0.762129916040654,0.0
2019-05-01,-0.06999867426753281,-1.1017278713155685,-0.14322329753855673,1.0,-1.346767422334173,-0.7573909585045737,0.0
2019-05-02,-0.07144435116864756,-1.0953475014359564,-0.14098882163213008,1.0,-1.3430389254628199,-0.767595988158883,0.0
2019-05-03,-0.075716174526223,-1.0843543411194358,-0.1475099162626708,1.0,-1.3371529308065229,-0.7624504186866461,0.0
2019-05-06,-0.06880612783940836,-1.0677936256383167,-0.1515671773199507,1.0,-1.3393203028702236,-0.7746962493396725,0.0
2019-05-07,-0.054315770940622385,-1.0724943879572164,-0.16734891500506183,1.0,-1.3330252211805098,-0.7744178881112725,0.0
2019-05-08,-0.06364909823148311,-1.0559008930134828,-0.18372439152512696,1.0,-1.2977149360882507,-0.7765277534582384,0.0
2019-05-09,-0.06463894967177243,-1.0537417943107221,-0.18525164113785558,1.0,-1.299124726477024,-0.7736105032822758,0.0
2019-05-10,-0.05850002217589923,-1.0595644653390695,-0.17447997516299285,1.0,-1.3289572892180779,-0.813678094646738,0.0
2019-05-13,-0.06645681858485547,-1.0611810604717147,-0.1647455222557191,1.0,-1.3271856712183012,-0.8138411065791807,0.0
2019-05-14,-0.008335892598604835,-1.0053086473917432,-0.2591585135787303,1.0,-1.3099197121923398,-0.8045891282411267,0.0
2019-05-15,-0.0,-0.9980191918302668,-0.2871291486926666,1.0,-1.3276696892332072,-0.7889779029844177,0.0
2019-05-16,-0.0,-1.000132042253521,-0.29507042253521126,1.0,-1.3202464788732393,-0.7859154929577464,0.0
2019-05-17,-0.0,-0.9970441611152777,-0.29174570962191726,1.0,-1.307274893016279,-0.8156350641902325,0.0
2019-05-20,-0.0,-0.9872647953113295,-0.29740448596483493,1.0,-1.3070109725466001,-0.8149209007182833,0.0
2019-05-21,-0.0,-0.9926085617493071,-0.3048968278410841,1.0,-1.2917858242773548,-0.8103744115447226,0.0
2019-05-22,-0.0,-0.9763526877939431,-0.3220078238319195,1.0,-1.2918553030636017,-0.8052393301393346,0.0
2019-05-23,-0.0,-0.9606558818357659,-0.3409970107262177,1.0,-1.3097854756462106,-0.7845524881308247,0.0
2019-05-24,-0.0,-0.9556170156723298,-0.33912814434347427,1.0,-1.3134465955485317,-0.7818604855349226,0.0
2019-05-28,-0.0,-0.9510182584269664,-0.3412043539325843,1.0,-1.314475070224719,-0.7823472612359551,0.0
2019-05-29,-0.0,-0.9566112084063048,-0.34330122591943957,1.0,-1.3174255691768828,-0.7609019264448337,0.0
2019-05-30,-0.0,-0.953924914675768,-0.342784632887022,1.0,-1.3155246346372624,-0.7633237070097139,0.0
2019-05-31,-0.0,-0.9373608625431054,-0.34986249945436293,1.0,-1.3129337814832598,-0.7649831943777554,0.0
2019-06-03,-0.0,-0.9405785770132916,-0.37524976109808006,1.0,-1.3069238120059072,-0.7209191208409348,0.0
2019-06-04,-0.0,-0.9326989920055613,-0.3679614181438999,1.0,-1.3067865832464372,-0.7374000695168579,0.0
2019-06-05,-0.0,-0.9183761235109449,-0.3894551240700125,1.0,-1.304046789661549,-0.688685330925042,0.0
2019-06-06,-0.0,-0.9220572412309017,-0.4034861200774693,1.0,-1.3029051000645577,-0.6753604476006025,0.0
2019-06-07,-0.0,-0.9616999177738348,-0.3950750854719349,1.0,-1.2940667330246247,-0.6768944475700004,0.0
2019-06-10,-0.0,-0.9687012311427085,-0.3831281428819143,1.0,-1.2877579330674527,-0.6954222299289059,0.0
2019-06-11,-0.0,-0.9694307953211289,-0.3993564377962343,1.0,-1.2821237552724267,-0.6974387963647433,0.0
2019-06-12,-0.0,-0.9745684946471488,-0.41022503823465156,1.0,-1.2926807952807515,-0.6922001310902338,0.0
2019-06-13,-0.0,-0.9896152834983787,-0.42901586188765223,1.0,-1.2883621067391113,-0.6747436683901498,0.0
2019-06-14,-0.0,-0.9775216895977565,-0.43878713522040136,1.0,-1.298878275348348,-0.6665936377179913,0.0
2019-06-17,-0.0,-0.970773814740163,-0.4400578389273508,1.0,-1.3050565244062746,-0.6658487424415038,0.0
2019-06-18,-0.0,-0.9790031999298646,-0.4362863279708938,1.0,-1.3074124402752818,-0.6607197650462455,0.0
2019-06-19,-0.0,-0.9750995580062142,-0.4513150409172465,1.0,-1.3089142707102532,-0.6408034659314691,0.0
2019-06-20,-0.0,-0.9795067579427769,-0.458223626470072,1.0,-1.3076619273301737,-0.6428822187116026,0.0
2019-06-21,-0.0,-0.9844675529814401,-0.45724189372998114,1.0,-1.2998552060023694,-0.6461322451845026,0.0
2019-06-24,-0.0,-0.9612798312310464,-0.46029095064387116,1.0,-1.2965762756559573,-0.6768777743594251,0.0
2019-06-25,-0.0,-0.94923300074722,-0.4638916970682607,1.0,-1.3027998769284868,-0.6794866159729244,0.0
2019-06-26,-0.0,-0.9500549571334359,-0.4555286876236535,1.0,-1.2873598593097384,-0.7035832051000219,0.0
2019-06-27,-0.0,-0.952693476633044,-0.4700259877549222,1.0,-1.2946306655508082,-0.6873540941725762,0.0
2019-06-28,-0.0,-0.9410107413276986,-0.47376298644127485,1.0,-1.3003609790456065,-0.6870487761929917,0.0
2019-07-01,-0.0,-0.9374367992965486,-0.4757089470213234,1.0,-1.3067487359859309,-0.6766761925697955,0.0
2019-07-02,-0.0,-0.9440688383527965,-0.46878567038370356,1.0,-1.2991483009921854,-0.6781982614803758,0.0
2019-07-03,-0.0,-0.9524081310093516,-0.46213285331694254,1.0,-1.292970979496861,-0.682881854502349,0.0
2019-07-05,-0.0,-0.9553927803851047,-0.45616035791043463,1.0,-1.288696872669854,-0.6859511382078162,0.0
2019-07-08,-0.0,-0.9547687988067035,-0.4561726770202685,1.0,-1.2891550408002106,-0.6870229007633587,0.0
2019-07-09,-0.0,-0.9591156343218109,-0.4534128794525355,1.0,-1.2928583962098614,-0.681347604842955,0.0
2019-07-10,-0.0,-0.9450149201334036,-0.4518167456556082,1.0,-1.3081885202738284,-0.6832543443917852,0.0
2019-07-11,-0.0,-0.9405540676998727,-0.4615621021205602,1.0,-1.3098300917592307,-0.6784914606840234,0.0
2019-07-12,-0.0,-0.9370497276401335,-0.46103496749253203,1.0,-1.309479880513091,-0.6852925672113863,0.0
2019-07-15,-0.0,-0.9299446931788253,-0.4676937933456238,1.0,-1.319462733737161,-0.6723290316916865,0.0
2019-07-16,-0.0,-0.9221612123874369,-0.4712497254557435,1.0,-1.3206237645508456,-0.678673402152427,0.0
2019-07-17,-0.0,-0.9081462644686076,-0.47685022799017884,1.0,-1.3181339880743599,-0.6812960364784286,0.0
2019-07-18,-0.0,-0.9082797533132135,-0.47447841490618026,1.0,-1.3203866509207014,-0.6706906355246468,0.0
2019-07-19,-0.0,-0.9092262556377808,-0.48206857292989447,1.0,-1.3137452379909798,-0.6738188028199851,0.0
2019-07-22,-0.0,-0.9179854857042931,-0.484174171548483,1.0,-1.307685581883361,-0.6619305762000525,0.0
2019-07-23,-0.0,-0.9206578314306959,-0.4788522940996369,1.0,-1.3073962297161352,-0.6669728382102086,0.0
2019-07-24,-0.0,-0.9202306583373379,-0.4857804377266174,1.0,-1.302782753047049,-0.6597352671355554,0.0
2019-07-25,-0.0,-0.9177257806581938,-0.4888477400892181,1.0,-1.1908088544735291,-0.6110175911118594,0.0
2019-07-26,-0.0,-0.8834147553200298,-0.4821975656206012,1.0,-1.1730562225718306,-0.6014738759625734,0.0
2019-07-29,-0.0,-0.8606950765411667,-0.48059577989242863,1.0,-1.1748448489863468,-0.6212660322714108,0.0
2019-07-30,-0.0,-0.8669067726444776,-0.48190925649942046,1.0,-1.1706408345752608,-0.6203013743997351,0.0
2019-07-31,-0.0,-0.8830254328556044,-0.48057327479082096,1.0,-1.1639466489934556,-0.6146135365752631,0.0
2019-08-01,-0.0,-0.9085333001782088,-0.47125865141530937,1.0,-1.1634133200712835,-0.601185295702267,0.0
2019-08-02,-0.0,-0.9059169880167517,-0.4689638014678443,1.0,-1.1615043330430816,-0.6100675871791683,0.0
2019-08-05,-0.0,-0.9057965005390164,-0.4671614561738121,1.0,-1.1627829836636538,-0.6104983829504934,0.0
2019-08-06,-0.0,-0.902922542407521,-0.4614347026364194,1.0,-1.1171469446147557,-0.6059677089720008,0.0
2019-08-07,-0.0,-0.918145835883625,-0.45354388542049207,1.0,-1.106051332272412,-0.6027257518260088,0.0
2019-08-08,-0.0,-0.9204030843294847,-0.4546530129329689,1.0,-1.1044429031863245,-0.600301905267023,0.0
2019-08-09,-0.0,-0.9000365571306714,-0.4479467078272879,1.0,-1.0899711604858038,-0.6239896015272757,0.0
2019-08-12,-0.0,-0.8801186454642828,-0.49868171706352477,1.0,-1.1475652962016971,-0.5932685177556233,0.0
2019-08-13,-0.0,-0.882762312633833,-0.49555262724427607,1.0,-1.152528413770384,-0.5870943831329271,0.0
2019-08-14,-0.0,-0.8598162640353862,-0.5037853011228309,1.0,-1.2417063627084042,-0.6478394011568561,0.0
2019-08-15,-0.0,-0.8890283705749435,-0.5123859737216504,1.0,-1.2100175746924429,-0.5730186626495941,0.0
2019-08-16,-0.0,-0.8919634972034148,-0.5048572269649692,1.0,-1.202237268177804,-0.6062912654022456,0.0
2019-08-19,-0.0,-0.8692520311583884,-0.5108886841444007,1.0,-1.2112823519557752,-0.5965323728955525,0.0
2019-08-20,-0.0,-0.8701401635241115,-0.5267395294510262,1.0,-1.195394627064909,-0.5793008509928249,0.0
2019-08-21,-0.0,-0.8751354053828847,-0.5262061494875426,1.0,-1.1942754770435797,-0.5707024414632114,0.0
2019-08-22,-0.0,-0.8760609086370444,-0.526876352138459,1.0,-1.1967465468463971,-0.5607838242636046,0.0
2019-08-23,-0.0,-0.8782355389096962,-0.5275905118601748,1.0,-1.1980441115272575,-0.5575530586766541,0.0
2019-08-26,-0.0,-0.8654257947619832,-0.5280843353648492,1.0,-1.190578158458244,-0.5338494481963433,0.0
2019-08-27,-0.0,-0.8606210158338474,-0.5245733086572074,1.0,-1.187045033929673,-0.5404894098293235,0.0
2019-08-28,-0.0,-0.8629558226342344,-0.5235653636326346,1.0,-1.1854054719225564,-0.5299643135485459,0.0
