Date,CAF,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.37390628038110046,-0.6225614103311945,-0.10603409164560243,-0.5866225938168383,-0.5515587529976018,0.0
2018-09-25,1.0,-0.3733865213725108,-0.6240189401310242,-0.1046896283323604,-0.5878575598365441,-0.5532204709087372,0.0
2018-09-26,1.0,-0.3738405656093922,-0.624570279561523,-0.10579230719335798,-0.5875332425244859,-0.5514691574236232,0.0
2018-09-27,1.0,-0.3781741527485001,-0.6157613101994487,-0.10854548402789038,-0.5885844008431976,-0.5520025944543538,0.0
2018-09-28,1.0,-0.37717676816810974,-0.6164672309238901,-0.10899244414177775,-0.588351655478808,-0.5519019359859909,0.0
2018-10-01,1.0,-0.37657909265092715,-0.6196213425129088,-0.10950540707303609,-0.5886727503003929,-0.5531127204234729,0.0
2018-10-02,1.0,-0.37801234166937314,-0.6076648262422865,-0.11393309516076648,-0.5916531341344592,-0.5565118544982137,0.0
2018-10-03,1.0,-0.3797843577966709,-0.6175771197758885,-0.1151503306296622,-0.59112674679957,-0.5537639662529725,0.0
2018-10-04,1.0,-0.3827168533472258,-0.6123013805678562,-0.11575280020838759,-0.5948163584266737,-0.5504363115394634,0.0
2018-10-05,1.0,-0.3773088784288265,-0.6088297354325597,-0.10894335335172861,-0.5977601038792404,-0.5533841908781043,0.0
2018-10-08,1.0,-0.37580195709934544,-0.6060203486488238,-0.10650638325448773,-0.5993454733977059,-0.5525565420257922,0.0
2018-10-09,1.0,-0.3765434099231941,-0.606183361960009,-0.10794957384061962,-0.5986972161908156,-0.5513821823249182,0.0
2018-10-10,1.0,-0.37788361845515805,-0.6047822706065318,-0.10948030067392431,-0.5994686365992742,-0.548438310005184,0.0
2018-10-11,1.0,-0.33438575442806173,-0.6051210810469485,-0.04757995769267199,-0.5963438891169134,-0.5738010292678306,0.0
2018-10-12,1.0,-0.3356999874890529,-0.5985237082447141,-0.04353809583385462,-0.5871700237707995,-0.5628049543350431,0.0
2018-10-15,1.0,-0.3187290865309441,-0.6306407730556337,-0.017512587172029897,-0.5902992776057792,-0.5700347124495732,0.0
2018-10-16,1.0,-0.32243400840178066,-0.6232679164837921,-0.024735093109285847,-0.5922001379396828,-0.5723556335820428,0.0
2018-10-17,1.0,-0.30980392156862746,-0.5925891616489115,-0.013586536976995522,-0.590829087540528,-0.5810097267253357,0.0
2018-10-18,1.0,-0.31216931216931215,-0.5974194746124571,-0.011386490918654662,-0.5904885670967543,-0.5826912961415885,0.0
2018-10-19,1.0,-0.3062505770473641,-0.5914196903948543,-0.004524051334133506,-0.5924968454744098,-0.5828947773366572,0.0
2018-10-22,1.0,-0.30991967121240427,-0.5791145152251074,-0.0,-0.6181891774083068,-0.6062955352138987,0.0
2018-10-23,1.0,-0.32845656629355197,-0.5940406747595776,-0.0,-0.6188869620053603,-0.6117294655525777,0.0
2018-10-24,1.0,-0.32738508102654645,-0.594236711015827,-0.0,-0.619269815246863,-0.6118923009016962,0.0
2018-10-25,1.0,-0.2941320517922189,-0.5497260399767364,-0.0,-0.6325568581835992,-0.5845908965686125,0.0
2018-10-26,1.0,-0.2860223545134249,-0.5410338962458997,-0.0,-0.6321224638561536,-0.5781193050662131,0.0
2018-10-29,1.0,-0.269880610548587,-0.5461085083874868,-0.0,-0.6244823938340638,-0.5820462445216866,0.0
2018-10-30,1.0,-0.28693406259495596,-0.5506836827711942,-0.0,-0.6282285019750835,-0.5727134609541173,0.0
2018-10-31,1.0,-0.29007817923873347,-0.5350297322587462,-0.0,-0.6253735397989677,-0.5680219747049413,0.0
2018-11-01,1.0,-0.29350978970268315,-0.5332668600435099,-0.0,-0.626148175006043,-0.5685581339134639,0.0
2018-11-02,1.0,-0.29245770177090613,-0.5456699371222016,-0.0,-0.6265301783056407,-0.5729169830807084,0.0
2018-11-05,1.0,-0.2880320845866375,-0.5588673168656761,-0.0,-0.6282016224592107,-0.5632121046395042,0.0
2018-11-06,1.0,-0.2928504147549451,-0.5629424812372762,-0.0,-0.6247759107897055,-0.5578985749445474,0.0
2018-11-07,1.0,-0.29276665552753894,-0.5628702494151958,-0.0,-0.6245405109821672,-0.557766503630343,0.0
2018-11-08,1.0,-0.2702401398053572,-0.5633493024797372,-0.0,-0.6166802253758775,-0.5627768236463888,0.0
2018-11-09,1.0,-0.2707272234109882,-0.5635454024893765,-0.0,-0.6165275308158283,-0.5630029233597541,0.0
2018-11-12,1.0,-0.2702410615112125,-0.5515295247816037,-0.0,-0.6199753835069497,-0.560265377803128,0.0
2018-11-13,1.0,-0.25313402614418007,-0.546198969716821,-0.0,-0.6213560432361611,-0.5570080100050621,0.0
2018-11-14,1.0,-0.2599764371809202,-0.5567773313596955,-0.0,-0.6368909162311572,-0.567229556233574,0.0
2018-11-15,1.0,-0.2593810328185328,-0.5567688223938224,-0.0,-0.6385135135135136,-0.5617157335907336,0.0
2018-11-16,1.0,-0.2601557312730126,-0.5577050763566125,-0.0,-0.6386491217480533,-0.5615681777026619,0.0
2018-11-19,1.0,-0.2598170897346896,-0.5578763091968247,-0.0,-0.638918233678428,-0.5616793939211011,0.0
2018-11-20,1.0,-0.2268403204993548,-0.5503706148906161,-0.0,-0.6438796026768298,-0.5798397503225999,0.0
2018-11-21,1.0,-0.22941246573709928,-0.5446013585984985,-0.0,-0.6412227386485521,-0.5641163150995114,0.0
2018-11-23,1.0,-0.2298806085687915,-0.5412510792866287,-0.0,-0.6420936671926638,-0.5641468425283592,0.0
2018-11-26,1.0,-0.23057644110275688,-0.5393245017305167,-0.0,-0.6459899749373433,-0.5677586824203364,0.0
2018-11-27,1.0,-0.22219581749049433,-0.5427162547528517,-0.0,-0.6421399714828897,-0.5634802756653993,0.0
2018-11-28,1.0,-0.222215620450967,-0.5438935266331957,-0.0,-0.6415139181842487,-0.5631739995840883,0.0
2018-11-29,1.0,-0.20529801324503313,-0.534981604120677,-0.0,-0.6379985283296542,-0.5650625459896983,0.0
2018-11-30,1.0,-0.20436923258350778,-0.5361596745187063,-0.0,-0.6386096288216044,-0.5690321058993484,0.0
2018-12-03,1.0,-0.2062553581458598,-0.5377361279451326,-0.0,-0.6409377124781979,-0.5712892068466018,0.0
2018-12-04,1.0,-0.20814305201352232,-0.5384615384615384,-0.0,-0.6450091928118142,-0.5738093825988968,0.0
2018-12-06,1.0,-0.20481718437889004,-0.49020061951770255,-0.0,-0.6464406681527372,-0.5534840633413427,0.0
2018-12-07,1.0,-0.20960875734846948,-0.4898786597550028,-0.0,-0.6466942747096812,-0.5497668761402797,0.0
2018-12-10,1.0,-0.19674675250028736,-0.48951028853891254,-0.0,-0.6466260489711462,-0.5410104609725256,0.0
2018-12-11,1.0,-0.1905296165242657,-0.4926785765656915,-0.0,-0.6455798164609764,-0.5479991944995829,0.0
2018-12-12,1.0,-0.1930819964862763,-0.49313095820972896,-0.0,-0.6477348002649692,-0.5461536246075861,0.0
2018-12-13,1.0,-0.19366756140502786,-0.49689727826363034,-0.0,-0.6470401477761422,-0.5486477905734984,0.0
2018-12-14,1.0,-0.19830894872016855,-0.4839407843476755,-0.0,-0.6547485066228033,-0.5487547975644245,0.0
2018-12-17,1.0,-0.1872448099373167,-0.48289148312151364,-0.0,-0.6460406003795504,-0.5592040945425268,0.0
2018-12-18,1.0,-0.17922263503858246,-0.47422120605887397,-0.0,-0.6437267790797371,-0.5607887967990854,0.0
2018-12-19,1.0,-0.17511296688211403,-0.47600526225476175,-0.0,-0.64654235543099,-0.5622604816107075,0.0
2018-12-20,1.0,-0.17388333760355282,-0.465681669371139,-0.0,-0.6496711930993252,-0.5575767927804822,0.0
2018-12-21,1.0,-0.17087890292967645,-0.4654615515385052,-0.0,-0.6524338414461383,-0.5445401484671616,0.0
2018-12-24,1.0,-0.1544246042922323,-0.4478398017236524,-0.0,-0.6508477440432603,-0.5633414070861263,0.0
2018-12-26,1.0,-0.15676175013296756,-0.4632869579822524,-0.0,-0.6276628502645355,-0.5516054082803796,0.0
2018-12-27,1.0,-0.10262270105560996,-0.44770921754271414,-0.0,-0.5831156817934486,-0.5871966481662858,0.0
2018-12-28,1.0,-0.10251387528566765,-0.44770921754271414,-0.0,-0.5831700946784198,-0.5872510610512569,0.0
2018-12-31,1.0,-0.10174703385218244,-0.4494122129095461,-0.0,-0.5831337759878089,-0.5869707194949385,0.0
2019-01-02,1.0,-0.10027188689505166,-0.4489668297988037,-0.0,-0.5820554649265904,-0.5875747688961391,0.0
2019-01-03,1.0,-0.10715547463108405,-0.44672120009783406,-0.0,-0.5872489605130853,-0.5764872136315461,0.0
2019-01-04,1.0,-0.09193474202537812,-0.4507183247206515,-0.0,-0.5820459403154676,-0.5808554963339736,0.0
2019-01-07,1.0,-0.08541210405427062,-0.4362213556968111,-0.0,-0.5784413225789221,-0.5707227178035361,0.0
2019-01-08,1.0,-0.08756497401039584,-0.4269758763161402,-0.0,-0.5828068772491004,-0.5682260429161669,0.0
2019-01-09,1.0,-0.08697504726904744,-0.4234507736145509,-0.0,-0.5825410774679769,-0.5700780272163192,0.0
2019-01-10,1.0,-0.08653128664321501,-0.42492804605052764,-0.0,-0.5824272465622001,-0.5711011619230358,0.0
2019-01-11,1.0,-0.08564191441141182,-0.4223970137315025,-0.0,-0.5842154379416078,-0.5740567924276763,0.0
2019-01-14,1.0,-0.08798700434076323,-0.4216399030651647,-0.0,-0.5802774892812442,-0.5731405288807222,0.0
2019-01-15,1.0,-0.09481915933528837,-0.4153126733771895,-0.0,-0.5747008005072521,-0.5571319119706216,0.0
2019-01-16,1.0,-0.08391995570671516,-0.4201798096443355,-0.0,-0.565688523293522,-0.5667167602625959,0.0
2019-01-17,1.0,-0.08206086773378264,-0.42157224094355517,-0.0,-0.5649220724515586,-0.5641322662173547,0.0
2019-01-18,1.0,-0.08055290753098189,-0.41603114076898634,-0.0,-0.5661211736044911,-0.5852928715178477,0.0
2019-01-22,1.0,-0.0,-0.3838335076568241,-0.0,-0.6676589696140747,-0.6304073805884088,0.0
2019-01-23,1.0,-0.0,-0.34482388027620303,-0.0,-0.6709207662752894,-0.6710819742604583,0.0
2019-01-24,1.0,-0.0,-0.3476241610738255,-0.0,-0.6648590604026845,-0.6720536912751678,0.0
2019-01-25,1.0,-0.0,-0.28671195652173914,-0.0,-0.7182608695652174,-0.7124456521739131,0.0
2019-01-28,1.0,-0.0,-0.252430583609383,-0.0,-0.7480003231800921,-0.6927365274299104,0.0
2019-01-29,1.0,-0.0,-0.25448192447251716,-0.0,-0.7394167450611477,-0.6939121085875555,0.0
2019-01-30,1.0,-0.0,-0.25441101887195366,-0.0,-0.7356591837279449,-0.6792034807676908,0.0
2019-01-31,1.0,-0.0,-0.2596292536994497,-0.0,-0.7172391687590148,-0.6942144345317592,0.0
2019-02-01,1.0,-0.0,-0.25861884654444384,-0.0,-0.719760543054145,-0.6941578919236732,0.0
2019-02-04,1.0,-0.0,-0.26290064102564104,-0.0,-0.7143963675213675,-0.6936431623931624,0.0
2019-02-05,1.0,-0.0,-0.2612970265373548,-0.0,-0.7144303527656399,-0.6886656719599275,0.0
2019-02-06,1.0,-0.0,-0.22693009600888678,-0.0,-0.7200402020682906,-0.6979026157793118,0.0
2019-02-07,1.0,-0.0,-0.2290520524756665,-0.0,-0.7229951333051206,-0.6929221328819297,0.0
2019-02-08,1.0,-0.0,-0.22232533474744795,-0.0,-0.7302929868752486,-0.6988466127535464,0.0
2019-02-11,1.0,-0.0,-0.21777128436711382,-0.0,-0.7261522114490636,-0.7124452118475229,0.0
2019-02-12,1.0,-0.0,-0.23926560456862275,-0.0,-0.7174232113788594,-0.7118992341152296,0.0
2019-02-13,1.0,-0.0,-0.25406644978934456,-0.0,-0.7112687323342755,-0.701189269905605,0.0
2019-02-14,1.0,-0.0,-0.2365781237460878,-0.0,-0.7245004413770966,-0.7139341411871707,0.0
2019-02-15,1.0,-0.0,-0.2336603491138496,-0.0,-0.7250661605496004,-0.7144270095431581,0.0
2019-02-19,1.0,-0.0,-0.2175970484440167,-0.0,-0.7429151962356968,-0.7130253448829003,0.0
2019-02-20,1.0,-0.0,-0.2226895287393508,-0.0,-0.7407796829505015,-0.7325568855817967,0.0
2019-02-21,1.0,-0.0,-0.23033935368915523,-0.0,-0.739423881644664,-0.7299478955751735,0.0
2019-02-22,1.0,-0.0,-0.22748994303301925,-0.0,-0.7427036367072545,-0.7296633278436243,0.0
2019-02-25,1.0,-0.0,-0.2317199043893959,-0.0,-0.752444589308996,-0.7320458496305955,0.0
2019-02-26,1.0,-0.0,-0.2315276486661596,-0.0,-0.791458914335615,-0.7939941970196343,0.0
