Date,IWF,IWM,MTUM,SPY,TOL,VLUE,VXX
2018-09-24,-0.5015995958915642,-1.1773025761912779,-0.0,-0.7666273783465231,1.0,-0.7638912274793737,0.0
2018-09-25,-0.5001685772083614,-1.1794504383007418,-0.0,-0.7683749157113959,1.0,-0.7664362778152394,0.0
2018-09-26,-0.5020446018296024,-1.181358290122676,-0.0,-0.768601660975507,1.0,-0.7636693225412082,0.0
2018-09-27,-0.501414039086573,-1.1855556962559621,-0.0,-0.7694483137056266,1.0,-0.7645941496770925,0.0
2018-09-28,-0.4978809967791151,-1.19698253941346,-0.0,-0.7739447363959994,1.0,-0.7691981691812171,0.0
2018-10-01,-0.5011672821427056,-1.196103399974532,-0.0,-0.7769429941848126,1.0,-0.7704911074324037,0.0
2018-10-02,-0.5060947122531323,-1.1795285623274583,-0.0,-0.7839881078785305,1.0,-0.7775748566574644,0.0
2018-10-03,-0.5056977634152564,-1.1653201802874396,-0.0,-0.7915213878731185,1.0,-0.7895229186155286,0.0
2018-10-04,-0.5170236368290809,-1.1570099837870125,-0.0,-0.8071081150268794,1.0,-0.7854339107432374,0.0
2018-10-05,-0.4980668734333178,-1.1487445298891108,-0.0,-0.8104261375706335,1.0,-0.7913497896928241,0.0
2018-10-08,-0.4939999151931476,-1.1440020353644573,-0.0,-0.8127888733409658,1.0,-0.7895517957850994,0.0
2018-10-09,-0.48678283042923925,-1.146068848278793,-0.0,-0.8185720356991075,1.0,-0.7984700382490437,0.0
2018-10-10,-0.4853053922821365,-1.150609080841639,-0.0,-0.8197035522616919,1.0,-0.8037311525683619,0.0
2018-10-11,-0.384468438538206,-1.1493770764119602,-0.0,-0.7930232558139535,1.0,-0.8259966777408638,0.0
2018-10-12,-0.399975302543838,-1.1497077467687495,-0.0,-0.7690376224582202,1.0,-0.7975220218984111,0.0
2018-10-15,-0.368730230456394,-1.1788193731257446,-0.0,-0.7624368401593886,1.0,-0.7979295896150844,0.0
2018-10-16,-0.36812487163688645,-1.179708359005956,-0.0,-0.7621277469706306,1.0,-0.7976175806120352,0.0
2018-10-17,-0.3464303020513649,-1.1397593280568568,-0.0,-0.7522209659182685,1.0,-0.7997092553706994,0.0
2018-10-18,-0.3490623354530358,-1.1473935760865162,-0.0,-0.7516707845599254,1.0,-0.8022601158410628,0.0
2018-10-19,-0.32479632169073164,-1.1366056303944503,-0.0,-0.7623215294022748,1.0,-0.8094700330725175,0.0
2018-10-22,-0.3301917452063699,-1.1596928826779331,-0.0,-0.7625121871953202,1.0,-0.8100016249593761,0.0
2018-10-23,-0.32521022124255045,-1.165442076904237,-0.0,-0.7733284349742836,1.0,-0.8179851416442159,0.0
2018-10-24,-0.33094002905167047,-1.1726914297572109,-0.0,-0.798256899771737,1.0,-0.8483087777547209,0.0
2018-10-25,-0.28954864593781343,-1.1175927783350048,-0.0,-0.7961083249749248,1.0,-0.8087863590772316,0.0
2018-10-26,-0.28587967583536267,-1.1092259172022836,-0.0,-0.7938440656313626,1.0,-0.8032256776717633,0.0
2018-10-29,-0.24382877622518423,-1.1545926790963636,-0.0,-0.7915676720492892,1.0,-0.836950831554786,0.0
2018-10-30,-0.2526320035496753,-1.1562663869952807,-0.0,-0.7929893913113629,1.0,-0.8317937961356945,0.0
2018-10-31,-0.2563361677536531,-1.198547015603071,-0.0,-0.8166019978535458,1.0,-0.8562701230083382,0.0
2018-11-01,-0.24871171208311002,-1.2031578513418806,-0.0,-0.8151873685946325,1.0,-0.8554644020282804,0.0
2018-11-02,-0.2596730469070894,-1.1599030641583832,-0.0,-0.8356608888523781,1.0,-0.8522139160437032,0.0
2018-11-05,-0.2623072177668106,-1.1551717047090273,-0.0,-0.8367263006374666,1.0,-0.8584824182603331,0.0
2018-11-06,-0.2581656219069614,-1.1534147146156384,-0.0,-0.8443995381062355,1.0,-0.8681540745628505,0.0
2018-11-07,-0.257138141607526,-1.156007592011883,-0.0,-0.843703581449084,1.0,-0.8692028387522693,0.0
2018-11-08,-0.22064959502577108,-1.1596580217622516,-0.0,-0.8323243066350323,1.0,-0.8779350404974229,0.0
2018-11-09,-0.22445795006570304,-1.1642986202365309,-0.0,-0.8349622207621552,1.0,-0.8827611695137977,0.0
2018-11-12,-0.2240969776394463,-1.1408796789253828,-0.0,-0.8490457858956507,1.0,-0.8813170611843721,0.0
2018-11-13,-0.18976857490864799,-1.138936256597645,-0.0,-0.8526187576126675,1.0,-0.8787657328461226,0.0
2018-11-14,-0.1924390243902439,-1.1387804878048782,-0.0,-0.8546341463414635,1.0,-0.8791869918699187,0.0
2018-11-15,-0.19089174818362625,-1.1389779599788936,-0.0,-0.8556236554775337,1.0,-0.8734423834070706,0.0
2018-11-16,-0.18352059925093633,-1.1468997086974615,-0.0,-0.8974615064502705,1.0,-0.9335830212234707,0.0
2018-11-19,-0.18081073199183437,-1.1493146689997085,-0.0,-0.9005540974044911,1.0,-0.9355080614923135,0.0
2018-11-20,-0.0967674486680885,-1.151173002132731,-0.0,-0.9318780579601054,1.0,-1.0020072763768662,0.0
2018-11-21,-0.11345469763548859,-1.1589872358233941,-0.0,-0.948566645741787,1.0,-0.9639673571876961,0.0
2018-11-23,-0.11383816384654045,-1.1621712179594572,-0.0,-0.9480650025129838,1.0,-0.9642737476964315,0.0
2018-11-26,-0.11276275018842642,-1.1679088853529855,-0.0,-0.9453144627753118,1.0,-0.9613097730508333,0.0
2018-11-27,-0.1014571190674438,-1.169525395503747,-0.0,-0.9379683597002498,1.0,-0.9542048293089092,0.0
2018-11-28,-0.10317262053459905,-1.164959613623116,-0.0,-0.9399616953951203,1.0,-0.9554500791073361,0.0
2018-11-29,-0.06620065789473684,-1.1484375,-0.0,-0.9356907894736842,1.0,-0.9615131578947368,0.0
2018-11-30,-0.06615681920973644,-1.149212614612886,-0.0,-0.9373792196044569,1.0,-0.9589243863327989,0.0
2018-12-03,-0.06124046981248712,-1.1554502369668247,-0.0,-0.9422625180300845,1.0,-0.9621677313002267,0.0
2018-12-04,-0.05390746980031227,-1.1570383762018244,-0.0,-0.9381214561590927,1.0,-0.9596926616813214,0.0
2018-12-06,-0.039622566070928796,-1.0779656950941587,-0.0,-0.9500219903242573,1.0,-0.9306305225700692,0.0
2018-12-07,-0.04516,-1.07796,-0.0,-0.95056,1.0,-0.92632,0.0
2018-12-10,-0.0032909083700091196,-1.0920661353633878,-0.0,-0.9603505015661553,1.0,-0.9092422980849293,0.0
2018-12-11,-0.0,-1.0991163123955099,-0.0,-0.9557758140275455,1.0,-0.9256826685773426,0.0
2018-12-12,-0.0,-1.0991640127388538,-0.0,-0.9554538216560511,1.0,-0.9262738853503185,0.0
2018-12-13,-0.0,-1.1040619264224723,-0.0,-0.9560689490064639,1.0,-0.9299736653100311,0.0
2018-12-14,-0.0,-1.0943418796602735,-0.0,-0.9625583157223174,1.0,-0.9304597471988516,0.0
2018-12-17,-0.0,-1.0884664232417842,-0.0,-0.9401492300365137,1.0,-0.9402682965550087,0.0
2018-12-18,-0.0,-1.06998187406415,-0.0,-0.9293482543935693,1.0,-0.9410907084876664,0.0
2018-12-19,-0.0,-1.0710369581509094,-0.0,-0.9305407644065792,1.0,-0.942728671163176,0.0
2018-12-20,-0.0,-1.052749235234136,-0.0,-0.9347791983684995,1.0,-0.9343477919836851,0.0
2018-12-21,-0.0,-1.0618900168541527,-0.0,-0.9485752361541174,1.0,-0.9091051620742366,0.0
2018-12-24,-0.0,-1.0447499610531235,-0.0,-0.9369450070104378,1.0,-0.9129926779872254,0.0
2018-12-26,-0.0,-1.0641208982336798,-0.0,-0.9050747883894407,1.0,-0.895837359409423,0.0
