Date,CKH,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.29483751542575076,-1.025435348964761,-0.0,-0.5616687234334293,-0.5460030165912519,0.0
2018-09-25,1.0,-0.29870441458733205,-1.0241979709350149,-0.0,-0.5608719495475734,-0.543700301617768,0.0
2018-09-26,1.0,-0.30312188755709724,-1.029329944705842,-0.0,-0.562557955833362,-0.5394099666861284,0.0
2018-09-27,1.0,-0.3036701342397089,-1.0278435815566314,-0.0,-0.5624678133690391,-0.539293439077145,0.0
2018-09-28,1.0,-0.30345372150508104,-1.0278769568799782,-0.0,-0.5624141719307882,-0.5393435869266685,0.0
2018-10-01,1.0,-0.3046016483516483,-1.0267857142857142,-0.0,-0.5632211538461538,-0.5394574175824176,0.0
2018-10-02,1.0,-0.3081890629293762,-1.014152239626271,-0.0,-0.5681505908216543,-0.544517724649629,0.0
2018-10-03,1.0,-0.3080938154596339,-1.011778441674393,-0.0,-0.5685587720201916,-0.5455169808729096,0.0
2018-10-04,1.0,-0.31303451828954143,-1.0050489438433796,-0.0,-0.5748926670101322,-0.5416795466254507,0.0
2018-10-05,1.0,-0.29592395021200935,-0.9987689782519492,-0.0,-0.5779305156613322,-0.5468472165230476,0.0
2018-10-08,1.0,-0.2941437596038928,-0.9969950486597234,-0.0,-0.5779409253884241,-0.5456718456547721,0.0
2018-10-09,1.0,-0.29478860733556445,-0.9975411515606858,-0.0,-0.577726931220545,-0.5450105867085582,0.0
2018-10-10,1.0,-0.30856570955273327,-1.0054182771949198,-0.0,-0.5929734953064605,-0.544209000552181,0.0
2018-10-11,1.0,-0.24348583294259493,-0.9965168464063233,-0.0,-0.5657445240806483,-0.5434724361980039,0.0
2018-10-12,1.0,-0.24724003437561978,-0.9924638064388182,-0.0,-0.5455146426918754,-0.520162623124215,0.0
2018-10-15,1.0,-0.2214158474632183,-1.0170878142112554,-0.0,-0.5401134789206307,-0.5201886916936068,0.0
2018-10-16,1.0,-0.21996108051057092,-1.0191629011510932,-0.0,-0.5395296678650351,-0.5196081664962565,0.0
2018-10-17,1.0,-0.20159667683520477,-0.9860777568637632,-0.0,-0.5333614590770428,-0.524274680340105,0.0
2018-10-18,1.0,-0.2028212962361048,-0.9899239420139115,-0.0,-0.532405902619775,-0.5252226483780797,0.0
2018-10-19,1.0,-0.1887218530227757,-0.9835795857797278,-0.0,-0.5314213820246467,-0.5222917607587586,0.0
2018-10-22,1.0,-0.18889571146947615,-0.9714313414988852,-0.0,-0.5406392398927059,-0.5307824063600814,0.0
2018-10-23,1.0,-0.19407618185345665,-0.9724180301364548,-0.0,-0.5375735626980535,-0.5294574144732588,0.0
2018-10-24,1.0,-0.19588504245591115,-0.991051600261267,-0.0,-0.5451012410189419,-0.533801436969301,0.0
2018-10-25,1.0,-0.15406269993602048,-0.9538067818298144,-0.0,-0.5799744081893794,-0.5111324376199616,0.0
2018-10-26,1.0,-0.15243591378650684,-0.9486034944522383,-0.0,-0.5788802448667262,-0.5084810610891468,0.0
2018-10-29,1.0,-0.13049825452237385,-0.9600444303395748,-0.0,-0.5691843859092353,-0.5138686131386861,0.0
2018-10-30,1.0,-0.12998222899213,-0.959983498349835,-0.0,-0.5691482609799442,-0.5142802741812643,0.0
2018-10-31,1.0,-0.13015590766202012,-0.9608484425110342,-0.0,-0.569523386149303,-0.514781062458324,0.0
2018-11-01,1.0,-0.09362696456579495,-1.002304663743158,-0.0,-0.5793028392176947,-0.5257194071892705,0.0
2018-11-02,1.0,-0.10088850673545428,-0.9703831088181905,-0.0,-0.5916372090060826,-0.5216712843540015,0.0
2018-11-05,1.0,-0.09577383987761347,-0.986805201427843,-0.0,-0.5941483936766956,-0.5104219785823559,0.0
2018-11-06,1.0,-0.09097017790861385,-0.9850569563547933,-0.0,-0.602649430436452,-0.521150646358633,0.0
2018-11-07,1.0,-0.09056314156886573,-0.9848421860509738,-0.0,-0.6017396309679895,-0.520706085510537,0.0
2018-11-08,1.0,-0.06811626358997115,-0.9853561127135566,-0.0,-0.5927604678436718,-0.5234397286760278,0.0
2018-11-09,1.0,-0.06817317444219066,-0.9850088742393509,-0.0,-0.5928625760649087,-0.5233265720081135,0.0
2018-11-12,1.0,-0.06758856925370293,-0.9871863998223858,-0.0,-0.5930096102001332,-0.5238986330045354,0.0
2018-11-13,1.0,-0.04730452286594955,-0.98697867522174,-0.0,-0.592501729886142,-0.5184940554821664,0.0
2018-11-14,1.0,-0.04512926310360389,-1.0163110050931596,-0.0,-0.6180774933917864,-0.5439687963380827,0.0
2018-11-15,1.0,-0.043900869005471514,-1.0169938847763116,-0.0,-0.6193756034760219,-0.538268426134535,0.0
2018-11-16,1.0,-0.04095650778366233,-1.0082811747713047,-0.0,-0.617878350184561,-0.542641630556893,0.0
2018-11-19,1.0,-0.041658643045124844,-1.0079915270556519,-0.0,-0.61736953591373,-0.5424289107131394,0.0
2018-11-20,1.0,-0.01963538839756074,-1.0050126113470197,-0.0,-0.6181156412630504,-0.5500143673573641,0.0
2018-11-21,1.0,-0.01573019367601544,-1.0074343511693946,-0.0,-0.6186465013879583,-0.5488976101592162,0.0
