Date,IWF,IWM,MTUM,SPY,VLUE,VXX,VZ
2018-09-24,-0.19463505926388022,-0.4492663212997369,-0.0,-0.5387181643114811,-0.5297133092842224,0.0,1.0
2018-09-25,-0.1923830250272035,-0.4529651795429815,-0.0,-0.5414309031556039,-0.5335690968443961,0.0,1.0
2018-09-26,-0.19117246637259708,-0.45254043456951476,-0.0,-0.5422316614932201,-0.5369220715569352,0.0,1.0
2018-09-27,-0.1940408163265306,-0.44715646258503405,-0.0,-0.5427755102040817,-0.5371156462585034,0.0,1.0
2018-09-28,-0.19597483591601075,-0.4466624908085732,-0.0,-0.5432609820528881,-0.5374874043410768,0.0,1.0
2018-10-01,-0.19689457913375102,-0.4459275401797876,-0.0,-0.5437755380005448,-0.537455734132389,0.0,1.0
2018-10-02,-0.20038703698656274,-0.4346261822344572,-0.0,-0.5484205075090627,-0.5421788546975933,0.0,1.0
2018-10-03,-0.20000545717482063,-0.42470463041283535,-0.0,-0.5534939561788862,-0.5503833665311468,0.0,1.0
2018-10-04,-0.20289143480632843,-0.4204037097654119,-0.0,-0.556873977086743,-0.5475995635570104,0.0,1.0
2018-10-05,-0.18339920948616603,-0.4109854163827177,-0.0,-0.568815592203898,-0.5627095543137522,0.0,1.0
2018-10-08,-0.18094253373966043,-0.4078961689159773,-0.0,-0.5703090988245537,-0.5617925555071832,0.0,1.0
2018-10-09,-0.17962182016052236,-0.4076452183376411,-0.0,-0.5707794857842471,-0.5626445381580738,0.0,1.0
2018-10-10,-0.18378525684698188,-0.40746695735113775,-0.0,-0.5743834309851479,-0.5595312712903665,0.0,1.0
2018-10-11,-0.1316591975816075,-0.391981119567235,-0.0,-0.5603404842088515,-0.5677388560367002,0.0,1.0
2018-10-12,-0.12981185546721247,-0.38355768978456534,-0.0,-0.5522317562780445,-0.5584245191424598,0.0,1.0
2018-10-15,-0.11779487984922254,-0.3913931207790167,-0.0,-0.5499973823360033,-0.5584786136851474,0.0,1.0
2018-10-16,-0.1165493234224095,-0.3933310649880912,-0.0,-0.5494804616955008,-0.5579605831392154,0.0,1.0
2018-10-17,-0.10007741935483871,-0.3641806451612903,-0.0,-0.548541935483871,-0.5678709677419355,0.0,1.0
2018-10-18,-0.0993444146190378,-0.3627658476151146,-0.0,-0.5506142886640512,-0.5683460664877142,0.0,1.0
2018-10-19,-0.08226188027154906,-0.35201090310635674,-0.0,-0.5612785435095659,-0.5759617362682576,0.0,1.0
2018-10-22,-0.08237774463927598,-0.34627448963850466,-0.0,-0.5640201573507482,-0.5784182650280248,0.0,1.0
2018-10-23,-0.08476014190960975,-0.3463931307522238,-0.0,-0.5621882873155433,-0.5774847035837318,0.0,1.0
2018-10-24,-0.08888655130700046,-0.3534423815284279,-0.0,-0.583916267816757,-0.6035344238152843,0.0,1.0
2018-10-25,-0.05804337250684897,-0.3165373684614794,-0.0,-0.6015310955782575,-0.5842486622116394,0.0,1.0
2018-10-26,-0.037630288166768854,-0.31307480073574495,-0.0,-0.6211935417944001,-0.5827713059472716,0.0,1.0
2018-10-29,-0.030207325148999032,-0.31231215933981965,-0.0,-0.6201925525953847,-0.5842544954408843,0.0,1.0
2018-10-30,-0.011373801916932907,-0.3165495207667732,-0.0,-0.6245367412140576,-0.6034504792332269,0.0,1.0
2018-10-31,-0.011117942412132391,-0.3200379137206681,-0.0,-0.6257300952966492,-0.6048775489291935,0.0,1.0
2018-11-01,-0.0,-0.3456227134539084,-0.0,-0.6242592878858144,-0.6065079610449838,0.0,1.0
2018-11-02,-0.0,-0.317167448332732,-0.0,-0.64964180796784,-0.6101118383755089,0.0,1.0
2018-11-05,-0.0,-0.33409085039898767,-0.0,-0.6509051468119722,-0.5974485447925005,0.0,1.0
2018-11-06,-0.0,-0.333720840114702,-0.0,-0.6513213981244672,-0.5983104704332326,0.0,1.0
2018-11-07,-0.0,-0.3338238711176516,-0.0,-0.650014199777967,-0.5979139235277412,0.0,1.0
2018-11-08,-0.0,-0.32812620041486334,-0.0,-0.636456759456068,-0.5963276908499577,0.0,1.0
2018-11-09,-0.0,-0.3292898725412253,-0.0,-0.6387043828379453,-0.5965942605082963,0.0,1.0
2018-11-12,-0.0,-0.3150915919368437,-0.0,-0.6450780511484122,-0.5946960987200123,0.0,1.0
2018-11-13,-0.0,-0.3038077371596613,-0.0,-0.6423464990113066,-0.588957055214724,0.0,1.0
2018-11-14,-0.0,-0.3035994930291508,-0.0,-0.642382762991128,-0.5888466413181243,0.0,1.0
2018-11-15,-0.0,-0.3046241896272285,-0.0,-0.6462216369529984,-0.5815437601296597,0.0,1.0
2018-11-16,-0.0,-0.2980523909364185,-0.0,-0.6439740318791523,-0.5840553717129361,0.0,1.0
2018-11-19,-0.0,-0.30162312959675375,-0.0,-0.6479837687040325,-0.5865330966269339,0.0,1.0
2018-11-20,-0.0,-0.2844814534443604,-0.0,-0.640247287408529,-0.5986121625031542,0.0,1.0
2018-11-21,-0.0,-0.2790009529063644,-0.0,-0.6391243292040724,-0.5894979688048548,0.0,1.0
2018-11-23,-0.0,-0.2688366032724448,-0.0,-0.6452178706557419,-0.591645994637801,0.0,1.0
2018-11-26,-0.0,-0.26851457356958475,-0.0,-0.6456479787473999,-0.5920152377133406,0.0,1.0
2018-11-27,-0.0,-0.26716395569304463,-0.0,-0.6402554635265941,-0.5873415826763796,0.0,1.0
2018-11-28,-0.0,-0.25632466619817285,-0.0,-0.6556319646621825,-0.5978315430177693,0.0,1.0
2018-11-29,-0.0,-0.24309172003089724,-0.0,-0.6470485635262752,-0.6015747639099992,0.0,1.0
2018-11-30,-0.0,-0.2432661612130886,-0.0,-0.6470969672785316,-0.6036512370311253,0.0,1.0
2018-12-03,-0.0,-0.24400778987316488,-0.0,-0.6481573953859983,-0.604614001797663,0.0,1.0
2018-12-04,-0.0,-0.26948859885226756,-0.0,-0.6546137829465237,-0.6151541313290336,0.0,1.0
2018-12-06,-0.0,-0.21505216832319637,-0.0,-0.6600158235672255,-0.5973643870840133,0.0,1.0
2018-12-07,-0.0,-0.2147924752181544,-0.0,-0.6605937754925469,-0.596618297777668,0.0,1.0
2018-12-10,-0.0,-0.20955036939184893,-0.0,-0.6546553158177993,-0.5820979499975537,0.0,1.0
2018-12-11,-0.0,-0.2100029391594004,-0.0,-0.6623640638777311,-0.5769080043107672,0.0,1.0
2018-12-12,-0.0,-0.21106833729740332,-0.0,-0.6649339185444915,-0.5759998038398352,0.0,1.0
2018-12-13,-0.0,-0.21034533940233524,-0.0,-0.6847912131407086,-0.5786166633682961,0.0,1.0
2018-12-14,-0.0,-0.20883931442138845,-0.0,-0.6857764697153316,-0.5786115301857393,0.0,1.0
2018-12-17,-0.0,-0.20405398748830106,-0.0,-0.6717649376877987,-0.5870893059455199,0.0,1.0
2018-12-18,-0.0,-0.19781675456887035,-0.0,-0.6691279283699252,-0.5861400711394579,0.0,1.0
2018-12-19,-0.0,-0.19823312883435584,-0.0,-0.6695214723926382,-0.5862331288343559,0.0,1.0
2018-12-20,-0.0,-0.1875702350124591,-0.0,-0.6738163873552548,-0.5815703327307373,0.0,1.0
2018-12-21,-0.0,-0.18433471174896618,-0.0,-0.6737046947214789,-0.5744587691559231,0.0,1.0
2018-12-24,-0.0,-0.16549925124390125,-0.0,-0.665764938891841,-0.5840780638616492,0.0,1.0
2018-12-26,-0.0,-0.16375356090966153,-0.0,-0.6662884457534645,-0.5841581768142533,0.0,1.0
2018-12-27,-0.0,-0.1403266566828903,-0.0,-0.6193139273680269,-0.5802836016473231,0.0,1.0
2018-12-28,-0.0,-0.14002808988764043,-0.0,-0.6198735955056179,-0.5809222846441947,0.0,1.0
2018-12-31,-0.0,-0.14098092005150417,-0.0,-0.6195247571110851,-0.5805922977876624,0.0,1.0
2019-01-02,-0.0,-0.14195620574858162,-0.0,-0.6214657476438318,-0.5810474984761101,0.0,1.0
2019-01-03,-0.0,-0.14190281977357427,-0.0,-0.6292572017907788,-0.5727914117619483,0.0,1.0
2019-01-04,-0.0,-0.14431955974256133,-0.0,-0.6108805148773435,-0.5766719522432608,0.0,1.0
2019-01-07,-0.0,-0.12173434778623154,-0.0,-0.6069071408928408,-0.5630442753689614,0.0,1.0
2019-01-08,-0.0,-0.1166430238411202,-0.0,-0.6096874570997116,-0.5616848945224913,0.0,1.0
2019-01-09,-0.0,-0.12966845609750477,-0.0,-0.6143354146026772,-0.5599843328802155,0.0,1.0
2019-01-10,-0.0,-0.12703575547866205,-0.0,-0.6202537485582469,-0.5595386389850058,0.0,1.0
2019-01-11,-0.0,-0.12341113935752254,-0.0,-0.6227409290501502,-0.5649179570140975,0.0,1.0
2019-01-14,-0.0,-0.1252137739773515,-0.0,-0.6200600878206609,-0.5657961636237578,0.0,1.0
2019-01-15,-0.0,-0.12280174009626064,-0.0,-0.6189142910033321,-0.5722649018881896,0.0,1.0
2019-01-16,-0.0,-0.12229517292398744,-0.0,-0.6115452191603477,-0.5779776216016276,0.0,1.0
2019-01-17,-0.0,-0.1152598155101284,-0.0,-0.6184350808881472,-0.5839938812404395,0.0,1.0
2019-01-18,-0.0,-0.12013115364044367,-0.0,-0.6182591912192172,-0.5870520661349208,0.0,1.0
2019-01-22,-0.0,-0.0,-0.0,-0.6737283309414793,-0.6042278867400168,0.0,1.0
2019-01-23,-0.0,-0.0,-0.0,-0.6711915535444947,-0.614104849398967,0.0,1.0
2019-01-24,-0.0,-0.0,-0.0,-0.6814497664621303,-0.6081371920505542,0.0,1.0
2019-01-25,-0.0,-0.0,-0.0,-0.7252135079763357,-0.5767592827052784,0.0,1.0
2019-01-28,-0.0,-0.0,-0.0,-0.7351747671308678,-0.5704832610901043,0.0,1.0
2019-01-29,-0.0,-0.0,-0.0,-0.754305128921158,-0.5727915852182817,0.0,1.0
2019-01-30,-0.0,-0.0,-0.0,-0.7787863070539419,-0.5788145982648057,0.0,1.0
2019-01-31,-0.0,-0.0,-0.0,-0.7638214639204413,-0.5927793750294574,0.0,1.0
2019-02-01,-0.0,-0.0,-0.0,-0.7776883375159809,-0.589848004166864,0.0,1.0
2019-02-04,-0.0,-0.0,-0.0,-0.7844521294234686,-0.5842294755791368,0.0,1.0
2019-02-05,-0.0,-0.0,-0.0,-0.7699306963368064,-0.5873367592287021,0.0,1.0
2019-02-06,-0.0,-0.0,-0.0,-0.7654364464478565,-0.5823120627318402,0.0,1.0
2019-02-07,-0.0,-0.0,-0.0,-0.7723151367095744,-0.5766231325754017,0.0,1.0
2019-02-08,-0.0,-0.0,-0.0,-0.7810330627132603,-0.5721849629368161,0.0,1.0
2019-02-11,-0.0,-0.0,-0.0,-0.7879194630872483,-0.5669374779229953,0.0,1.0
2019-02-12,-0.0,-0.0,-0.0,-0.7822808006766281,-0.5670989568649563,0.0,1.0
2019-02-13,-0.0,-0.0,-0.0,-0.7815557902147132,-0.5650123196057726,0.0,1.0
2019-02-14,-0.0,-0.0,-0.0,-0.7910352941176471,-0.5619058823529411,0.0,1.0
2019-02-15,-0.0,-0.0,-0.0,-0.7923408464636472,-0.5628959702301043,0.0,1.0
2019-02-19,-0.0,-0.0,-0.0,-0.7961435761714596,-0.566861220728278,0.0,1.0
2019-02-20,-0.0,-0.0,-0.0,-0.795783801668518,-0.5675797036371801,0.0,1.0
2019-02-21,-0.0,-0.0,-0.0,-0.7958870109916086,-0.5678997754402553,0.0,1.0
2019-02-22,-0.0,-0.0,-0.0,-0.8021991014424213,-0.5624261054622842,0.0,1.0
2019-02-25,-0.0,-0.0,-0.0,-0.8130336544178856,-0.5653704364371507,0.0,1.0
2019-02-26,-0.0,-0.0,-0.0,-0.8130409968610292,-0.5649909635689147,0.0,1.0
2019-02-27,-0.0,-0.0,-0.0,-0.8150068991768569,-0.5640433934434029,0.0,1.0
2019-02-28,-0.0,-0.0,-0.0,-0.8166738064638964,-0.5632586034556618,0.0,1.0
2019-03-01,-0.0,-0.0,-0.0,-0.8220038544814295,-0.5573056698945966,0.0,1.0
2019-03-04,-0.0,-0.0,-0.0,-0.8192475982117378,-0.5587605821364026,0.0,1.0
2019-03-05,-0.0,-0.0,-0.0,-0.823069940760558,-0.565617236766673,0.0,1.0
2019-03-06,-0.0,-0.0,-0.0,-0.8197502621294442,-0.5632446859212658,0.0,1.0
2019-03-07,-0.0,-0.0,-0.0,-0.8212416745956232,-0.5574690770694577,0.0,1.0
2019-03-08,-0.0,-0.0,-0.0,-0.8491205305651673,-0.5538014225297963,0.0,1.0
2019-03-11,-0.0,-0.0,-0.0,-0.8486038394415358,-0.575310257901881,0.0,1.0
2019-03-12,-0.0,-0.0,-0.0,-0.8554775694512614,-0.5986306076371847,0.0,1.0
2019-03-13,-0.0,-0.0,-0.0,-0.8638157245733452,-0.6023971589227582,0.0,1.0
2019-03-14,-0.0,-0.0,-0.0,-0.8643326039387308,-0.5943008875666904,0.0,1.0
2019-03-15,-0.0,-0.0,-0.0,-0.8627779695281298,-0.6025836990286475,0.0,1.0
2019-03-18,-0.0,-0.0,-0.0,-0.8713230723325956,-0.615187607230773,0.0,1.0
2019-03-19,-0.0,-0.0,-0.0,-0.8740357971991313,-0.622307097031878,0.0,1.0
2019-03-20,-0.0,-0.0,-0.0,-0.8783133737535702,-0.6270481535300897,0.0,1.0
2019-03-21,-0.0,-0.0,-0.0,-0.89808135457369,-0.6066776876064524,0.0,1.0
2019-03-22,-0.0,-0.0,-0.0,-0.9145333602096352,-0.6051199354968756,0.0,1.0
2019-03-25,-0.0,-0.0,-0.0,-0.9454141301876784,-0.5805147894617191,0.0,1.0
2019-03-26,-0.0,-0.0,-0.0,-0.9496506318896148,-0.5728880256287365,0.0,1.0
2019-03-27,-0.0,-0.0,-0.0,-0.9464007243825142,-0.568841491020675,0.0,1.0
2019-03-28,-0.0,-0.0,-0.0,-0.9420684096519067,-0.5766963880912801,0.0,1.0
2019-03-29,-0.0,-0.0,-0.0,-0.954196134500983,-0.5989480940587739,0.0,1.0
2019-04-01,-0.0,-0.0,-0.0,-0.957600326347458,-0.5919891897404518,0.0,1.0
2019-04-02,-0.0,-0.0,-0.0,-0.9771363173957274,-0.5661241098677517,0.0,1.0
2019-04-03,-0.0,-0.0,-0.0,-0.970445230761398,-0.5752106509176997,0.0,1.0
2019-04-04,-0.0,-0.0,-0.0,-0.9677616656897474,-0.580748744871174,0.0,1.0
2019-04-05,-0.0,-0.0,-0.0,-0.9696073431922488,-0.5801121876593575,0.0,1.0
2019-04-08,-0.0,-0.0,-0.0,-0.9693081633171575,-0.5714067938717955,0.0,1.0
2019-04-09,-0.0,-0.0,-0.0,-0.9995194374889343,-0.5297569365404557,0.0,1.0
2019-04-10,-0.0,-0.0,-0.0,-1.004545224988637,-0.5205797686985506,0.0,1.0
2019-04-11,-0.0,-0.0,-0.0,-1.022765130483065,-0.5010852556660441,0.0,1.0
2019-04-12,-0.0,-0.0,-0.0,-0.9923347886485414,-0.4882913276443739,0.0,1.0
2019-04-15,-0.0,-0.0,-0.0,-0.9594925062347159,-0.46175637393767704,0.0,1.0
2019-04-16,-0.0,-0.0,-0.0,-0.9580302993693672,-0.4581873535168048,0.0,1.0
2019-04-17,-0.0,-0.0,-0.0,-0.9499471611105773,-0.4518205399173792,0.0,1.0
2019-04-18,-0.0,-0.0,-0.0,-0.9599594526102382,-0.45357565225786217,0.0,1.0
2019-04-22,-0.0,-0.0,-0.0,-0.9631683456024797,-0.4583736923672995,0.0,1.0
2019-04-23,-0.0,-0.0,-0.0,-0.9702838628560375,-0.44762802843464383,0.0,1.0
2019-04-24,-0.0,-0.0,-0.0,-0.9618389131489568,-0.46414361960213485,0.0,1.0
2019-04-25,-0.0,-0.0,-0.0,-0.9650158469019912,-0.45435850289115237,0.0,1.0
2019-04-26,-0.0,-0.0,-0.0,-0.9514853653195786,-0.48154546118099323,0.0,1.0
2019-04-29,-0.0,-0.0,-0.0,-0.9423706771987285,-0.46585107407764187,0.0,1.0
2019-04-30,-0.0,-0.0,-0.0,-0.9401367751878251,-0.4678770949720671,0.0,1.0
2019-05-01,-0.0,-0.0,-0.0,-0.929059089379297,-0.47487859993268905,0.0,1.0
2019-05-02,-0.0,-0.0,-0.0,-0.9279988445150574,-0.4792855251438338,0.0,1.0
2019-05-03,-0.0,-0.0,-0.0,-0.9280362348519526,-0.4811959428530127,0.0,1.0
2019-05-06,-0.0,-0.0,-0.0,-0.925874260426187,-0.4792438308720958,0.0,1.0
