Date,IWF,IWM,MTUM,RMBS,SPY,VLUE,VXX
2018-09-24,-0.3613112855488354,-0.7047677261613692,-0.09648050443958306,1.0,-0.5218440355166645,-0.532685626045554,0.0
2018-09-25,-0.3631247185952274,-0.7030616839261594,-0.0994404065092944,1.0,-0.5202933041744389,-0.5301344310799511,0.0
2018-09-26,-0.3626554145461573,-0.7034400566900728,-0.09621207240868389,1.0,-0.5226116085808156,-0.5361399214069444,0.0
2018-09-27,-0.362309031135177,-0.7054405982079547,-0.09585508927995874,1.0,-0.5229807258428415,-0.5365177592986528,0.0
2018-09-28,-0.360870265914585,-0.7066236905721193,-0.09637389202256244,1.0,-0.5228364222401288,-0.5365028203062046,0.0
2018-10-01,-0.36099919419822724,-0.7063658340048348,-0.09653505237711522,1.0,-0.5228364222401288,-0.536470588235294,0.0
2018-10-02,-0.36095669036845507,-0.7230122818358112,-0.09221073044602456,1.0,-0.5214285714285715,-0.534453781512605,0.0
2018-10-03,-0.3621878946857087,-0.7303021470902554,-0.09326726901777907,1.0,-0.5207098675475241,-0.5319796625538392,0.0
2018-10-04,-0.36607403089478285,-0.7242462514977817,-0.09391495838595809,1.0,-0.5258913824929564,-0.5282878331552188,0.0
2018-10-05,-0.3633512255060467,-0.7248916769061631,-0.08859859018301754,1.0,-0.527096941085171,-0.5295867554808252,0.0
2018-10-08,-0.3663482160265159,-0.7316240982647689,-0.09030350295704165,1.0,-0.5282056281276402,-0.5330148826931825,0.0
2018-10-09,-0.369131665419527,-0.7327325373328563,-0.09535738686273873,1.0,-0.5264339395516805,-0.5297198815759508,0.0
2018-10-10,-0.3698451931832965,-0.731787433328997,-0.09616885651099259,1.0,-0.5267009236373098,-0.5277416417327957,0.0
2018-10-11,-0.33642426167037154,-0.7305811368688472,-0.05077802476976818,1.0,-0.517783423308987,-0.5400762146713242,0.0
2018-10-12,-0.3420961713621659,-0.7255252991614058,-0.04742611262916549,1.0,-0.5024969377178932,-0.5232576400012563,0.0
2018-10-15,-0.32706790510857287,-0.7532007028994602,-0.024821137190912515,1.0,-0.504110706664993,-0.5287749466549516,0.0
2018-10-16,-0.32470307295921574,-0.7662602903286622,-0.015773267140074154,1.0,-0.5057185948595488,-0.5296298623766731,0.0
2018-10-17,-0.3158859343936382,-0.7454647117296223,-0.008853131212723658,1.0,-0.5028889165009941,-0.5332691351888668,0.0
2018-10-18,-0.3169920417806516,-0.7477617508082566,-0.007709524993782641,1.0,-0.5023625963690623,-0.5338535190251181,0.0
2018-10-19,-0.3119584055459272,-0.7450482792770488,-0.0008356028719980193,1.0,-0.5031876702153999,-0.533795493934142,0.0
2018-10-22,-0.31046583850931675,-0.7558074534161491,-0.009751552795031055,1.0,-0.4989751552795031,-0.5305590062111801,0.0
2018-10-23,-0.31517546042807365,-0.756937531110005,-0.01791936286709806,1.0,-0.49312468889995026,-0.5278434544549526,0.0
2018-10-24,-0.31857966048902037,-0.7544619218190313,-0.007475471110418937,1.0,-0.4988942532315839,-0.5353683226911696,0.0
2018-10-25,-0.31228373702422146,-0.7461999505684626,-0.005221206129510628,1.0,-0.4972503707365299,-0.5285158180919426,0.0
2018-10-26,-0.30523344990490214,-0.7385115651266949,-0.0,1.0,-0.5002454138290693,-0.5236824345051844,0.0
2018-10-29,-0.28895677409500536,-0.746234916755766,-0.0,1.0,-0.4916755765999695,-0.527936459447075,0.0
2018-10-30,-0.2820669435621793,-0.7463352064500366,-0.0,1.0,-0.49196799413633036,-0.5336244808209137,0.0
2018-10-31,-0.302675429034167,-0.7319899087426418,-0.0,1.0,-0.5253682997477185,-0.5545519668608092,0.0
2018-11-01,-0.35895363124878743,-0.7289012481407231,-0.0,1.0,-0.561792666364871,-0.5838453081549506,0.0
2018-11-02,-0.35640931902024,-0.7861012330087407,-0.0,1.0,-0.5723021702283226,-0.6086609724484031,0.0
2018-11-05,-0.35556220095693775,-0.7882110579479,-0.0,1.0,-0.5723019670388092,-0.6066254651780968,0.0
2018-11-06,-0.3628957169459963,-0.7950917797286513,-0.0,1.0,-0.5681032189412077,-0.5992617717478054,0.0
2018-11-07,-0.3621892861890203,-0.7952944304133989,-0.0,1.0,-0.5667951615047188,-0.5988967167353448,0.0
2018-11-08,-0.33237623762376234,-0.8003960396039604,-0.0,1.0,-0.558910891089109,-0.6086468646864687,0.0
2018-11-09,-0.3316831683168317,-0.8003300330033003,-0.0,1.0,-0.55990099009901,-0.6084488448844885,0.0
2018-11-12,-0.3313402266195369,-0.8030127845132305,-0.0,1.0,-0.5598427537907569,-0.6093290608172839,0.0
2018-11-13,-0.32680817350543034,-0.8055656422275774,-0.0,1.0,-0.5593701515201531,-0.6093486944178523,0.0
2018-11-14,-0.3285332100274136,-0.8049344386828287,-0.0,1.0,-0.5602602635664036,-0.609142253195495,0.0
2018-11-15,-0.3281636693614915,-0.8069955452895562,-0.0,1.0,-0.5643953143045702,-0.6002309849859759,0.0
2018-11-16,-0.33015810015214664,-0.8111728517563008,-0.0,1.0,-0.5663822186941854,-0.5998213931335583,0.0
2018-11-19,-0.33733421750663134,-0.811737400530504,-0.0,1.0,-0.5656167108753316,-0.6009615384615384,0.0
2018-11-20,-0.2978295289616044,-0.8054162818313763,-0.0,1.0,-0.5712495052117694,-0.6240928882438317,0.0
2018-11-21,-0.3030670027167687,-0.8004647965696703,-0.0,1.0,-0.5677391902065398,-0.6019442898759452,0.0
2018-11-23,-0.30291313038634204,-0.8049284005636202,-0.0,1.0,-0.5668971392994069,-0.6021561752465839,0.0
2018-11-26,-0.30319026853339454,-0.803895209679006,-0.0,1.0,-0.5682481392832552,-0.6034951965638218,0.0
2018-11-27,-0.2954100287281275,-0.8067380517106295,-0.0,1.0,-0.563528336380256,-0.5988835205014365,0.0
2018-11-28,-0.3008428716670493,-0.7912498770128891,-0.0,1.0,-0.5785313699124331,-0.6090321734282247,0.0
2018-11-29,-0.27119139673153775,-0.7814743818837518,-0.0,1.0,-0.5790636472919848,-0.6172715162935768,0.0
2018-11-30,-0.2712684749066104,-0.781744356017541,-0.0,1.0,-0.5797953548806237,-0.6155270423907747,0.0
2018-12-03,-0.27090572532718477,-0.7816711590296497,-0.0,1.0,-0.5795797746241029,-0.6153021790666711,0.0
2018-12-04,-0.26952288218111004,-0.7821811100292113,-0.0,1.0,-0.5790003245699449,-0.6149951314508277,0.0
2018-12-06,-0.26539406901394963,-0.7535352890477862,-0.0,1.0,-0.5735308200593737,-0.5996744022727998,0.0
2018-12-07,-0.2636015325670498,-0.7541826309067688,-0.0,1.0,-0.5739782886334611,-0.6010855683269477,0.0
2018-12-10,-0.24140659618914986,-0.7597961638285751,-0.0,1.0,-0.5754890169019434,-0.5884345128821928,0.0
2018-12-11,-0.24225352112676055,-0.7594239594872606,-0.0,1.0,-0.5755657540750119,-0.587846178192752,0.0
2018-12-12,-0.24207894153768242,-0.7594720349444497,-0.0,1.0,-0.5754755800335517,-0.5882315702845567,0.0
2018-12-13,-0.24206863830460226,-0.7573303811481892,-0.0,1.0,-0.5765933892139807,-0.5870314724023407,0.0
2018-12-14,-0.24277310392814216,-0.7561831867923334,-0.0,1.0,-0.576886583591625,-0.5869125181858436,0.0
2018-12-17,-0.23022126962113093,-0.7562251780873731,-0.0,1.0,-0.56663304545168,-0.5989094118388704,0.0
2018-12-18,-0.21900166076520536,-0.7470623256979914,-0.0,1.0,-0.5644094882963056,-0.6030771159088771,0.0
