Date,IWF,IWM,MTUM,SNPS,SPY,VLUE,VXX
2018-09-24,-0.37585204755614265,-0.4514134742404228,-0.23262879788639368,1.0,-0.3642007926023778,-0.2179128137384412,0.0
2018-09-25,-0.376990729736154,-0.45022845522013577,-0.23455616300874202,1.0,-0.3630985394712516,-0.21622692338166546,0.0
2018-09-26,-0.3765330936773102,-0.45009515753859164,-0.23250158595897652,1.0,-0.36432120955804614,-0.21984034679636286,0.0
2018-09-27,-0.37624940504521653,-0.45124015019302977,-0.2322174625839547,1.0,-0.364456079115765,-0.22005394256703156,0.0
2018-09-28,-0.37706652559185294,-0.4508133844729533,-0.2321915090596482,1.0,-0.36468721068641713,-0.22036767623330247,0.0
2018-10-01,-0.377341022114062,-0.4504020738546186,-0.2321447465876627,1.0,-0.3648820230663422,-0.2204264099037139,0.0
2018-10-02,-0.3769762453324859,-0.45806519954450364,-0.2299197584809724,1.0,-0.3638674823230317,-0.21940626572389502,0.0
2018-10-03,-0.37714255437518207,-0.4595332079370546,-0.23016398654197684,1.0,-0.36355207036320764,-0.21882533711288316,0.0
2018-10-04,-0.3777742465172943,-0.45791620318872817,-0.23036177763652735,1.0,-0.3644260818899306,-0.2179935377933153,0.0
2018-10-05,-0.38257314288748473,-0.46322943768916264,-0.2315350714171932,1.0,-0.3635905060266553,-0.21401263739181225,0.0
2018-10-08,-0.38285441121793173,-0.46380198650873744,-0.23166197482339196,1.0,-0.36346736070537,-0.2139746109311096,0.0
2018-10-09,-0.38809828376505706,-0.4663415414134954,-0.24045943929218633,1.0,-0.3611288775183882,-0.20893294957893613,0.0
2018-10-10,-0.38801236607856726,-0.46665955972496137,-0.2401524438995789,1.0,-0.36112147540109807,-0.20913064335589787,0.0
2018-10-11,-0.3793439342881213,-0.4640111625947767,-0.22785909856781802,1.0,-0.3559130160067397,-0.20556023588879527,0.0
2018-10-12,-0.38587480772740307,-0.4589253591261047,-0.22890215606017153,1.0,-0.3439789347446359,-0.18937873139192324,0.0
2018-10-15,-0.39141222869381254,-0.4529997126962155,-0.23430929558335728,1.0,-0.34505184527385274,-0.1880795047927495,0.0
2018-10-16,-0.3930569352224604,-0.44842369425419565,-0.2381973126993256,1.0,-0.3455324933340304,-0.18889527892507973,0.0
2018-10-17,-0.38789371354504215,-0.43489306545690215,-0.23416720674011665,1.0,-0.34413480233311733,-0.19126377187297472,0.0
2018-10-18,-0.38691278647723737,-0.4333195063776833,-0.23506688789795707,1.0,-0.34584672819661927,-0.19143420097480038,0.0
2018-10-19,-0.3823832594577879,-0.4264766518915576,-0.23123904752087415,1.0,-0.34769611380270077,-0.18923306875579837,0.0
2018-10-22,-0.3830395794681509,-0.4242424242424243,-0.2289734075448361,1.0,-0.34951556380127813,-0.19104308390022676,0.0
2018-10-23,-0.3851764038862975,-0.42398783599206247,-0.23359018632579956,1.0,-0.34551452207303557,-0.18887714867407157,0.0
2018-10-24,-0.39996312004425594,-0.4338926793287848,-0.20679118042201206,1.0,-0.3738046942915097,-0.21985722188561946,0.0
2018-10-25,-0.3962673497660559,-0.4260658180202316,-0.2064458791855085,1.0,-0.37297749431476596,-0.2121441827639386,0.0
2018-10-26,-0.3911630929174789,-0.4212605588044185,-0.20049382716049383,1.0,-0.37647823261858354,-0.20969460688758937,0.0
2018-10-29,-0.3904648205341154,-0.422127637486699,-0.1987231060704368,1.0,-0.3755677246892113,-0.20845552931405884,0.0
2018-10-30,-0.386625493045464,-0.4226697114386548,-0.1961282956196803,1.0,-0.3765310359144696,-0.21302159020137015,0.0
2018-10-31,-0.38882433444366976,-0.41118599426756525,-0.1975366023704392,1.0,-0.37482893072016943,-0.20982776874015543,0.0
2018-11-01,-0.3896221298137769,-0.4102848877753958,-0.19836247643154167,1.0,-0.3747707725288633,-0.20980447865278817,0.0
2018-11-02,-0.39487627964401456,-0.3934873193065487,-0.19481454807346058,1.0,-0.3813467770975873,-0.20764957045115487,0.0
2018-11-05,-0.39437815039604973,-0.3946610431025615,-0.1948359222302232,1.0,-0.3813650858965127,-0.20651167575352328,0.0
2018-11-06,-0.39400720164609054,-0.39447016460905354,-0.19506172839506175,1.0,-0.38150720164609053,-0.20697016460905351,0.0
2018-11-07,-0.3927616697511824,-0.39409829323462886,-0.19710055521283157,1.0,-0.38016656384947567,-0.20632839810816367,0.0
2018-11-08,-0.3916636722960834,-0.3940249473846311,-0.19554950977875876,1.0,-0.3794979723833478,-0.20589292130794107,0.0
2018-11-09,-0.3895686597090124,-0.3953524240398951,-0.19631381419978408,1.0,-0.38265384813120146,-0.20667317875687627,0.0
2018-11-12,-0.3897249211679955,-0.38798164432025023,-0.196323736765196,1.0,-0.3849565462609275,-0.2046812110646807,0.0
2018-11-13,-0.3933542190950645,-0.3898104873915053,-0.1955985825073186,1.0,-0.38621539725745985,-0.2029428380668687,0.0
