Date,IWF,IWM,MTUM,RCUS,SPY,VLUE,VXX
2018-11-12,-0.0,-2.703807390817469,-0.0,1.0,-3.1148749533407982,-2.513251213139231,0.0
2018-11-13,-0.0,-2.646143994145092,-0.0,1.0,-3.0623913640106117,-2.4397584850425393,0.0
2018-11-14,-0.0,-2.6825853115727,-0.0,1.0,-3.1091431750741836,-2.4811758160237387,0.0
2018-11-15,-0.0,-2.7110283852954864,-0.0,1.0,-3.1649139134481152,-2.4306188925081433,0.0
2018-11-16,-0.0,-2.6556499261447564,-0.0,1.0,-3.1329394387001477,-2.4432237813884785,0.0
2018-11-19,-0.0,-2.6543323798099108,-0.0,1.0,-3.1302943619082773,-2.4430192857801973,0.0
2018-11-20,-0.0,-2.5547658100965918,-0.0,1.0,-3.0532166940040097,-2.5043739748496447,0.0
2018-11-21,-0.0,-2.523619250577162,-0.0,1.0,-3.030545196235127,-2.325253063399041,0.0
2018-11-23,-0.0,-2.5241985614066245,-0.0,1.0,-3.0307255128318973,-2.32528194654116,0.0
2018-11-26,-0.0,-2.543680709534368,-0.0,1.0,-3.014988913525499,-2.3104212860310422,0.0
2018-11-27,-0.0,-2.6066803608109317,-0.0,1.0,-3.0161650442082704,-2.308207555595249,0.0
2018-11-28,-0.0,-2.6346721531442885,-0.0,1.0,-3.006082833884963,-2.304499508006083,0.0
2018-11-29,-0.0,-2.5246369294605806,-0.0,1.0,-2.8666147994467495,-2.2532849239280774,0.0
2018-11-30,-0.0,-2.525442764578834,-0.0,1.0,-2.870583153347732,-2.2432829373650107,0.0
2018-12-03,-0.0,-2.526929052304505,-0.0,1.0,-2.86552736060763,-2.2386500949421713,0.0
2018-12-04,-0.0,-2.549364870784056,-0.0,1.0,-2.9208935611038105,-2.290232150678931,0.0
2018-12-06,-0.0,-2.2456096752816435,-0.0,1.0,-2.906560636182903,-2.131461232604374,0.0
2018-12-07,-0.0,-2.2461028192371475,-0.0,1.0,-2.9092868988391376,-2.1364842454394695,0.0
2018-12-10,-0.0,-2.3016463969554066,-0.0,1.0,-2.932241250930752,-2.039463886820551,0.0
2018-12-11,-0.0,-2.3100691263429667,-0.0,1.0,-3.0045806612809196,-2.0138252685933207,0.0
2018-12-12,-0.0,-2.3177218365810823,-0.0,1.0,-3.012043154637451,-2.033536840344568,0.0
2018-12-13,-0.0,-2.2987815055917213,-0.0,1.0,-3.026039058587882,-2.0210315473209812,0.0
2018-12-14,-0.0,-2.2329860527642413,-0.0,1.0,-3.1221643421273733,-2.0467148378423796,0.0
2018-12-17,-0.0,-2.218807416068148,-0.0,1.0,-3.0086854852179723,-2.124018707198931,0.0
2018-12-18,-0.0,-2.1540602488539617,-0.0,1.0,-2.93909626719057,-2.092829076620825,0.0
2018-12-19,-0.0,-2.180262502076757,-0.0,1.0,-2.997424821398903,-2.1293404219970093,0.0
2018-12-20,-0.0,-2.1178212934013496,-0.0,1.0,-3.0167023202237946,-2.093220338983051,0.0
2018-12-21,-0.0,-2.10434923726063,-0.0,1.0,-2.993021746186303,-2.0168776371308015,0.0
2018-12-24,-0.0,-1.9870848708487086,-0.0,1.0,-2.9280442804428044,-2.1066099791432698,0.0
2018-12-26,-0.0,-2.099034394701141,-0.0,1.0,-2.8201260873034872,-2.061048599473306,0.0
2018-12-27,-0.0,-1.9367988855487939,-0.0,1.0,-2.3362416599457436,-2.0589486032700344,0.0
2018-12-28,-0.0,-2.01516630377656,-0.0,1.0,-2.397477288084691,-2.0953525039417373,0.0
2018-12-31,-0.0,-2.1016962220508866,-0.0,1.0,-2.4600616808018505,-2.1483423284502696,0.0
2019-01-02,-0.0,-2.097183748845799,-0.0,1.0,-2.4447522314558325,-2.1526623576485076,0.0
2019-01-03,-0.0,-2.096498653328203,-0.0,1.0,-2.495806079261254,-2.102962677953059,0.0
2019-01-04,-0.0,-2.1131015636860484,-0.0,1.0,-2.3704265978442387,-2.1071808106877183,0.0
2019-01-07,-0.0,-2.198763026349233,-0.0,1.0,-2.8407184614081165,-2.4329407777683643,0.0
2019-01-08,-0.0,-2.1812040868023304,-0.0,1.0,-2.840918686143714,-2.4216836950097105,0.0
2019-01-09,-0.0,-2.1405514458641557,-0.0,1.0,-2.8294384667115,-2.4361970410221927,0.0
2019-01-10,-0.0,-2.131985232421547,-0.0,1.0,-2.830424567880517,-2.42834368182581,0.0
2019-01-11,-0.0,-2.1266801075268815,-0.0,1.0,-2.837197580645161,-2.436659946236559,0.0
2019-01-14,-0.0,-2.1306684581793753,-0.0,1.0,-2.8434665770910312,-2.423496808867988,0.0
2019-01-15,-0.0,-2.159277782487073,-0.0,1.0,-2.8723404255319145,-2.445197931677545,0.0
2019-01-16,-0.0,-2.168654173764906,-0.0,1.0,-2.9065587734241904,-2.4427597955706983,0.0
2019-01-17,-0.0,-2.187804669460361,-0.0,1.0,-2.9135380141965275,-2.4507825194560846,0.0
2019-01-18,-0.0,-2.1804247302620317,-0.0,1.0,-2.9257578352457614,-2.4569275560883717,0.0
2019-01-22,-0.0,-2.218733960650128,-0.0,1.0,-2.926689478186484,-2.4088964927288283,0.0
2019-01-23,-0.0,-2.1933542426040518,-0.0,1.0,-2.9169280325506484,-2.3664490972281085,0.0
2019-01-24,-0.0,-2.2001187648456058,-0.0,1.0,-2.9116050220563285,-2.3713946386155413,0.0
2019-01-25,-0.0,-2.19294077719328,-0.0,1.0,-2.9432377396911584,-2.3483794332258614,0.0
2019-01-28,-0.0,-2.207178787620428,-0.0,1.0,-2.9548981157813965,-2.3637138716003068,0.0
2019-01-29,-0.0,-2.212521440823328,-0.0,1.0,-2.9906518010291596,-2.373070325900515,0.0
2019-01-30,-0.0,-2.224259641873278,-0.0,1.0,-3.0083505509641872,-2.3762913223140494,0.0
2019-01-31,-0.0,-2.2171531284772743,-0.0,1.0,-2.9584866900624838,-2.383805529401695,0.0
2019-02-01,-0.0,-2.220154373927959,-0.0,1.0,-2.9686963979416814,-2.3874785591766727,0.0
2019-02-04,-0.0,-2.2204481071336595,-0.0,1.0,-2.968065928405872,-2.3958279680659285,0.0
2019-02-05,-0.0,-2.172609188388109,-0.0,1.0,-3.0134251590968524,-2.5316014296922673,0.0
2019-02-06,-0.0,-2.172732827092607,-0.0,1.0,-3.0233045299816705,-2.532251025573885,0.0
2019-02-07,-0.0,-2.1719622905027935,-0.0,1.0,-3.0209497206703912,-2.536225558659218,0.0
2019-02-08,-0.0,-2.1933658366707296,-0.0,1.0,-3.0343026292878283,-2.4786696848337106,0.0
2019-02-11,-0.0,-2.2266326350994543,-0.0,1.0,-3.1024467523323356,-2.47218799507129,0.0
2019-02-12,-0.0,-2.1966401414677277,-0.0,1.0,-3.1455349248452698,-2.499557913351017,0.0
2019-02-13,-0.0,-2.197866149369544,-0.0,1.0,-3.1395820474384974,-2.480028216206684,0.0
2019-02-14,-0.0,-2.2032332563510395,-0.0,1.0,-3.158376265766566,-2.5209628708473977,0.0
2019-02-15,-0.0,-2.195458593054319,-0.0,1.0,-3.1749777382012465,-2.5342831700801427,0.0
2019-02-19,-0.0,-2.2007491304735574,-0.0,1.0,-3.1780076696691344,-2.5394631231606173,0.0
2019-02-20,-0.0,-2.215583948173475,-0.0,1.0,-3.2317797372683104,-2.5502969228000723,0.0
2019-02-21,-0.0,-2.2201405152224827,-0.0,1.0,-3.2345523329129886,-2.5526932084309135,0.0
2019-02-22,-0.0,-2.2330167345092717,-0.0,1.0,-3.2641338760741747,-2.5486205336951606,0.0
2019-02-25,-0.0,-2.2189628553264917,-0.0,1.0,-3.2832621923531016,-2.579693034238489,0.0
2019-02-26,-0.0,-2.2191444918717647,-0.0,1.0,-3.283171374080465,-2.5794205794205793,0.0
2019-02-27,-0.0,-2.2112049396168163,-0.0,1.0,-3.2875692363570326,-2.581403795514392,0.0
2019-02-28,-0.0,-2.2117305247866352,-0.0,1.0,-3.287361539858362,-2.5802614853822408,0.0
2019-03-01,-0.0,-2.2174110797780404,-0.0,1.0,-3.314836714272719,-2.5644501046120256,0.0
2019-03-04,-0.0,-2.1985654621390958,-0.0,1.0,-3.3098783366624294,-2.570909751225713,0.0
2019-03-05,-0.0,-2.1783363802559417,-0.0,1.0,-3.3719378427787934,-2.590493601462523,0.0
2019-03-06,-0.0,-2.1751711547238703,-0.0,1.0,-3.375079872204473,-2.578000912825194,0.0
2019-03-07,-0.0,-2.1204939616816487,-0.0,1.0,-3.3957141559974575,-2.5639698538091347,0.0
2019-03-08,-0.0,-2.128313592780598,-0.0,1.0,-3.6037789058093623,-2.6681707087798454,0.0
2019-03-11,-0.0,-2.141460609545716,-0.0,1.0,-3.641939812152578,-2.800651715545332,0.0
2019-03-12,-0.0,-2.0137146192004667,-0.0,1.0,-3.732516292189476,-2.980449372629122,0.0
2019-03-13,-0.0,-2.059835745013688,-0.0,1.0,-3.7486312084473994,-2.96861556511537,0.0
2019-03-14,-0.0,-2.0749510763209393,-0.0,1.0,-3.7402152641878668,-2.969569471624266,0.0
2019-03-15,-0.0,-2.0389394384111146,-0.0,1.0,-3.7240974464338126,-3.0207416104099405,0.0
2019-03-18,-0.0,-2.082903571081055,-0.0,1.0,-3.661282475430573,-2.986280042814051,0.0
2019-03-19,-0.0,-2.081002331002331,-0.0,1.0,-3.6247086247086244,-3.0067987567987573,0.0
2019-03-20,-0.0,-2.099931820395442,-0.0,1.0,-3.615272231421058,-3.0248368559462357,0.0
2019-03-21,-0.0,-2.0979615496087334,-0.0,1.0,-3.65008211766979,-2.9128586609989373,0.0
2019-03-22,-0.0,-2.097678064073675,-0.0,1.0,-3.7718232585480553,-2.9275987067698637,0.0
2019-03-25,-0.0,-1.8354285714285714,-0.0,1.0,-3.8076190476190477,-2.880761904761905,0.0
2019-03-26,-0.0,-1.870660053414727,-0.0,1.0,-3.7637352155665775,-2.9040442579168255,0.0
2019-03-27,-0.0,-1.7481185543064202,-0.0,1.0,-3.706308650004645,-2.836662640527734,0.0
2019-03-28,-0.0,-1.7379778625244162,-0.0,1.0,-3.6959352618361083,-2.867547204911171,0.0
2019-03-29,-0.0,-1.746078886310905,-0.0,1.0,-3.679443155452436,-2.8552204176334106,0.0
2019-04-01,-0.0,-1.7407236477755215,-0.0,1.0,-3.659220971017168,-2.8302565995938713,0.0
2019-04-02,-0.0,-1.8160725979979417,-0.0,1.0,-3.797361773786135,-2.7420712882402474,0.0
2019-04-03,-0.0,-1.818444610220067,-0.0,1.0,-3.7746176799701603,-2.731909735173443,0.0
2019-04-04,-0.0,-1.8156001868285847,-0.0,1.0,-3.7743110695936477,-2.751517982251284,0.0
2019-04-05,-0.0,-1.7867750070047634,-0.0,1.0,-3.7850938638274028,-2.767815447837863,0.0
2019-04-08,-0.0,-1.7773943858994685,-0.0,1.0,-3.7815909726755574,-2.7667630327333765,0.0
2019-04-09,-0.0,-1.7596018405484082,-0.0,1.0,-3.8534134660531505,-2.7776317025072776,0.0
2019-04-10,-0.0,-1.7279032711594342,-0.0,1.0,-3.882463211172556,-2.76267691442497,0.0
2019-04-11,-0.0,-1.7257427604362543,-0.0,1.0,-3.9244076720571646,-2.751880406167732,0.0
2019-04-12,-0.0,-1.7258959646317373,-0.0,1.0,-3.931144765309002,-2.749412096698335,0.0
2019-04-15,-0.0,-1.7385762839879155,-0.0,1.0,-3.9233383685800605,-2.779172960725076,0.0
2019-04-16,-0.0,-1.7476168003775365,-0.0,1.0,-3.9179801793298723,-2.772817366682397,0.0
2019-04-17,-0.0,-1.6828969674138254,-0.0,1.0,-3.9804106234695804,-2.754661894895461,0.0
2019-04-18,-0.0,-1.7543608807549327,-0.0,1.0,-4.0128681727194735,-2.764655418930512,0.0
2019-04-22,-0.0,-1.7544990857472813,-0.0,1.0,-4.059859493792705,-2.809450485997498,0.0
2019-04-23,-0.0,-1.7910962182862613,-0.0,1.0,-4.0251795117280995,-2.7575873623743417,0.0
2019-04-24,-0.0,-1.7598627787307033,-0.0,1.0,-3.996760053363827,-2.7727272727272725,0.0
2019-04-25,-0.0,-1.7608239557505245,-0.0,1.0,-4.000381460995613,-2.775319473583826,0.0
2019-04-26,-0.0,-1.7101215343714393,-0.0,1.0,-4.0231674895556395,-2.76158374477782,0.0
2019-04-29,-0.0,-1.6943127962085307,-0.0,1.0,-4.015734597156398,-2.7686255924170617,0.0
2019-04-30,-0.0,-1.6729469978113995,-0.0,1.0,-4.055381101912646,-2.787325149871539,0.0
2019-05-01,-0.0,-1.6820709491850432,-0.0,1.0,-4.139117929050815,-2.766538830297219,0.0
2019-05-02,-0.0,-1.6819893771125058,-0.0,1.0,-4.130854659584742,-2.8443264123611782,0.0
2019-05-03,-0.0,-1.6804442298406566,-0.0,1.0,-4.132399806856591,-2.8443264123611782,0.0
2019-05-06,-0.0,-1.6298326601269475,-0.0,1.0,-4.134737449509521,-2.852663973841123,0.0
2019-05-07,-0.0,-1.6360315323976158,-0.0,1.0,-4.124783695443184,-2.8527206306479522,0.0
2019-05-08,-0.0,-1.6655447639196077,-0.0,1.0,-4.064333108952784,-2.886335224540821,0.0
2019-05-09,-0.0,-1.6614707851200154,-0.0,1.0,-4.0646456918810365,-2.8368556947499286,0.0
2019-05-10,-0.0,-1.6579449961802903,-0.0,1.0,-4.069041252864783,-2.8222880061115356,0.0
2019-05-13,-0.0,-1.6593081039755353,-0.0,1.0,-4.0625,-2.8347668195718656,0.0
2019-05-14,-0.0,-1.5057588705182983,-0.106910644621958,1.0,-3.9330299089726912,-2.7428942968604866,0.0
2019-05-15,-0.0,-1.5146703806870936,-0.15125348189415042,1.0,-3.9470752089136485,-2.671959145775302,0.0
2019-05-16,-0.0,-1.5250627731795778,-0.1739049567562541,1.0,-3.925323165628197,-2.675346414953966,0.0
2019-05-17,-0.0,-1.4749213399962982,-0.22117342217286692,1.0,-3.854062557838238,-2.7038682213585044,0.0
2019-05-20,-0.0,-1.4578947368421054,-0.2265004616805171,1.0,-3.85078485687904,-2.698430286241921,0.0
2019-05-21,-0.0,-1.4654105477048118,-0.25362519626858776,1.0,-3.820725962870601,-2.696407130322342,0.0
2019-05-22,-0.0,-1.4279383251777304,-0.29314006093620165,1.0,-3.8256855322684884,-2.6859939063798355,0.0
2019-05-23,-0.0,-1.426981791429097,-0.34016921096192754,1.0,-3.804119919073018,-2.624977009380173,0.0
2019-05-24,-0.0,-1.3671924865505607,-0.36381872891401473,1.0,-3.7742317862678947,-2.6129296981854653,0.0
2019-05-28,-0.0,-1.3456722917800763,-0.3603701687534023,1.0,-3.7539466521502454,-2.6128651787334425,0.0
2019-05-29,-0.0,-1.3617213633487026,-0.3650664496880933,1.0,-3.75128831027936,-2.562697766928849,0.0
2019-05-30,-0.0,-1.3563301426765395,-0.356239841069171,1.0,-3.750135452411053,-2.567364999096984,0.0
2019-05-31,-0.0,-1.3678326721961773,-0.36107104219257125,1.0,-3.7407140281283806,-2.5457987738910925,0.0
2019-06-03,-0.0,-1.3721989108115347,-0.4117489509865191,1.0,-3.7085974466565483,-2.435228997410946,0.0
2019-06-04,-0.0,-1.3529197744224124,-0.47334909950882303,1.0,-3.891850100054575,-2.3777515008186283,0.0
2019-06-05,-0.0,-1.2730155933397937,-0.5497313012069421,1.0,-3.8082988282970662,-2.1788388688221305,0.0
2019-06-06,-0.0,-1.3229139304789423,-0.5239471149636634,1.0,-3.7346992382453372,-2.1742404342877157,0.0
2019-06-07,-0.0,-1.3586690017513134,-0.5309982486865149,1.0,-3.7009632224168127,-2.1658493870402804,0.0
2019-06-10,-0.0,-1.3588065951321644,-0.4914943732007328,1.0,-3.6981592951234408,-2.175259530663875,0.0
2019-06-11,-0.0,-1.3544470836632359,-0.5377848156945544,1.0,-3.730095891616082,-2.1750681798187737,0.0
2019-06-12,-0.0,-1.3725507424655126,-0.5477550303136807,1.0,-3.714260609788244,-2.152007732185221,0.0
2019-06-13,-0.0,-1.4028281042863457,-0.5841802916482546,1.0,-3.725408749447636,-2.125408749447636,0.0
2019-06-14,-0.0,-1.3914694454256447,-0.6032320734722713,1.0,-3.730307311903921,-2.1057930060049452,0.0
2019-06-17,-0.0,-1.3872553322215395,-0.6031773896252085,1.0,-3.7201790573158955,-2.0667076274905645,0.0
