Date,IWF,IWM,MTUM,RCUS,SPY,VLUE,VXX
2019-06-18,-0.0,-1.4536698474984395,-0.5866405065548917,1.0,-3.7992508695264426,-2.078747881922768,0.0
2019-06-19,-0.0,-1.4118794326241135,-0.6285460992907802,1.0,-3.775443262411348,-2.0493794326241135,0.0
2019-06-20,-0.0,-1.4352639036486006,-0.6039674105561459,1.0,-3.7683315621679063,-2.048264257881686,0.0
2019-06-21,-0.0,-1.4549162159765936,-0.6002305168897951,1.0,-3.7490025711499246,-2.0618849188757866,0.0
2019-06-24,-0.0,-1.3896184560780835,-0.6059449866903284,1.0,-3.736912156166815,-2.1406388642413487,0.0
2019-06-25,-0.0,-1.364676661048523,-0.6104852301960437,1.0,-3.749046394038854,-2.146544841657057,0.0
2019-06-26,-0.0,-1.3641876226145888,-0.5712502229356162,1.0,-3.7132156233279825,-2.2687711788835383,0.0
2019-06-27,-0.0,-1.5211198907423666,-0.9404936103794751,1.0,-3.9003024095210224,-2.3933274802458295,0.0
2019-06-28,-0.0,-1.5189663578742076,-0.9387615797172111,1.0,-3.903266699171136,-2.3903461725987323,0.0
2019-07-01,-0.0,-1.4953425189210168,-0.9516786338055502,1.0,-3.893266058606637,-2.3628954007374343,0.0
2019-07-02,-0.0,-1.5172247882986913,-0.9417821401077752,1.0,-3.83477675134719,-2.329003079291763,0.0
2019-07-03,-0.0,-1.5017344382347273,-0.9564463287724032,1.0,-3.850260165735209,-2.327230680285219,0.0
2019-07-05,-0.0,-1.4325021496130697,-0.9767841788478073,1.0,-3.825451418744626,-2.3191936562529856,0.0
2019-07-08,-0.0,-1.4458994456126935,-0.9729497228063468,1.0,-3.819919709424584,-2.3196329573695276,0.0
2019-07-09,-0.0,-1.43229564553094,-0.972498090145149,1.0,-3.821237585943469,-2.3232429335370512,0.0
2019-07-10,-0.0,-1.4270296084049665,-0.9709646609360076,1.0,-3.827411652340019,-2.3256924546322826,0.0
2019-07-11,-0.0,-1.413602063234311,-1.0,1.0,-3.8283503677524116,-2.3100582672652594,0.0
2019-07-12,-0.0,-1.4095638064331393,-1.0040087811396392,1.0,-3.8325856638350673,-2.2985587477331295,0.0
2019-07-15,-0.0,-1.4506553585196607,-1.063030069390902,1.0,-3.8803006939090205,-2.243639167309175,0.0
2019-07-16,-0.0,-1.4435677860098144,-1.1393245453670742,1.0,-3.8592321755027426,-2.179640142403541,0.0
2019-07-17,-0.0,-1.469891126312747,-1.1282397148087484,1.0,-3.8597167357163507,-2.176992003083149,0.0
2019-07-18,-0.0,-1.4711316397228635,-1.1414549653579678,1.0,-3.851809083910701,-2.1583910700538875,0.0
2019-07-19,-0.0,-1.476669541055859,-1.1603909169301523,1.0,-3.808278240873814,-2.135958608795631,0.0
2019-07-22,-0.0,-1.443954780609312,-1.144280513508335,1.0,-3.82515807625982,-2.1668902088522706,0.0
2019-07-23,-0.0,-1.4477898168568417,-1.1530348067887621,1.0,-3.829417969124557,-2.1585003356026466,0.0
2019-07-24,-0.0,-1.44991852774849,-1.184798236365379,1.0,-3.817406306910764,-2.1327518451068723,0.0
2019-07-25,-0.0,-1.4266068188329675,-1.1899532040874798,1.0,-3.826282112501194,-2.1072485913475316,0.0
2019-07-26,-0.0,-1.4010282776349614,-1.1821384366371515,1.0,-3.832904884318766,-2.1050176140150434,0.0
2019-07-29,-0.0,-1.3636363636363635,-1.1840099104250046,1.0,-3.837335620354488,-2.1442729178578235,0.0
2019-07-30,-0.0,-1.3751789976133653,-1.1842482100238663,1.0,-3.8418138424821007,-2.145202863961814,0.0
2019-07-31,-0.0,-1.3828281862510756,-1.1874940242853045,1.0,-3.8402332919017113,-2.1505880103260346,0.0
2019-08-01,-0.0,-1.4384037558685445,-1.1861032863849765,1.0,-3.7201877934272303,-2.045070422535211,0.0
2019-08-02,-0.0,-1.426918735891648,-1.178517682468021,1.0,-3.7331640331075997,-2.066967644845749,0.0
2019-08-05,-0.0,-1.4221908791725435,-1.1632346027268454,1.0,-3.7455571227080395,-2.071932299012694,0.0
2019-08-06,-0.0,-1.4094452086198992,-1.1392022008253095,1.0,-3.576524530032095,-2.0449335167354428,0.0
2019-08-07,-0.0,-1.4283628399342945,-1.0983756159883191,1.0,-3.548457747764191,-2.0505566709253515,0.0
2019-08-08,-0.0,-1.4245300237269574,-1.0927176492060595,1.0,-3.551743018799051,-2.0567621828800875,0.0
2019-08-09,-0.0,-1.4054982817869417,-1.0780430457587267,1.0,-3.51257008500633,-2.0471152107071804,0.0
2019-08-12,-0.0,-1.3907828282828283,-1.1140873015873016,1.0,-3.5137987012987013,-2.0000901875901875,0.0
2019-08-13,-0.0,-1.4114361702127658,-1.0912234042553193,1.0,-3.4457446808510643,-1.9168439716312056,0.0
2019-08-14,-0.0,-1.4259699129057801,-1.0804961731327527,1.0,-3.4037125010996747,-1.8872173836544384,0.0
2019-08-15,-0.0,-1.460342934369457,-1.122138694146465,1.0,-3.225863670918152,-1.6382295802010307,0.0
2019-08-16,-0.0,-1.4348960525208316,-1.1322279269421767,1.0,-3.2206043262351653,-1.6291557949667537,0.0
2019-08-19,-0.0,-1.3946555323590815,-1.1437995824634657,1.0,-3.2192901878914406,-1.5930688935281838,0.0
2019-08-20,-0.0,-1.414668782891989,-1.1588004343830927,1.0,-3.217108011026648,-1.5629437808036086,0.0
2019-08-21,-0.0,-1.4298918874308821,-1.0849220103986135,1.0,-3.1933646942312452,-1.5446892795246348,0.0
2019-08-22,-0.0,-1.4393288146801124,-1.072904612332617,1.0,-3.2101173747726897,-1.5434782608695652,0.0
2019-08-23,-0.0,-1.4430840502978162,-1.0747021839841164,1.0,-3.2157511581733953,-1.5391297154202515,0.0
2019-08-26,-0.0,-1.3971769286931126,-1.0696844325464427,1.0,-3.174170519996755,-1.4714042346069605,0.0
2019-08-27,-0.0,-1.3924848484848484,-1.0572121212121213,1.0,-3.158464646464646,-1.4725656565656566,0.0
2019-08-28,-0.0,-1.355151515151515,-1.0898585858585859,1.0,-3.1768888888888887,-1.458909090909091,0.0
2019-08-29,-0.0,-1.3606885508406725,-1.100080064051241,1.0,-3.1402722177742195,-1.4053642914331466,0.0
2019-08-30,-0.0,-1.3583639559034988,-1.0972200031953985,1.0,-3.1385205304361716,-1.394312190445758,0.0
2019-09-03,-0.0,-1.3315958299919808,-1.0798716920609461,1.0,-3.139695268644747,-1.4681635926222933,0.0
2019-09-04,-0.0,-1.3311380611999037,-1.07878885230102,1.0,-3.155569833748294,-1.465986667737531,0.0
2019-09-05,-0.0,-1.3743345252284467,-1.090345649582837,1.0,-3.1059197457290426,-1.3752880413190307,0.0
2019-09-06,-0.0,-1.3658613611242696,-1.096557713563872,1.0,-3.1040581083214906,-1.3286751934312333,0.0
2019-09-09,-0.0,-1.3736775619769463,-1.0993999684193907,1.0,-3.1020843202273802,-1.3199905258171483,0.0
2019-09-10,-0.0,-1.3773107915942486,-1.0840575130352348,1.0,-3.1057039026702484,-1.332990993837889,0.0
2019-09-11,-0.0,-1.444974528988437,-0.9522115306865044,1.0,-3.1686746987951806,-1.520255518719172,0.0
2019-09-12,-0.0,-1.4488100040338845,-0.94578459056071,1.0,-3.1635336829366683,-1.5095603065752319,0.0
2019-09-13,-0.0,-1.4451170298627924,-0.9290556900726393,1.0,-3.16545601291364,-1.5313962873284908,0.0
2019-09-16,-0.0,-1.448852617970265,-0.9126535229476406,1.0,-3.179945054945055,-1.5387039431157077,0.0
2019-09-17,-0.0,-1.5108110280524072,-0.891407443131581,1.0,-3.1433164536612814,-1.4924041475765613,0.0
2019-09-18,-0.0,-1.5204631341963495,-0.9029508723968803,1.0,-3.138699043177615,-1.4784111924097452,0.0
2019-09-19,-0.0,-1.5418877633059977,-0.9022350860266923,1.0,-3.1050812027657178,-1.4906737417591251,0.0
2019-09-20,-0.0,-1.569909793814433,-0.9358891752577319,1.0,-3.0743395618556697,-1.4739851804123711,0.0
2019-09-23,-0.0,-1.5754595291841342,-0.9468719767816833,1.0,-3.065865849725895,-1.4736375362786198,0.0
2019-09-24,-0.0,-1.5677284427284426,-0.9108751608751608,1.0,-3.074083011583012,-1.4910714285714286,0.0
2019-09-25,-0.0,-1.554025932447575,-0.8958700176084521,1.0,-3.066992156234993,-1.4869537377941413,0.0
2019-09-26,-0.0,-1.4984497389033944,-1.1381364229765014,1.0,-3.1225522193211486,-1.4002121409921673,0.0
2019-09-27,-0.0,-1.4547029702970296,-1.1372937293729373,1.0,-3.192326732673267,-1.4665016501650165,0.0
2019-09-30,-0.0,-1.2888190625818277,-1.2838439382037181,1.0,-3.451601640918216,-1.7040237409444006,0.0
2019-10-01,-0.0,-1.2944384835479257,-1.3251072961373391,1.0,-3.5617846924177394,-1.7600143061516451,0.0
2019-10-02,-0.0,-1.366956833886745,-1.4269945257112089,1.0,-3.5264291483442523,-1.6538634120075384,0.0
2019-10-03,-0.0,-1.443764413695228,-1.3904559162675183,1.0,-3.475607592691148,-1.5601383714741883,0.0
2019-10-04,-0.0,-1.4755002223210318,-1.4475767007558917,1.0,-3.4305913739439755,-1.5391729657625612,0.0
2019-10-07,-0.0,-1.4839023527330621,-1.4063329205731472,1.0,-3.4116398372545556,-1.5429860251194056,0.0
2019-10-08,-0.0,-1.4692757216221002,-1.3731184699840624,1.0,-3.4631662829821144,-1.5486984239419161,0.0
2019-10-09,-0.0,-1.4619196661450182,-1.2922969918275082,1.0,-3.4311424100156493,-1.5087810815510347,0.0
2019-10-10,-0.0,-1.5523989898989898,-1.4313672438672438,1.0,-3.4322691197691197,-1.6027236652236652,0.0
2019-10-11,-0.0,-1.580357142857143,-1.5716107871720115,1.0,-3.347576530612245,-1.6111516034985423,0.0
2019-10-14,-0.0,-1.489562534035215,-1.667725540025413,1.0,-3.3865492829914685,-1.532220003630423,0.0
2019-10-15,-0.0,-1.4926023418353453,-1.670690750658074,1.0,-3.378778251792684,-1.5347190705273668,0.0
2019-10-16,-0.0,-1.534397810218978,-1.7177007299270073,1.0,-3.3648722627737224,-1.5071167883211678,0.0
2019-10-17,-0.0,-1.479080838597455,-1.7974915316305045,1.0,-3.3574109676828714,-1.5210107113430378,0.0
2019-10-18,-0.0,-1.539758592094352,-1.838938542338524,1.0,-3.3127245922786326,-1.5226204736017692,0.0
2019-10-21,-0.0,-1.4624389344640059,-1.8432113558853351,1.0,-3.3079546501981745,-1.6037422803945065,0.0
2019-10-22,-0.0,-1.4414422722242717,-1.8553116931021765,1.0,-3.314551825894504,-1.6103836222796017,0.0
2019-10-23,-0.0,-1.4465443765054662,-1.8025755049101353,1.0,-3.336020011117288,-1.6793589030943117,0.0
2019-10-24,-0.0,-1.412035298535486,-1.9740893728877205,1.0,-3.3339279008636873,-1.6679496808111152,0.0
2019-10-25,-0.0,-1.4281668869171227,-1.9027751557485368,1.0,-3.3870115159524254,-1.721257315461582,0.0
2019-10-28,-0.0,-1.5112669471715754,-1.9108929406264608,1.0,-3.2682561944834037,-1.6598410472183265,0.0
2019-10-29,-0.0,-1.500142544901644,-2.07250783996959,1.0,-3.2636130381070036,-1.6668250498907156,0.0
2019-10-30,-0.0,-1.4896877956480603,-2.0622516556291393,1.0,-3.2468306527909174,-1.6619678334910122,0.0
2019-10-31,-0.0,-1.477311401020987,-2.0655133295519,1.0,-3.2006050293061072,-1.7101531480431085,0.0
2019-11-01,-0.0,-1.5008116108087461,-2.1099971354912634,1.0,-3.2497851618447435,-1.687673064069512,0.0
2019-11-04,-0.0,-1.4780580675868633,-2.1332698714897664,1.0,-3.2498810090433126,-1.6580675868633983,0.0
2019-11-05,-0.0,-1.5375650163744943,-2.4184164900789833,1.0,-3.1505490271623966,-1.525524947023695,0.0
