Date,ADSW,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.22796761426834633,-0.5840813264699035,-0.023565017201686543,-0.4091156005069971,-0.34199022219922914,0.0
2018-09-25,1.0,-0.22801934866395926,-0.5840037248764841,-0.023668485992912387,-0.4090897333091907,-0.34196435500142275,0.0
2018-09-26,1.0,-0.2282979824107605,-0.5844024831867564,-0.024392136575271596,-0.40884635281945164,-0.340713916192447,0.0
2018-09-27,1.0,-0.22800704188888313,-0.5864961424946927,-0.024025267954227724,-0.4092580127375343,-0.34116916066897945,0.0
2018-09-28,1.0,-0.22741158804950035,-0.5868585926577953,-0.024361828819965826,-0.40910267695334745,-0.3411950499663439,0.0
2018-10-01,1.0,-0.22745514330839137,-0.5868265023431634,-0.024544960256841778,-0.4090567796390751,-0.3412474432333066,0.0
2018-10-02,1.0,-0.22757850445442976,-0.6010493233941976,-0.020752707721877355,-0.4080673229266772,-0.3398613023038362,0.0
2018-10-03,1.0,-0.22737421465288957,-0.5979801651176073,-0.020509891479308377,-0.40884781141284593,-0.3414767121865102,0.0
2018-10-04,1.0,-0.2352711157455683,-0.5921272158498436,-0.020907194994786233,-0.4202294056308655,-0.3383472367049009,0.0
2018-10-05,1.0,-0.23271421882316218,-0.5925810311638312,-0.01685656313407211,-0.42112793298995893,-0.3380677384111128,0.0
2018-10-08,1.0,-0.23137295667766833,-0.590451934821591,-0.012890147872865718,-0.4257387146235609,-0.33836638166272515,0.0
2018-10-09,1.0,-0.22900206002764087,-0.5942788599441967,-0.0032595374064512766,-0.4333359409632585,-0.3477535268194738,0.0
2018-10-10,1.0,-0.2297466374726306,-0.5933166510270045,-0.004170576582212491,-0.43371389844646024,-0.34566260035449903,0.0
2018-10-11,1.0,-0.1713198934956257,-0.589628502599214,-0.0,-0.4178521617852162,-0.3570432357043236,0.0
2018-10-12,1.0,-0.16837865055387713,-0.5875377643504531,-0.0,-0.4122356495468278,-0.34947129909365554,0.0
2018-10-15,1.0,-0.14766702680971883,-0.6069750496243624,-0.0,-0.4083268423829744,-0.34968215281791,0.0
2018-10-16,1.0,-0.1414502682416946,-0.6201042742362038,-0.0,-0.40795405888723774,-0.34919275621489565,0.0
2018-10-17,1.0,-0.13701544082684752,-0.6116018919392378,-0.0,-0.4052904226832504,-0.34868239945944596,0.0
2018-10-18,1.0,-0.1371783318313808,-0.6124211474917393,-0.0,-0.4049013717833183,-0.34872834685090615,0.0
2018-10-19,1.0,-0.12217937554422192,-0.6040801094663516,-0.0,-0.4107227267073019,-0.35086453538997386,0.0
2018-10-22,1.0,-0.12236979555290256,-0.6011291846988012,-0.0,-0.4117295925981197,-0.3519375217629209,0.0
2018-10-23,1.0,-0.1231660615705973,-0.6010593325707465,-0.0,-0.4109762769184861,-0.35149450440145225,0.0
2018-10-24,1.0,-0.12256440922908257,-0.6054965864354414,-0.0,-0.4121941495988439,-0.35142273384163053,0.0
2018-10-25,1.0,-0.09999515996321573,-0.575431973282997,-0.0,-0.41515415517157933,-0.3294371037219883,0.0
2018-10-26,1.0,-0.0802403590906897,-0.5708287079492254,-0.0,-0.43390125006033103,-0.3282735653265119,0.0
2018-10-29,1.0,-0.0607146292199673,-0.5820428969895162,-0.0,-0.4267096277772434,-0.3350726171010868,0.0
2018-10-30,1.0,-0.039177750906892385,-0.5879322853688029,-0.0,-0.4330350665054414,-0.35823458282950427,0.0
2018-10-31,1.0,-0.03969690388281571,-0.5845942228335625,-0.0,-0.4319602307005478,-0.35693428895484935,0.0
2018-11-01,1.0,-0.039500989334491574,-0.5847208146324985,-0.0,-0.43188070073838136,-0.3569084503643647,0.0
2018-11-02,1.0,-0.08450857609583447,-0.6005172883201741,-0.0,-0.5900626191124422,-0.44748162265178326,0.0
2018-11-05,1.0,-0.07696738623583949,-0.632663137394739,-0.0,-0.5995556408920097,-0.43377129220725785,0.0
2018-11-06,1.0,-0.08127605881062103,-0.6360544217687075,-0.0,-0.5964724599517226,-0.4291748957647575,0.0
2018-11-07,1.0,-0.08237463532779214,-0.63830021467496,-0.0,-0.5999889910276875,-0.43157923707821877,0.0
2018-11-08,1.0,-0.07136027101603694,-0.6358768406961178,-0.0,-0.5941589487200503,-0.4306750812774909,0.0
2018-11-09,1.0,-0.06976999505955976,-0.6401987154855355,-0.0,-0.6008947686227151,-0.4338529944557281,0.0
2018-11-12,1.0,-0.06911246482913104,-0.6258639058103641,-0.0,-0.6060043161144044,-0.4307372906821099,0.0
2018-11-13,1.0,-0.04194458001192994,-0.6252643565967139,-0.0,-0.6147443197223578,-0.4293964535545795,0.0
