Date,IWF,IWM,MTUM,NBIX,SPY,VLUE,VXX
2018-09-24,-0.7319716728560324,-0.9382502806805423,-0.3233008031781674,1.0,-0.7493738664824251,-0.5752655669746956,0.0
2018-09-25,-0.7361987041036716,-0.9359827213822894,-0.3293304535637149,1.0,-0.7471706263498921,-0.5709719222462203,0.0
2018-09-26,-0.7379295439809812,-0.938361789496434,-0.3324832504862762,1.0,-0.7469634752539442,-0.5666738707585909,0.0
2018-09-27,-0.7384655261793676,-0.9355451874892,-0.3332469327803698,1.0,-0.7465007776049767,-0.5662692241230344,0.0
2018-09-28,-0.7346974088333261,-0.9413418696197604,-0.3340398840680019,1.0,-0.7477613877233206,-0.5679802742570403,0.0
2018-10-01,-0.7340559288965965,-0.9469759375677433,-0.33483633210492086,1.0,-0.7490136570561456,-0.5707348796878388,0.0
2018-10-02,-0.7359701621996704,-0.9305663977795126,-0.3407927834157342,1.0,-0.7536213028016306,-0.5759389365946743,0.0
2018-10-03,-0.7432314027862963,-0.9626303338298432,-0.34408131078594584,1.0,-0.7572505038114431,-0.5737755191448348,0.0
2018-10-04,-0.7467157120336311,-0.9557277982133473,-0.34480644596251536,1.0,-0.7619548081975827,-0.5698020669118935,0.0
2018-10-05,-0.7472864145658263,-0.957983193277311,-0.33989845938375357,1.0,-0.7633490896358545,-0.5681897759103641,0.0
2018-10-08,-0.7459511511862033,-0.9555720913945549,-0.3328810295018822,1.0,-0.7727829817035805,-0.5699465989669964,0.0
2018-10-09,-0.7533283536183488,-0.9602794498879564,-0.343907904565227,1.0,-0.7713432048859793,-0.5649633112175404,0.0
2018-10-10,-0.753809460712866,-0.9708051764498035,-0.3392517998321629,1.0,-0.7762466322158915,-0.5766529746919307,0.0
2018-10-11,-0.7004943047496239,-0.974167203954438,-0.25609284332688587,1.0,-0.767203954437997,-0.6003438641736514,0.0
2018-10-12,-0.7311593272563872,-0.9792870287157103,-0.2529635811186717,1.0,-0.7462233063722343,-0.5698634826892627,0.0
2018-10-15,-0.7256259078868667,-0.9889771853370931,-0.24284371528667864,1.0,-0.7456207809963258,-0.569341194565496,0.0
2018-10-16,-0.7260180318762552,-0.9876511558347222,-0.24402854334914328,1.0,-0.7456736315856942,-0.5695850959278725,0.0
2018-10-17,-0.7094307918504515,-0.946397815584961,-0.23066582650703632,1.0,-0.7395085066162571,-0.5747952110901071,0.0
2018-10-18,-0.7083088297067965,-0.9445097874485424,-0.23158027388053432,1.0,-0.7412837099890783,-0.5748970847685458,0.0
2018-10-19,-0.6966911764705882,-0.9330297459893049,-0.21528241978609627,1.0,-0.7533422459893049,-0.5794618983957219,0.0
2018-10-22,-0.6955030328383183,-0.938506588579795,-0.22079062957540263,1.0,-0.7505961096005019,-0.5778289060865928,0.0
2018-10-23,-0.6943965698432049,-0.9463617638404305,-0.21064357476144438,1.0,-0.764176720332927,-0.5880448946992307,0.0
2018-10-24,-0.6961068413758348,-0.9434715047667045,-0.20423333753307296,1.0,-0.7660745033807904,-0.5898954264835581,0.0
2018-10-25,-0.6693318103940605,-0.8956922574855184,-0.20257811862609124,1.0,-0.7586277229338337,-0.5531125071387778,0.0
2018-10-26,-0.659403298835705,-0.8836109314359637,-0.19417043984476068,1.0,-0.759985446313066,-0.5455611254851228,0.0
2018-10-29,-0.6379303369877423,-0.9142764674946398,-0.16808932400178,1.0,-0.7575953719810672,-0.5675795946437964,0.0
2018-10-30,-0.6405358371443604,-0.9143227164191186,-0.1696952527419159,1.0,-0.7574163260350479,-0.5650977376664373,0.0
2018-10-31,-0.6450666880925598,-0.8885987465852483,-0.172103487064117,1.0,-0.7537361401253415,-0.5578499116181906,0.0
2018-11-01,-0.6315747209507749,-0.9077732273347788,-0.15610696217778847,1.0,-0.757769212238015,-0.561832490163013,0.0
2018-11-02,-0.6315134484142915,-0.907105580088318,-0.1565234845443597,1.0,-0.7575672420714572,-0.5617824167001205,0.0
2018-11-05,-0.6231720126040236,-0.9497858931889795,-0.1524198109396461,1.0,-0.7701381594893755,-0.5442352751070534,0.0
2018-11-06,-0.6556611502539734,-0.9892266098640013,-0.13255775847943635,1.0,-0.7783876781910536,-0.5404718990660331,0.0
