Date,EXLS,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.2746544515166849,-0.6334922368105675,-0.08748568537111508,-0.36570880715864607,-0.3018455884311167,0.0
2018-09-25,1.0,-0.27453121670573194,-0.6337097805241849,-0.08723098231408481,-0.3659173236735564,-0.3021787769017686,0.0
2018-09-26,1.0,-0.2754036340384718,-0.6348643896200777,-0.08903927106090477,-0.36556189055256566,-0.29940853626045716,0.0
2018-09-27,1.0,-0.27702342917997874,-0.6302981895633654,-0.09033546325878596,-0.36552183173588926,-0.2992279020234292,0.0
2018-09-28,1.0,-0.2746769681630478,-0.6329825496203543,-0.09084854136139602,-0.36587185293725855,-0.29982682829359264,0.0
2018-10-01,1.0,-0.2741595798565754,-0.6343739169843513,-0.09117325584495214,-0.3658126949428168,-0.3003652262003146,0.0
2018-10-02,1.0,-0.27412859695442304,-0.6367176040749926,-0.0906739205803131,-0.36538923113849103,-0.29997066431981223,0.0
2018-10-03,1.0,-0.2747857200074764,-0.6411577794985448,-0.09137272702998585,-0.36466315986222,-0.29820298523403915,0.0
2018-10-04,1.0,-0.27758349128380366,-0.636402466696922,-0.09180704236632051,-0.3684027870471716,-0.29541632184521743,0.0
2018-10-05,1.0,-0.27530245696317224,-0.6374513670521772,-0.08823215903640143,-0.3688642541171454,-0.29494217342642437,0.0
2018-10-08,1.0,-0.27411329590506345,-0.6354468775776282,-0.08581007370353617,-0.37096559614719415,-0.2944150280712024,0.0
2018-10-09,1.0,-0.2710535470577216,-0.6417083678985255,-0.07174395889641146,-0.38272364794348257,-0.3087585966977976,0.0
2018-10-10,1.0,-0.27193686463349387,-0.6407972177635098,-0.07281968967362226,-0.38314606741573026,-0.3065008025682183,0.0
2018-10-11,1.0,-0.25435411733754276,-0.641804788213628,-0.049618521441725856,-0.3771375953696396,-0.3079715864246251,0.0
2018-10-12,1.0,-0.25384131312601604,-0.6440820179348681,-0.04570244900099638,-0.37490167287220094,-0.30352928837380044,0.0
2018-10-15,1.0,-0.23466891163084372,-0.6868801136513114,-0.01444318749835574,-0.3807318933992791,-0.3141195969587751,0.0
2018-10-16,1.0,-0.23411028096390613,-0.6889403346311691,-0.01286435862359255,-0.3807481847837525,-0.31405871829948434,0.0
2018-10-17,1.0,-0.23678993418096272,-0.6964394279823425,-0.013613174380798817,-0.3826491501678518,-0.3138695778594275,0.0
2018-10-18,1.0,-0.2388253362991209,-0.700534900963881,-0.011704268615612754,-0.381924584260142,-0.31500900328355047,0.0
2018-10-19,1.0,-0.23127944621377625,-0.6958913484062854,-0.0041060195299134055,-0.3855710262416761,-0.3151896401968784,0.0
2018-10-22,1.0,-0.2325911890099479,-0.6922206431917469,-0.0008947839359966315,-0.38833622822253805,-0.31764829727880417,0.0
2018-10-23,1.0,-0.2399322643805895,-0.6962216224797586,-0.011245171191194371,-0.38244165740593744,-0.316134836217389,0.0
2018-10-24,1.0,-0.24023158673927988,-0.695474012583937,-0.007983926399830804,-0.383149156664728,-0.3168455559667953,0.0
2018-10-25,1.0,-0.21886617100371747,-0.6684995869475424,-0.0035625774473358116,-0.3936389921520033,-0.29701053283767037,0.0
2018-10-26,1.0,-0.2113885755307148,-0.6617526407547945,-0.0,-0.3974720541482925,-0.29322633576043483,0.0
2018-10-29,1.0,-0.19452320739775716,-0.6718267044728843,-0.0,-0.3898893912688073,-0.2982348583544078,0.0
2018-10-30,1.0,-0.20359894540148973,-0.6730744618219981,-0.0,-0.3908413750735915,-0.29221593672408935,0.0
2018-10-31,1.0,-0.2042458614347026,-0.6695023502963418,-0.0,-0.38997036582873496,-0.2909513590844063,0.0
2018-11-01,1.0,-0.2135571501793952,-0.6645053818554588,-0.0,-0.39220912352639675,-0.292516658124039,0.0
2018-11-02,1.0,-0.22905810064556273,-0.6284514272380805,-0.0,-0.43278629021803944,-0.3023255813953489,0.0
2018-11-05,1.0,-0.24643551954801055,-0.6124776803560482,-0.0,-0.4524691522532846,-0.3536764118007622,0.0
2018-11-06,1.0,-0.2596942880128721,-0.6285599356395816,-0.0,-0.44904800214534724,-0.3443818718155001,0.0
2018-11-07,1.0,-0.25976986830458926,-0.6286243059839605,-0.0,-0.4492932435694552,-0.3445001743421935,0.0
2018-11-08,1.0,-0.24614933646005435,-0.628790705111123,-0.0,-0.4436124287160902,-0.34626658849864095,0.0
2018-11-09,1.0,-0.2466677329921092,-0.6289454041373427,-0.0,-0.4434847515461719,-0.3466890595009597,0.0
2018-11-12,1.0,-0.24675048510140613,-0.6142314133063981,-0.0,-0.45192844421998357,-0.34515297307354936,0.0
