Date,IWF,IWM,KNSL,MTUM,SPY,VLUE,VXX
2018-09-24,-0.3290871889644248,-0.7984291465909841,1.0,-0.04583855851098937,-0.6060656062306119,-0.5206917035179196,0.0
2018-09-25,-0.3283981625301563,-0.8009517829406126,1.0,-0.043689480815625105,-0.6082157374665389,-0.5235467133745332,0.0
2018-09-26,-0.32988292876513,-0.8030293008796879,1.0,-0.04639857133408295,-0.6080097890072096,-0.5197433692704544,0.0
2018-09-27,-0.330026455026455,-0.8026124338624339,1.0,-0.04662698412698413,-0.6079034391534391,-0.5197089947089947,0.0
2018-09-28,-0.3290787646319688,-0.8031545532702863,1.0,-0.04711989947754778,-0.6076648369816811,-0.5196415580980094,0.0
2018-10-01,-0.32916818982419993,-0.811770961417035,1.0,-0.048021002957694986,-0.6103153766907049,-0.5239440364228507,0.0
2018-10-02,-0.32937843692717883,-0.8280619896683886,1.0,-0.043959340109981676,-0.609031828028662,-0.5223129478420263,0.0
2018-10-03,-0.3301414653676765,-0.8321433337781929,1.0,-0.04474175897504338,-0.6085012678499933,-0.5208861604163887,0.0
2018-10-04,-0.32977160411379725,-0.8341124616001068,1.0,-0.04511152664618672,-0.6077200480833443,-0.5224055028716441,0.0
2018-10-05,-0.3286811352253756,-0.8382637729549249,1.0,-0.04036727879799666,-0.609415692821369,-0.5221702838063439,0.0
2018-10-08,-0.32690128640938476,-0.8354662400853163,1.0,-0.03722588815570219,-0.6117109911351063,-0.5213623941878291,0.0
2018-10-09,-0.3267904155697004,-0.8357050021661612,1.0,-0.036891392008531344,-0.6118239077548572,-0.5213450194954511,0.0
2018-10-10,-0.33009676343009675,-0.8349349349349349,1.0,-0.03980647313980647,-0.6146146146146145,-0.5172172172172173,0.0
2018-10-11,-0.28146297137664694,-0.8330304407087686,1.0,-0.0,-0.6029726747582267,-0.5278120334912701,0.0
2018-10-12,-0.28096521627518933,-0.8277178796046721,1.0,-0.0,-0.5893338467462457,-0.5108137594660506,0.0
2018-10-15,-0.23839989660074964,-0.8835789065529276,1.0,-0.0,-0.5889233553056741,-0.5202921028822541,0.0
2018-10-16,-0.23769061773067973,-0.8845955027138794,1.0,-0.0,-0.5885887826311709,-0.5199663995864564,0.0
2018-10-17,-0.23278825456998747,-0.8752529957914351,1.0,-0.0,-0.5854724194429274,-0.5191634272496546,0.0
2018-10-18,-0.2320493462267485,-0.8739358113534873,1.0,-0.0,-0.5872072477270537,-0.519452565297009,0.0
2018-10-19,-0.21265434073315845,-0.8652997249056361,1.0,-0.0,-0.5966348922013947,-0.5241827138378862,0.0
2018-10-22,-0.2147164485501668,-0.8742943289710033,1.0,-0.0,-0.5952655889145497,-0.5233192199127534,0.0
2018-10-23,-0.21450567780843008,-0.8743824982357091,1.0,-0.0,-0.5954641688586642,-0.523449028036184,0.0
2018-10-24,-0.21284238886394252,-0.8756815703380588,1.0,-0.0,-0.5957726602091218,-0.5231252806466098,0.0
2018-10-25,-0.18199937714107756,-0.8373403924011211,1.0,-0.0,-0.6001245717844909,-0.4947991279975085,0.0
2018-10-26,-0.1692269726695046,-0.8258374976864704,1.0,-0.0,-0.6024739342340675,-0.4871984699858103,0.0
2018-10-29,-0.14746543778801843,-0.8375115207373273,1.0,-0.0,-0.5938556067588325,-0.493394777265745,0.0
2018-10-30,-0.13913631058418824,-0.837674304318447,1.0,-0.0,-0.594293261256834,-0.5003071441734751,0.0
2018-10-31,-0.1418543612281023,-0.8228041262284075,1.0,-0.0,-0.591558322651529,-0.49569675883537817,0.0
2018-11-01,-0.12639473202853485,-0.8349795744161943,1.0,-0.0,-0.5910920065849644,-0.49615877080665816,0.0
2018-11-02,-0.14409026450459336,-0.7971514889943893,1.0,-0.0,-0.6344102595721068,-0.507152105555213,0.0
2018-11-05,-0.13386889258480558,-0.8566542190981266,1.0,-0.0,-0.6565412495685191,-0.49100950826874196,0.0
2018-11-06,-0.14022418286288424,-0.8621620773022701,1.0,-0.0,-0.6526735533297748,-0.48475619328707337,0.0
2018-11-07,-0.14064366082091898,-0.8627820730404173,1.0,-0.0,-0.6539065937519642,-0.48551134577911875,0.0
2018-11-08,-0.11204315828863663,-0.8669078208806287,1.0,-0.0,-0.6464388175127853,-0.49301484345765245,0.0
2018-11-09,-0.11246257485029941,-0.8667976546906189,1.0,-0.0,-0.6463011477045908,-0.49316991017964074,0.0
2018-11-12,-0.11148732604373758,-0.8557716202783301,1.0,-0.0,-0.6491053677932406,-0.4900285785288271,0.0
2018-11-13,-0.08797807476750633,-0.8543758083389789,1.0,-0.0,-0.6519985218944386,-0.4850341811911068,0.0
2018-11-14,-0.08877598152424943,-0.8537336412625096,1.0,-0.0,-0.6521016166281756,-0.4846497305619708,0.0
2018-11-15,-0.08778037959083067,-0.8546955878728123,1.0,-0.0,-0.6525757949223564,-0.48601183140251414,0.0
2018-11-16,-0.08691373212363525,-0.850315239120406,1.0,-0.0,-0.6510226049515608,-0.48722128248500696,0.0
2018-11-19,-0.08299663818893994,-0.8543934861055423,1.0,-0.0,-0.6562933719890202,-0.4905468340375659,0.0
2018-11-20,-0.048162114105276065,-0.8488917502069346,1.0,-0.0,-0.6612097243937584,-0.5074036604432999,0.0
2018-11-21,-0.05514135297160768,-0.8462615258208819,1.0,-0.0,-0.662609171966769,-0.47910897416390247,0.0
2018-11-23,-0.05878215126770041,-0.8265895953757226,1.0,-0.0,-0.6833042786800013,-0.4897085359513106,0.0
2018-11-26,-0.057631063204311606,-0.8358035276825085,1.0,-0.0,-0.681436795688388,-0.4873836354728074,0.0
2018-11-27,-0.04742444112354753,-0.8413797310073501,1.0,-0.0,-0.6781237610174143,-0.48290585257250906,0.0
2018-11-28,-0.04593488485736974,-0.8510475841426914,1.0,-0.0,-0.6753710830126443,-0.48185816382627816,0.0
2018-11-29,-0.03561253561253561,-0.8428502151906407,1.0,-0.0,-0.6707886282354367,-0.48160271564526885,0.0
2018-11-30,-0.0359947842435637,-0.8442550868787336,1.0,-0.0,-0.67337841525912,-0.47878824635351913,0.0
2018-12-03,-0.03436467771750659,-0.8445710476075032,1.0,-0.0,-0.6731416103518288,-0.4783478287220824,0.0
2018-12-04,-0.027441143582459426,-0.847864849345704,1.0,-0.0,-0.6702831756777176,-0.4765632083169633,0.0
2018-12-06,-0.01901625726830426,-0.8218820458051501,1.0,-0.0,-0.6673489972706776,-0.4584074997033345,0.0
2018-12-07,-0.010983123493169034,-0.8263237789088311,1.0,-0.0,-0.6719945233205346,-0.46715480548858535,0.0
2018-12-10,-0.0,-0.8345993556586764,1.0,-0.0,-0.6735140247687169,-0.4475512074010581,0.0
2018-12-11,-0.0,-0.8371637270621771,1.0,-0.0,-0.6928855632757289,-0.4392481738820595,0.0
2018-12-12,-0.0002971856518767274,-0.8378257897708699,1.0,-0.0,-0.6953847068263544,-0.43834883651817286,0.0
2018-12-13,-0.0,-0.8405674615152431,1.0,-0.0,-0.73012375490492,-0.4477210987020827,0.0
2018-12-14,-0.0011765770657978097,-0.8314779618064985,1.0,-0.0,-0.7358735330497481,-0.44830603071167835,0.0
2018-12-17,-0.0,-0.8286547246934359,1.0,-0.0,-0.7245131041115652,-0.4523322914162058,0.0
2018-12-18,-0.0,-0.8309465070100487,1.0,-0.0,-0.726247066610506,-0.4514110355617065,0.0
2018-12-19,-0.0,-0.8322537884493718,1.0,-0.0,-0.7280450697436207,-0.45238453890880603,0.0
2018-12-20,-0.0,-0.8181163551261665,1.0,-0.0,-0.7347055117165232,-0.44756818386390235,0.0
2018-12-21,-0.0,-0.8173455978975032,1.0,-0.0,-0.734141679608171,-0.43498387289451673,0.0
2018-12-24,-0.0,-0.80250504570818,1.0,-0.0,-0.7257806007360798,-0.43980766947643357,0.0
2018-12-26,-0.0,-0.803914044512663,1.0,-0.0,-0.7161284609481079,-0.4317256036365783,0.0
2018-12-27,-0.0,-0.7674193180522293,1.0,-0.0,-0.6495039343140608,-0.43402896567453525,0.0
2018-12-28,-0.0,-0.7681853149841867,1.0,-0.0,-0.6485169672621591,-0.43254409208764283,0.0
2018-12-31,-0.0,-0.7763710668457604,1.0,-0.0,-0.6488525620873938,-0.432654111057129,0.0
2019-01-02,-0.0,-0.7788188773317286,1.0,-0.0,-0.6527980744433938,-0.43379466460357025,0.0
2019-01-03,-0.0,-0.7782105624928399,1.0,-0.0,-0.6580364302898384,-0.4277408637873754,0.0
2019-01-04,-0.0,-0.788852365299414,1.0,-0.0,-0.632499642704016,-0.4369872802629698,0.0
2019-01-07,-0.0,-0.7639922491504957,1.0,-0.0,-0.6256283523828245,-0.41865820438653145,0.0
2019-01-08,-0.0,-0.7549327354260089,1.0,-0.0,-0.6310538116591928,-0.4167040358744395,0.0
2019-01-09,-0.0,-0.7385034854958399,1.0,-0.0,-0.6368057117157634,-0.43557454463683376,0.0
2019-01-10,-0.0,-0.7353271868675512,1.0,-0.0,-0.641022037328536,-0.4345345176523499,0.0
2019-01-11,-0.0,-0.7285939612438035,1.0,-0.0,-0.6447160883280757,-0.44327399729607925,0.0
2019-01-14,-0.0,-0.7294273475369181,1.0,-0.0,-0.6480949160184872,-0.44064930672979374,0.0
2019-01-15,-0.0,-0.7255233903278595,1.0,-0.0,-0.6470853789289543,-0.44890243214265557,0.0
2019-01-16,-0.0,-0.723752078694439,1.0,-0.0,-0.6423518137489782,-0.45246483835508333,0.0
