Date,IWF,IWM,MTUM,PWR,SPY,VLUE,VXX
2018-09-24,-0.299349790300335,-0.5535226728966701,-0.1114645199425789,1.0,-0.4307709629296029,-0.4196526585413911,0.0
2018-09-25,-0.2998930661864025,-0.552819675821702,-0.11244934714092751,1.0,-0.430155335434489,-0.4187303016659162,0.0
2018-09-26,-0.2995592224231465,-0.5544755877034357,-0.10688856238698011,1.0,-0.4349570524412296,-0.4296451175406871,0.0
2018-09-27,-0.29893932965634284,-0.5576863244237025,-0.10618017253570923,1.0,-0.435440531749399,-0.43017960684485934,0.0
2018-09-28,-0.29599320402095425,-0.561715984709047,-0.10678182075605266,1.0,-0.4361036386804474,-0.43106328755486334,0.0
2018-10-01,-0.2952318745917701,-0.5670065032800387,-0.10737511714423652,1.0,-0.43702609831596284,-0.4332490841450601,0.0
2018-10-02,-0.2963478359650119,-0.5572248097239577,-0.11089969328637965,1.0,-0.43948085879813703,-0.4359593320458935,0.0
2018-10-03,-0.29614587179414353,-0.5487517396120309,-0.10948905109489052,1.0,-0.4434093555624982,-0.4423868897156977,0.0
2018-10-04,-0.29767481475172475,-0.545694574567754,-0.10992817193311188,1.0,-0.44527723362575594,-0.4404508417795191,0.0
2018-10-05,-0.3020679047510539,-0.5527230260909194,-0.10971858265922296,1.0,-0.4451407086703885,-0.4387319129543124,0.0
2018-10-08,-0.3009728069177381,-0.5508305836841506,-0.10769143247240869,1.0,-0.44669473205142796,-0.4382751166230516,0.0
2018-10-09,-0.2990265839357887,-0.5519439858826208,-0.10209483691011556,1.0,-0.4501906984687198,-0.44298969659019755,0.0
2018-10-10,-0.2991946728892177,-0.5516348424916764,-0.10221678381377877,1.0,-0.4503002191172704,-0.4423038615861814,0.0
2018-10-11,-0.27048426217625243,-0.552092336000446,-0.06258886503666118,1.0,-0.44595611809640634,-0.45680113747246925,0.0
2018-10-12,-0.27827623333241314,-0.5479667614499075,-0.060734892195566346,1.0,-0.4323772188940729,-0.44129420533914915,0.0
2018-10-15,-0.26438050045521005,-0.5735922972935691,-0.04005848759897371,1.0,-0.4341600684194554,-0.4466300659364913,0.0
2018-10-16,-0.26159765279007974,-0.5930580159433126,-0.027098095659875997,1.0,-0.43744464127546506,-0.4487378210806023,0.0
2018-10-17,-0.25719236481654656,-0.5829253534297816,-0.023516145002475383,1.0,-0.43616260520380656,-0.4506023433632213,0.0
2018-10-18,-0.2573094589762632,-0.5832164369997525,-0.023269246637511346,1.0,-0.4360645817861759,-0.45064224220920324,0.0
2018-10-19,-0.24963763161493233,-0.5768631204703952,-0.015233146451524683,1.0,-0.4403391221113086,-0.4527827157117463,0.0
2018-10-22,-0.25010938525486764,-0.5755031721723911,-0.01457558521111354,1.0,-0.44104134762634,-0.4534018814263837,0.0
2018-10-23,-0.24972644709486813,-0.5759109311740891,-0.013322026479921218,1.0,-0.4423350475982055,-0.45420724368092785,0.0
2018-10-24,-0.24937778628668325,-0.5765117741979597,-0.011951973306347946,1.0,-0.4426879632415283,-0.4544758362278807,0.0
2018-10-25,-0.23554074392603738,-0.5571113738980864,-0.00916469576435175,1.0,-0.4447430660073102,-0.44103418619651685,0.0
2018-10-26,-0.23238136024196354,-0.5531971842295442,-0.006022322742967265,1.0,-0.44634779582987605,-0.43863922271887795,0.0
2018-10-29,-0.21908928428521887,-0.5624349774588524,-0.0,1.0,-0.44084616000213406,-0.44522100995011604,0.0
2018-10-30,-0.2152972237779022,-0.5624183267994772,-0.0,1.0,-0.44094194202202835,-0.4482491932687948,0.0
2018-10-31,-0.21644330993405658,-0.5563975749840459,-0.0,1.0,-0.43977345245692406,-0.44639438417358007,0.0
2018-11-01,-0.19844202802222635,-0.5718235716374658,-0.0,1.0,-0.44045941562757557,-0.44790365033366125,0.0
2018-11-02,-0.19416191184983048,-0.6371178918933819,-0.0,1.0,-0.4501502246478679,-0.4749855288183247,0.0
2018-11-05,-0.18479317720921187,-0.6750562546878907,-0.0,1.0,-0.4608439592188238,-0.45731588743506396,0.0
2018-11-06,-0.18117293400506582,-0.6729200879561333,-0.0,1.0,-0.4656386561638879,-0.46369026080663567,0.0
2018-11-07,-0.18049526989426823,-0.6735670562047857,-0.0,1.0,-0.4646355036171397,-0.4636894824707846,0.0
2018-11-08,-0.16986460669490822,-0.6736716781571005,-0.0,1.0,-0.4602264861422599,-0.4650164742365091,0.0
2018-11-09,-0.17016033007504222,-0.6736355329105862,-0.0,1.0,-0.4601666989726691,-0.465123362777947,0.0
2018-11-12,-0.16962165147749242,-0.6661971830985915,-0.0,1.0,-0.46246893123446564,-0.46338028169014084,0.0
2018-11-13,-0.16461109731534365,-0.6686808487156142,-0.0,1.0,-0.46276522362939054,-0.4630687305134785,0.0
2018-11-14,-0.16540668800353164,-0.668082993047125,-0.0,1.0,-0.46289040944708093,-0.46272486480520914,0.0
2018-11-15,-0.16498511412504133,-0.6698643731392656,-0.0,1.0,-0.4664792149079281,-0.4552872422538317,0.0
2018-11-16,-0.1645597510259164,-0.6675755322371864,-0.0,1.0,-0.465917541105511,-0.45611280949626815,0.0
2018-11-19,-0.16434847274630238,-0.6676673919629823,-0.0,1.0,-0.46608092103451126,-0.45619302062963063,0.0
2018-11-20,-0.1397274546900277,-0.663815085958707,-0.0,1.0,-0.4691398645499164,-0.4691947026404541,0.0
2018-11-21,-0.14474042599553302,-0.6610284904940894,-0.0,1.0,-0.4683227106825734,-0.44966497793757143,0.0
2018-11-23,-0.1453417163386952,-0.6563239977137257,-0.0,1.0,-0.4700743039111619,-0.4500149696524318,0.0
