Date,IWF,IWM,MTUM,PFS,SPY,VLUE,VXX
2018-09-24,-0.1334583607886867,-0.7355669319276192,-0.06178721678747022,1.0,-0.3073141061381723,-0.29623903897815396,0.0
2018-09-25,-0.13240002032623607,-0.7390873519995934,-0.05851415214187713,1.0,-0.31048325626302153,-0.3002947304232939,0.0
2018-09-26,-0.1331130876747141,-0.7400254129606099,-0.060050825921219825,1.0,-0.31016518424396444,-0.2979415501905972,0.0
2018-09-27,-0.13254790198223873,-0.7433522481488078,-0.059289040433598825,1.0,-0.31079671238453904,-0.2986081070765159,0.0
2018-09-28,-0.1315401058631922,-0.7440960912052118,-0.05964983713355049,1.0,-0.3107695439739414,-0.2987326954397394,0.0
2018-10-01,-0.1309915563378485,-0.7479401035687865,-0.06010050764011122,1.0,-0.3114716461314762,-0.3004515190939006,0.0
2018-10-02,-0.1313941568426448,-0.7680164018452076,-0.05448487954894926,1.0,-0.3103280369041517,-0.29856483854433624,0.0
2018-10-03,-0.13119331864528358,-0.7627709176615258,-0.0537992519342112,1.0,-0.3122149920582057,-0.30189065942511656,0.0
2018-10-04,-0.1299382716049383,-0.7703703703703705,-0.053497942386831275,1.0,-0.31077674897119345,-0.30743312757201646,0.0
2018-10-05,-0.11836473151352044,-0.7677047289504038,-0.043726771754453414,1.0,-0.31744200948353196,-0.3158785082660515,0.0
2018-10-08,-0.1171367149511184,-0.7662384194093259,-0.04197164354813943,1.0,-0.3186261964477658,-0.31527358345703027,0.0
2018-10-09,-0.11444050736917784,-0.7699892158373132,-0.03178760334822575,1.0,-0.32640065732039236,-0.32506547527345553,0.0
2018-10-10,-0.11536388140161725,-0.7691438839686818,-0.03301245026312412,1.0,-0.326915671929149,-0.32265434475677063,0.0
2018-10-11,-0.07779253652790658,-0.7760457131400216,-0.0,1.0,-0.3180872659833087,-0.3342522743790882,0.0
2018-10-12,-0.0733894673907628,-0.7785361965024165,-0.0,1.0,-0.31171839968113196,-0.32751233122415424,0.0
2018-10-15,-0.03623133860243382,-0.8265211391293438,-0.0,1.0,-0.3109020198218542,-0.3354409735290428,0.0
2018-10-16,-0.03337348188296698,-0.8312004416340459,-0.0,1.0,-0.3100973602328616,-0.3346130683529058,0.0
2018-10-17,-0.01993956207272367,-0.8086792826711582,-0.0,1.0,-0.30766372733577724,-0.34068166055682153,0.0
2018-10-18,-0.018994247173179924,-0.8071315215235072,-0.0,1.0,-0.3115949216425312,-0.3419460424518944,0.0
2018-10-19,-0.008972368064285538,-0.8056397742118366,-0.0,1.0,-0.31033547782789817,-0.33998866129310557,0.0
2018-10-22,-0.009439775219973875,-0.8034160648707268,-0.0,1.0,-0.3111182313361103,-0.34071919749587165,0.0
2018-10-23,-0.008064516129032258,-0.8038127651178849,-0.0,1.0,-0.312666469369636,-0.34169379500838515,0.0
2018-10-24,-0.006134969325153374,-0.8014388843718432,-0.0,1.0,-0.31298198930692095,-0.3433118978983418,0.0
2018-10-25,-0.0,-0.7836465210766886,-0.0,1.0,-0.30818157633800086,-0.32661007521342716,0.0
2018-10-26,-0.0,-0.7831546855718745,-0.0,1.0,-0.3090082024728399,-0.32744561929879745,0.0
2018-10-29,-0.0,-0.8320759430427179,-0.0,1.0,-0.30382213339995007,-0.3622283287534349,0.0
2018-10-30,-0.0,-0.83645759448779,-0.0,1.0,-0.30441280778194346,-0.3923143175600365,0.0
2018-10-31,-0.0,-0.822400725203334,-0.0,1.0,-0.3053408203862715,-0.3903255860801249,0.0
2018-11-01,-0.0,-0.8425340282345797,-0.0,1.0,-0.2990436674593938,-0.3883772706572889,0.0
2018-11-02,-0.0,-0.8199743144216968,-0.0,1.0,-0.3111228626828838,-0.3870967741935484,0.0
2018-11-05,-0.0,-0.8300460968790145,-0.0,1.0,-0.3110405803672637,-0.3778684601627245,0.0
2018-11-06,-0.0,-0.8309323527930287,-0.0,1.0,-0.3107338941217952,-0.37686999445927566,0.0
2018-11-07,-0.0,-0.8355351573395543,-0.0,1.0,-0.31827978801632983,-0.38187488906356976,0.0
2018-11-08,-0.0,-0.8332955718349571,-0.0,1.0,-0.3031744832968305,-0.380963169951917,0.0
2018-11-09,-0.0,-0.8338458436255483,-0.0,1.0,-0.30548974139234764,-0.3812068357110451,0.0
2018-11-12,-0.0,-0.8284730252903615,-0.0,1.0,-0.3061239881341445,-0.3793554225954045,0.0
2018-11-13,-0.0,-0.8254392094230385,-0.0,1.0,-0.2986124975044919,-0.3714563785186664,0.0
2018-11-14,-0.0,-0.8252071064976545,-0.0,1.0,-0.29870745583391556,-0.3713444455534485,0.0
2018-11-15,-0.0,-0.8259729884913998,-0.0,1.0,-0.2980752427790399,-0.37236937364255934,0.0
2018-11-16,-0.0,-0.8253782016076688,-0.0,1.0,-0.2983673673173898,-0.37263467971441416,0.0
2018-11-19,-0.0,-0.8253976180370028,-0.0,1.0,-0.2983446106214577,-0.3730743302289581,0.0
2018-11-20,-0.0,-0.8148203332588344,-0.0,1.0,-0.2883359407981326,-0.3801435347289478,0.0
2018-11-21,-0.0,-0.8140491795200315,-0.0,1.0,-0.28721726703789485,-0.36261272359927066,0.0
2018-11-23,-0.0,-0.8030094074767277,-0.0,1.0,-0.294365364724425,-0.36531547062010544,0.0
2018-11-26,-0.0,-0.8056574509466014,-0.0,1.0,-0.2926462985302445,-0.3635983160589871,0.0
2018-11-27,-0.0,-0.8060711570997718,-0.0,1.0,-0.28693328102395604,-0.35899762155800213,0.0
2018-11-28,-0.0,-0.8085403840965392,-0.0,1.0,-0.28584042579284297,-0.35836746707218364,0.0
2018-11-29,-0.0,-0.800424059270813,-0.0,1.0,-0.2800009748488984,-0.3566972119321505,0.0
2018-11-30,-0.0,-0.8008192524321557,-0.0,1.0,-0.27956989247311825,-0.35786214127227955,0.0
2018-12-03,-0.0,-0.8055466850082291,-0.0,1.0,-0.2868407477461986,-0.3640718268687514,0.0
2018-12-04,-0.0,-0.8070523658996789,-0.0,1.0,-0.2818740964003038,-0.36148888725526235,0.0
2018-12-06,-0.0,-0.817437083323083,-0.0,1.0,-0.27976087972643854,-0.362887155895594,0.0
2018-12-07,-0.0,-0.817971442639094,-0.0,1.0,-0.2790743476120138,-0.36479566715903494,0.0
2018-12-10,-0.0,-0.8211130095191603,-0.0,1.0,-0.2716133756407127,-0.3480839638760068,0.0
2018-12-11,-0.0,-0.8208157387292832,-0.0,1.0,-0.27210817935512216,-0.34794600795723596,0.0
2018-12-12,-0.0,-0.8208853187489319,-0.0,1.0,-0.27338428107527407,-0.347291061357033,0.0
2018-12-13,-0.0,-0.8212994626282364,-0.0,1.0,-0.27344894968246214,-0.34787493893502686,0.0
2018-12-14,-0.0,-0.8293309833296615,-0.0,1.0,-0.269858754987638,-0.3487062740202198,0.0
2018-12-17,-0.0,-0.8276947093689783,-0.0,1.0,-0.2550918359879991,-0.35644071517428105,0.0
2018-12-18,-0.0,-0.8193501454898157,-0.0,1.0,-0.24825412221144522,-0.3572017458777886,0.0
2018-12-19,-0.0,-0.8193767430580817,-0.0,1.0,-0.24850248575239484,-0.357245058809264,0.0
2018-12-20,-0.0,-0.8204623828257808,-0.0,1.0,-0.24942930691145757,-0.35858953810287053,0.0
2018-12-21,-0.0,-0.8256236376846694,-0.0,1.0,-0.25434729958827806,-0.3419472027125212,0.0
2018-12-24,-0.0,-0.8033764853637329,-0.0,1.0,-0.24615979132450969,-0.36568930538112254,0.0
