Date,IWF,IWM,MTUM,SPY,UNM,VLUE,VXX
2018-09-24,-0.3918082499065343,-0.7571137789224442,-0.1565654467660865,-0.9021725584679933,1.0,-0.9463714534956175,0.0
2018-09-25,-0.39134591404106744,-0.7586249896084463,-0.15529137916701305,-0.9033585501704215,1.0,-0.9479590988444593,0.0
2018-09-26,-0.39107840691776835,-0.7584601313710817,-0.1543194479088717,-0.9038829300740001,1.0,-0.9495717967905546,0.0
2018-09-27,-0.39118686343795467,-0.7581791727291622,-0.15452088962793598,-0.9038037829972978,1.0,-0.9494491789648721,0.0
2018-09-28,-0.39226611226611224,-0.7577962577962578,-0.15484407484407486,-0.9037837837837838,1.0,-0.9493555093555094,0.0
2018-10-01,-0.3927234927234928,-0.7572972972972972,-0.15505197505197504,-0.9037837837837838,1.0,-0.9491476091476092,0.0
2018-10-02,-0.3939885258169119,-0.7475679720628586,-0.15880934563897894,-0.9056705745406168,1.0,-0.9512762950029101,0.0
2018-10-03,-0.3937567545099343,-0.7374677861833902,-0.15741125613101672,-0.909759747277413,1.0,-0.9581843877296534,0.0
2018-10-04,-0.3956299588750883,-0.7334357994433598,-0.1581024384164832,-0.9115191293150001,1.0,-0.9553441615087442,0.0
2018-10-05,-0.37732249502322496,-0.7239963503649635,-0.139349701393497,-0.9294956867949569,1.0,-0.9771483078964831,0.0
2018-10-08,-0.37493273728217225,-0.7200215240697049,-0.13551885425721263,-0.9322405728713937,1.0,-0.9765304855333415,0.0
2018-10-09,-0.3720543618303479,-0.7267777731598853,-0.1216075807323054,-0.9442250945513487,1.0,-0.991438427330535,0.0
2018-10-10,-0.3718833111702128,-0.7265209441489362,-0.12125997340425533,-0.9445644946808511,1.0,-0.9913979388297873,0.0
2018-10-11,-0.309835800372078,-0.7216290544366254,-0.03979616597913128,-0.9444309633584081,1.0,-1.0286338267410822,0.0
2018-10-12,-0.305055457321974,-0.714917215881691,-0.03126506992444944,-0.9416090660665487,1.0,-1.025839897122649,0.0
2018-10-15,-0.2905890372508922,-0.7337102530173624,-0.01170856890813585,-0.943020971169654,1.0,-1.03075504230322,0.0
2018-10-16,-0.28972374804538714,-0.7368990818331262,-0.009301952608155247,-0.9429453510284271,1.0,-1.0305521029629927,0.0
2018-10-17,-0.2685524914191029,-0.6949540379532095,-0.0,-0.9401507081705923,1.0,-1.0416222827159032,0.0
2018-10-18,-0.267630103450999,-0.6929242675511333,-0.0,-0.9447603253573403,1.0,-1.043196714838506,0.0
2018-10-19,-0.24868720119131593,-0.6773258092326984,-0.0,-0.9474488596284976,1.0,-1.045340543929775,0.0
2018-10-22,-0.24915653197332285,-0.6653197332287171,-0.0,-0.9558258140447233,1.0,-1.0528442526480972,0.0
2018-10-23,-0.24792966756937085,-0.6657639624789041,-0.0,-0.9572981671180186,1.0,-1.053809019192276,0.0
2018-10-24,-0.24572842609686166,-0.6676224517852234,-0.0,-0.9591107270513375,1.0,-1.0554224439294553,0.0
2018-10-25,-0.21705485749310452,-0.6264557155991419,-0.0,-0.9556772908366534,1.0,-1.0316426601287159,0.0
2018-10-26,-0.20367348487723425,-0.6137527987552654,-0.0,-0.9559030017836134,1.0,-1.0215551591969942,0.0
2018-10-29,-0.17613700805262558,-0.6247400854410041,-0.0,-0.9469585270878226,1.0,-1.0327397829949718,0.0
2018-10-30,-0.15895417912141963,-0.6268871315600286,-0.0,-0.9492602822656929,1.0,-1.0486208331756781,0.0
2018-10-31,-0.15927632572896208,-0.6228282217857682,-0.0,-0.9479150929143376,1.0,-1.0469859495392053,0.0
2018-11-01,-0.14079299807597995,-0.6373033538310635,-0.0,-0.9471083110121855,1.0,-1.047383709963406,0.0
2018-11-02,-0.14393484461792524,-0.616311364659961,-0.0,-0.9506080168142921,1.0,-1.0423359855877496,0.0
2018-11-05,-0.13788698527201684,-0.6364592726179741,-0.0,-0.9535993387436128,1.0,-1.0291553952509769,0.0
2018-11-06,-0.14014198249633775,-0.6378319498178266,-0.0,-0.9516959020395896,1.0,-1.0264808624122,0.0
2018-11-07,-0.13918299917398813,-0.6386573552601937,-0.0,-0.9503641961402718,1.0,-1.0263948336712472,0.0
2018-11-08,-0.11526572567129714,-0.6363263938028378,-0.0,-0.9420878179583628,1.0,-1.0306133849763508,0.0
2018-11-09,-0.11464541120381407,-0.6365837306317045,-0.0,-0.9432359952324196,1.0,-1.0302443384982123,0.0
2018-11-12,-0.11322574661472824,-0.6203672787979967,-0.0,-0.948692264885921,1.0,-1.0276386570209608,0.0
2018-11-13,-0.08500147188695907,-0.6121577862820136,-0.0,-0.9535251692670004,1.0,-1.0290329702678835,0.0
2018-11-14,-0.0905626872849691,-0.6159224593984685,-0.0,-0.9603788243128261,1.0,-1.032592208945285,0.0
2018-11-15,-0.08898508898508897,-0.6158286158286158,-0.0,-0.9612239612239613,1.0,-1.034003034003034,0.0
2018-11-16,-0.08504983388704321,-0.6060908084163898,-0.0,-0.9601328903654486,1.0,-1.0400885935769657,0.0
2018-11-19,-0.09458708458375015,-0.6083138824052462,-0.0,-0.960023711607573,1.0,-1.0420510540550554,0.0
2018-11-20,-0.06178160919540229,-0.5989537282640731,-0.0,-0.9642278219864427,1.0,-1.0590922487474212,0.0
2018-11-21,-0.06492984507453961,-0.5904706226249635,-0.0,-0.9632417421806491,1.0,-1.0352966968722597,0.0
2018-11-23,-0.0650599765944997,-0.5942437097717963,-0.0,-0.9624414862492686,1.0,-1.035327677004096,0.0
