Date,AUY,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-1.1736682159456562,-2.7091526635681085,-0.0,-2.1214694315337863,-1.9338577046835896,0.0
2018-09-25,1.0,-1.1878245299910475,-2.710743061772605,-0.0,-2.1232766338406446,-1.9307072515666965,0.0
2018-09-26,1.0,-1.1968037349613934,-2.7233794217992457,-0.0,-2.1297360387861373,-1.9283533848087626,0.0
2018-09-27,1.0,-1.1974237409428392,-2.7035513015475443,-0.0,-2.1227301189730747,-1.9215493335718759,0.0
2018-09-28,1.0,-1.1956580245806048,-2.71786130797524,-0.0,-2.1290930295146677,-1.9283215214856015,0.0
2018-10-01,1.0,-1.1980580778566934,-2.725883304863796,-0.0,-2.1330576283376788,-1.93338128202823,0.0
2018-10-02,1.0,-1.2029649595687333,-2.704132973944295,-0.0,-2.138364779874214,-1.9392632524707998,0.0
2018-10-03,1.0,-1.2171542794839179,-2.6984372160639647,-0.0,-2.180356169362166,-1.9900054515718697,0.0
2018-10-04,1.0,-1.2387909779928774,-2.693087389279518,-0.0,-2.2099351657382886,-1.9897726235047029,0.0
2018-10-05,1.0,-1.178487212044259,-2.659985488844549,-0.0,-2.222383457282786,-2.008706693270452,0.0
2018-10-08,1.0,-1.1688111634650236,-2.650688655309895,-0.0,-2.2342334179050383,-2.0075208408843785,0.0
2018-10-09,1.0,-1.161864945923839,-2.658365900209034,-0.0,-2.2458420430791604,-2.0224484231573205,0.0
2018-10-10,1.0,-1.1615160879840027,-2.6588802035993457,-0.0,-2.24622795855299,-2.022632248682058,0.0
2018-10-11,1.0,-0.9077956989247311,-2.7021505376344086,-0.0,-2.2273297491039425,-2.1232974910394264,0.0
2018-10-12,1.0,-1.1052579755809375,-3.026289877904687,-0.0,-2.4271366679795197,-2.287711697518708,0.0
2018-10-15,1.0,-1.0169103750124342,-3.1671142942405255,-0.0,-2.4412613150303395,-2.3219934347955835,0.0
2018-10-16,1.0,-1.006386588164854,-3.2016764793932744,-0.0,-2.445165153178326,-2.3257159964075442,0.0
2018-10-17,1.0,-0.9124951114587407,-3.047712162690653,-0.0,-2.439479859210012,-2.377395385217051,0.0
2018-10-18,1.0,-0.9107893964589651,-3.045192213635919,-0.0,-2.446150836349408,-2.3797319769147998,0.0
2018-10-19,1.0,-0.841399416909621,-3.011467444120505,-0.0,-2.4717201166180756,-2.3935860058309038,0.0
2018-10-22,1.0,-0.8402986521865606,-2.985649180645787,-0.0,-2.4744497236497622,-2.396005042179773,0.0
2018-10-23,1.0,-0.8410082404265632,-2.984682501211827,-0.0,-2.4735821619001452,-2.395346582646631,0.0
2018-10-24,1.0,-0.83380199747891,-2.9749830311257637,-0.0,-2.4808494133617764,-2.4068651216910695,0.0
2018-10-25,1.0,-0.6629008746355686,-2.736698250728863,-0.0,-2.4699344023323615,-2.241253644314869,0.0
2018-10-26,1.0,-0.6375398281355605,-2.902674519648547,-0.0,-2.7220237520517525,-2.393164043641981,0.0
2018-10-29,1.0,-0.5626291079812207,-2.851079812206573,-0.0,-2.6321126760563383,-2.343849765258216,0.0
2018-10-30,1.0,-0.5669860954528373,-2.85184141300263,-0.0,-2.632562946260804,-2.3434798947763995,0.0
2018-10-31,1.0,-0.5580470162748643,-2.700813743218806,-0.0,-2.53499095840868,-2.2477396021699816,0.0
2018-11-01,1.0,-0.4947329852523587,-2.8043418521571857,-0.0,-2.573326005312815,-2.2877164056059356,0.0
2018-11-02,1.0,-0.49325044404973356,-2.6601243339253995,-0.0,-2.517495559502664,-2.2102131438721138,0.0
2018-11-05,1.0,-0.48484579936192845,-2.6746721020914572,-0.0,-2.513115916341723,-2.1894718185040767,0.0
2018-11-06,1.0,-0.48795820789799893,-2.6729236762882946,-0.0,-2.508411545953604,-2.1849654683902955,0.0
2018-11-07,1.0,-0.48743227640110137,-2.6862065902833288,-0.0,-2.514432898125944,-2.1937116973088195,0.0
2018-11-08,1.0,-0.3809777304586993,-2.7292165735072307,-0.0,-2.5137077455416557,-2.2483364386478573,0.0
2018-11-09,1.0,-0.3825955823649428,-2.727934001596736,-0.0,-2.512552115674621,-2.2476714273041782,0.0
2018-11-12,1.0,-0.3713142558928416,-2.641558667478473,-0.0,-2.4837783769679045,-2.201269896494738,0.0
2018-11-13,1.0,-0.2808092679650772,-2.561282740094023,-0.0,-2.4228509066487574,-2.1299529885829416,0.0
2018-11-14,1.0,-0.2812054058591455,-2.5608998572987494,-0.0,-2.4224796440862923,-2.129690254343994,0.0
2018-11-15,1.0,-0.2836086404066074,-2.596865734858111,-0.0,-2.4672596357475647,-2.1232528589580686,0.0
2018-11-16,1.0,-0.27091366303436715,-2.550544844928751,-0.0,-2.442078792958927,-2.1186923721709974,0.0
2018-11-19,1.0,-0.27012747400201276,-2.552163703455216,-0.0,-2.443978530694398,-2.1200939282120097,0.0
2018-11-20,1.0,-0.1369602905968794,-2.5084619829934782,-0.0,-2.442169569883596,-2.1680013208949065,0.0
2018-11-21,1.0,-0.14352410850841182,-2.453433148192868,-0.0,-2.3990179505755456,-2.053610239072688,0.0
2018-11-23,1.0,-0.14541960281870595,-2.424647661755285,-0.0,-2.3927770659833443,-2.0447629724535554,0.0
2018-11-26,1.0,-0.14333679750579584,-2.428731313454313,-0.0,-2.384922855544008,-2.0372531777120475,0.0
2018-11-27,1.0,-0.1090051183621241,-2.461692258477287,-0.0,-2.3897952655150347,-2.0368682021753037,0.0
2018-11-28,1.0,-0.10991120710343172,-2.4654027677785773,-0.0,-2.387888968882489,-2.0361571074314053,0.0
2018-11-29,1.0,-0.023831559463211475,-2.3725898503779117,-0.0,-2.317677001388246,-1.9983803794539565,0.0
2018-11-30,1.0,-0.022692188947205927,-2.3747298548934856,-0.0,-2.3197746217968507,-2.0013121333744985,0.0
2018-12-03,1.0,-0.01695307081760037,-2.373969330353703,-0.0,-2.31694536487632,-1.9980735146798183,0.0
2018-12-04,1.0,-0.0,-2.3594023934751127,-0.0,-2.2880554920344536,-1.9750743196890008,0.0
2018-12-06,1.0,-0.0,-2.167467297317271,-0.0,-2.3205971472914046,-1.902372330204715,0.0
2018-12-07,1.0,-0.0,-2.174431523590845,-0.0,-2.331456929116362,-1.9009702984964076,0.0
2018-12-10,1.0,-0.0,-2.2323927849711844,-0.0,-2.374897088541277,-1.8771798518074991,0.0
2018-12-11,1.0,-0.0,-2.2471588770979154,-0.0,-2.377361330623918,-1.9016331752841125,0.0
2018-12-12,1.0,-0.0,-2.2496044601823253,-0.0,-2.378588111203195,-1.9058991938521812,0.0
2018-12-13,1.0,-0.0,-2.2330257333633434,-0.0,-2.3752719633881014,-1.8942156200765248,0.0
2018-12-14,1.0,-0.0,-2.2037231646899866,-0.0,-2.402417054496322,-1.900315267977781,0.0
2018-12-17,1.0,-0.0,-2.170368725011106,-0.0,-2.332370798163779,-1.9013771657041312,0.0
2018-12-18,1.0,-0.0,-2.313687909279668,-0.0,-2.553346110844913,-2.1189107171378376,0.0
2018-12-19,1.0,-0.0,-2.3213169911079072,-0.0,-2.562044380357286,-2.1275334454858608,0.0
2018-12-20,1.0,-0.0,-2.266650939687033,-0.0,-2.51380042462845,-2.0831170873633718,0.0
2018-12-21,1.0,-0.0,-2.4032563111586223,-0.0,-2.6904859797714002,-2.1292656853877148,0.0
2018-12-24,1.0,-0.0,-2.338066540080905,-0.0,-2.6932221580120532,-2.224304466275902,0.0
2018-12-26,1.0,-0.0,-2.4435908141962424,-0.0,-2.6763256784968688,-2.230814196242171,0.0
2018-12-27,1.0,-0.0,-2.342188385842715,-0.0,-2.4457763019356933,-2.3111687049485705,0.0
2018-12-28,1.0,-0.0,-2.3483990944372573,-0.0,-2.4372574385510997,-2.2997250970245795,0.0
2018-12-31,1.0,-0.0,-2.346890919382227,-0.0,-2.4382631195924636,-2.3008813778604353,0.0
2019-01-02,1.0,-0.0,-2.333681924221704,-0.0,-2.419515726812002,-2.291207465207948,0.0
