Date,AMSF,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.29063883617963315,-0.60223678914381,-0.06874245299292737,-0.49151860157552757,-0.421913633488586,0.0
2018-09-25,1.0,-0.28953750216525204,-0.6082914717939835,-0.06409146024597263,-0.4967376869334257,-0.42834459264391705,0.0
2018-09-26,1.0,-0.28943873426492667,-0.6082399815221157,-0.06371982907957038,-0.49688185702737037,-0.4288890172075297,0.0
2018-09-27,1.0,-0.2887963444965007,-0.6127306379779051,-0.06281450633350685,-0.49780207068077975,-0.42986870264329924,0.0
2018-09-28,1.0,-0.28656172232189364,-0.6153423230511025,-0.0634006597604028,-0.49800335667573353,-0.43034897852885,0.0
2018-10-01,1.0,-0.2859919357178081,-0.6198184086096366,-0.06393409334841761,-0.49879615931308563,-0.43228033533489985,0.0
2018-10-02,1.0,-0.28701268338301483,-0.6503886843181951,-0.055993921327956046,-0.49830498568005144,-0.43073820796072243,0.0
2018-10-03,1.0,-0.2869338946876005,-0.6410548782270561,-0.0544104318334649,-0.5029968131450457,-0.4382948864134725,0.0
2018-10-04,1.0,-0.2862830045079328,-0.6439903986886014,-0.05456355014343423,-0.5020197880686144,-0.440343071248756,0.0
2018-10-05,1.0,-0.2770715493614788,-0.6392501020467666,-0.045221295702373314,-0.5075806169455944,-0.44649833809551576,0.0
2018-10-08,1.0,-0.27562721927935274,-0.6367949240351592,-0.042610163571802785,-0.5096047499854474,-0.44586413644566036,0.0
2018-10-09,1.0,-0.27300478440811293,-0.6463940825970824,-0.025800581173500835,-0.5254043265138395,-0.46461592650209865,0.0
2018-10-10,1.0,-0.275796215771536,-0.6454342460923728,-0.028352332824068634,-0.5277059583969914,-0.4607474438829474,0.0
2018-10-11,1.0,-0.2275550213216565,-0.6426833805557941,-0.0,-0.5172433530809079,-0.47448556137488906,0.0
2018-10-12,1.0,-0.22638995208528254,-0.6380595957018513,-0.0,-0.5078109495052592,-0.46292988574182753,0.0
2018-10-15,1.0,-0.19599387164500937,-0.6709130114055496,-0.0,-0.5042558020768314,-0.46606707144073084,0.0
2018-10-16,1.0,-0.18568936425772872,-0.6994594903766409,-0.0,-0.5066777247118712,-0.46801269768639003,0.0
2018-10-17,1.0,-0.17166220217115463,-0.6735936839137177,-0.0,-0.5023826307627237,-0.47207105597067534,0.0
2018-10-18,1.0,-0.17154941491611447,-0.673734667982518,-0.0,-0.5023544339489637,-0.47204285915691524,0.0
2018-10-19,1.0,-0.15761630185299222,-0.6648659239769354,-0.0,-0.5047864300509433,-0.4718412360745675,0.0
2018-10-22,1.0,-0.15776624105514242,-0.6533744913708432,-0.0,-0.5143819278798933,-0.48067910761891397,0.0
2018-10-23,1.0,-0.16294548824669308,-0.6545623051647148,-0.0,-0.5114443789142584,-0.47948437105063607,0.0
2018-10-24,1.0,-0.16115459059160145,-0.6518836432999524,-0.0,-0.5116833571769194,-0.480406182501613,0.0
2018-10-25,1.0,-0.1362098138747885,-0.6193439222749849,-0.0,-0.5157196659570984,-0.4578352710004912,0.0
2018-10-26,1.0,-0.16477159385597448,-0.6594568407853866,-0.0,-0.5351514633381779,-0.49035365193354424,0.0
2018-10-29,1.0,-0.14623765747361256,-0.6681704687322666,-0.0,-0.5272386789240723,-0.4957155827942345,0.0
2018-10-30,1.0,-0.13865879950073753,-0.6683592420288211,-0.0,-0.5276580052195621,-0.5020424373085215,0.0
2018-10-31,1.0,-0.14556801174709852,-0.6481235704402338,-0.0,-0.529946629768729,-0.5001553101968204,0.0
2018-11-01,1.0,-0.11325205331514478,-0.6831784465853866,-0.0,-0.5371586097138148,-0.5083411487196976,0.0
2018-11-02,1.0,-0.12411166069702655,-0.6488430268918074,-0.0,-0.5604354994598897,-0.509267155608619,0.0
2018-11-05,1.0,-0.12044459605435215,-0.6595315253851839,-0.0,-0.561601000625391,-0.5010802205924157,0.0
2018-11-06,1.0,-0.12412244549924681,-0.6622516556291391,-0.0,-0.5588778671517495,-0.4970013927180741,0.0
2018-11-07,1.0,-0.124409807156266,-0.662637237613061,-0.0,-0.5597303600887422,-0.4974970134819956,0.0
2018-11-08,1.0,-0.09645702661468045,-0.6679663219754761,-0.0,-0.5537661750579195,-0.5071763575747302,0.0
2018-11-09,1.0,-0.09535929413760924,-0.6688159271513815,-0.0,-0.556205989649614,-0.5075931110545517,0.0
2018-11-12,1.0,-0.09457478005865103,-0.6620516580193999,-0.0,-0.5575513196480938,-0.5056113241597112,0.0
2018-11-13,1.0,-0.07070311407067513,-0.6606138608320975,-0.0,-0.5624632774684536,-0.5041269130690244,0.0
2018-11-14,1.0,-0.07081106790140726,-0.6604649861511345,-0.0,-0.5624318048289175,-0.5040147721232129,0.0
2018-11-15,1.0,-0.06990541221245872,-0.6609391615828063,-0.0,-0.5627133822130185,-0.5048693121396989,0.0
2018-11-16,1.0,-0.06876134618070102,-0.6564167015779919,-0.0,-0.5613461807010195,-0.506381790252758,0.0
2018-11-19,1.0,-0.07088593453245447,-0.6558205787062897,-0.0,-0.5602446654005139,-0.5060328454921238,0.0
2018-11-20,1.0,-0.02974783841641413,-0.6505046011843532,-0.0,-0.5689065584253107,-0.5310128165920653,0.0
2018-11-21,1.0,-0.03516465331788846,-0.6465607590049093,-0.0,-0.5686469193005681,-0.5076396933090628,0.0
2018-11-23,1.0,-0.03648086407847244,-0.6357975367150691,-0.0,-0.573857217645276,-0.5092166533491307,0.0
2018-11-26,1.0,-0.03555678059536935,-0.6419790518191841,-0.0,-0.5718577728776185,-0.5069459757442116,0.0
2018-11-27,1.0,-0.027768631324772256,-0.6449621336845571,-0.0,-0.5682691252332346,-0.5029360114147734,0.0
2018-11-28,1.0,-0.026963207029104888,-0.65054914881933,-0.0,-0.5662548050521691,-0.5019494783086216,0.0
2018-11-29,1.0,-0.0,-0.6425029966219897,-0.0,-0.5687043696197014,-0.5129944426283098,0.0
2018-11-30,1.0,-0.0,-0.6429895839014015,-0.0,-0.5686044609259966,-0.5151333369689698,0.0
2018-12-03,1.0,-0.0,-0.6462339085182143,-0.0,-0.5734045466995344,-0.5193371678992057,0.0
2018-12-04,1.0,-0.0,-0.6471536276223776,-0.0,-0.5681545017482518,-0.5163352272727272,0.0
2018-12-06,1.0,-0.0,-0.6139956664794158,-0.0,-0.5627691731535726,-0.49824786667736676,0.0
2018-12-07,1.0,-0.0,-0.6149420673784485,-0.0,-0.5648765085226513,-0.49607984801048943,0.0
2018-12-10,1.0,-0.0,-0.6149420716349849,-0.0,-0.5584718576844561,-0.47779633606405253,0.0
2018-12-11,1.0,-0.0,-0.6146769532596303,-0.0,-0.5602746626368673,-0.4762321376494605,0.0
2018-12-12,1.0,-0.0,-0.615417274777763,-0.0,-0.5628499402945468,-0.4753084781743399,0.0
2018-12-13,1.0,-0.0,-0.6118726303788743,-0.0,-0.566004719357319,-0.4734735000132566,0.0
2018-12-14,1.0,-0.0,-0.6035195589950175,-0.0,-0.5724583907558571,-0.4742923778225379,0.0
2018-12-17,1.0,-0.0,-0.6009197346512672,-0.0,-0.554007981605307,-0.48796151914792396,0.0
2018-12-18,1.0,-0.0,-0.598755011605824,-0.0,-0.5521207005697405,-0.4867851867482591,0.0
2018-12-19,1.0,-0.0,-0.598728634733066,-0.0,-0.5520943236969824,-0.486864317366533,0.0
2018-12-20,1.0,-0.0,-0.597964510770691,-0.0,-0.5520341709072693,-0.4866453977377594,0.0
2018-12-21,1.0,-0.0,-0.5981318219983207,-0.0,-0.5532640638119227,-0.4724758606213266,0.0
2018-12-24,1.0,-0.0,-0.5832051114878081,-0.0,-0.5450515060633719,-0.47964532533576737,0.0
2018-12-26,1.0,-0.0,-0.5860283265580901,-0.0,-0.5318867973382356,-0.4713497837963802,0.0
2018-12-27,1.0,-0.0,-0.5559370457621172,-0.0,-0.474086511954288,-0.4761415467896346,0.0
2018-12-28,1.0,-0.0,-0.5579514149762084,-0.0,-0.4725519659403957,-0.4738792887553218,0.0
2018-12-31,1.0,-0.0,-0.5602966600686528,-0.0,-0.4720503119440756,-0.4732529878980732,0.0
2019-01-02,1.0,-0.0,-0.559661509188323,-0.0,-0.4706574533072956,-0.47331130138701116,0.0
2019-01-03,1.0,-0.0,-0.5656114308795314,-0.0,-0.5049984853074825,-0.45387761284459255,0.0
2019-01-04,1.0,-0.0,-0.5686161263591393,-0.0,-0.48625166361148087,-0.4562438791653065,0.0
2019-01-07,1.0,-0.0,-0.5516072356536587,-0.0,-0.47952290218009946,-0.4434436168369998,0.0
2019-01-08,1.0,-0.0,-0.5340125935842134,-0.0,-0.5006197630026278,-0.44441965392433935,0.0
2019-01-09,1.0,-0.0,-0.5224845766953247,-0.0,-0.5016724065310572,-0.4534823220435569,0.0
2019-01-10,1.0,-0.0,-0.5195072377553044,-0.0,-0.5065437239738251,-0.4526571485227047,0.0
2019-01-11,1.0,-0.0,-0.5036185188856944,-0.0,-0.5095172003568951,-0.46530187369882026,0.0
2019-01-14,1.0,-0.0,-0.5039916695591808,-0.0,-0.5101403282590371,-0.4651906580056528,0.0
2019-01-15,1.0,-0.0,-0.5040999900606301,-0.0,-0.509293310804095,-0.47144916012324817,0.0
2019-01-16,1.0,-0.0,-0.504549522673031,-0.0,-0.5115354017501988,-0.46999303898170247,0.0
2019-01-17,1.0,-0.0,-0.5029578445018891,-0.0,-0.5120053688606084,-0.4706204016703122,0.0
2019-01-18,1.0,-0.0,-0.49636149941233837,-0.0,-0.5132411413138613,-0.4910600415114156,0.0
2019-01-22,1.0,-0.0,-0.497725,-0.0,-0.5389499999999999,-0.46335,0.0
2019-01-23,1.0,-0.0,-0.4650312891113892,-0.0,-0.5466082603254068,-0.49146433041301624,0.0
2019-01-24,1.0,-0.0,-0.4563228789706473,-0.0,-0.5684308403699236,-0.48831423401688784,0.0
2019-01-25,1.0,-0.0,-0.4297424184748128,-0.0,-0.615277249080066,-0.49270397157721096,0.0
2019-01-28,1.0,-0.0,-0.42511819429617204,-0.0,-0.6242946469421992,-0.49242539779370653,0.0
2019-01-29,1.0,-0.0,-0.41507650650113675,-0.0,-0.6215801977163001,-0.5178430020180347,0.0
2019-01-30,1.0,-0.0,-0.41361336808217075,-0.0,-0.6201900965813276,-0.5212581123205069,0.0
2019-01-31,1.0,-0.0,-0.41779086138487137,-0.0,-0.6164341482145143,-0.5255855625239985,0.0
2019-02-01,1.0,-0.0,-0.4156436607806453,-0.0,-0.6240036905097517,-0.523206642917553,0.0
2019-02-04,1.0,-0.0,-0.4183071875320414,-0.0,-0.6270891007895006,-0.5179175638265149,0.0
2019-02-05,1.0,-0.0,-0.4135667957033353,-0.0,-0.6231445637962417,-0.5269567000794729,0.0
2019-02-06,1.0,-0.0,-0.4081658839530885,-0.0,-0.6292247286165217,-0.5288834141709652,0.0
2019-02-07,1.0,-0.0,-0.40967659137577,-0.0,-0.6327772073921971,-0.5242813141683779,0.0
2019-02-08,1.0,-0.0,-0.41151342031447025,-0.0,-0.6497336524357291,-0.5121336112612265,0.0
2019-02-11,1.0,-0.0,-0.41361715287083806,-0.0,-0.6586692093598597,-0.5047933202762602,0.0
2019-02-12,1.0,-0.0,-0.41855972801730795,-0.0,-0.652011538659661,-0.5050224076649668,0.0
2019-02-13,1.0,-0.0,-0.4087630448127686,-0.0,-0.6479946797626356,-0.501048700634336,0.0
2019-02-14,1.0,-0.0,-0.38344976371481404,-0.0,-0.6648859667146086,-0.5199815081158825,0.0
2019-02-15,1.0,-0.0,-0.41519597783706136,-0.0,-0.6462138313154113,-0.5037451262056228,0.0
2019-02-19,1.0,-0.0,-0.4054358974358975,-0.0,-0.6562307692307692,-0.5024358974358974,0.0
2019-02-20,1.0,-0.0,-0.40254747687024267,-0.0,-0.6585765908916169,-0.5017555549860325,0.0
2019-02-21,1.0,-0.0,-0.39866598255515656,-0.0,-0.6627757824525399,-0.503976398152899,0.0
2019-02-22,1.0,-0.0,-0.3964787105715679,-0.0,-0.664887200677566,-0.5051972384056669,0.0
2019-02-25,1.0,-0.0,-0.3907655046249774,-0.0,-0.6726443534049625,-0.5131534874133622,0.0
2019-02-26,1.0,-0.0,-0.3963719874077515,-0.0,-0.6746142333694587,-0.5093925788305723,0.0
2019-02-27,1.0,-0.0,-0.3981211448628281,-0.0,-0.673445686117635,-0.5092781376622707,0.0
2019-02-28,1.0,-0.0,-0.39735389694124934,-0.0,-0.6718677464280188,-0.5098261721772321,0.0
2019-03-01,1.0,-0.0,-0.4041245136186771,-0.0,-0.6947859922178988,-0.49512321660181585,0.0
2019-03-04,1.0,-0.0,-0.390692471775662,-0.0,-0.6961916653660059,-0.5144373341657562,0.0
2019-03-05,1.0,-0.0,-0.39381533549616354,-0.0,-0.6782790050980998,-0.5027292857510686,0.0
2019-03-06,1.0,-0.0,-0.3943838632058568,-0.0,-0.6763937951159575,-0.48899298622843396,0.0
2019-03-07,1.0,-0.0,-0.3977185729597305,-0.0,-0.6750625223294033,-0.4791762364109631,0.0
2019-03-08,1.0,-0.0,-0.39148192863931774,-0.0,-0.6973978268129158,-0.4798993038608749,0.0
2019-03-11,1.0,-0.0,-0.3917672291273676,-0.0,-0.6980800537481588,-0.4941988165068865,0.0
2019-03-12,1.0,-0.0,-0.3701420321523334,-0.0,-0.7117475677644244,-0.5194058581759534,0.0
2019-03-13,1.0,-0.0,-0.382772867527849,-0.0,-0.7147377229224414,-0.5174154071439778,0.0
2019-03-14,1.0,-0.0,-0.38117935094025107,-0.0,-0.7152680106266603,-0.5081523154659582,0.0
2019-03-15,1.0,-0.0,-0.37392894461859977,-0.0,-0.7185214211076281,-0.5198798328108674,0.0
2019-03-18,1.0,-0.0,-0.3841510030843856,-0.0,-0.7231961616534417,-0.5288798671341576,0.0
2019-03-19,1.0,-0.0,-0.38319238900634245,-0.0,-0.7255285412262157,-0.5339852008456659,0.0
2019-03-20,1.0,-0.0,-0.39474659746862256,-0.0,-0.7171794736005931,-0.5359582693427951,0.0
2019-03-21,1.0,-0.0,-0.398259351357071,-0.0,-0.7211523199830697,-0.5259245542563885,0.0
2019-03-22,1.0,-0.0,-0.39743183259353204,-0.0,-0.730580215599239,-0.5141354893257241,0.0
2019-03-25,1.0,-0.0,-0.35582052086601823,-0.0,-0.7486141616985671,-0.510354565422027,0.0
2019-03-26,1.0,-0.0,-0.35738930419781484,-0.0,-0.7493073344137174,-0.5071096241309008,0.0
2019-03-27,1.0,-0.0,-0.3503229686968801,-0.0,-0.7545699416825754,-0.5102643897591463,0.0
2019-03-28,1.0,-0.0,-0.3530443432281032,-0.0,-0.752709282236532,-0.5118841945447882,0.0
2019-03-29,1.0,-0.0,-0.343765563156929,-0.0,-0.7560483342507404,-0.5213493748525595,0.0
2019-04-01,1.0,-0.0,-0.34935217903415783,-0.0,-0.7566287135191728,-0.5114775552938097,0.0
2019-04-02,1.0,-0.0,-0.364935608836771,-0.0,-0.7818553031096221,-0.4707360485813004,0.0
2019-04-03,1.0,-0.0,-0.36663341907711694,-0.0,-0.7748700719197857,-0.48330621029975324,0.0
2019-04-04,1.0,-0.0,-0.36502390584773814,-0.0,-0.7730257972994273,-0.4889928019755162,0.0
