Date,IWF,IWM,MTUM,REGI,SPY,VLUE,VXX
2018-10-17,-0.5596600377735808,-1.6252083101877568,-0.0,1.0,-1.2020886568159093,-1.1679813354071769,0.0
2018-10-18,-0.5587336850874757,-1.623549014162733,-0.0,1.0,-1.2036656484309916,-1.1681199666759234,0.0
2018-10-19,-0.5296862701000787,-1.634150455414371,-0.0,1.0,-1.251377487911841,-1.2071854267401327,0.0
2018-10-22,-0.5420794898075391,-1.67458148274684,-0.0,1.0,-1.2604486960482861,-1.2170026192916525,0.0
2018-10-23,-0.5395293042385468,-1.6798811835941965,-0.0,1.0,-1.2690506112190107,-1.2238089797783618,0.0
2018-10-24,-0.5351012261191902,-1.6733390362132878,-0.0,1.0,-1.2690048474479612,-1.225434844596521,0.0
2018-10-25,-0.46283619899746675,-1.5557052767746455,-0.0,1.0,-1.2341939309006629,-1.1372284805691801,0.0
2018-10-26,-0.4286698828394211,-1.5235646503737474,-0.0,1.0,-1.2349043100249166,-1.1142978317340826,0.0
2018-10-29,-0.37849404117009755,-1.6071505958829904,-0.0,1.0,-1.2531419284940413,-1.1783856988082342,0.0
2018-10-30,-0.3729969683845821,-1.6062148116067563,-0.0,1.0,-1.252436119532265,-1.1818969250757903,0.0
2018-10-31,-0.3739321979261806,-1.5858271100843497,-0.0,1.0,-1.241820233170365,-1.1710095094826196,0.0
2018-11-01,-0.337815306835906,-1.6199645027698597,-0.0,1.0,-1.2445544021943742,-1.1759802076050125,0.0
2018-11-02,-0.3506312861117055,-1.5626471217633213,-0.0,1.0,-1.2671731221913116,-1.1694307725230044,0.0
2018-11-05,-0.3883812371933322,-1.570194384449244,-0.0,1.0,-1.3207620313451847,-1.258680843994019,0.0
2018-11-06,-0.4017098762005218,-1.584411258535502,-0.0,1.0,-1.316493643479709,-1.2489313273746738,0.0
2018-11-07,-0.4003659347970725,-1.5830561100022178,-0.0,1.0,-1.313816810822799,-1.2472277666888447,0.0
2018-11-08,-0.3772829945143594,-1.9182316876411745,-0.0,1.0,-1.5859954824136817,-1.5721200387221685,0.0
2018-11-09,-0.3767985031292342,-1.9174785470030327,-0.0,1.0,-1.5864894509323184,-1.5713271823988646,0.0
2018-11-12,-0.3814158717798975,-1.8904029589254427,-0.0,1.0,-1.63169164882227,-1.5853611057037182,0.0
2018-11-13,-0.3229690984389933,-1.8667091430391844,-0.0,1.0,-1.6180312201338005,-1.5637464160560688,0.0
2018-11-14,-0.3241177220028029,-1.8653968658427822,-0.0,1.0,-1.6178494075678427,-1.562874251497006,0.0
2018-11-15,-0.328125,-1.8933256172839505,-0.0,1.0,-1.6525205761316875,-1.5560699588477367,0.0
2018-11-16,-0.31921844971172325,-1.8711082639333763,-0.0,1.0,-1.6488789237668162,-1.5669442664958362,0.0
2018-11-19,-0.31966950618074685,-1.8706206366489464,-0.0,1.0,-1.6481137513610453,-1.5664510343944151,0.0
2018-11-20,-0.2284373414510401,-1.8497590055809234,-0.0,1.0,-1.6549974632166415,-1.6087645865043128,0.0
2018-11-21,-0.23422860712054966,-1.8276077451592756,-0.0,1.0,-1.6400999375390382,-1.54422236102436,0.0
2018-11-23,-0.23542600896860985,-1.8080468360737418,-0.0,1.0,-1.6423766816143497,-1.542351768809168,0.0
2018-11-26,-0.2474024328433857,-1.8252027369488089,-0.0,1.0,-1.6832868727825645,-1.579637607704004,0.0
2018-11-27,-0.22354938077575912,-1.828754636323631,-0.0,1.0,-1.669076507198089,-1.565097127050984,0.0
2018-11-28,-0.25168306576903154,-1.8347358881408597,-0.0,1.0,-1.7538192646297255,-1.6330269290523045,0.0
2018-11-29,-0.18201447986790298,-1.796583259240442,-0.0,1.0,-1.7366315254667855,-1.6355899911088532,0.0
2018-11-30,-0.18083079268292682,-1.797192581300813,-0.0,1.0,-1.7373602642276422,-1.6362423780487805,0.0
2018-12-03,-0.17482606753047808,-1.8118976191995915,-0.0,1.0,-1.7499840428927045,-1.6461351886130082,0.0
2018-12-04,-0.1548141086749285,-1.8184938036224978,-0.0,1.0,-1.7408325389259613,-1.6411185255799177,0.0
2018-12-06,-0.12148283196596779,-1.6618656943178365,-0.0,1.0,-1.7273776967487084,-1.5664539653600729,0.0
2018-12-07,-0.12699860173870753,-1.6619855310353213,-0.0,1.0,-1.728372545443492,-1.5620402456076357,0.0
2018-12-10,-0.07352503423230339,-1.650890039888075,-0.0,1.0,-1.7102458772399833,-1.5187831160326248,0.0
2018-12-11,-0.06899428026692088,-1.6540753098188752,-0.0,1.0,-1.709485224022879,-1.5255004766444233,0.0
2018-12-12,-0.072144049606487,-1.6546029096112567,-0.0,1.0,-1.7116026711185308,-1.5240281421416646,0.0
2018-12-13,-0.07149267125336525,-1.650732874663476,-0.0,1.0,-1.7340711935387376,-1.5263535746335628,0.0
2018-12-14,-0.07701499671386748,-1.635956264563542,-0.0,1.0,-1.7375873812511204,-1.524168010993607,0.0
2018-12-17,-0.054159753496089126,-1.626036975586632,-0.0,1.0,-1.7140317610808251,-1.5313462905901873,0.0
2018-12-18,-0.028863569967864447,-1.594975167981303,-0.0,1.0,-1.6954133800759568,-1.5235758106923751,0.0
2018-12-19,-0.0256050508593476,-1.5969250555360694,-0.0,1.0,-1.6981176195486967,-1.5252542967379865,0.0
2018-12-20,-0.019968192260116625,-1.584555575189963,-0.0,1.0,-1.7480709194792954,-1.5377275136949993,0.0
2018-12-21,-0.009503819019299167,-1.5736691738091073,-0.0,1.0,-1.7384409072357296,-1.5089499154568247,0.0
2018-12-24,-0.0,-1.5222318090307736,-0.0,1.0,-1.7090020132297956,-1.5209088294506756,0.0
2018-12-26,-0.0,-1.55793991416309,-0.0,1.0,-1.66620886981402,-1.4983118741058656,0.0
2018-12-27,-0.0,-1.4281826912816136,-0.0,1.0,-1.4664923700778998,-1.44098815494611,0.0
2018-12-28,-0.0,-1.4322566890523398,-0.0,1.0,-1.4624240486088904,-1.435241445474896,0.0
2018-12-31,-0.0,-1.4318835944995203,-0.0,1.0,-1.4625839462743842,-1.4354546423622214,0.0
2019-01-02,-0.0,-1.4284270439917017,-0.0,1.0,-1.4565136443427842,-1.4345443906590776,0.0
2019-01-03,-0.0,-1.4266128175151451,-0.0,1.0,-1.4645552130938464,-1.4228398342012967,0.0
2019-01-04,-0.0,-1.4201230089891184,-0.0,1.0,-1.4222257267518268,-1.4143931030857384,0.0
2019-01-07,-0.0,-1.3505896768264667,-0.0,1.0,-1.391841527543779,-1.362995864604074,0.0
2019-01-08,-0.0,-1.323479944956934,-0.0,1.0,-1.412975893175679,-1.3601243565567505,0.0
2019-01-09,-0.0,-1.306941762374225,-0.0,1.0,-1.409543652810245,-1.3653318426669376,0.0
2019-01-10,-0.0,-1.3021860701576002,-0.0,1.0,-1.4173360447381798,-1.3643111337061513,0.0
2019-01-11,-0.0,-1.2814426162701849,-0.0,1.0,-1.4264683408894094,-1.38607304773063,0.0
2019-01-14,-0.0,-1.2854961054828693,-0.0,1.0,-1.4300259634475385,-1.375349997454564,0.0
2019-01-15,-0.0,-1.2778344729053985,-0.0,1.0,-1.430605163792224,-1.394070823553424,0.0
2019-01-16,-0.0,-1.2768016297428062,-0.0,1.0,-1.4131398013750955,-1.4030557677616502,0.0
2019-01-17,-0.0,-1.2753586455112282,-0.0,1.0,-1.4031023470370556,-1.3907335124448723,0.0
2019-01-18,-0.0,-1.272452636968766,-0.0,1.0,-1.4144905273937531,-1.4333845366103433,0.0
2019-01-22,-0.0,-1.2854768669919048,-0.0,1.0,-1.5742239854178952,-1.5013670723208064,0.0
2019-01-23,-0.0,-1.219221476510067,-0.0,1.0,-1.5860939597315438,-1.563812080536913,0.0
2019-01-24,-0.0,-1.2206340677055347,-0.0,1.0,-1.5881246641590543,-1.564696399785062,0.0
2019-01-25,-0.0,-1.0338224188154062,-0.0,1.0,-1.725482792102708,-1.6350199590031287,0.0
2019-01-28,-0.0,-1.0204344328238133,-0.0,1.0,-1.7192813086618397,-1.6236524537409494,0.0
2019-01-29,-0.0,-0.9785377863412544,-0.0,1.0,-1.7232391350888459,-1.6503960608006851,0.0
2019-01-30,-0.0,-0.9748353589976978,-0.0,1.0,-1.7202976923488782,-1.6589923435241207,0.0
2019-01-31,-0.0,-0.9976935042643351,-0.0,1.0,-1.676178726599796,-1.6901249798852114,0.0
2019-02-01,-0.0,-0.9968288094598228,-0.0,1.0,-1.6908357968288097,-1.687234614350981,0.0
2019-02-04,-0.0,-0.9867088268395948,-0.0,1.0,-1.6938206763492147,-1.6788145131035959,0.0
2019-02-05,-0.0,-0.9642761358150512,-0.0,1.0,-1.6885694362495307,-1.7110979992490478,0.0
2019-02-06,-0.0,-0.9437479909996787,-0.0,1.0,-1.6841315761277187,-1.7294546233794064,0.0
2019-02-07,-0.0,-0.94062215559244,-0.0,1.0,-1.6914922096696472,-1.7220645713979763,0.0
2019-02-08,-0.0,-0.925233644859813,-0.0,1.0,-1.7029639519359145,-1.7122563417890522,0.0
2019-02-11,-0.0,-0.8930079012880181,-0.0,1.0,-1.7139300790128802,-1.8049031280441605,0.0
2019-02-12,-0.0,-0.8993748301168796,-0.0,1.0,-1.7310682250611578,-1.8058167980429463,0.0
2019-02-13,-0.0,-0.9397045194352068,-0.0,1.0,-1.7259990186992311,-1.7859673990077958,0.0
2019-02-14,-0.0,-0.9246893985003556,-0.0,1.0,-1.7482349077773518,-1.8002298724755075,0.0
2019-02-15,-0.0,-0.9532474650589202,-0.0,1.0,-1.7372978898328308,-1.7904083310496026,0.0
2019-02-19,-0.0,-0.9183013698630137,-0.0,1.0,-1.7717260273972604,-1.7894246575342467,0.0
2019-02-20,-0.0,-0.9364931506849316,-0.0,1.0,-1.7632876712328767,-1.7796712328767126,0.0
2019-02-21,-0.0,-0.9433125205389419,-0.0,1.0,-1.7618578157519993,-1.7718260488552964,0.0
2019-02-22,-0.0,-0.9394370824663234,-0.0,1.0,-1.7712736830577154,-1.7651407293834191,0.0
2019-02-25,-0.0,-0.9374758567407979,-0.0,1.0,-1.7965344075933998,-1.7843937972518074,0.0
2019-02-26,-0.0,-0.9479132254157031,-0.0,1.0,-1.78410967955071,-1.7739235766986015,0.0
2019-02-27,-0.0,-0.9415066307158972,-0.0,1.0,-1.8004182028283717,-1.7606889341330543,0.0
2019-02-28,-0.0,-0.9393357123250068,-0.0,1.0,-1.7923689267087564,-1.7582761460334888,0.0
2019-03-01,-0.0,-0.9472938355044422,-0.0,1.0,-1.7611053578241675,-1.742083174360931,0.0
2019-03-04,-0.0,-0.9304783698376374,-0.0,1.0,-1.7619047619047619,-1.7559660019614254,0.0
2019-03-05,-0.0,-0.8978623623077762,-0.0,1.0,-1.8024866397644237,-1.7528083760497328,0.0
2019-03-06,-0.0,-0.8940368472691594,-0.0,1.0,-1.8060612667611469,-1.7506813474326828,0.0
2019-03-07,-0.0,-0.9772676371780514,-0.0,1.0,-1.8078947368421052,-1.813941769316909,0.0
2019-03-08,-0.0,-0.9565439382765076,-0.0,1.0,-1.8791059170590572,-1.8375219833210417,0.0
2019-03-11,-0.0,-0.9574627295228227,-0.0,1.0,-1.89287975594313,-1.9056582052610371,0.0
2019-03-12,-0.0,-0.8980131671761109,-0.0,1.0,-1.9652598166000472,-2.0149306371972724,0.0
2019-03-13,-0.0,-0.9304857125953973,-0.0,1.0,-1.9781695557001715,-2.0075134591492634,0.0
2019-03-14,-0.0,-0.930869308101715,-0.0,1.0,-1.9770549970431697,-2.005736250739208,0.0
2019-03-15,-0.0,-0.9203187250996017,-0.0,1.0,-1.989712790628531,-2.036272819171077,0.0
2019-03-18,-0.0,-0.9779162633107453,-0.0,1.0,-2.017364472410455,-2.055058083252662,0.0
2019-03-19,-0.0,-0.9832096362087847,-0.0,1.0,-2.020927120087602,-2.0793283854483513,0.0
2019-03-20,-0.0,-1.0092564212591186,-0.0,1.0,-2.027217556549991,-2.093545025439833,0.0
2019-03-21,-0.0,-1.0059942504128694,-0.0,1.0,-2.047770505841336,-2.0628172976940484,0.0
2019-03-22,-0.0,-0.9929992630803243,-0.0,1.0,-2.109985261606485,-2.0380741832473594,0.0
2019-03-25,-0.0,-0.8130807288524194,-0.0,1.0,-2.1799806926511405,-2.0404247616749123,0.0
2019-03-26,-0.0,-0.8328988055538713,-0.0,1.0,-2.1631601285393804,-2.0671800157642637,0.0
2019-03-27,-0.0,-0.810593220338983,-0.0,1.0,-2.1751210653753024,-2.067615012106537,0.0
2019-03-28,-0.0,-0.8031982554970016,-0.0,1.0,-2.163001998909686,-2.091041250227149,0.0
2019-03-29,-0.0,-0.7862567592198797,-0.0,1.0,-2.175223282094903,-2.11422322133787,0.0
2019-04-01,-0.0,-0.8177989379234571,-0.0,1.0,-2.1843374229384116,-2.101690777024965,0.0
2019-04-02,-0.0,-0.8516320474777448,-0.0,1.0,-2.2093502089263004,-1.9949130987706656,0.0
2019-04-03,-0.0,-0.8498638426626324,-0.0,1.0,-2.2107110438729194,-1.9908018154311649,0.0
2019-04-04,-0.0,-0.8487618816976449,-0.0,1.0,-2.2180177998425865,-1.9875885451353152,0.0
2019-04-05,-0.0,-0.837135922330097,-0.0,1.0,-2.2251820388349515,-2.005643203883495,0.0
2019-04-08,-0.0,-0.8384531325886353,-0.0,1.0,-2.226202039825158,-2.006192326372025,0.0
2019-04-09,-0.0,-0.8223945295805605,-0.0,1.0,-2.2889065266499786,-1.9941388363147936,0.0
2019-04-10,-0.0,-0.7964531659455176,-0.0,1.0,-2.3073922847217987,-1.9903711377902369,0.0
2019-04-11,-0.0,-0.7962386273432251,-0.0,1.0,-2.3239909629358246,-1.9858948525370947,0.0
2019-04-12,-0.0,-0.7969695118225698,-0.0,1.0,-2.3284047168082114,-1.9844198692490989,0.0
2019-04-15,-0.0,-0.7996326905417815,-0.0,1.0,-2.326782981328436,-1.9954086317722683,0.0
2019-04-16,-0.0,-0.7967698519515478,-0.0,1.0,-2.3247889391900163,-1.9960846690321792,0.0
2019-04-17,-0.0,-0.7670989844610303,-0.0,1.0,-2.356111586932583,-1.9945552428728741,0.0
2019-04-18,-0.0,-0.7729385857597261,-0.0,1.0,-2.341937851724982,-2.0020185955468563,0.0
2019-04-22,-0.0,-0.7760254294272266,-0.0,1.0,-2.335289443119995,-2.001528210770829,0.0
2019-04-23,-0.0,-0.7820221963333127,-0.0,1.0,-2.3586976516034093,-1.990925255993623,0.0
2019-04-24,-0.0,-0.7357398053468029,-0.0,1.0,-2.386164839226315,-2.0380066527042007,0.0
2019-04-25,-0.0,-0.7306600863664405,-0.0,1.0,-2.4027143738433066,-2.0356570018507094,0.0
2019-04-26,-0.0,-0.7130833023889095,-0.0,1.0,-2.444733259066716,-2.031068201510088,0.0
2019-04-29,-0.0,-0.7077170616993625,-0.0,1.0,-2.4453864719351444,-2.0353982300884956,0.0
2019-04-30,-0.0,-0.7297200714711138,-0.0,1.0,-2.327933293627159,-1.8982727814175104,0.0
2019-05-01,-0.0,-0.7140650985982417,-0.0,1.0,-2.3453314326443335,-1.880256593014968,0.0
2019-05-02,-0.0,-0.7177155761573661,-0.0,1.0,-2.3342247578296784,-1.8908896416473526,0.0
2019-05-03,-0.0,-0.6619734904270986,-0.0,1.0,-2.3440942562592046,-1.8849484536082473,0.0
2019-05-06,-0.0,-0.7413469858667436,-0.0,1.0,-2.995096625324488,-2.4744014998557833,0.0
2019-05-07,-0.0,-0.7382070360470997,-0.0,1.0,-3.004189843242072,-2.48147077945532,0.0
2019-05-08,-0.0,-0.7295467502850628,-0.0,1.0,-2.943842645381984,-2.4531784492588367,0.0
2019-05-09,-0.0,-0.7277001994870332,-0.0,1.0,-2.9497007694499855,-2.447135936164149,0.0
2019-05-10,-0.0,-0.7262370950516198,-0.0,1.0,-2.955357778568886,-2.438447846208615,0.0
2019-05-13,-0.0,-0.7209799173906851,-0.0,1.0,-2.9556331006979066,-2.4448084318473153,0.0
2019-05-14,-0.0,-0.5770885373300028,-0.0,1.0,-2.9530252567305024,-2.4084790452400777,0.0
2019-05-15,-0.0,-0.5897969085742011,-0.0,1.0,-2.9737991266375547,-2.3677826297913636,0.0
2019-05-16,-0.0,-0.5960191414106387,-0.0,1.0,-2.969900825299951,-2.369373742978015,0.0
2019-05-17,-0.0,-0.5720121866777456,-0.01038637307852098,1.0,-2.940036006093339,-2.401883395651572,0.0
2019-05-20,-0.0,-0.5551643192488263,-0.024026512013256007,1.0,-2.9283347141673572,-2.3967136150234745,0.0
2019-05-21,-0.0,-0.5552949292859607,-0.03615039668851328,1.0,-2.913970334598137,-2.3935150051741982,0.0
2019-05-22,-0.0,-0.5281831385296355,-0.06653295525278373,1.0,-2.929455702330728,-2.3920049795974827,0.0
2019-05-23,-0.0,-0.5241479232785979,-0.09390092452049123,1.0,-2.9230716158410375,-2.3582861873878844,0.0
2019-05-24,-0.0,-0.46262195959873575,-0.11927992304521094,1.0,-2.9219458568091246,-2.367184279235949,0.0
2019-05-28,-0.0,-0.45560875512995896,-0.11251709986320109,1.0,-2.9082079343365255,-2.3636114911080712,0.0
2019-05-29,-0.0,-0.4744838863527968,-0.11678135858826734,1.0,-2.903522518225795,-2.3186618518770863,0.0
2019-05-30,-0.0,-0.4686670749132476,-0.11512553582363749,1.0,-2.899231135605906,-2.3210859359052867,0.0
2019-05-31,-0.0,-0.4757526222585478,-0.10523089497343686,1.0,-2.8987876311129273,-2.3312900149843343,0.0
2019-06-03,-0.0,-0.47887419464225167,-0.15584944048830113,1.0,-2.8963038318073924,-2.250932519498135,0.0
2019-06-04,-0.0,-0.4311988186333736,-0.1641831118270909,1.0,-2.904148207813129,-2.2127802389582496,0.0
2019-06-05,-0.0,-0.3973133729867005,-0.22863062220143016,1.0,-2.957027334090757,-2.100180445097908,0.0
2019-06-06,-0.0,-0.4458930018913807,-0.16880572818157252,1.0,-2.961767089975682,-2.1783977303431503,0.0
2019-06-07,-0.0,-0.4892320195042665,-0.16890153054313964,1.0,-2.941080861438439,-2.1731003657049976,0.0
2019-06-10,-0.0,-0.494920955264043,-0.17753111335351496,1.0,-2.8935755129498824,-2.1611839892364615,0.0
2019-06-11,-0.0,-0.49729473826592724,-0.255985391586636,1.0,-2.8679832273772488,-2.1419586094954686,0.0
2019-06-12,-0.0,-0.5044289674758267,-0.2603962404489824,1.0,-2.8609101359118263,-2.1360470620055447,0.0
2019-06-13,-0.0,-0.5304223821811761,-0.28045633573271767,1.0,-2.8461225044139615,-2.133709085970392,0.0
2019-06-14,-0.0,-0.5271407246573483,-0.29780160130275474,1.0,-2.842719500610666,-2.117519337766318,0.0
2019-06-17,-0.0,-0.5184683158251441,-0.30077939681463917,1.0,-2.8414096916299565,-2.116706201287699,0.0
2019-06-18,-0.0,-0.5422730657280174,-0.3007513707439247,1.0,-2.825018615040953,-2.1011304406687876,0.0
2019-06-19,-0.0,-0.5365985658232986,-0.307942091733189,1.0,-2.819916114192937,-2.100527668786362,0.0
2019-06-20,-0.0,-0.5594529914529915,-0.32054700854700857,1.0,-2.8382905982905986,-2.1193162393162392,0.0
2019-06-21,-0.0,-0.5740222510408846,-0.31997815848747524,1.0,-2.8160535117056855,-2.115486997474575,0.0
2019-06-24,-0.0,-0.5400575184880854,-0.3272391125718981,1.0,-2.8151191454396054,-2.1650232812927968,0.0
2019-06-25,-0.0,-0.5334109270162947,-0.3294536491852664,1.0,-2.817472271669177,-2.166164589894564,0.0
2019-06-26,-0.0,-0.5275229357798165,-0.31083116527454474,1.0,-2.7996029029166096,-2.208612898808709,0.0
2019-06-27,-0.0,-0.5127888637454571,-0.33443050126860047,1.0,-2.797915380922993,-2.21209627648632,0.0
2019-06-28,-0.0,-0.4834600369837682,-0.3428532292308746,1.0,-2.811177316622149,-2.2112868981576606,0.0
2019-07-01,-0.0,-0.4560477235326385,-0.36258913878222715,1.0,-2.8435957213384535,-2.1945968184311577,0.0
2019-07-02,-0.0,-0.46124905944319045,-0.35385457281619814,1.0,-2.8358984882686915,-2.189411040426842,0.0
2019-07-03,-0.0,-0.47363374880153397,-0.3419394603478975,1.0,-2.8361183399534307,-2.196685385563621,0.0
2019-07-05,-0.0,-0.46601410089670753,-0.33944828530358,1.0,-2.8348278458484497,-2.204805257033336,0.0
2019-07-08,-0.0,-0.4684228532329798,-0.33876154635648303,1.0,-2.8320218953130345,-2.203079028395484,0.0
2019-07-09,-0.0,-0.452387448840382,-0.33922237380627557,1.0,-2.822442019099591,-2.2072305593451564,0.0
2019-07-10,-0.0,-0.4585123065384878,-0.33871957455512375,1.0,-2.815026931206109,-2.20583623099475,0.0
2019-07-11,-0.0,-0.45385510022576453,-0.3546555380721078,1.0,-2.8263665594855305,-2.2064035027707467,0.0
2019-07-12,-0.0,-0.4620802844833482,-0.3521165287560692,1.0,-2.8200095739588322,-2.2043356356424813,0.0
2019-07-15,-0.0,-0.5043044547690626,-0.389314020224105,1.0,-2.7946843399836023,-2.1440967477452855,0.0
2019-07-16,-0.0,-0.5127890321260488,-0.4289611895505082,1.0,-2.7779824022917947,-2.1010845099242887,0.0
2019-07-17,-0.0,-0.5241896963493687,-0.42449675878539744,1.0,-2.776731490958717,-2.098191743432275,0.0
2019-07-18,-0.0,-0.5201358234295417,-0.4189473684210527,1.0,-2.772156196943973,-2.0798641765704584,0.0
2019-07-19,-0.0,-0.5234114848793748,-0.4233775059463133,1.0,-2.771933401291199,-2.077132178049609,0.0
2019-07-22,-0.0,-0.497687074829932,-0.4041496598639456,1.0,-2.7782993197278913,-2.1225850340136057,0.0
2019-07-23,-0.0,-0.5078173004710863,-0.3986481873421179,1.0,-2.7869188229671606,-2.1340206185567014,0.0
2019-07-24,-0.0,-0.45878455854248945,-0.32679322206650524,1.0,-2.6071474073130334,-1.9775767613708752,0.0
2019-07-25,-0.0,-0.39560297445845455,-0.37394115745231166,1.0,-2.7166505011315873,-1.9800193986420949,0.0
2019-07-26,-0.0,-0.4210353435816581,-0.3688739981605571,1.0,-2.765011168046249,-2.0145184601235053,0.0
2019-07-29,-0.0,-0.3962719155315127,-0.3595124812618132,1.0,-2.7477025353581435,-2.0141432575115688,0.0
2019-07-30,-0.0,-0.3985559097118324,-0.36525076432706693,1.0,-2.728875300852143,-2.0122292330709683,0.0
2019-07-31,-0.0,-0.41284523189161026,-0.36672746221990626,1.0,-2.7233585200625328,-2.0109431995831164,0.0
2019-08-01,-0.0,-0.44504247454769463,-0.3643084106089099,1.0,-2.6951559561636724,-1.9801569288632384,0.0
2019-08-02,-0.0,-0.41858349577647824,-0.40012995451591943,1.0,-2.706302794022092,-1.9727095516569197,0.0
2019-08-05,-0.0,-0.41350074428839556,-0.3957672642547408,1.0,-2.702543524690958,-1.9601967510193512,0.0
2019-08-06,-0.0,-0.3994385527136619,-0.3554585152838428,1.0,-2.5865876481597008,-1.8968184653774174,0.0
2019-08-07,-0.0,-0.39911817673725386,-0.31956778240079486,1.0,-2.5802645469788237,-1.9110724709681426,0.0
2019-08-08,-0.0,-0.38486001122404434,-0.2926357797593066,1.0,-2.608156138928727,-1.9499906466296688,0.0
2019-08-09,-0.0,-0.37272671228654214,-0.27217804081129404,1.0,-2.5757968066087176,-1.944146476789347,0.0
2019-08-12,-0.0,-0.35587781548904657,-0.3121258870718914,1.0,-2.5962974390620177,-1.9066954643628509,0.0
2019-08-13,-0.0,-0.32434097068243406,-0.3012441488051244,1.0,-2.6132052229613203,-1.9204237496920424,0.0
2019-08-14,-0.0,-0.3377345803533223,-0.29139922978177146,1.0,-2.578213827251054,-1.905556574362736,0.0
2019-08-15,-0.0,-0.3615658362989324,-0.29851720047449587,1.0,-2.481494661921708,-1.7895610913404507,0.0
2019-08-16,-0.0,-0.36673012851023323,-0.29599000475963827,1.0,-2.4785221323179436,-1.8083055687767728,0.0
2019-08-19,-0.0,-0.3082675529705027,-0.3105822303994302,1.0,-2.515401507507864,-1.8008190397056207,0.0
2019-08-20,-0.0,-0.31085633236806337,-0.30861060221027126,1.0,-2.5098989421428994,-1.7804503279947992,0.0
2019-08-21,-0.0,-0.3060192805078768,-0.35815894662591113,1.0,-2.472607571126264,-1.741417822713379,0.0
2019-08-22,-0.0,-0.30335570469798656,-0.3652173913043478,1.0,-2.458068281295594,-1.7093667931135104,0.0
2019-08-23,-0.0,-0.29469502220144894,-0.36667445664874965,1.0,-2.4582846459453145,-1.722774012619771,0.0
2019-08-26,-0.0,-0.2506246281975015,-0.3977989292088043,1.0,-2.5505651397977394,-1.7498512790005951,0.0
2019-08-27,-0.0,-0.2436849925705795,-0.3866270430906389,1.0,-2.547934621099554,-1.7653491827637444,0.0
2019-08-28,-0.0,-0.24591038406827878,-0.3799786628733997,1.0,-2.5448079658605973,-1.7562233285917497,0.0
2019-08-29,-0.0,-0.2328807731072509,-0.3825220845437837,1.0,-2.548704571055908,-1.7646884448923936,0.0
2019-08-30,-0.0,-0.2283121169259783,-0.3825436115040075,1.0,-2.532944365865158,-1.7496463932107496,0.0
2019-09-03,-0.0,-0.2396367710360281,-0.4010260038917389,1.0,-2.513414706055782,-1.7424966094698982,0.0
2019-09-04,-0.0,-0.21980419910356216,-0.40410474168435956,1.0,-2.521526303373437,-1.7522410945977824,0.0
2019-09-05,-0.0,-0.21071449504718365,-0.3819236855987339,1.0,-2.5217161948303146,-1.7470253795205437,0.0
2019-09-06,-0.0,-0.2213762811127379,-0.37013177159590044,1.0,-2.5140263543191796,-1.7509809663250366,0.0
2019-09-09,-0.0,-0.21517580296027614,-0.36459369332475283,1.0,-2.5093313052126605,-1.7612472942140056,0.0
2019-09-10,-0.0,-0.22500146447191144,-0.33600843535820984,1.0,-2.511159275965087,-1.7857770487962041,0.0
2019-09-11,-0.0,-0.2308594207996248,-0.32289834681674284,1.0,-2.5089107750029314,-1.7996834329933167,0.0
