Date,IWF,IWM,MTUM,SPY,VLUE,VXX,VYGR
2018-09-24,-1.8548482343214834,-3.3795913546710765,-0.5555686783984882,-2.5503720325971417,-2.4701783394354555,0.0,1.0
2018-09-25,-1.8596387675599104,-3.373509621060088,-0.5643961751859284,-2.5453901546452604,-2.4621650336441983,0.0,1.0
2018-09-26,-1.8608028335301063,-3.374852420306966,-0.566469893742621,-2.5451003541912636,-2.4592680047225506,0.0,1.0
2018-09-27,-1.8785511363636365,-3.3579545454545454,-0.5763494318181818,-2.5563446969696972,-2.4680397727272725,0.0,1.0
2018-09-28,-1.875517690214176,-3.3580641344219617,-0.5776831144243285,-2.5547272512128743,-2.466926990888652,0.0,1.0
2018-10-01,-1.8756507335541885,-3.356720302886891,-0.5785612872692854,-2.5541883577851396,-2.4663984855655467,0.0,1.0
2018-10-02,-1.8788705659034286,-3.38509906275952,-0.574208091114011,-2.5571242140230157,-2.468501601613477,0.0,1.0
2018-10-03,-1.881772813688213,-3.396744296577947,-0.5740256653992395,-2.560004752851711,-2.46958174904943,0.0,1.0
2018-10-04,-1.883200380997738,-3.4093344445767353,-0.5722109774973211,-2.5637575901893084,-2.4777949755923325,0.0,1.0
2018-10-05,-1.8403728173666822,-3.378362435110901,-0.5272534214252006,-2.5660689004247286,-2.4859603586597454,0.0,1.0
2018-10-08,-1.828598262502935,-3.359591453392815,-0.5143226109415355,-2.5625733740314627,-2.4748767316271425,0.0,1.0
2018-10-09,-1.825258701787394,-3.3675917215428033,-0.4985888993414863,-2.575964252116651,-2.4918861712135465,0.0,1.0
2018-10-10,-1.8259694477085782,-3.364042303172738,-0.49976498237367806,-2.5753231492361928,-2.4858989424206817,0.0,1.0
2018-10-11,-1.641287106276909,-3.365624291864944,-0.2343077271697258,-2.5350101971447994,-2.5539315658282344,0.0,1.0
2018-10-12,-1.6471175166297118,-3.320509977827051,-0.2070953436807095,-2.4514412416851443,-2.460310421286031,0.0,1.0
2018-10-15,-1.601410934744268,-3.3741181657848323,-0.14462081128747795,-2.44157848324515,-2.461199294532628,0.0,1.0
2018-10-16,-1.613085353703089,-3.3734086128639436,-0.1556515000553526,-2.4545555186538253,-2.473928927266689,0.0,1.0
2018-10-17,-1.535683669095585,-3.2133519074153454,-0.0947278182597514,-2.4077368195456494,-2.4642091727389626,0.0,1.0
2018-10-18,-1.5336476639519931,-3.20970852978997,-0.0964423489069867,-2.411273039005572,-2.4647449635662237,0.0,1.0
2018-10-19,-1.4892382359147498,-3.1619539987339103,-0.053175775480059084,-2.3994513610466344,-2.4470352395020045,0.0,1.0
2018-10-22,-1.5001585456082867,-3.145333474262763,-0.029595180213508085,-2.424690836063841,-2.4698234858894406,0.0,1.0
2018-10-23,-1.500422654268808,-3.144230769230769,-0.031170752324598476,-2.4224429416737108,-2.4680896027049872,0.0,1.0
2018-10-24,-1.5075653370013755,-3.142207173844038,-0.006454343455718972,-2.4376256480795684,-2.4869325997248968,0.0,1.0
2018-10-25,-1.3561194029850745,-2.9161194029850743,-0.0,-2.3622885572139305,-2.315820895522388,0.0,1.0
2018-10-26,-1.2902848224736638,-2.8509559110417477,-0.0,-2.3471517752633635,-2.265704252828716,0.0,1.0
2018-10-29,-1.2316613511162655,-2.859379530298637,-0.0,-2.3099449115685706,-2.263651299893689,0.0,1.0
2018-10-30,-1.2295129493621957,-2.859683030537302,-0.0,-2.3100115964437573,-2.26459219172787,0.0,1.0
2018-10-31,-1.236154949784792,-2.7899569583931134,-0.0,-2.2967001434720227,-2.2420851267336204,0.0,1.0
2018-11-01,-1.1860598527583899,-2.833444880007649,-0.0,-2.2960130031551773,-2.2456257768429104,0.0,1.0
2018-11-02,-1.1946969696969696,-2.744507575757576,-0.0,-2.3076704545454545,-2.222916666666667,0.0,1.0
2018-11-05,-1.1843877454235037,-2.784975813335863,-0.0,-2.3145214834487335,-2.201081286161434,0.0,1.0
2018-11-06,-1.1929641570263607,-2.791105632467286,-0.0,-2.3075099563815664,-2.1906884126683104,0.0,1.0
2018-11-07,-1.1953333333333336,-2.8083809523809524,-0.0,-2.316952380952381,-2.2031428571428573,0.0,1.0
2018-11-08,-1.1100986378581492,-2.800845467355566,-0.0,-2.277595115077501,-2.2055425082198212,0.0,1.0
2018-11-09,-1.1417163748316335,-2.871175678275928,-0.0,-2.338175870694631,-2.2699634404464115,0.0,1.0
2018-11-12,-1.141362763915547,-2.822360844529751,-0.0,-2.365834932821497,-2.2673704414587332,0.0,1.0
2018-11-13,-1.0706670440607604,-2.7893197471459574,-0.0,-2.3411642607793186,-2.2336069440513255,0.0,1.0
2018-11-14,-1.0766903073286052,-2.793002364066194,-0.0,-2.348652482269504,-2.238014184397163,0.0,1.0
2018-11-15,-1.0711186568571966,-2.789945293340879,-0.0,-2.3463497453310698,-2.224768911526127,0.0,1.0
2018-11-16,-1.0657820440429138,-2.7817617165443256,-0.0,-2.3411443628834934,-2.2221908526256353,0.0,1.0
2018-11-19,-1.0639239314630013,-2.7837507060817175,-0.0,-2.3432498587836568,-2.2234983995481077,0.0,1.0
2018-11-20,-0.9755508041275449,-2.7493725016268478,-0.0,-2.3297387747513247,-2.241610114344148,0.0,1.0
2018-11-21,-0.9975039290006471,-2.744291393177406,-0.0,-2.3355828788018855,-2.1673292040306924,0.0,1.0
2018-11-23,-0.9984321682191275,-2.716960250853085,-0.0,-2.340957299640321,-2.16619016877248,0.0,1.0
2018-11-26,-0.9962194559704932,-2.7285384970032274,-0.0,-2.335638543107423,-2.1605348086675886,0.0,1.0
2018-11-27,-0.9665720304057148,-2.7336752449858044,-0.0,-2.316787251579815,-2.1414048905577436,0.0,1.0
2018-11-28,-0.9640878877400295,-2.7912666174298377,-0.0,-2.3242245199409157,-2.1524187592319053,0.0,1.0
2018-11-29,-0.8745243703569487,-2.739717340097844,-0.0,-2.2969740895089688,-2.1484870447544844,0.0,1.0
2018-11-30,-0.8737547545734468,-2.739721065024452,-0.0,-2.2974098895127697,-2.145444665821409,0.0,1.0
2018-12-03,-0.867717676904956,-2.745039412883936,-0.0,-2.3004439612213465,-2.147232037691402,0.0,1.0
2018-12-04,-0.845099630330899,-2.7487151744657834,-0.0,-2.285456676584618,-2.137138220178523,0.0,1.0
2018-12-06,-0.8080816820974301,-2.5553344293501774,-0.0,-2.2539586397854112,-2.035476334688933,0.0,1.0
2018-12-07,-0.8049857179953259,-2.557257855102571,-0.0,-2.255691162468623,-2.0377391153812865,0.0,1.0
2018-12-10,-0.7206135815236125,-2.5997069975870386,-0.0,-2.285849706997587,-2.0114615649775938,0.0,1.0
2018-12-11,-0.7424451735451562,-2.597047142117078,-0.0,-2.2974443101364184,-1.9971507511656015,0.0,1.0
2018-12-12,-0.7453791673864226,-2.597080670236656,-0.0,-2.2990153739851444,-1.9955950941440666,0.0,1.0
2018-12-13,-0.7441118108877577,-2.585195410232077,-0.0,-2.307997584332672,-1.9900785091881632,0.0,1.0
2018-12-14,-0.7433704759436814,-2.5948864127148656,-0.0,-2.3068152371080592,-1.9928306124211799,0.0,1.0
2018-12-17,-0.7059933121838292,-2.5857841035754094,-0.0,-2.2739432393037813,-2.008316899597016,0.0,1.0
2018-12-18,-0.6673465918748938,-2.5537990821009693,-0.0,-2.264150943396227,-2.0137684854665987,0.0,1.0
2018-12-19,-0.6627837768897202,-2.556245217243432,-0.0,-2.2676643142589916,-2.0160700620695517,0.0,1.0
2018-12-20,-0.6552745114626513,-2.517891887319178,-0.0,-2.283647745537603,-2.0027070467811523,0.0,1.0
2018-12-21,-0.6407734342160571,-2.5202185792349727,-0.0,-2.289281210592686,-1.9565363598150483,0.0,1.0
2018-12-24,-0.5967460778617083,-2.468581389557566,-0.0,-2.2643811737362,-1.9711131402008801,0.0,1.0
2018-12-26,-0.5923613963039015,-2.493798767967146,-0.0,-2.1986858316221767,-1.92870636550308,0.0,1.0
2018-12-27,-0.45829783938666463,-2.3697049485015103,-0.0,-2.0081313405095638,-1.9079996902346472,0.0,1.0
2018-12-28,-0.4435728155339806,-2.394873786407767,-0.0,-2.017631067961165,-1.9108349514563105,0.0,1.0
2018-12-31,-0.4418026418026418,-2.3993783993783993,-0.0,-2.018026418026418,-1.9108003108003107,0.0,1.0
2019-01-02,-0.43611822201535955,-2.397331471569312,-0.0,-2.013885656659685,-1.9100147389651696,0.0,1.0
2019-01-03,-0.449697721283522,-2.391102154704697,-0.0,-2.021314524879864,-1.8885444117191132,0.0,1.0
2019-01-04,-0.3891319364494589,-2.400874971218052,-0.0,-1.9925550694604346,-1.892624146135544,0.0,1.0
2019-01-07,-0.3387998509131569,-2.3209094297428257,-0.0,-1.9633991800223634,-1.8312336936265374,0.0,1.0
2019-01-08,-0.3479913542520683,-2.281508533949467,-0.0,-1.9945591413877914,-1.8290974137288512,0.0,1.0
2019-01-09,-0.3415631739421432,-2.2579013906447534,-0.0,-1.9949431099873576,-1.8421952851937233,0.0,1.0
2019-01-10,-0.3448301494090537,-2.2499814167843604,-0.0,-1.9998513342748827,-1.8385490225228573,0.0,1.0
2019-01-11,-0.34718078758949883,-2.2274015513126493,-0.0,-2.015214797136038,-1.8685113365155128,0.0,1.0
2019-01-14,-0.3680772086117298,-2.2145508537490723,-0.0,-2.0066815144766146,-1.8345953971789164,0.0,1.0
2019-01-15,-0.37090666072621964,-2.2057622336080787,-0.0,-2.0066830028959677,-1.8422811316551568,0.0,1.0
2019-01-16,-0.3443024810577924,-2.208438567820532,-0.0,-1.9990343188233548,-1.8764670925568268,0.0,1.0
2019-01-17,-0.3393226855959775,-2.2017894114167404,-0.0,-1.991052942916297,-1.8620970127181307,0.0,1.0
2019-01-18,-0.34776119402985073,-2.1864179104477612,-0.0,-2.005820895522388,-1.9226865671641789,0.0,1.0
2019-01-22,-0.0,-2.4185107539405233,-0.0,-2.365090457333644,-1.9809767839117947,0.0,1.0
2019-01-23,-0.0,-2.368602016097523,-0.0,-2.407361100257873,-2.0383683675861533,0.0,1.0
2019-01-24,-0.0,-2.365377100429855,-0.0,-2.4122704181320826,-2.037983587338804,0.0,1.0
2019-01-25,-0.0,-2.308582059370703,-0.0,-2.6606810644665533,-2.1193884979373934,0.0,1.0
2019-01-28,-0.0,-2.2824025289778715,-0.0,-2.7024398151900786,-2.1208559617411042,0.0,1.0
2019-01-29,-0.0,-2.265101491807288,-0.0,-2.7342463520013043,-2.152604548789435,0.0,1.0
2019-01-30,-0.6402297692230172,-2.61453189559609,-0.0,-2.993651113574524,-2.8292854983371964,0.0,1.0
2019-01-31,-0.5686995607314332,-2.7012973746041475,-0.0,-3.0043926856675855,-2.9411584431504747,0.0,1.0
2019-02-01,-0.5689566908979216,-2.7037985051704716,-0.0,-3.0194532609808538,-2.9464523395105964,0.0,1.0
2019-02-04,-0.5702293202293202,-2.703112203112203,-0.0,-3.019144144144144,-2.94502457002457,0.0,1.0
2019-02-05,-0.43488437412227315,-2.5038854039883907,-0.0,-2.7280217208126576,-2.695721374403146,0.0,1.0
2019-02-06,-0.4393830703012913,-2.347381635581062,-0.0,-2.595677905308465,-2.5845588235294117,0.0,1.0
2019-02-07,-0.43612453032742887,-2.333064949006978,-0.0,-2.587940597602433,-2.5890141349078544,0.0,1.0
2019-02-08,-0.46363230700580105,-2.3318161535029005,-0.0,-2.5736724676483718,-2.5555555555555554,0.0,1.0
2019-02-11,-0.47182656991848076,-2.3274209441906297,-0.0,-2.5835348920541072,-2.575382961569471,0.0,1.0
2019-02-12,-0.493877183504412,-2.330091842247434,-0.0,-2.59805510534846,-2.581937691338015,0.0,1.0
2019-02-13,-0.476374069757016,-2.35138527750381,-0.0,-2.580471621985116,-2.55796646642159,0.0,1.0
2019-02-14,-0.49611294790456617,-2.2818336162988113,-0.01483334822625324,-2.5894915557144134,-2.5534804753820035,0.0,1.0
