Date,IWF,IWM,MPLX,MTUM,SPY,VLUE,VXX
2018-09-24,-0.2932308425694196,-0.6888928613991181,1.0,-0.008252890001191752,-0.47723751638660467,-0.511768561554046,0.0
2018-09-25,-0.29290611028315944,-0.6896274217585693,1.0,-0.007511177347242921,-0.47791356184798806,-0.5126676602086437,0.0
2018-09-26,-0.2925178182685712,-0.689499895625205,1.0,-0.005904631258760027,-0.4788119166194495,-0.5154325589717591,0.0
2018-09-27,-0.2940405244338498,-0.684803337306317,1.0,-0.007240762812872467,-0.4786054827175209,-0.51507747318236,0.0
2018-09-28,-0.29582252437606227,-0.6840504517398694,1.0,-0.007335182037749351,-0.47914243969347287,-0.5154307183111191,0.0
2018-10-01,-0.29603124906819334,-0.6837224557950919,1.0,-0.007514088916718848,-0.4791722575066345,-0.5153412648716343,0.0
2018-10-02,-0.3013957110339044,-0.6589193722295436,1.0,-0.01734155984185935,-0.4905355217443393,-0.5269258416197437,0.0
2018-10-03,-0.30124558356787834,-0.6566261452781603,1.0,-0.01727648362177376,-0.4910473681058746,-0.5280256302772621,0.0
2018-10-04,-0.3009406266850398,-0.6577796417230842,1.0,-0.017584326882751182,-0.4905038643580372,-0.5288179258282907,0.0
2018-10-05,-0.29088575862480603,-0.6524710516891489,1.0,-0.006774501611555449,-0.4968365763399785,-0.5373940551510088,0.0
2018-10-08,-0.28958439001103914,-0.6504460423068891,1.0,-0.0016111227138467046,-0.5033863412596593,-0.538532684906167,0.0
2018-10-09,-0.28868070887284447,-0.6506354794438809,1.0,-0.0,-0.504296199057223,-0.5398591801420133,0.0
2018-10-10,-0.2907701948613888,-0.6494285458506162,1.0,-0.0016412521261675271,-0.5057443824415863,-0.5365103995702903,0.0
2018-10-11,-0.23623786548857761,-0.6396849386734873,1.0,-0.0,-0.4859908155554264,-0.5445561820612684,0.0
2018-10-12,-0.23962193685541094,-0.6335143210089345,1.0,-0.0,-0.4707977821827688,-0.5288862075899912,0.0
2018-10-15,-0.22970183486238532,-0.6407683486238532,1.0,-0.0,-0.46806192660550455,-0.5284403669724771,0.0
2018-10-16,-0.23122149883844323,-0.638970946740471,1.0,-0.0,-0.46875268878882614,-0.5290962801502854,0.0
2018-10-17,-0.2188402514298658,-0.6154652018800612,1.0,-0.0,-0.4644657115351945,-0.5326745568831757,0.0
2018-10-18,-0.2214828086340756,-0.6234962887125671,1.0,-0.0,-0.4636123197679379,-0.5353069988340017,0.0
2018-10-19,-0.20862984299107648,-0.6141420987235966,1.0,-0.0,-0.4650965774313792,-0.5360612221845702,0.0
2018-10-22,-0.20859328684752845,-0.608559410552466,1.0,-0.0,-0.46763402309234114,-0.5382378680518307,0.0
2018-10-23,-0.2067864609820874,-0.6091992993162684,1.0,-0.0,-0.4697688873820422,-0.5395829801661299,0.0
2018-10-24,-0.2053939565094606,-0.6048291443095171,1.0,-0.0,-0.4709968935329003,-0.5428692459757131,0.0
2018-10-25,-0.18688723797950782,-0.5788616089922395,1.0,-0.0,-0.47054599685161147,-0.5254218564445303,0.0
2018-10-26,-0.16846723334247327,-0.5703591993419248,1.0,-0.0,-0.482890046613655,-0.5202632300520975,0.0
2018-10-29,-0.15767192877041566,-0.5734964767575245,1.0,-0.0,-0.4775495712022723,-0.5224504287977276,0.0
2018-10-30,-0.14101652259546996,-0.5759109311740891,1.0,-0.0,-0.48038625670204615,-0.5382153408469198,0.0
2018-10-31,-0.14169918943260282,-0.5716001200840588,1.0,-0.0,-0.4791899784394531,-0.5366665756938949,0.0
2018-11-01,-0.1260465243120892,-0.5843628132755188,1.0,-0.0,-0.4792331397092912,-0.5374567073004445,0.0
2018-11-02,-0.12649223221586264,-0.5827473426001635,1.0,-0.0,-0.47934041973289726,-0.5369582992641047,0.0
2018-11-05,-0.13243835616438357,-0.5726027397260274,1.0,-0.0,-0.4823835616438356,-0.5523013698630137,0.0
2018-11-06,-0.12327287830541325,-0.5723383635608472,1.0,-0.0,-0.500152291291707,-0.5731690433337947,0.0
2018-11-07,-0.12261618090730438,-0.5730299759196213,1.0,-0.0,-0.4990727670292563,-0.5731130117080462,0.0
2018-11-08,-0.09814753737906771,-0.5764072119613016,1.0,-0.0,-0.4926616094986807,-0.581217018469657,0.0
2018-11-09,-0.09805699837854179,-0.5762772418720971,1.0,-0.0,-0.4928958144392228,-0.5809767224558221,0.0
2018-11-12,-0.09737354886516451,-0.5734006641600571,1.0,-0.0,-0.4933995663748387,-0.5802892664050278,0.0
