Date,IWF,IWM,KOIN,MTUM,SPY,VLUE,VXX
2018-09-28,-0.286131318125103,-0.25347835299103044,1.0,-0.24457941945052616,-0.3006568260470372,-0.2693693057419309,0.0
2018-10-01,-0.2866897412351958,-0.25297261660898024,1.0,-0.24442560806197172,-0.3010524828706647,-0.26940736031645124,0.0
2018-10-02,-0.28788449762117857,-0.24294597013519242,1.0,-0.24786848179377266,-0.3039238777144472,-0.2726223562108437,0.0
2018-10-03,-0.28791162199086073,-0.24322796438498143,1.0,-0.24791539077589864,-0.30388184858906114,-0.27255382296132286,0.0
2018-10-04,-0.28860419659468245,-0.2419047170477828,1.0,-0.24800414478487154,-0.3047829875420955,-0.27169535831194214,0.0
2018-10-05,-0.2902731983042864,-0.24239284032030148,1.0,-0.24894017899199247,-0.30374470089496,-0.26978332548280737,0.0
2018-10-08,-0.2899202183991904,-0.24150996681650233,1.0,-0.24838201030806523,-0.3041114588971782,-0.26946882869313504,0.0
2018-10-09,-0.293706953486178,-0.24273516369468817,1.0,-0.25549580149070666,-0.3016794037173319,-0.2650957637512973,0.0
2018-10-10,-0.2943950576528567,-0.24181187955386826,1.0,-0.25643141785941664,-0.3019406258105591,-0.2634346483057841,0.0
2018-10-11,-0.2885689578610326,-0.23682426905368456,1.0,-0.2502161871596513,-0.29866548250636876,-0.2628835861359759,0.0
2018-10-12,-0.2920832270186263,-0.23119389482962585,1.0,-0.251675906381202,-0.29094662615109834,-0.253717148755538,0.0
2018-10-15,-0.2866439704485977,-0.23946826003381275,1.0,-0.2444938511776558,-0.2906968665323421,-0.25463767109011326,0.0
2018-10-16,-0.2851979704839793,-0.2460904015012858,1.0,-0.23960336399230822,-0.2911984801797836,-0.2547088941917846,0.0
2018-10-17,-0.28214228101306665,-0.23810291982577836,1.0,-0.2371350217777061,-0.29062291152950936,-0.2565160279307723,0.0
2018-10-18,-0.28322686284910403,-0.24005442678905006,1.0,-0.23617997739904523,-0.2898687760891123,-0.2568898318765711,0.0
2018-10-19,-0.2834957719868206,-0.2390958733669731,1.0,-0.23616967350982696,-0.28939425358862697,-0.2559157623096242,0.0
2018-10-22,-0.28706224334425323,-0.23238591796244173,1.0,-0.2263184607576247,-0.2979975084206155,-0.26325381811470494,0.0
2018-10-23,-0.28782636774610204,-0.2320555401789833,1.0,-0.22822677368760955,-0.29619891133868437,-0.2622013100839561,0.0
2018-10-24,-0.2872731476129927,-0.23597271991677263,1.0,-0.2311177898508843,-0.2963125650213848,-0.2611952375447925,0.0
2018-10-25,-0.28003745403887004,-0.22285153127640625,1.0,-0.23130152785073196,-0.2973485281019481,-0.25226665448649144,0.0
2018-10-26,-0.2782436312263592,-0.22141457412386642,1.0,-0.22904798796882833,-0.29863737866289936,-0.2512874265141503,0.0
2018-10-29,-0.27600791322736884,-0.22179775791891215,1.0,-0.22755076517270392,-0.29695067876389936,-0.25160879550674214,0.0
2018-10-30,-0.2927063779130992,-0.22471498557758343,1.0,-0.23570349342978802,-0.2982235245638936,-0.23790119500022894,0.0
2018-10-31,-0.2927091679066041,-0.22463088016481628,1.0,-0.23571019800846973,-0.2982030445232917,-0.23786196635000573,0.0
2018-11-01,-0.30186683832996136,-0.21604285451535774,1.0,-0.24397645760529704,-0.2988090858929557,-0.23836674636748204,0.0
2018-11-02,-0.30507037087975064,-0.20565717691285013,1.0,-0.24180534543620777,-0.30277815981295564,-0.23690001375326641,0.0
2018-11-05,-0.30532758699738666,-0.2050112328641511,1.0,-0.24178166979964238,-0.3027600751914172,-0.23751776626472879,0.0
2018-11-06,-0.3045721361093277,-0.2046455104099789,1.0,-0.24215812161790332,-0.3032422269100248,-0.23832890030266898,0.0
2018-11-07,-0.30399303167835695,-0.20448814926878467,1.0,-0.2430431394122771,-0.3026406271489479,-0.23804611928666392,0.0
2018-11-08,-0.3029623185751569,-0.2040657479053157,1.0,-0.24209056361888193,-0.3020466095874731,-0.23806144407307359,0.0
2018-11-09,-0.30411071903212505,-0.20491728151780395,1.0,-0.24121259337335596,-0.3021172265249072,-0.239035791210302,0.0
2018-11-12,-0.3041966838193253,-0.20009148084619782,1.0,-0.24128073184676957,-0.3035563178959405,-0.23787307032590052,0.0
2018-11-13,-0.303959831108068,-0.19790026246719158,1.0,-0.24078511925139792,-0.30341207349081367,-0.23626611890904942,0.0
2018-11-14,-0.3042287592140396,-0.19760834341267486,1.0,-0.2408087815787672,-0.3033843766402702,-0.2360848033957872,0.0
2018-11-15,-0.3046322892445174,-0.19782975425158436,1.0,-0.24025441116126384,-0.3049058496329732,-0.23204759950759132,0.0
2018-11-16,-0.30399726682610184,-0.19592301560186767,1.0,-0.23949436282883496,-0.30474888964810387,-0.233458603803667,0.0
2018-11-19,-0.3040378965587921,-0.19560910063995993,1.0,-0.2405201667084197,-0.30412899405588834,-0.23314126944362204,0.0
2018-11-20,-0.304248879178899,-0.19455633690630617,1.0,-0.24041328144557472,-0.30408957465692626,-0.23249357092464895,0.0
2018-11-21,-0.3057129902516436,-0.19129449104511448,1.0,-0.24305146225345728,-0.3022443890274314,-0.2247562910904557,0.0
2018-11-23,-0.30558451566112144,-0.18988259825030596,1.0,-0.24352930510856263,-0.30263813970354925,-0.22480848556275781,0.0
2018-11-26,-0.3054995354739299,-0.19281230880786748,1.0,-0.24268654687181349,-0.30148874940518006,-0.223493689243389,0.0
2018-11-27,-0.30468396780902435,-0.19420833710100371,1.0,-0.238968261144769,-0.30068270187177865,-0.2220589565060132,0.0
2018-11-28,-0.30449232438787277,-0.19554158847866882,1.0,-0.23865614614184624,-0.3002871289367186,-0.2219031900703127,0.0
2018-11-29,-0.3011387980606607,-0.19424963355507946,1.0,-0.2357650242417409,-0.30057503664449203,-0.22333972262938326,0.0
2018-11-30,-0.3016549422799422,-0.19435425685425683,1.0,-0.23527687590187588,-0.3011814574314574,-0.2222222222222222,0.0
2018-12-03,-0.30164348355389226,-0.1957526433257434,1.0,-0.2317785242464549,-0.30243253601460873,-0.22280587055030773,0.0
2018-12-04,-0.3049127723040766,-0.19553918466961942,1.0,-0.22972972972972971,-0.30525174003434874,-0.2243740395914309,0.0
2018-12-06,-0.30051119494609013,-0.17436435475589884,1.0,-0.24394490702502403,-0.30077907002701076,-0.2126481684041342,0.0
2018-12-07,-0.29554419939035326,-0.1791958041958042,1.0,-0.2367984579523041,-0.30684059530213376,-0.22296933835395374,0.0
2018-12-10,-0.28864026387929304,-0.1799683523145156,1.0,-0.23577525685885578,-0.3077180235797544,-0.216630635851033,0.0
2018-12-11,-0.2896748456686947,-0.17933631967194846,1.0,-0.2366339060863364,-0.30788259677742863,-0.2150609525083016,0.0
2018-12-12,-0.28970358814352576,-0.17938488968130156,1.0,-0.23666146645865838,-0.30788945843548027,-0.2150434588812124,0.0
2018-12-13,-0.2901333690173514,-0.18071724876221062,1.0,-0.2359828716713502,-0.307484722779785,-0.21595521655738437,0.0
2018-12-14,-0.290202461648234,-0.17840260435247948,1.0,-0.23720121298608635,-0.3082188726364609,-0.21572868355333571,0.0
2018-12-17,-0.2878477631871801,-0.17787669708435347,1.0,-0.23518807033162697,-0.3052748720231471,-0.21949699532606276,0.0
2018-12-18,-0.28781073509138616,-0.1766131542669098,1.0,-0.23500244585760666,-0.3050651487526126,-0.2190376662071419,0.0
2018-12-19,-0.2912172230500634,-0.17598914663167495,1.0,-0.2343927229055001,-0.30378311055756957,-0.2186464426306074,0.0
2018-12-20,-0.2906754413268709,-0.17544132687091465,1.0,-0.23518164435946462,-0.303659566899373,-0.21835119391702612,0.0
2018-12-21,-0.2907864370672821,-0.17461832061068702,1.0,-0.23526540031954554,-0.30381235576069593,-0.2146058938398722,0.0
2018-12-24,-0.290780456430615,-0.1736343675841114,1.0,-0.23546763068597662,-0.30371043935327907,-0.2142429417374526,0.0
2018-12-26,-0.2933657136549288,-0.17580306877138757,1.0,-0.23404349265923388,-0.29550723037862897,-0.20902969422673584,0.0
2018-12-27,-0.2813623586324116,-0.1692270815628337,1.0,-0.23490444749515157,-0.2803817742040923,-0.21322263624675863,0.0
2018-12-28,-0.28018818609513857,-0.17091392228611257,1.0,-0.23438316779926818,-0.2803188708834292,-0.21227565778010107,0.0
2018-12-31,-0.2786081575736448,-0.1732612863866132,1.0,-0.23476991458950672,-0.280285863691825,-0.21193568066933938,0.0
2019-01-02,-0.2784903852435811,-0.17352294257279122,1.0,-0.23230035497288704,-0.2802761384176485,-0.21317972952372657,0.0
2019-01-03,-0.27782381160052333,-0.1759267335368513,1.0,-0.2269515918011339,-0.28000436109899696,-0.2198430004361099,0.0
2019-01-04,-0.2771312761506276,-0.17575400976290098,1.0,-0.22698744769874477,-0.27959379358437936,-0.21975244072524405,0.0
2019-01-07,-0.2750510802938747,-0.1729339651349824,1.0,-0.2297091683693431,-0.2783767334695474,-0.2175585793157414,0.0
2019-01-08,-0.274905943500859,-0.1745210186373225,1.0,-0.2292368918948307,-0.277907052606398,-0.2181240893373638,0.0
2019-01-09,-0.27385324091175767,-0.17031355250863736,1.0,-0.22889550422633145,-0.2784381043436692,-0.22139892657699745,0.0
2019-01-10,-0.2736224323443104,-0.17111183567003585,1.0,-0.22873600695576568,-0.278252363873492,-0.22195413542006304,0.0
2019-01-11,-0.27395264908580996,-0.171489444963802,1.0,-0.22821053546970455,-0.2783877209383221,-0.22201447920516557,0.0
2019-01-14,-0.27622940127831647,-0.1721813991912692,1.0,-0.2278142527935997,-0.27931649202139225,-0.2184660202617505,0.0
2019-01-15,-0.2761670868469095,-0.1709554029383639,1.0,-0.22744066765191692,-0.2797531078848996,-0.2190298183082674,0.0
2019-01-16,-0.27486472978552334,-0.17334144592450942,1.0,-0.22358156413655228,-0.27849366565983613,-0.2227340880940481,0.0
2019-01-17,-0.27221208963001564,-0.17524318221295815,1.0,-0.2254212263331596,-0.2776619767239882,-0.22073128365468125,0.0
2019-01-18,-0.2703466875462177,-0.17591021793031447,1.0,-0.22578189568924267,-0.27852451172299797,-0.2243681760842142,0.0
2019-01-22,-0.29008633649757315,-0.13889008204114944,1.0,-0.2256561144280744,-0.2989132769210945,-0.19410678235470985,0.0
2019-01-23,-0.2905437352245863,-0.13402106168063616,1.0,-0.22725123576187406,-0.29924779712013755,-0.19806576402321086,0.0
2019-01-24,-0.28799243482559267,-0.13395946613939694,1.0,-0.22946979303230244,-0.2995981001096091,-0.19817748071095448,0.0
2019-01-25,-0.312931145293286,-0.11568619049659369,1.0,-0.2142551094734136,-0.30468314837825106,-0.19478126740648702,0.0
2019-01-28,-0.3098603560388018,-0.1068755996162456,0.9970365632661763,-0.22176740219592794,-0.3048075898091888,-0.18863660590555378,0.002963436733823686
2019-01-29,-0.31304532427555465,-0.10909669886423946,0.9957753953932704,-0.2193822311856491,-0.30117821887273116,-0.18019318543679017,0.004224604606729646
2019-01-30,-0.31824659165833635,-0.1095773869026097,0.9964480932428695,-0.22051598358040705,-0.2995299572495055,-0.17902035433991959,0.0035519067571303997
2019-01-31,-0.3195955295369878,-0.10824906865353912,0.9975093134646088,-0.2195210218201171,-0.30090473656200106,-0.18052155401809472,0.0024906865353911656
2019-02-01,-0.3126950761194981,-0.10745907382635837,0.9976219292099284,-0.22557700065821604,-0.29294859545193963,-0.18457651230439304,0.002378070790071554
2019-02-04,-0.3120621576869188,-0.1068865961873222,0.9974950112512206,-0.2261919925274912,-0.29212839128773405,-0.18558145459177172,0.0025049887487793485
2019-02-05,-0.31281583082084163,-0.10662873158095885,0.9977706059705296,-0.22795023143233256,-0.2910526986283919,-0.1847849165569663,0.0022293940294704656
2019-02-06,-0.3150978643909481,-0.10070903918821382,0.9975162399694306,-0.2265528807370611,-0.29301999745255386,-0.18751326794888126,0.0024837600305693546
2019-02-07,-0.31447538107016765,-0.09412063169911841,0.9960465952094036,-0.2292551954504133,-0.2855753578148454,-0.19071478404262066,0.003953404790596394
2019-02-08,-0.31326599611190936,-0.09401149522441045,0.9958160764094329,-0.23066520158904572,-0.28583805257374695,-0.18931197700955119,0.004183923590567154
2019-02-11,-0.3143541785949064,-0.09476853913522912,0.9971160167101384,-0.22611701338083423,-0.28485696715227854,-0.20047925016434462,0.0028839832898615264
2019-02-12,-0.31267147862057326,-0.105715250517074,0.993225275421046,-0.2132666413405935,-0.2859946815246296,-0.1928580473597569,0.006774724578954034
