Date,IWF,IWM,MTUM,SPY,VAR,VLUE,VXX
2018-09-24,-0.2801814852269932,-0.5243119140678384,-0.10708721677098423,-0.4198212479842567,1.0,-0.4018367179599312,0.0
2018-09-25,-0.2816547352314334,-0.522924749986338,-0.10951418110279248,-0.418547461609924,1.0,-0.39974862014317725,0.0
2018-09-26,-0.281920271045657,-0.523238339845351,-0.11013962130112845,-0.41834476351812894,1.0,-0.3986994180168857,0.0
2018-09-27,-0.28331922562324224,-0.5191819348496847,-0.11126887475083964,-0.4182344428364689,1.0,-0.3984927504573628,0.0
2018-09-28,-0.2837948549893495,-0.5188705008465782,-0.11142061281337048,-0.4182915506035283,1.0,-0.3985198536239008,0.0
2018-10-01,-0.28524975407148323,-0.5179254563340255,-0.11113236419280795,-0.41944474805989723,1.0,-0.39878675265056285,0.0
2018-10-02,-0.2876408797461429,-0.5017507385928439,-0.11702593281540649,-0.424690885217201,1.0,-0.4044206149469307,0.0
2018-10-03,-0.28735506453730036,-0.49570662874644494,-0.11616714066943774,-0.42698534237584773,1.0,-0.4084445416757821,0.0
2018-10-04,-0.294617641413726,-0.4888541580982151,-0.11661319952839243,-0.43736119108332655,1.0,-0.40443091771544515,0.0
2018-10-05,-0.29628104844243175,-0.4921915740359544,-0.11527377521613834,-0.43754631535611366,1.0,-0.403320982571703,0.0
2018-10-08,-0.29516553387415045,-0.49013374260030695,-0.11313308484981363,-0.43932251699188773,1.0,-0.40287217715413287,0.0
2018-10-09,-0.29498492737736365,-0.490189092902165,-0.11266100301452453,-0.43951767607563713,1.0,-0.40309673883255687,0.0
2018-10-10,-0.2962516440157825,-0.4889850942569049,-0.11412209557211749,-0.4402400263042525,1.0,-0.40042744410346337,0.0
2018-10-11,-0.27466853131807545,-0.4858940913858484,-0.0856843181023586,-0.43541403329478523,1.0,-0.4077400962805583,0.0
2018-10-12,-0.2827400761428077,-0.4810308564734698,-0.08460903596815847,-0.42213998562338595,1.0,-0.3918159793402731,0.0
2018-10-15,-0.27893001489044883,-0.48654541586896405,-0.07894596894277812,-0.42217081472027224,1.0,-0.39241650712614334,0.0
2018-10-16,-0.27817809566859,-0.4894573107500864,-0.07676354064186765,-0.4222127682203728,1.0,-0.39232630487383335,0.0
2018-10-17,-0.2738727315952135,-0.4791716195155453,-0.0734078241804686,-0.4209789470903664,1.0,-0.3941146947724331,0.0
2018-10-18,-0.27254948598007345,-0.47723248500224635,-0.07457913792647797,-0.42371627157165886,1.0,-0.39469859140040703,0.0
2018-10-19,-0.270837729478793,-0.4766037138636843,-0.07100654146444398,-0.4247204051487655,1.0,-0.39451888584089473,0.0
2018-10-22,-0.26975196132815593,-0.48178672372348574,-0.07591726761233061,-0.4217714029109544,1.0,-0.3922920463850807,0.0
2018-10-23,-0.27120747939995776,-0.4813279104162265,-0.07928375237692796,-0.41870906401859287,1.0,-0.3905028523135432,0.0
2018-10-24,-0.2722210492980049,-0.4789665364720786,-0.07473873113058166,-0.420378971814631,1.0,-0.3927742003589148,0.0
2018-10-25,-0.2576782630848926,-0.5210462252667932,-0.02516488804597051,-0.5781696719223257,1.0,-0.44863701984317944,0.0
2018-10-26,-0.2493685096828515,-0.5136121246140892,-0.013864720740948638,-0.5853494246421554,1.0,-0.4444569183272523,0.0
2018-10-29,-0.24604997758852534,-0.5150156880322725,-0.009805020170327208,-0.5854997758852533,1.0,-0.44503585835948006,0.0
2018-10-30,-0.24233257709436182,-0.5155028989160574,-0.007338318908775172,-0.5863372825812957,1.0,-0.4494020110354872,0.0
2018-10-31,-0.24367547085701546,-0.504318511088822,-0.008887774434414355,-0.5836955310375571,1.0,-0.4455867602808425,0.0
2018-11-01,-0.28181216360130096,-0.49630141323432053,-0.02981895633652822,-0.6057623118325993,1.0,-0.4645827936562761,0.0
2018-11-02,-0.28682303748890225,-0.4778188275052267,-0.026634590600567058,-0.6113354526448436,1.0,-0.46135120428444604,0.0
2018-11-05,-0.2843401087890066,-0.48451188090466646,-0.026596049241339823,-0.6117663899227025,1.0,-0.4556827941597481,0.0
2018-11-06,-0.2851172244009962,-0.48492829130048953,-0.026507886525634787,-0.6110840752297255,1.0,-0.4549566312655655,0.0
