Date,HURN,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.37842930358757915,-1.0445432619837203,-0.0,-0.6929831172746458,-0.6525097980102502,0.0
2018-09-25,1.0,-0.3825690493236369,-1.043106371754776,-0.0005275255284675382,-0.6920004521647387,-0.6498737706771167,0.0
2018-09-26,1.0,-0.38237644104554275,-1.050222577331355,-0.0,-0.7023551344975839,-0.6697865540463417,0.0
2018-09-27,1.0,-0.38888677450047576,-1.0407611798287346,-0.0,-0.7048525214081828,-0.6714367269267365,0.0
2018-09-28,1.0,-0.38749333942300374,-1.0421329070564056,-0.0,-0.7048412879652889,-0.671614523863896,0.0
2018-10-01,1.0,-0.3873709081208796,-1.0450821233946876,-0.0,-0.705384703326855,-0.6729926450973668,0.0
2018-10-02,1.0,-0.3882792257277854,-1.0423334857491235,-0.0,-0.7060280445054108,-0.6737540009144948,0.0
2018-10-03,1.0,-0.3875180869697662,-1.035031604599802,-0.0,-0.7077907242403472,-0.6774426928642144,0.0
2018-10-04,1.0,-0.39628979311397816,-1.0275593556760059,-0.0,-0.7197114283533094,-0.6735628673944576,0.0
2018-10-05,1.0,-0.3741015402167712,-1.0181783609051152,-0.0,-0.7269823160296633,-0.6837801863472142,0.0
2018-10-08,1.0,-0.3700554247969023,-1.013704350466935,-0.0,-0.7300888315238023,-0.6823323969326551,0.0
2018-10-09,1.0,-0.36200840015273006,-1.0193967163039328,-0.0,-0.7403970981290569,-0.6964490263459335,0.0
2018-10-10,1.0,-0.3668795166902459,-1.0194623943715828,-0.0,-0.7445799717049669,-0.6928077084846863,0.0
2018-10-11,1.0,-0.27349317102137766,-1.0128414489311162,-0.0,-0.7174510095011877,-0.7075786817102137,0.0
2018-10-12,1.0,-0.26834281519544867,-1.0065333088640116,-0.0,-0.7035419342998714,-0.6920168838318957,0.0
2018-10-15,1.0,-0.21430171769977596,-1.0942120985810306,-0.0,-0.7118371919342793,-0.7137789395070948,0.0
2018-10-16,1.0,-0.21595875826515748,-1.0924576936008068,-0.0,-0.7126526952818559,-0.7145578841196908,0.0
2018-10-17,1.0,-0.19638337673770312,-1.054946264167553,-0.0,-0.702123757473499,-0.7144848329237428,0.0
2018-10-18,1.0,-0.1954208556542159,-1.0532031995303441,-0.0,-0.7052909664636383,-0.7153445365817861,0.0
2018-10-19,1.0,-0.18870139398385913,-1.0577402787967718,-0.0,-0.7061995597945707,-0.7157373440939105,0.0
2018-10-22,1.0,-0.18915343915343913,-1.0451205173427396,-0.0,-0.7156452087007642,-0.7243900646678424,0.0
2018-10-23,1.0,-0.2235966106824028,-1.0823876532001817,-0.0,-0.7308972613103345,-0.7458390074141323,0.0
2018-10-24,1.0,-0.22082829504232165,-1.0810912938331319,-0.0,-0.7306529625151149,-0.7461457073760581,0.0
2018-10-25,1.0,-0.18680837076805085,-1.0325773346481135,-0.0,-0.7227274387348892,-0.7100178956210511,0.0
2018-10-26,1.0,-0.16820068579678757,-1.0161703663598627,-0.0,-0.7262587980508933,-0.6988269265475545,0.0
2018-10-29,1.0,-0.14991922455573503,-1.0220427212349668,-0.0,-0.7173936456650511,-0.7007000538502961,0.0
2018-10-30,1.0,-0.1541225076342734,-1.0226333752469914,-0.0,-0.717873181246632,-0.6980061074187175,0.0
2018-10-31,1.0,-0.15615186982586354,-1.0069583214387667,-0.0,-0.7132457893234371,-0.6920139880102769,0.0
2018-11-01,1.0,-0.34243197278911564,-1.1180272108843539,-0.0,-0.9186224489795919,-0.8725765306122449,0.0
2018-11-02,1.0,-0.3568817478534388,-1.0716228853183711,-0.0,-0.9485250361302389,-0.8735866700671597,0.0
2018-11-05,1.0,-0.3582578367572625,-1.0693717834205263,-0.0,-0.9490451278125133,-0.8766109480668622,0.0
2018-11-06,1.0,-0.36135204081632655,-1.0712159863945578,-0.0,-0.9463010204081632,-0.8727891156462585,0.0
2018-11-07,1.0,-0.3604468419487746,-1.070721658242365,-0.0,-0.9445270356369198,-0.8718515057554262,0.0
2018-11-08,1.0,-0.3300147027935308,-1.0673387943709303,-0.0,-0.9302247427011131,-0.8732199117832388,0.0
2018-11-09,1.0,-0.3287774927457,-1.0688422557718995,-0.0,-0.9336389251019808,-0.8741326380419697,0.0
2018-11-12,1.0,-0.3280409946236559,-1.0659022177419355,-0.0,-0.9335097446236559,-0.8728578629032258,0.0
2018-11-13,1.0,-0.29345926603977696,-1.061329782807689,-0.0,-0.9373803777981193,-0.8686444204044271,0.0
2018-11-14,1.0,-0.2926839430047496,-1.0639530039163403,-0.0,-0.9389634197150236,-0.8707191067411049,0.0
2018-11-15,1.0,-0.2928866797543962,-1.072887515141389,-0.0,-0.9524247107472537,-0.8586942901299027,0.0
2018-11-16,1.0,-0.2898713625577619,-1.0631114441530327,-0.0,-0.9490445859872612,-0.8609966279505432,0.0
2018-11-19,1.0,-0.29353710335637545,-1.062463562921629,-0.0,-0.9475722495211127,-0.8606646123094862,0.0
2018-11-20,1.0,-0.22991126959117672,-1.054855294800564,-0.0,-0.9614810514968074,-0.9000331702462891,0.0
2018-11-21,1.0,-0.23419616851950611,-1.0448373466792469,-0.0,-0.9554498092464209,-0.8677441850925053,0.0
2018-11-23,1.0,-0.23542903952488226,-1.0325619496211345,-0.0,-0.9594921155027647,-0.8683596149907844,0.0
2018-11-26,1.0,-0.2349954966019815,-1.0337754851387866,-0.0,-0.9582002783918775,-0.867026938508147,0.0
2018-11-27,1.0,-0.22366921699495362,-1.0354875468012372,-0.0,-0.9509604427804005,-0.859555591730425,0.0
2018-11-28,1.0,-0.22493996988319562,-1.0321924219608483,-0.0,-0.9523014936307028,-0.8604452403239591,0.0
2018-11-29,1.0,-0.1909561864985342,-1.0150194771294325,-0.0,-0.9459459459459459,-0.8640215252399502,0.0
2018-11-30,1.0,-0.19041882504115967,-1.0151788941091433,-0.0,-0.9462313777456531,-0.8637513552584026,0.0
2018-12-03,1.0,-0.18962957017297427,-1.0148894329172853,-0.0,-0.945659589838263,-0.8631456435365413,0.0
2018-12-04,1.0,-0.1788315326130452,-1.0200880352140855,-0.0,-0.9414565826330532,-0.8612244897959183,0.0
