Date,BMO,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.15313601880542793,-0.29663425579655944,-0.04883000320547067,-0.33191580297040285,-0.3064429960465862,0.0
2018-09-25,1.0,-0.1535519709432753,-0.2961649396432005,-0.049567353915179996,-0.3314603140690097,-0.3057792970836449,0.0
2018-09-26,1.0,-0.15335470085470085,-0.296025641025641,-0.04901709401709401,-0.33170940170940166,-0.3066239316239316,0.0
2018-09-27,1.0,-0.15308805609594456,-0.29728285268401133,-0.048763281099685744,-0.3318511234153537,-0.3068174530217842,0.0
2018-09-28,1.0,-0.15216368767638758,-0.2982339861455572,-0.049046438039852897,-0.33175831694176,-0.30685025228769347,0.0
2018-10-01,1.0,-0.15283777426115225,-0.29765621658611696,-0.04895000213848852,-0.33217142123946797,-0.30685171720627863,0.0
2018-10-02,1.0,-0.15504872041974518,-0.28377770639254735,-0.05403148088660456,-0.33684548666880826,-0.31187493307634656,0.0
2018-10-03,1.0,-0.15543552812071332,-0.2864797668038409,-0.054441015089163235,-0.336312585733882,-0.3106781550068587,0.0
2018-10-04,1.0,-0.15608794411348734,-0.28530407577251105,-0.0546650666438092,-0.33694767068100967,-0.3098829983285475,0.0
2018-10-05,1.0,-0.15225889138096763,-0.28236676278970413,-0.05122289864359714,-0.33863078073267117,-0.31158816618605145,0.0
2018-10-08,1.0,-0.15232905982905984,-0.2827991452991453,-0.05126068376068376,-0.3385683760683761,-0.31179487179487175,0.0
2018-10-09,1.0,-0.15264957264957266,-0.28275641025641024,-0.052072649572649565,-0.33816239316239316,-0.31108974358974356,0.0
2018-10-10,1.0,-0.15355037169956423,-0.281722635221738,-0.05321285140562249,-0.3386952063573443,-0.3090446893958814,0.0
2018-10-11,1.0,-0.13546359350445258,-0.27677317967522264,-0.03226820324777371,-0.33558931377684653,-0.31526453640649554,0.0
2018-10-12,1.0,-0.13598952487841376,-0.27220767344224134,-0.030968117387870475,-0.33040279336575634,-0.30882903105125326,0.0
2018-10-15,1.0,-0.1252102410764343,-0.29095288523432794,-0.015573413069208246,-0.3318798147802072,-0.31279719263273736,0.0
2018-10-16,1.0,-0.12378181818181817,-0.29816103896103896,-0.01041038961038961,-0.3325506493506493,-0.3130181818181818,0.0
2018-10-17,1.0,-0.1186161449752883,-0.28583196046128506,-0.006116144975288304,-0.3321252059308073,-0.31657742998352556,0.0
2018-10-18,1.0,-0.11865733113673806,-0.28597611202635914,-0.005971993410214168,-0.3320840197693575,-0.3166186161449753,0.0
2018-10-19,1.0,-0.11423186446233584,-0.28140044660233954,-0.002499334193759859,-0.33366111486694117,-0.31684182492368834,0.0
2018-10-22,1.0,-0.1146281499692686,-0.2808236017209588,-0.0020897357098955136,-0.3340299119032985,-0.31718910059414057,0.0
2018-10-23,1.0,-0.11417677927189242,-0.28134224335847824,-0.0006354542472941948,-0.3355403410954411,-0.31817809117743523,0.0
2018-10-24,1.0,-0.11350465854407699,-0.2796559844373912,-0.0,-0.335845192996826,-0.31870584621685266,0.0
2018-10-25,1.0,-0.10598117599433256,-0.26942617144013764,-0.0,-0.33634247545794965,-0.31231656714907396,0.0
2018-10-26,1.0,-0.09582487386174039,-0.2638551068406135,-0.0,-0.34188996321386217,-0.3086015237099724,0.0
2018-10-29,1.0,-0.09067585985729176,-0.26443117133007293,-0.0,-0.3398941714102462,-0.3093281488014111,0.0
2018-10-30,1.0,-0.10047442907687358,-0.26596172402701834,-0.0,-0.34100595046638793,-0.30283049211965263,0.0
2018-10-31,1.0,-0.10074701795252822,-0.26436804690951443,-0.0,-0.34067633238282663,-0.3023213783686092,0.0
2018-11-01,1.0,-0.09212928595790784,-0.2711514154444957,-0.0,-0.340449009891058,-0.3025500070220492,0.0
2018-11-02,1.0,-0.09380750460036802,-0.26292103368269465,-0.0,-0.34252740219217537,-0.30090407232578603,0.0
2018-11-05,1.0,-0.09268146370725855,-0.2659268146370726,-0.0,-0.3427114577084583,-0.2982803439312138,0.0
2018-11-06,1.0,-0.09221106532783935,-0.26555186622394683,-0.0,-0.3433011961435372,-0.29917590110813297,0.0
2018-11-07,1.0,-0.09205790610253539,-0.26551627609373746,-0.0,-0.3428977045509078,-0.299048228425178,0.0
2018-11-08,1.0,-0.07753447522155545,-0.2669991654413225,-0.0,-0.33900965703612446,-0.3035011723562373,0.0
2018-11-09,1.0,-0.07757575757575758,-0.2670044709388972,-0.0,-0.33903626428216593,-0.3034674615002484,0.0
2018-11-12,1.0,-0.0772405309418464,-0.26424078887323665,-0.0,-0.33981468621654337,-0.30279161127755405,0.0
2018-11-13,1.0,-0.06602305191606739,-0.2611368338094769,-0.0,-0.3416018126292977,-0.3014678356812137,0.0
2018-11-14,1.0,-0.06677832512315272,-0.26066995073891625,-0.0,-0.3417931034482759,-0.3012019704433498,0.0
2018-11-15,1.0,-0.0664396906303505,-0.26097652175624353,-0.0,-0.3434160549465688,-0.29716804754688764,0.0
2018-11-16,1.0,-0.06637420573249661,-0.26018531269057504,-0.0,-0.34312356146597683,-0.29752326244762267,0.0
2018-11-19,1.0,-0.06747187032811393,-0.2598552207097332,-0.0,-0.342473837438036,-0.2973089936265638,0.0
2018-11-20,1.0,-0.0616205820593834,-0.2580999666385384,-0.0,-0.3432698157269855,-0.2994289302745452,0.0
2018-11-21,1.0,-0.05968362380279479,-0.25818417333961374,-0.0,-0.3441670591929659,-0.3005966399748783,0.0
2018-11-23,1.0,-0.059153543307086616,-0.2658661417322835,-0.0,-0.34255905511811024,-0.30094488188976376,0.0
2018-11-26,1.0,-0.05911184599031534,-0.26597378055982046,-0.0,-0.3424668320144876,-0.3008542970749183,0.0
2018-11-27,1.0,-0.05464780996841961,-0.26778603793570155,-0.0,-0.34047978658715994,-0.2986014397520645,0.0
2018-11-28,1.0,-0.055562095350206,-0.2649009221110457,-0.0,-0.3419266235040219,-0.29952913478516774,0.0
2018-11-29,1.0,-0.0539079333986288,-0.26385896180215473,-0.0,-0.34135161606268366,-0.2997257590597454,0.0
2018-11-30,1.0,-0.05358542319749217,-0.263891065830721,-0.0,-0.34128134796238246,-0.3004702194357367,0.0
2018-12-03,1.0,-0.05208108902164333,-0.2646361766722163,-0.0,-0.3415532269121536,-0.3004211144843796,0.0
2018-12-04,1.0,-0.0497467686110405,-0.26541387199593264,-0.0,-0.3404642249555134,-0.299829875437533,0.0
2018-12-06,1.0,-0.0454688236217999,-0.27136013821265903,-0.0,-0.3432739123606094,-0.3031451232919742,0.0
2018-12-07,1.0,-0.03558233725180283,-0.2766176034772301,-0.0,-0.34910599624617206,-0.31439296651190357,0.0
2018-12-10,1.0,-0.024486432397433634,-0.2783958247493476,-0.0,-0.3507563717699689,-0.3084152490827398,0.0
2018-12-11,1.0,-0.015069544175798233,-0.2833507111801853,-0.0,-0.34982589364757727,-0.3190572682024748,0.0
2018-12-12,1.0,-0.013626070690164417,-0.28431623510879195,-0.0,-0.34990646844540707,-0.3212562764595845,0.0
2018-12-13,1.0,-0.01353904282115869,-0.2826275188916877,-0.0,-0.3514050692695215,-0.32031250000000006,0.0
2018-12-14,1.0,-0.01299570747843894,-0.2853542314811168,-0.0,-0.35015555468042375,-0.3205410940022841,0.0
2018-12-17,1.0,-0.00765997564520564,-0.2848921711120713,-0.0,-0.3462308991632949,-0.3253132733629257,0.0
2018-12-18,1.0,-0.004110393423370522,-0.28181640242708944,-0.0,-0.34546878058328434,-0.32593462517126637,0.0
2018-12-19,1.0,-0.006264192310703939,-0.2813013859525488,-0.0,-0.34443269908386187,-0.3255618197478663,0.0
2018-12-20,1.0,-0.005973645680819912,-0.2769350902879454,-0.0,-0.34574914592484135,-0.3235334309419229,0.0
2018-12-21,1.0,-0.004026375678356772,-0.27694462274610493,-0.0,-0.347182509579662,-0.3169555153566358,0.0
2018-12-24,1.0,-0.0042274648847674895,-0.27963608735462,-0.0,-0.34895092634080765,-0.315345502717656,0.0
2018-12-26,1.0,-0.004494556162578945,-0.2821883838970902,-0.0,-0.34028827153318614,-0.31033747917393156,0.0
2018-12-27,1.0,-0.0,-0.27445434043041167,-0.0,-0.3249302396697374,-0.31185734490271777,0.0
2018-12-28,1.0,-0.0,-0.2758528479199297,-0.0,-0.32392940367498185,-0.3102914772510219,0.0
2018-12-31,1.0,-0.0,-0.2755768643031785,-0.0,-0.32409459046454764,-0.3104943459657702,0.0
2019-01-02,1.0,-0.0,-0.2753136157943979,-0.0,-0.32352548068661335,-0.3105607851373799,0.0
2019-01-03,1.0,-0.0,-0.2758212149586287,-0.0,-0.3210716401368214,-0.3140203703349831,0.0
2019-01-04,1.0,-0.0,-0.277453237683862,-0.0,-0.30959222118623103,-0.31579548265560475,0.0
2019-01-07,1.0,-0.0,-0.27181436514240326,-0.0,-0.3075570180415295,-0.3117931843110556,0.0
2019-01-08,1.0,-0.0,-0.2677282859193774,-0.0,-0.31032528618383776,-0.3109486569194152,0.0
2019-01-09,1.0,-0.0,-0.26957031323843555,-0.0,-0.31064859449138926,-0.31017599576551547,0.0
2019-01-10,1.0,-0.0,-0.2728668359804405,-0.0,-0.309920018194913,-0.31251658390508325,0.0
2019-01-11,1.0,-0.0,-0.2700656521574134,-0.0,-0.31131645857842205,-0.31607908618268754,0.0
2019-01-14,1.0,-0.0,-0.27069253550003797,-0.0,-0.31190675070240714,-0.31579846609461615,0.0
2019-01-15,1.0,-0.0,-0.268189332471925,-0.0,-0.3112090751895415,-0.3207669067208847,0.0
2019-01-16,1.0,-0.0,-0.2688562625993686,-0.0,-0.31430907915256173,-0.3186071279144955,0.0
2019-01-17,1.0,-0.0,-0.27246227709190673,-0.0,-0.31390032007315954,-0.3188347812833409,0.0
2019-01-18,1.0,-0.0,-0.2738263224133328,-0.0,-0.3144235536402121,-0.3185995957438694,0.0
2019-01-22,1.0,-0.0,-0.2472869365532057,-0.0,-0.2952887143968295,-0.30936330975221304,0.0
2019-01-23,1.0,-0.0,-0.237563734124409,-0.0,-0.297357930842681,-0.31916195420413457,0.0
2019-01-24,1.0,-0.0,-0.2376970146486186,-0.0,-0.29740404227702577,-0.319154459484517,0.0
2019-01-25,1.0,-0.0,-0.225131082697084,-0.0,-0.2936804341826879,-0.32094563517615676,0.0
2019-01-28,1.0,-0.0,-0.22249903116868738,-0.0,-0.30172175164701326,-0.3211721936186311,0.0
2019-01-29,1.0,-0.0,-0.22172162930684297,-0.0,-0.30381476420842723,-0.3209128845230622,0.0
2019-01-30,1.0,-0.0,-0.22089673511596988,-0.0,-0.3030912985669966,-0.32264736297828334,0.0
2019-01-31,1.0,-0.0,-0.21882448587424475,-0.0,-0.31303930082592707,-0.3158478224718686,0.0
2019-02-01,1.0,-0.0,-0.21806191813211173,-0.0,-0.31186271612235855,-0.3172934830796513,0.0
2019-02-04,1.0,-0.0,-0.22169933193075703,-0.0,-0.3093418964308124,-0.3144539179861957,0.0
2019-02-05,1.0,-0.0,-0.22195558673139754,-0.0,-0.30913923910435087,-0.3148431875657615,0.0
2019-02-06,1.0,-0.0,-0.20930832918441483,-0.0,-0.3131972488060335,-0.3214582065608232,0.0
2019-02-07,1.0,-0.0,-0.2081005844072046,-0.0,-0.3180871264494958,-0.31736813966779126,0.0
2019-02-08,1.0,-0.0,-0.2082419102055868,-0.0,-0.3197012998985895,-0.31588457638056605,0.0
2019-02-11,1.0,-0.0,-0.20301709812031465,-0.0,-0.32115292292920716,-0.32227925698881055,0.0
