Date,IMAB,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-09-17,1.0,-1.0436934630483017,-0.38783637708368884,-1.2123798145303522,-1.7813051146384478,-0.2640382317801673,0.0
2020-09-18,1.0,-1.0349988618256318,-0.387434554973822,-1.2116435237878442,-1.7801047120418851,-0.2767470976553608,0.0
2020-09-21,1.0,-1.0341355180064855,-0.38806394720373216,-1.211810889230244,-1.7784035956078965,-0.2768390510325994,0.0
2020-09-22,1.0,-1.0461118068996926,-0.3698053057042013,-1.225037003301833,-1.7816235910281224,-0.2702379596948651,0.0
2020-09-23,1.0,-1.0476651480637813,-0.37027334851936217,-1.2249999999999999,-1.7820615034168563,-0.2697038724373576,0.0
2020-09-24,1.0,-1.0419432364385444,-0.34504463263904783,-1.2207026779583428,-1.8107690547035935,-0.30367360952162964,0.0
2020-09-25,1.0,-1.0506883244052763,-0.3511894476124648,-1.2331662922642705,-1.8239156730603077,-0.3010771268936121,0.0
2020-09-28,1.0,-1.0460943809853467,-0.3452174916349371,-1.2202030691127266,-1.832525672089535,-0.32491058036229375,0.0
2020-09-29,1.0,-1.044912765589912,-0.3370184833304543,-1.223124316231934,-1.8308285829446653,-0.3221051419358554,0.0
2020-09-30,1.0,-1.0452634609847395,-0.337402821767924,-1.2229772530953067,-1.8301756406564929,-0.32289087244457243,0.0
2020-10-01,1.0,-1.112761606928073,-0.34147221554005286,-1.2954654799133989,-1.9285542458503728,-0.33569882126533557,0.0
2020-10-02,1.0,-1.1258225688520596,-0.3191567145990739,-1.3075188886180844,-1.978491347794297,-0.36211308798440167,0.0
2020-10-05,1.0,-1.1165845648604271,-0.3236027488901052,-1.2981207808794015,-1.9763425165724016,-0.3669646658152405,0.0
2020-10-06,1.0,-1.12856184025871,-0.30044542070901215,-1.294587833302825,-1.9981695039355665,-0.3798889499054244,0.0
2020-10-07,1.0,-1.1218487394957983,-0.3051394470831811,-1.2899159663865545,-1.99110948727317,-0.3813786384118865,0.0
2020-10-08,1.0,-1.1191155925408491,-0.2999453319565085,-1.287007228330195,-1.989005649031161,-0.37909251047804166,0.0
2020-10-09,1.0,-1.124354534961424,-0.30058927161168825,-1.2905655792479191,-1.988275317416925,-0.3712411153635866,0.0
2020-10-12,1.0,-1.114809865143968,-0.298444903413923,-1.288178836107399,-1.9846920179808045,-0.3884704167172884,0.0
2020-10-13,1.0,-1.099248211470838,-0.3074451315629926,-1.284770219473748,-1.976173153874136,-0.3952346307748272,0.0
2020-10-14,1.0,-1.1014009339559705,-0.3075383589059373,-1.289101825459397,-1.9741039480866032,-0.392504093638183,0.0
2020-10-15,1.0,-1.098975695496697,-0.30517001030365476,-1.2882598945390629,-1.9719376931935266,-0.39669070852778954,0.0
2020-10-16,1.0,-1.0977516514150658,-0.3069510938730986,-1.2870129083085875,-1.970789649112175,-0.39773347069874554,0.0
2020-10-19,1.0,-1.0978122538028,-0.3070722986485668,-1.2870129083085875,-1.9704260347857705,-0.39791527786194775,0.0
2020-10-20,1.0,-1.0918385867263598,-0.30564462459918934,-1.2832597253312361,-1.9651521568152943,-0.4040776816504326,0.0
2020-10-21,1.0,-1.091849700490107,-0.30616566830035696,-1.2852907363707873,-1.9635142494100564,-0.40382404550130085,0.0
2020-10-22,1.0,-1.0923169993950392,-0.30502117362371445,-1.283968542044767,-1.9631578947368422,-0.4051421657592257,0.0
2020-10-23,1.0,-1.0994067078338783,-0.29991524397626834,-1.2890785809420027,-1.9645840900835454,-0.40101707228478023,0.0
2020-10-26,1.0,-1.0988558629456988,-0.2988679702161148,-1.289182153883407,-1.9631938979357102,-0.4035353229614383,0.0
2020-10-27,1.0,-1.09496159196758,-0.2928688078388677,-1.3017601161313737,-1.9687896933405915,-0.3901288332426057,0.0
2020-10-28,1.0,-1.0956211443086974,-0.2930325390105238,-1.3018023466795694,-1.968247248094835,-0.38950042337002544,0.0
2020-10-29,1.0,-1.0577292366778683,-0.2859457513202112,-1.2954872779644742,-1.9641142582813247,-0.39768362938070084,0.0
2020-10-30,1.0,-1.0534149561877326,-0.2844796543032049,-1.3036250150042012,-1.9649501860520948,-0.39521065898451574,0.0
2020-11-02,1.0,-1.0293641757056393,-0.2732666147300294,-1.297537004854078,-1.968718163840115,-0.4238029603883263,0.0
2020-11-03,1.0,-1.0483803113167858,-0.26918685017128435,-1.305607308131498,-1.9771620890678525,-0.40964000240399057,0.0
2020-11-04,1.0,-1.0512666586625043,-0.2508704526353704,-1.3053787969744266,-1.982590947292592,-0.4130747988954256,0.0
2020-11-05,1.0,-0.9762077733381767,-0.3158978084513864,-1.2442184283811601,-2.023671146627921,-0.49406707833878194,0.0
2020-11-06,1.0,-0.9720690699787943,-0.3031808542865798,-1.256467737049379,-2.0375037867312935,-0.4895486216298091,0.0
