Date,AMBA,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.8538001088336659,-1.8073039482435456,-0.1286051151822964,-1.1972912509825262,-1.0592538847572406,0.0
2018-09-25,1.0,-0.8576437163755063,-1.803904974913861,-0.1348002176147011,-1.1943420177718673,-1.0542223296862723,0.0
2018-09-26,1.0,-0.8575146782882391,-1.8051570728164155,-0.13122692330972702,-1.1975667332485926,-1.0614369590218509,0.0
2018-09-27,1.0,-0.8645883777239709,-1.7908595641646488,-0.13595641646489104,-1.1994552058111378,-1.0624697336561744,0.0
2018-09-28,1.0,-0.8661136005813248,-1.7899358120382707,-0.13661136005813249,-1.1998910015744215,-1.062976868111905,0.0
2018-10-01,1.0,-0.8660530459004481,-1.7895724839530096,-0.1372169068669008,-1.199709337531791,-1.062976868111905,0.0
2018-10-02,1.0,-0.8680593399939449,-1.7719043293975174,-0.1439297608234938,-1.2036330608537695,-1.067574931880109,0.0
2018-10-03,1.0,-0.8672475343377504,-1.7652326496036788,-0.14376474859321112,-1.2044533188116415,-1.0700066557753978,0.0
2018-10-04,1.0,-0.8795655867006431,-1.7551268049993933,-0.1458560854265259,-1.2214537070743843,-1.0652226671520446,0.0
2018-10-05,1.0,-0.8614966807483404,-1.7471333735666867,-0.12323476161738083,-1.2294508147254075,-1.0737477368738686,0.0
2018-10-08,1.0,-0.8599240552106563,-1.745042492917847,-0.1210294738111024,-1.2292206618045929,-1.072147549876439,0.0
2018-10-09,1.0,-0.8600964436407476,-1.7456901748040987,-0.12061482820976492,-1.2293550331525016,-1.0719107896323086,0.0
2018-10-10,1.0,-0.859874532512969,-1.748522137772952,-0.11871154542164312,-1.2304258656050187,-1.0745566413318854,0.0
2018-10-11,1.0,-0.7799698270859929,-1.7321573633515146,-0.014448183822676106,-1.196936288731577,-1.0789717999303703,0.0
2018-10-12,1.0,-0.8337622835751053,-1.7678404305100608,-0.0045039775386055214,-1.1872952737482452,-1.055919513336453,0.0
2018-10-15,1.0,-0.8120445403136478,-1.7854019705007873,-0.0,-1.1803766105054512,-1.0520608639888067,0.0
2018-10-16,1.0,-0.8021734050011685,-1.8081911661603176,-0.0,-1.1801822855807431,-1.0519397055386772,0.0
2018-10-17,1.0,-0.7626412509987445,-1.7347334779134804,-0.0,-1.1591713274740327,-1.0506220751055817,0.0
2018-10-18,1.0,-0.7615841132161606,-1.732709427071445,-0.0,-1.1613216160693904,-1.0508445560374344,0.0
2018-10-19,1.0,-0.7400915926951998,-1.7180414994063435,-0.0,-1.1551987335331033,-1.0404817097303103,0.0
2018-10-22,1.0,-0.7419920769666101,-1.7224674589700057,-0.0,-1.1544991511035654,-1.0403508771929824,0.0
2018-10-23,1.0,-0.7551367919173572,-1.7286865705528436,-0.0,-1.1513225110682257,-1.0408105346804404,0.0
2018-10-24,1.0,-0.7610954814261929,-1.7342251822931618,-0.0,-1.1755181719010164,-1.0706780731469254,0.0
2018-10-25,1.0,-0.6948237885462554,-1.6419603524229074,-0.0,-1.1689977973568282,-1.0008810572687223,0.0
2018-10-26,1.0,-0.6649297074309287,-1.6133637301199586,-0.0,-1.1689735656516311,-0.9807306084785323,0.0
2018-10-29,1.0,-0.6351329486003991,-1.623860633191306,-0.0,-1.1521492907610162,-0.9823094762957769,0.0
2018-10-30,1.0,-0.6163555939152012,-1.625202287193872,-0.0,-1.1539540403495523,-0.9987593052109183,0.0
2018-10-31,1.0,-0.6197574397606455,-1.5921889191643959,-0.0,-1.144788160495806,-0.9860020302398889,0.0
2018-11-01,1.0,-0.6022606099381531,-1.6032203028364258,-0.0,-1.1418212838558328,-0.9843250159948816,0.0
2018-11-02,1.0,-0.6048088126257812,-1.5747802139603857,-0.0,-1.1417222751827136,-0.9747908060586803,0.0
2018-11-05,1.0,-0.5997353096876654,-1.5885124404446795,-0.0,-1.1422975119110639,-0.9633139227104287,0.0
2018-11-06,1.0,-0.6112171331636981,-1.599713740458015,-0.0,-1.136874469889737,-0.9533502968617472,0.0
2018-11-07,1.0,-0.6100519012816439,-1.5991420400381315,-0.0,-1.1347314903082302,-0.9521237157080819,0.0
2018-11-08,1.0,-0.5591386554621848,-1.6070378151260503,-0.0,-1.1205357142857142,-0.9653361344537814,0.0
2018-11-09,1.0,-0.5576174955314899,-1.608505940489959,-0.0,-1.124540006308485,-0.9664073178424981,0.0
2018-11-12,1.0,-0.555741739540242,-1.595643294758339,-0.0,-1.1242079907838927,-0.9608839084672985,0.0
2018-11-13,1.0,-0.5200227943842926,-1.5903745531782623,-0.0,-1.1215355126146194,-0.948609024503963,0.0
2018-11-14,1.0,-0.5252677550171571,-1.5931683477175833,-0.0,-1.128210460642612,-0.9524279920973275,0.0
2018-11-15,1.0,-0.5236883116883116,-1.5936623376623376,-0.0,-1.1283636363636362,-0.949038961038961,0.0
2018-11-16,1.0,-0.5210027451183509,-1.58377790438701,-0.0,-1.1244108354482831,-0.950277101569379,0.0
2018-11-19,1.0,-0.5371452420701168,-1.5908284641068446,-0.0,-1.1299040066777963,-0.9590984974958264,0.0
2018-11-20,1.0,-0.4942528735632184,-1.580615097856477,-0.0,-1.1292326809568187,-0.9734907321114217,0.0
2018-11-21,1.0,-0.5128760902100428,-1.5834236465913196,-0.0,-1.1395468854827888,-0.9249109769314134,0.0
2018-11-23,1.0,-0.514142923386058,-1.568705239837189,-0.0,-1.1440053583389147,-0.9253954351074243,0.0
2018-11-26,1.0,-0.512705066501061,-1.5922475806034257,-0.0,-1.1452155462402318,-0.9250633959530092,0.0
2018-11-27,1.0,-0.497401595060458,-1.5971186004630822,-0.0,-1.1359917674298945,-0.9148958065346026,0.0
2018-11-28,1.0,-0.4964476935749588,-1.6044069192751234,-0.0,-1.1334431630971993,-0.9139724052718287,0.0
2018-11-29,1.0,-0.4581578279624461,-1.580817051509769,-0.0,-1.1218472468916518,-0.914031971580817,0.0
2018-11-30,1.0,-0.457031051481425,-1.5832189866341413,-0.0,-1.1231895105961276,-0.9186867916857244,0.0
2018-12-03,1.0,-0.5272137860433374,-1.7395211283626233,-0.0,-1.3162145253938464,-1.104362168003185,0.0
2018-12-04,1.0,-0.5257585245061763,-1.742300905106165,-0.0,-1.3190072294643367,-1.105424944498207,0.0
2018-12-06,1.0,-0.5097650877482534,-1.6362986191340707,-0.0,-1.3086317874236673,-1.046762392033889,0.0
2018-12-07,1.0,-0.5047356828193833,-1.6390969162995592,-0.0,-1.3112334801762113,-1.0514867841409692,0.0
2018-12-10,1.0,-0.4628763996086531,-1.6439830416349603,-0.0,-1.3072616588759647,-1.021306663767801,0.0
2018-12-11,1.0,-0.47576828936633125,-1.640413380473212,-0.0,-1.3121022572749523,-1.0108784335055752,0.0
2018-12-12,1.0,-0.4780455955166222,-1.6402415800642036,-0.0,-1.313292344523641,-1.0094129169160453,0.0
2018-12-13,1.0,-0.4770836731365193,-1.632468874028163,-0.0,-1.3211547871472842,-1.0061980101125427,0.0
2018-12-14,1.0,-0.4792391304347826,-1.6279347826086956,-0.0,-1.3216847826086957,-1.0059239130434783,0.0
2018-12-17,1.0,-0.45075757575757575,-1.628787878787879,-0.0,-1.3014069264069263,-1.030357142857143,0.0
2018-12-18,1.0,-0.42732058444348947,-1.6109260850880962,-0.0,-1.2976471852170177,-1.0358293940696175,0.0
2018-12-19,1.0,-0.4346377123199312,-1.6097613416469576,-0.0,-1.2954203397118897,-1.0353687379058267,0.0
2018-12-20,1.0,-0.4321785085143864,-1.5868787700848768,-0.0,-1.2953611274221961,-1.0237548710831155,0.0
2018-12-21,1.0,-0.42478392279548227,-1.585927143538894,-0.0,-1.2946073492762076,-0.9972426957951109,0.0
2018-12-24,1.0,-0.3956471454105772,-1.5553569551046158,-0.0,-1.2860897907685838,-1.0199768688886552,0.0
2018-12-26,1.0,-0.3946260589366457,-1.5642118393014917,-0.0,-1.2459331635569877,-0.9924640091471337,0.0
2018-12-27,1.0,-0.3102693016078451,-1.508487231818408,-0.0,-1.1462989695853452,-1.0127930708347852,0.0
2018-12-28,1.0,-0.30753928784563356,-1.5106922617863536,-0.0,-1.144817982892381,-1.0100954843843246,0.0
2018-12-31,1.0,-0.30833499104833895,-1.5097473642331412,-0.0,-1.1447185199920429,-1.0102944101850009,0.0
