Date,E,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.24256408813349464,-0.5414919661198188,-0.0006472127641612966,-0.5382840419844106,-0.49100937051523763,0.0
2018-09-25,1.0,-0.24929418407679277,-0.5413325804630152,-0.008018068887634105,-0.537408243929983,-0.4871823828345567,0.0
2018-09-26,1.0,-0.25621246192821157,-0.5532435740514076,-0.015143320713899405,-0.5414021804104637,-0.4805157837807065,0.0
2018-09-27,1.0,-0.2574662950110928,-0.5492633255589056,-0.016269412367028842,-0.5411570624040049,-0.4801467660276466,0.0
2018-09-28,1.0,-0.2538195733500871,-0.5579861210269298,-0.01699174686580804,-0.5438786874946455,-0.48307964702858613,0.0
2018-10-01,1.0,-0.2590318230078338,-0.5591265172601796,-0.015868461074923238,-0.5493988349737438,-0.48609716204195236,0.0
2018-10-02,1.0,-0.2605114370174784,-0.5475705306661308,-0.02017621903969233,-0.5523060586057458,-0.4894239876015268,0.0
2018-10-03,1.0,-0.26021227768215716,-0.5433161216293746,-0.019764773379231212,-0.5534997131382674,-0.4918244406196213,0.0
2018-10-04,1.0,-0.26302658369418713,-0.5385563935648533,-0.02036075822316538,-0.5569671073384761,-0.488801582977259,0.0
2018-10-05,1.0,-0.2545849282980061,-0.5333085756727418,-0.011569445237959207,-0.5625892704107868,-0.49457235902416735,0.0
2018-10-08,1.0,-0.25305191100969765,-0.5306332002281803,-0.008157444381061038,-0.5660296634341129,-0.49440958357102105,0.0
2018-10-09,1.0,-0.2624964049467932,-0.5377624388840955,-0.021253954558527466,-0.5652861662352603,-0.4892148403796376,0.0
2018-10-10,1.0,-0.2694922609576161,-0.5399103139013453,-0.02571965861420512,-0.5727469984087951,-0.4852307247215391,0.0
2018-10-11,1.0,-0.22027065125458134,-0.5344234564420637,-0.0,-0.5639695517338595,-0.5006202424584155,0.0
2018-10-12,1.0,-0.22002065135489632,-0.5275863031284012,-0.0,-0.554628415148048,-0.4885161722434628,0.0
2018-10-15,1.0,-0.19517770034843204,-0.5515540069686411,-0.0,-0.550829268292683,-0.48986759581881534,0.0
2018-10-16,1.0,-0.19014143442965936,-0.5608279632884202,-0.0,-0.549836806427316,-0.4888275169470248,0.0
2018-10-17,1.0,-0.17372776510048663,-0.5309432821048581,-0.0,-0.5475490061309213,-0.49707200395898055,0.0
2018-10-18,1.0,-0.17653560277417038,-0.5395540327705783,-0.0,-0.5469591887485838,-0.5000414467685336,0.0
2018-10-19,1.0,-0.17187801849040982,-0.5395336001103905,-0.0,-0.5483372429971023,-0.5000137988133021,0.0
2018-10-22,1.0,-0.17202336461534204,-0.5277524015170391,-0.0,-0.5588406278548294,-0.5097029593333887,0.0
2018-10-23,1.0,-0.1689597780859917,-0.5293758668515951,-0.0,-0.5630513176144244,-0.5125381414701803,0.0
2018-10-24,1.0,-0.1679069250846893,-0.5319875603931804,-0.0,-0.5641694896429166,-0.5126339756761259,0.0
2018-10-25,1.0,-0.15087566626781249,-0.5079408245404112,-0.0,-0.5642608506472316,-0.49638311758947024,0.0
2018-10-26,1.0,-0.14330840465455333,-0.5005264720969789,-0.0,-0.5649990550500824,-0.49102297578228354,0.0
2018-10-29,1.0,-0.11384140229199968,-0.5251821950096177,-0.0,-0.5601040340277966,-0.5100647503454254,0.0
2018-10-30,1.0,-0.1041452180980764,-0.5257382823083175,-0.0,-0.5609319967488485,-0.5184773774044975,0.0
2018-10-31,1.0,-0.10662715517241379,-0.5135775862068966,-0.0,-0.5588362068965518,-0.5149245689655173,0.0
2018-11-01,1.0,-0.10053821313240043,-0.5177879440258343,-0.0,-0.5581270182992465,-0.5146124865446717,0.0
2018-11-02,1.0,-0.10719644196763475,-0.4907298253134712,-0.0,-0.5696870646232987,-0.511654699389133,0.0
2018-11-05,1.0,-0.1071667782987274,-0.4908238446081714,-0.0,-0.5696718017414601,-0.5115338245144004,0.0
2018-11-06,1.0,-0.1057246279662153,-0.48982437324038075,-0.0,-0.5715511462662555,-0.5142244268668722,0.0
2018-11-07,1.0,-0.10520392303981993,-0.4900584168497775,-0.0,-0.5704485770941637,-0.5139610911624417,0.0
2018-11-08,1.0,-0.09276813292150389,-0.488896581105549,-0.0,-0.5655554372137608,-0.5154702311215252,0.0
2018-11-09,1.0,-0.09588710973062711,-0.493787821988968,-0.0,-0.5678252021635516,-0.520162801906496,0.0
2018-11-12,1.0,-0.09545915372712235,-0.48044394642761856,-0.0,-0.5738487807480924,-0.518195400458887,0.0
2018-11-13,1.0,-0.07863383637807785,-0.4762509928514695,-0.0,-0.5764098490865767,-0.5163092401376754,0.0
2018-11-14,1.0,-0.07619632229309561,-0.4856814967039419,-0.0,-0.583228802476714,-0.5237930022151644,0.0
2018-11-15,1.0,-0.0755939524838013,-0.4872943497853505,-0.0,-0.5874196730928193,-0.5161720395701678,0.0
2018-11-16,1.0,-0.07469520310919449,-0.4836021934728212,-0.0,-0.5861949635308523,-0.5174892189746046,0.0
