Date,IWF,IWM,MTUM,PNTG,SPY,VLUE,VXX
2020-06-30,-0.670278078728783,-1.4019501625135429,-0.3945919104369809,1.0,-1.0097959552184905,-0.0376489707475623,0.0
2020-07-01,-0.667478354978355,-1.402732683982684,-0.3870851370851371,1.0,-1.0152417027417027,-0.0367965367965368,0.0
2020-07-02,-0.6681549632435845,-1.401524376493934,-0.38799440761286247,1.0,-1.0150633653542596,-0.03725251431921706,0.0
2020-07-06,-0.6695981599242321,-1.4016596761827447,-0.38700220989491724,1.0,-1.0147927659766383,-0.036936815045325394,0.0
2020-07-07,-0.6611413900274762,-1.4109274357010946,-0.3807486149272555,1.0,-1.0145038511778748,-0.03693527318589253,0.0
2020-07-08,-0.6613165013525699,-1.4158701532912534,-0.3767357980162308,1.0,-1.0178990081154193,-0.03674481514878269,0.0
2020-07-09,-0.6584794267429807,-1.414980395691559,-0.3758168461850467,1.0,-1.0177114786605976,-0.039794492766686194,0.0
2020-07-10,-0.671677500902853,-1.4065998555435175,-0.38926507764535934,1.0,-1.0204496208017335,-0.026318165402672445,0.0
2020-07-13,-0.6925582447410088,-1.4040262384076003,-0.39687853426826514,1.0,-1.0253336349242252,-0.005066726984845058,0.0
2020-07-14,-0.692175486205337,-1.4087290818634104,-0.3937132519222072,1.0,-1.0282225237449119,-0.0,0.0
2020-07-15,-0.6933056095466256,-1.407087646340912,-0.3922162455363197,1.0,-1.02752791212765,-0.0,0.0
2020-07-16,-0.6982189675436217,-1.3952626344815116,-0.3967091583039508,1.0,-1.0301961847934182,-0.0,0.0
2020-07-17,-0.7009544488171168,-1.3952141855520876,-0.39765685077124896,1.0,-1.0296286244176054,-0.0,0.0
2020-07-20,-0.7107618225593967,-1.3942670240312545,-0.3987189388088857,1.0,-1.0390678235588062,-0.0,0.0
2020-07-21,-0.7108072502612093,-1.394085313224004,-0.3989915050197611,1.0,-1.0389315404533683,-0.0,0.0
2020-07-22,-0.6934888595252199,-1.4140884858978449,-0.3869777190504397,1.0,-1.053310247414225,-0.00856609103749943,0.0
2020-07-23,-0.6939277899343544,-1.4183533916849016,-0.38917760758570386,1.0,-1.0532913931436907,-0.003920495988329686,0.0
2020-07-24,-0.6813837050523441,-1.424988620846609,-0.3826126536185708,1.0,-1.0511606736458807,-0.011515703231679563,0.0
2020-07-27,-0.6872553482020938,-1.4253527537551205,-0.37988165680473374,1.0,-1.0592171142467,-0.0,0.0
2020-07-28,-0.6877902212510243,-1.4253391605208048,-0.3805426568332878,1.0,-1.058818173540927,-0.0,0.0
2020-07-29,-0.6855374533539638,-1.424365158824065,-0.37963047237644487,1.0,-1.060981159552198,-0.0,0.0
2020-07-30,-0.6853528689084043,-1.4237157027801792,-0.37944214405969884,1.0,-1.0609728352368384,-0.0007280338535741913,0.0
2020-07-31,-0.6923252106581644,-1.4223183785014804,-0.3812798906854931,1.0,-1.0588931906171715,-0.0,0.0
2020-08-03,-0.6910639460739662,-1.4232100564765895,-0.38212789214793225,1.0,-1.0581162324649298,-0.0,0.0
2020-08-04,-0.689008287041253,-1.4176304525999452,-0.38047536654220926,1.0,-1.0636098715963938,-0.0026409252344959475,0.0
2020-08-05,-0.692822966507177,-1.4158578263841421,-0.381909318751424,1.0,-1.065892002734108,-0.0,0.0
2020-08-06,-0.6928441203281677,-1.4183682771194166,-0.3809024612579763,1.0,-1.0657702825888788,-0.0,0.0
2020-08-07,-0.6977550647928454,-1.4153130133235994,-0.38022449352071547,1.0,-1.0695838656689178,-0.0,0.0
2020-08-10,-0.6967194415294063,-1.4163434776657389,-0.3799790117260574,1.0,-1.0695806907879728,-0.0,0.0
2020-08-11,-0.691781134486378,-1.418883767626523,-0.37461780678136264,1.0,-1.0716013325423266,-0.0065714416100031954,0.0
2020-08-12,-0.7053879013366405,-1.4167470488264204,-0.39488310137338667,1.0,-1.0762941527720362,-0.0,0.0
2020-08-13,-0.9160559280627891,-1.3306304901502157,-0.6948386090753157,1.0,-1.256302302614481,-0.0,0.0
2020-08-14,-0.917238511124974,-1.3301621958827199,-0.6960906633395716,1.0,-1.255146600124766,-0.0,0.0
2020-08-17,-0.9219514734978652,-1.3300010413412475,-0.6981151723419765,1.0,-1.2566385504529833,-0.0,0.0
2020-08-18,-0.9236704900938478,-1.3294577685088633,-0.7069864442127216,1.0,-1.253701772679875,-0.0,0.0
2020-08-19,-0.9290299013724365,-1.323748891092209,-0.7101184574440328,1.0,-1.2555445389552784,-0.0,0.0
2020-08-20,-0.928956035339014,-1.329342882534372,-0.7112237963301794,1.0,-1.2580898112813008,-0.0,0.0
2020-08-21,-0.9243438251594688,-1.3354595838126109,-0.7069957126424762,1.0,-1.2616856634947191,-0.0,0.0
2020-08-24,-0.9258636984143652,-1.3509398298855402,-0.7090202667226714,1.0,-1.2646224929118974,-0.0,0.0
2020-08-25,-0.9273892712656965,-1.3477644091840488,-0.7206430935743183,1.0,-1.2582882362213,-0.0,0.0
2020-08-26,-0.9275430853299705,-1.3477301387137455,-0.7208385876418664,1.0,-1.2581967213114755,-0.0,0.0
2020-08-27,-0.9244262381177459,-1.3506643558636628,-0.7193424715088493,1.0,-1.2574444619505278,-0.0,0.0
2020-08-28,-0.9253598067023847,-1.3503519277235003,-0.7198235108729909,1.0,-1.2571173442588508,-0.0,0.0
2020-08-31,-0.9320551985673654,-1.3468345096386811,-0.7271147161066049,1.0,-1.2610344464342147,-0.0,0.0
2020-09-01,-0.9326239266712322,-1.3452562819364695,-0.7301796344097351,1.0,-1.2598114102091345,-0.0,0.0
2020-09-02,-0.9265658747300216,-1.344624137386082,-0.7318653532107675,1.0,-1.2648158878996998,-0.0,0.0
2020-09-03,-0.9264310916846595,-1.34498920427616,-0.7327400073726895,1.0,-1.2620464479435463,-0.0,0.0
2020-09-04,-0.8833133378540504,-1.3664910541964426,-0.6916697094569924,1.0,-1.2747378853476605,-0.0,0.0
2020-09-08,-0.8811659192825112,-1.3648972781311919,-0.6915215350922932,1.0,-1.2726040254458233,-0.00417144644905621,0.0
2020-09-09,-0.8623372581565435,-1.3707142486643498,-0.6670989159188755,1.0,-1.2668188184034443,-0.020021785362311324,0.0
2020-09-10,-0.849544701986755,-1.3720509105960264,-0.6499896523178808,1.0,-1.2660389072847682,-0.03621688741721854,0.0
2020-09-11,-0.8426136363636364,-1.3765495867768596,-0.6479338842975206,1.0,-1.262603305785124,-0.03558884297520661,0.0
2020-09-14,-0.8430704065292628,-1.3761041376104137,-0.6485872204142776,1.0,-1.2614287928095458,-0.036365514747662586,0.0
2020-09-15,-0.8454076367389062,-1.3646026831785345,-0.6396800825593395,1.0,-1.2690402476780185,-0.0412280701754386,0.0
2020-09-16,-0.8373867185499974,-1.32666018125032,-0.6230095745225538,1.0,-1.2612257436895191,-0.07178331882648097,0.0
2020-09-17,-0.8231396534148827,-1.3281345565749234,-0.6112640163098878,1.0,-1.249847094801223,-0.0844546381243629,0.0
2020-09-18,-0.8190806237896239,-1.3258587299969422,-0.6121700132504332,1.0,-1.2483946590561614,-0.09081643053715217,0.0
2020-09-21,-0.8012950222581952,-1.3285107244030758,-0.6179178470254958,1.0,-1.2242007284500203,-0.08675637393767704,0.0
2020-09-22,-0.816999747027574,-1.2987604351125728,-0.643460662787756,1.0,-1.2193776878320264,-0.0808499873513787,0.0
2020-09-23,-0.8053306512446569,-1.3021372894141312,-0.6355041488559217,1.0,-1.2042745788282625,-0.08166960020115666,0.0
2020-09-24,-0.7970644224025649,-1.2961126139665367,-0.6228333834285141,1.0,-1.2049393848311793,-0.08861837491233344,0.0
2020-09-25,-0.7880497179653572,-1.3036988968202465,-0.6108920281535466,1.0,-1.1924824040333448,-0.0966405431038786,0.0
2020-09-28,-0.7830935430875691,-1.2996963210036343,-0.6008363618260567,1.0,-1.1898740478916712,-0.10484392890924478,0.0
2020-09-29,-0.7865431545395687,-1.2897056626326013,-0.6042133572389063,1.0,-1.1948802231186813,-0.10503511131032423,0.0
2020-09-30,-0.7869701648652687,-1.2893858644219753,-0.606863575235344,1.0,-1.1932559645365344,-0.10439806744035462,0.0
2020-10-01,-0.7854938271604939,-1.296395858223815,-0.6054360812425329,1.0,-1.1912584627638392,-0.09956192751891677,0.0
2020-10-02,-0.7859391395592865,-1.2788187678009293,-0.6047569080097936,1.0,-1.2119122570329286,-0.11537500624594013,0.0
2020-10-05,-0.7818009289317286,-1.282924636667832,-0.6000099885132099,1.0,-1.2122559057084354,-0.11721520251710534,0.0
2020-10-06,-0.7811736550830135,-1.2746671984843196,-0.5938575061075934,1.0,-1.2140898439447574,-0.12195243555865783,0.0
2020-10-07,-0.7691925959009479,-1.2818222420723537,-0.5908887896382313,1.0,-1.1949779167286982,-0.12565133244007742,0.0
2020-10-08,-0.7718523663061811,-1.2754737573171941,-0.5957932334556999,1.0,-1.1962992360353208,-0.1213910110129973,0.0
2020-10-09,-0.7659627083436372,-1.2700924872644541,-0.5891982788466293,1.0,-1.185271279489589,-0.13531826499826893,0.0
2020-10-12,-0.76306034695794,-1.2691642366431077,-0.5849355014085899,1.0,-1.180250086492364,-0.14501062620471508,0.0
2020-10-13,-0.7523094403003507,-1.276243639776713,-0.5820777552734279,1.0,-1.174776465938843,-0.15457195079780664,0.0
2020-10-14,-0.7561783313562672,-1.27505931198102,-0.5898082245947015,1.0,-1.1729438513246342,-0.1486753657572163,0.0
2020-10-15,-0.7538643883648576,-1.270531878117438,-0.5886216603289052,1.0,-1.171959109091807,-0.15358783149785174,0.0
2020-10-16,-0.7482929704769857,-1.2624158766026428,-0.5921795942427667,1.0,-1.161173060863585,-0.1483027951073341,0.0
2020-10-19,-0.7497297828436672,-1.2627002063476467,-0.5895155743342831,1.0,-1.1614915987029577,-0.14960204382430972,0.0
2020-10-20,-0.7469081272084805,-1.263594424813506,-0.5874067530427954,1.0,-1.1578818217510798,-0.1519434628975265,0.0
2020-10-21,-0.746209333137053,-1.2621325874674911,-0.5886942440747829,1.0,-1.1576132293046764,-0.15241179645713726,0.0
2020-10-22,-0.7455998431141834,-1.258714516840712,-0.5841055057116242,1.0,-1.1578663528950335,-0.15639554836495562,0.0
2020-10-23,-0.7418185381148344,-1.26023907505389,-0.5851949833431315,1.0,-1.1544679600235157,-0.15735841661767588,0.0
2020-10-26,-0.7461368653421634,-1.2670100564140299,-0.5865587441746382,1.0,-1.1593328427765515,-0.14652931076772135,0.0
2020-10-27,-0.7436098325335422,-1.2692194691998824,-0.5862795024973068,1.0,-1.1598276368622074,-0.13779257663304278,0.0
2020-10-28,-0.7315979331188457,-1.2643560495271522,-0.595252023008677,1.0,-1.150433850053622,-0.13307984790874527,0.0
2020-10-29,-0.6869852518674583,-1.2701589733767478,-0.5851369469450297,1.0,-1.1104673434208006,-0.13560620570771884,0.0
2020-10-30,-0.6825768807690469,-1.2707446554115451,-0.589219953130231,1.0,-1.1076091635181022,-0.1324788368645081,0.0
2020-11-02,-0.6434547010172069,-1.2602909021770128,-0.5752923281680767,1.0,-1.1026238235573724,-0.17168932408023574,0.0
2020-11-03,-0.6403887177056173,-1.2523820810618629,-0.5636880777435411,1.0,-1.099834083906139,-0.18416686418582603,0.0
2020-11-04,-0.6359088120073629,-1.2485958370699013,-0.5561429178269693,1.0,-1.0919431727002407,-0.187237456931137,0.0
2020-11-05,-0.6002539264553749,-1.2694441832032353,-0.5260039499670837,1.0,-1.0917897112762156,-0.21484999529765825,0.0
2020-11-06,-0.5898652139200675,-1.25604658808059,-0.533226882073921,1.0,-1.1017705349175786,-0.2155168365190438,0.0
