Date,BFS,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.3199678693352969,-0.9623468773010242,-0.0,-0.562721735055894,-0.5019077582167482,0.0
2018-09-25,1.0,-0.3251079787055948,-0.9613955201392842,-0.0,-0.5621923862456892,-0.4994475508085847,0.0
2018-09-26,1.0,-0.32435691318327975,-0.9611133440514469,-0.0,-0.5626004823151126,-0.5013397642015006,0.0
2018-09-27,1.0,-0.3255129020382208,-0.9578633823086449,-0.0,-0.5624016868034405,-0.5010542521503397,0.0
2018-09-28,1.0,-0.32643701248702756,-0.9573164607813599,-0.0,-0.5626527401158314,-0.5013223527836363,0.0
2018-10-01,1.0,-0.33403044432254525,-0.9911204059243006,-0.0,-0.5812534284147011,-0.5220447065277015,0.0
2018-10-02,1.0,-0.3329996893659614,-1.019224795499258,-0.0,-0.5795050564318504,-0.5197252614503158,0.0
2018-10-03,1.0,-0.3333103210217466,-1.019330341732827,-0.0,-0.5794960303762513,-0.5197100448740075,0.0
2018-10-04,1.0,-0.3485091263759231,-1.0145604012818727,-0.0,-0.601678974501881,-0.5186010868050718,0.0
2018-10-05,1.0,-0.33704513130051683,-1.0114129115065735,-0.0,-0.6016928573906406,-0.5187844728899988,0.0
2018-10-08,1.0,-0.33387560139835937,-1.0076840538576026,-0.0,-0.6028174864144543,-0.5169083797722475,0.0
2018-10-09,1.0,-0.3249317370300357,-1.018448505215991,-0.0,-0.6193026675068263,-0.537982216621158,0.0
2018-10-10,1.0,-0.325635103926097,-1.0177759115403457,-0.0,-0.6196374833788229,-0.5361116943103087,0.0
2018-10-11,1.0,-0.24042842570554235,-1.0164229853791227,-0.0,-0.5944576674600477,-0.5489289357361442,0.0
2018-10-12,1.0,-0.24130420213122444,-1.0103210240600495,-0.0,-0.5740902084310703,-0.5252664030560954,0.0
2018-10-15,1.0,-0.21473233691109103,-1.0353428963119002,-0.0,-0.5685291068980506,-0.525061022503093,0.0
2018-10-16,1.0,-0.21252340197913883,-1.0386466969778017,-0.0,-0.5676985825086921,-0.52427119550682,0.0
2018-10-17,1.0,-0.20153835996302652,-1.0165720322197278,-0.0,-0.5604119899643469,-0.5226792552489106,0.0
2018-10-18,1.0,-0.20303661804108364,-1.0211703218550494,-0.0,-0.5596573054149714,-0.5239985445403724,0.0
2018-10-19,1.0,-0.18627225920703114,-1.0124946709080773,-0.0,-0.559636637916899,-0.5210704096022039,0.0
2018-10-22,1.0,-0.18646127570124155,-1.0008211259278723,-0.0,-0.5682191420876305,-0.5290021677724496,0.0
2018-10-23,1.0,-0.18782425953897683,-1.0006567281802063,-0.0,-0.566920601563013,-0.5282393117488672,0.0
2018-10-24,1.0,-0.18572975811480522,-0.996849256621484,-0.0,-0.5682496964127474,-0.5311956414716597,0.0
2018-10-25,1.0,-0.14694565459344291,-0.9525550926956465,-0.0,-0.5809457181925143,-0.49947530766050807,0.0
2018-10-26,1.0,-0.13990536277602525,-0.9423028391167192,-0.0,-0.5794637223974763,-0.49290220820189273,0.0
2018-10-29,1.0,-0.1329870947434687,-0.9453572552722694,-0.0,-0.5772741580107019,-0.4919735599622285,0.0
2018-10-30,1.0,-0.10513300149012396,-0.954440252369931,-0.0,-0.587013728163343,-0.5239212453631781,0.0
2018-10-31,1.0,-0.10931059438029012,-0.9345206255309776,-0.0,-0.5842484503319594,-0.5184544224536674,0.0
2018-11-01,1.0,-0.03800965102454717,-1.1321071403594656,-0.0,-0.6988250926638226,-0.6278061402895307,0.0
2018-11-02,1.0,-0.04084399332591769,-1.1131465517241381,-0.0,-0.6998748609566184,-0.6222191323692993,0.0
2018-11-05,1.0,-0.03735492390020154,-1.1228021405240116,-0.0,-0.7005003822364306,-0.614184446452151,0.0
2018-11-06,1.0,-0.0390133750217127,-1.1231891610213653,-0.0,-0.6992183428869203,-0.6126107347576863,0.0
2018-11-07,1.0,-0.04103852596314908,-1.1269542155220549,-0.0,-0.7049832495812396,-0.6166945840312674,0.0
2018-11-08,1.0,-0.0027387762177153753,-1.1362107817646039,-0.0,-0.6977639105564223,-0.6300918703414804,0.0
2018-11-09,1.0,-0.0017697272537997087,-1.1370324102991187,-0.0,-0.7005343882295788,-0.6307169130404608,0.0
2018-11-12,1.0,-0.0004143360265175057,-1.119950279676818,-0.0,-0.7057868931703613,-0.6266487121055176,0.0
2018-11-13,1.0,-0.0,-1.1115593695510957,-0.0,-0.6948613627816335,-0.6124653834319121,0.0
2018-11-14,1.0,-0.0,-1.111076923076923,-0.0,-0.6954188034188035,-0.6123418803418803,0.0
2018-11-15,1.0,-0.0,-1.1202661909989022,-0.0,-0.7086649286498353,-0.6013652579582875,0.0
2018-11-16,1.0,-0.0,-1.1124679322729605,-0.0,-0.7054557892936549,-0.6026338293141782,0.0
2018-11-19,1.0,-0.0,-1.1180615225983845,-0.0,-0.7119436329266197,-0.607011514005843,0.0
2018-11-20,1.0,-0.0,-1.1008267309679642,-0.0,-0.7058560110230796,-0.638029624526352,0.0
2018-11-21,1.0,-0.0,-1.0997905291713883,-0.0,-0.7028604786923526,-0.6312626626832869,0.0
2018-11-23,1.0,-0.0,-1.0836051502145922,-0.0,-0.7140257510729614,-0.6358111587982833,0.0
2018-11-26,1.0,-0.0,-1.0884967903607838,-0.0,-0.711269781332601,-0.6330369709244447,0.0
2018-11-27,1.0,-0.0,-1.0940258673783618,-0.0,-0.7024909327311297,-0.6250940942995962,0.0
2018-11-28,1.0,-0.0,-1.0954417904318665,-0.0,-0.7018000136883171,-0.624803230442817,0.0
2018-11-29,1.0,-0.0,-1.0731517772671983,-0.0,-0.684687119881065,-0.6209960805514259,0.0
2018-11-30,1.0,-0.0,-1.0746662159878317,-0.0,-0.687240155484198,-0.6181848909920568,0.0
2018-12-03,1.0,-0.0,-1.0751175296783577,-0.0,-0.688064396117293,-0.6189670916900599,0.0
2018-12-04,1.0,-0.0,-1.0748590907556785,-0.0,-0.6840932869823484,-0.6160855918188262,0.0
2018-12-06,1.0,-0.0,-1.0134162303664922,-0.0,-0.6768979057591623,-0.5819371727748691,0.0
2018-12-07,1.0,-0.0,-1.0158896569799825,-0.0,-0.681092946302788,-0.5792353307342005,0.0
2018-12-10,1.0,-0.0,-1.017343663889519,-0.0,-0.6711835834927221,-0.5532790871073361,0.0
2018-12-11,1.0,-0.0,-1.0180343820953615,-0.0,-0.668893934479403,-0.5566655854686993,0.0
