Date,IWF,IWM,MTUM,MUA,SPY,VLUE,VXX
2019-02-13,-0.0,-0.1112281037618455,-0.0,1.0,-0.12246851454279424,-0.13374994872075374,0.0
2019-02-14,-0.0,-0.10661431591664151,-0.0,1.0,-0.12510639466242005,-0.14111364322780814,0.0
2019-02-15,-0.0,-0.10850056431855094,-0.0,1.0,-0.12602196713188538,-0.1418641781594957,0.0
2019-02-19,-0.0,-0.10697322227576238,-0.0,1.0,-0.12795484270668409,-0.14180491498588832,0.0
2019-02-20,-0.0,-0.1078096601861541,-0.0,1.0,-0.12740265462356115,-0.1416808944208845,0.0
2019-02-21,-0.0,-0.11028521087985904,-0.0,1.0,-0.12691333553573395,-0.13930183900451493,0.0
2019-02-22,-0.0,-0.10818879137585516,-0.0,1.0,-0.1284914656900007,-0.14539423674936078,0.0
2019-02-25,-0.0,-0.10356458732406097,-0.0,1.0,-0.13324172010771496,-0.1512728686044252,0.0
2019-02-26,-0.0,-0.10344683981842666,-0.0,1.0,-0.1343892721795744,-0.1503394089148632,0.0
2019-02-27,-0.0,-0.09993054590915405,-0.0,1.0,-0.13794971523822752,-0.15120155577163497,0.0
2019-02-28,-0.0,-0.1036986549081248,-0.0,1.0,-0.1421874782657078,-0.1451085671363592,0.0
2019-03-01,-0.0,-0.10252133544602898,-0.0,1.0,-0.14473355016262196,-0.14269035109665584,0.0
2019-03-04,-0.0,-0.10378367863048342,-0.0,1.0,-0.14048105381633247,-0.14527491767059902,0.0
2019-03-05,-0.0,-0.10329795827414279,-0.0,1.0,-0.14243335840227292,-0.14698754909334003,0.0
2019-03-06,-0.0,-0.09863879028426085,-0.0,1.0,-0.15493193951421305,-0.14397517958464937,0.0
2019-03-07,-0.0,-0.09682552977636319,-0.0,1.0,-0.15702040930284503,-0.14213920763883073,0.0
2019-03-08,-0.0,-0.09339990769101666,-0.0,1.0,-0.16337291430649378,-0.14184813773619212,0.0
2019-03-11,-0.0,-0.09258867796896798,-0.0,1.0,-0.16279823560083992,-0.15387759128510828,0.0
2019-03-12,-0.0,-0.07957608866194069,-0.0,1.0,-0.17087677758918257,-0.17589753098746239,0.0
2019-03-13,-0.0,-0.08636396241302632,-0.0,1.0,-0.17272792482605265,-0.1755254285919231,0.0
2019-03-14,-0.0,-0.08706439122328982,-0.0,1.0,-0.17210669726086333,-0.17493188010899183,0.0
2019-03-15,-0.0,-0.0878778748619062,-0.0,1.0,-0.17119327393506362,-0.1756840126831088,0.0
2019-03-18,-0.0,-0.09025892895609841,-0.0,1.0,-0.17203050277885484,-0.17381126764608734,0.0
2019-03-19,-0.0,-0.09254558042926378,-0.0,1.0,-0.16970055388876068,-0.18018693745672745,0.0
2019-03-20,-0.0,-0.09348384675347171,-0.0,1.0,-0.16944308109824754,-0.1806161041660652,0.0
2019-03-21,-0.0,-0.09315542733501622,-0.0,1.0,-0.1762856112513523,-0.1730544536602957,0.0
2019-03-22,-0.0,-0.09098973329843237,-0.0,1.0,-0.18849431405054823,-0.17472297356251637,0.0
2019-03-25,-0.0,-0.06901782876296703,-0.0,1.0,-0.20008957725315688,-0.175686999739937,0.0
2019-03-26,-0.0,-0.07886174137880944,-0.0,1.0,-0.2005752302373551,-0.17316463786641875,0.0
2019-03-27,-0.0,-0.08258971230319156,-0.0,1.0,-0.20456316245975625,-0.18293812386986755,0.0
2019-03-28,-0.0,-0.08152725667623041,-0.0,1.0,-0.20214816449643203,-0.1876701243286986,0.0
2019-03-29,-0.0,-0.08196142472525048,-0.0,1.0,-0.20211560812699533,-0.1871386326521605,0.0
2019-04-01,-0.0,-0.08702117009687013,-0.0,1.0,-0.20196979065453582,-0.1831993640137797,0.0
2019-04-02,-0.0,-0.09201588001764445,-0.0,1.0,-0.2096456403470078,-0.16871048375238934,0.0
2019-04-03,-0.0,-0.09310152254423608,-0.0,1.0,-0.20549938275233673,-0.1710510845923226,0.0
2019-04-04,-0.0,-0.0930030868734382,-0.0,1.0,-0.20571806555931205,-0.17121858003821844,0.0
2019-04-05,-0.0,-0.08995239288398897,-0.0,1.0,-0.21404041446195113,-0.16992645216442878,0.0
2019-04-08,-0.0,-0.08987224260642766,-0.0,1.0,-0.2121332684968245,-0.17153677261541636,0.0
2019-04-09,-0.0,-0.08532478657726052,-0.0,1.0,-0.2257111629693085,-0.16593802617197886,0.0
2019-04-10,-0.0,-0.07744951990442338,-0.0,1.0,-0.2289119308544374,-0.16858655732385433,0.0
2019-04-11,-0.0,-0.07237356381174319,-0.0,1.0,-0.23405259509446763,-0.16847834102741846,0.0
2019-04-12,-0.0,-0.07347837003559456,-0.0,1.0,-0.23616465062696618,-0.16732391037854286,0.0
2019-04-15,-0.0,-0.07118765483688028,-0.0,1.0,-0.253111661642241,-0.16810434886428083,0.0
2019-04-16,-0.0,-0.07122702775331054,-0.0,1.0,-0.2526909812937611,-0.16898317483540598,0.0
2019-04-17,-0.0,-0.06849253664440359,-0.0,1.0,-0.25234957490997656,-0.1733231730093983,0.0
2019-04-18,-0.0,-0.05741110127930171,-0.0,1.0,-0.254510550864616,-0.18784588388799736,0.0
2019-04-22,-0.0,-0.0632096382635444,-0.0,1.0,-0.25638203229843637,-0.1882567589981755,0.0
2019-04-23,-0.0,-0.06433074904220339,-0.0,1.0,-0.2595553410359287,-0.18447011976228544,0.0
2019-04-24,-0.0,-0.06409579682386475,-0.0,1.0,-0.2592637278115433,-0.18477687122023315,0.0
2019-04-25,-0.0,-0.05751363437221458,-0.0,1.0,-0.2648165213844364,-0.18841871496986085,0.0
2019-04-26,-0.0,-0.05757429184679102,-0.0,1.0,-0.26385319991535416,-0.19010550500317422,0.0
2019-04-29,-0.0,-0.057855112777408235,-0.0,1.0,-0.2642105581423475,-0.18971095120033862,0.0
2019-04-30,-0.0,-0.056413202897016804,-0.0,1.0,-0.26668884285649486,-0.18891089707727898,0.0
2019-05-01,-0.0,-0.06130864272120352,-0.0,1.0,-0.2606410295139413,-0.1884874482675286,0.0
2019-05-02,-0.0,-0.06314469968133146,-0.0,1.0,-0.25561445637563623,-0.1915333846827662,0.0
2019-05-03,-0.0,-0.06229889572034987,-0.0,1.0,-0.25614453827212713,-0.1921990422526701,0.0
2019-05-06,-0.0,-0.05867959581313154,-0.0,1.0,-0.2558641835455465,-0.19587052728563442,0.0
2019-05-07,-0.0,-0.05684395125933541,-0.0,1.0,-0.25711305294348863,-0.19785021014120277,0.0
2019-05-08,-0.0,-0.05815658588943143,-0.0,1.0,-0.25333716307124826,-0.20024490166140077,0.0
2019-05-09,-0.0,-0.058480151228733464,-0.0,1.0,-0.25285444234404536,-0.20095274102079394,0.0
2019-05-10,-0.0,-0.05851216671959833,-0.0,1.0,-0.2553423165918062,-0.19847859292530587,0.0
2019-05-13,-0.0,-0.05887953573425622,-0.0,1.0,-0.2546811951215826,-0.19770587435203796,0.0
2019-05-14,-0.0,-0.039164137848150704,-0.0,1.0,-0.2629720878526575,-0.20013219962142836,0.0
2019-05-15,-0.0,-0.040967586746046065,-0.0,1.0,-0.2695441698238018,-0.19288592218413614,0.0
2019-05-16,-0.0,-0.042288257940327235,-0.0,1.0,-0.268692853705486,-0.19286874398460058,0.0
2019-05-17,-0.0,-0.040601345352214414,-0.0,1.0,-0.26268980150787796,-0.2015771019247265,0.0
2019-05-20,-0.0,-0.03838748495788207,-0.0,1.0,-0.2635679903730445,-0.20227135980746092,0.0
2019-05-21,-0.0,-0.03956655880803672,-0.0,1.0,-0.2630596734141019,-0.202377906539243,0.0
2019-05-22,-0.0,-0.03729782592341834,-0.0,1.0,-0.26543293462724743,-0.2018205070337772,0.0
2019-05-23,-0.0,-0.036034952098780285,-0.0,1.0,-0.2682167511392519,-0.1997112391150682,0.0
2019-05-24,-0.0,-0.029727175918287763,-0.0,1.0,-0.26896944790244925,-0.20117588829061236,0.0
2019-05-28,-0.0,-0.02913101464043277,-0.0,1.0,-0.26691442015194883,-0.20247853385881048,0.0
2019-05-29,-0.0,-0.03271384357759072,-0.0,1.0,-0.2676614386316403,-0.19477296173915642,0.0
2019-05-30,-0.0,-0.030777505527998565,-0.0,1.0,-0.2659863742305623,-0.19728978664913643,0.0
2019-05-31,-0.0,-0.029066894289950133,-0.0,1.0,-0.2754840738577654,-0.19297063360138972,0.0
2019-06-03,-0.0,-0.031441660573321595,-0.0,1.0,-0.2773939384895468,-0.18342709623505887,0.0
2019-06-04,-0.0,-0.03146053987840038,-0.0,1.0,-0.2687142408987019,-0.193678014968405,0.0
2019-06-05,-0.0,-0.029273206719800896,-0.0,1.0,-0.2809842671328257,-0.17118011318183166,0.0
2019-06-06,-0.0,-0.03463216310057275,-0.0,1.0,-0.2621449980710449,-0.18703445410570674,0.0
2019-06-07,-0.0,-0.0400967545669046,-0.0,1.0,-0.2582545594847671,-0.1856144360188167,0.0
2019-06-10,-0.0,-0.03937244529935081,-0.0,1.0,-0.2783571772060591,-0.18503546525607117,0.0
2019-06-11,-0.0,-0.03961841135135948,-0.0,1.0,-0.2828209873756752,-0.18224770159045428,0.0
2019-06-12,-0.0,-0.04107443989400145,-0.0,1.0,-0.284585039749458,-0.18000180679354374,0.0
2019-06-13,-0.0,-0.053057703657743004,-0.0,1.0,-0.2928464413807715,-0.1674359478805672,0.0
2019-06-14,-0.0,-0.042117618365293735,-0.0,1.0,-0.32130117984207796,-0.16092497179964024,0.0
2019-06-17,-0.0,-0.03614457831325302,-0.0,1.0,-0.3312718554827676,-0.1596041962526914,0.0
2019-06-18,-0.0,-0.025738506584090874,-0.0,1.0,-0.3378504744531142,-0.169362132662916,0.0
2019-06-19,-0.0,-0.022763701374761112,-0.0,1.0,-0.33954441773010297,-0.1788884778990198,0.0
2019-06-20,-0.0,-0.025279728374102937,-0.0,1.0,-0.3377266764410834,-0.18030712246315303,0.0
2019-06-21,-0.0,-0.026671814671814675,-0.0,1.0,-0.33834749034749034,-0.1793822393822394,0.0
2019-06-24,-0.0,-0.030930391123783547,-0.0,1.0,-0.33778590466745184,-0.18091799417343335,0.0
2019-06-25,-0.0,-0.008689105680855735,-0.0,1.0,-0.3689889896169892,-0.19075253301546471,0.0
2019-06-26,-0.0,-0.009243012908885824,-0.0,1.0,-0.36213811254543177,-0.1952468981075323,0.0
2019-06-27,-0.0,-0.007337838473478732,-0.0,1.0,-0.360824095705483,-0.19975226955580994,0.0
2019-06-28,-0.0,-0.014841688654353563,-0.0,1.0,-0.3553053147380324,-0.2004020605603719,0.0
2019-07-01,-0.0,-0.012239710013024306,-0.0,1.0,-0.3594081001773189,-0.1975457812230295,0.0
2019-07-02,-0.0,-0.009525009052694555,-0.0,1.0,-0.3671930349355291,-0.19766361761418202,0.0
2019-07-03,-0.0,-0.020356032239639527,-0.0,1.0,-0.3586501237545218,-0.2075902773370566,0.0
2019-07-05,-0.0,-0.018579339013438684,-0.0,1.0,-0.35944912497818393,-0.20857727640535006,0.0
2019-07-08,-0.0,-0.016115702479338842,-0.0,1.0,-0.36311188811188816,-0.21009218054672602,0.0
2019-07-09,-0.0,-0.01469373490913712,-0.0,1.0,-0.36294319481509724,-0.21087495234464357,0.0
2019-07-10,-0.0,-0.008596672769243016,-0.0,1.0,-0.36720528536177666,-0.21617448061768685,0.0
2019-07-11,-0.0,-0.00707220337363215,-0.0,1.0,-0.37154553129131423,-0.21422086299995222,0.0
2019-07-12,-0.0,-0.010671508664627932,-0.0,1.0,-0.3706995412844037,-0.21140736493374107,0.0
2019-07-15,-0.0,-0.0173397507410831,-0.0,1.0,-0.3773148885984764,-0.19907245083351927,0.0
2019-07-16,-0.0,-0.021746067200612656,-0.0,1.0,-0.3779156960975143,-0.19581033217396854,0.0
2019-07-17,-0.0,-0.02455927439959121,-0.0,1.0,-0.37860884006131834,-0.19367973939703625,0.0
2019-07-18,-0.0,-0.024199719423542917,-0.0,1.0,-0.37930429792118353,-0.19068039790843005,0.0
2019-07-19,-0.0,-0.025081318961668472,-0.0,1.0,-0.3794406531028764,-0.1899515275208878,0.0
2019-07-22,-0.0,-0.023914672448703028,-0.0,1.0,-0.3789040702772508,-0.19147681073928224,0.0
2019-07-23,-0.0,-0.025097263856113272,-0.0,1.0,-0.3785158492250781,-0.1908922762931309,0.0
2019-07-24,-0.0,-0.026268418956591,-0.0,1.0,-0.38008761449621664,-0.1866188769414576,0.0
2019-07-25,-0.0,-0.02698827427988784,-0.0,1.0,-0.37941307672699465,-0.18675121080805507,0.0
2019-07-26,-0.0,-0.027378943682149565,-0.0,1.0,-0.37900735411161696,-0.1854127534939989,0.0
2019-07-29,-0.0,-0.01207764198418404,-0.0,1.0,-0.3816758527038901,-0.20381819634156081,0.0
2019-07-30,-0.0,-0.012946328676917175,-0.0,1.0,-0.38121343860882906,-0.20415241504970752,0.0
2019-07-31,-0.0,-0.00907693785419268,-0.0,1.0,-0.38364870489546316,-0.2081452310056671,0.0
2019-08-01,-0.0,-0.01961223445098541,-0.0,1.0,-0.3797350908625544,-0.20034553365753774,0.0
2019-08-02,-0.0,-0.01555232325815578,-0.0,1.0,-0.38351741444623816,-0.19931908636094817,0.0
2019-08-05,-0.0,-0.013189620758483034,-0.0,1.0,-0.38243512974051896,-0.2011816367265469,0.0
2019-08-06,-0.0,-0.015498376060290732,-0.0,1.0,-0.3610506732254911,-0.2000914451486772,0.0
2019-08-07,-0.0,-0.02380128910548656,-0.0,1.0,-0.34881307970444897,-0.19946549284703663,0.0
2019-08-08,-0.0,-0.02032996611672314,-0.0,1.0,-0.3535577440704265,-0.2094271509547484,0.0
2019-08-09,-0.0,-0.013991302703724713,-0.0,1.0,-0.344457049221655,-0.2171645553664839,0.0
2019-08-12,-0.0,-0.01393656892696293,-0.0,1.0,-0.34715442033321786,-0.21366256180907686,0.0
2019-08-13,-0.0,-0.00940000314381376,-0.0,1.0,-0.34740713960105,-0.21509973749155098,0.0
2019-08-14,-0.0,-0.01334440145973969,-0.0,1.0,-0.3408930725014488,-0.21200682882516017,0.0
2019-08-15,-0.0,-0.02367752725470763,-0.0,1.0,-0.333343657086224,-0.1915262636273538,0.0
2019-08-16,-0.0,-0.022586441938282315,-0.0,1.0,-0.33360701449993807,-0.19296071384310326,0.0
2019-08-19,-0.0,-0.014310855872545387,-0.0,1.0,-0.3402649129307151,-0.18920587872051378,0.0
2019-08-20,-0.0,-0.013837254145777094,-0.0,1.0,-0.3400694176629387,-0.18869263401465483,0.0
2019-08-21,-0.0,-0.016208304444958015,-0.0,1.0,-0.3412371928202758,-0.1832678530159464,0.0
2019-08-22,-0.0,-0.017338815232287766,-0.0,1.0,-0.34171016769067303,-0.18081027394096177,0.0
2019-08-23,-0.0,-0.019266577412554053,-0.0,1.0,-0.3415816444300817,-0.17801578874474863,0.0
2019-08-26,-0.0,-0.013107757963725042,-0.0,1.0,-0.3411979881115684,-0.1698521566834324,0.0
2019-08-27,-0.0,-0.011950432346851782,-0.0,1.0,-0.3392248203629278,-0.17115759347217147,0.0
2019-08-28,-0.0,-0.008551300193241126,-0.0,1.0,-0.3435735913939228,-0.1694587726906164,0.0
2019-08-29,-0.0,-0.004530477759472817,-0.0,1.0,-0.34335529928610653,-0.17752760998230518,0.0
2019-08-30,-0.0,-0.007710323012348683,-0.0,1.0,-0.3370186751018918,-0.1760447715797798,0.0
2019-09-03,-0.0,-0.0105021232553538,-0.0,1.0,-0.3429171549900306,-0.16862757035661557,0.0
2019-09-04,-0.0,-0.0,-0.0,1.0,-0.3491711863112062,-0.17859598197234744,0.0
2019-09-05,-0.0,-0.0,-0.0,1.0,-0.3489352601509273,-0.17866854052732883,0.0
2019-09-06,-0.0,-0.0,-0.0,1.0,-0.349104917982664,-0.17964319019155214,0.0
2019-09-09,-0.0,-0.0025080009847365825,-0.0,1.0,-0.36255231413096994,-0.17359059576563268,0.0
2019-09-10,-0.0,-0.0,-0.0,1.0,-0.4108346213292117,-0.13474497681607417,0.0
2019-09-11,-0.0,-0.0,-0.005816106140080222,1.0,-0.4184819500154273,-0.11845109534094415,0.0
2019-09-12,-0.0,-0.0,-0.007601455532256075,1.0,-0.4184963611693598,-0.11576415443443935,0.0
2019-09-13,-0.0,-0.0,-0.0,1.0,-0.41948365527488857,-0.12831228330856861,0.0
2019-09-16,-0.0,-0.0,-0.005397753787760943,1.0,-0.4233270074355225,-0.12682388078275209,0.0
2019-09-17,-0.0,-0.0,-0.001363273109046179,1.0,-0.4405879311155334,-0.12502938088597082,0.0
2019-09-18,-0.0,-0.0,-0.0,1.0,-0.4354762727301278,-0.13482616751986432,0.0
2019-09-19,-0.0,-0.0,-0.0,1.0,-0.43507146222710846,-0.1355112297785456,0.0
2019-09-20,-0.0,-0.0,-0.0,1.0,-0.4499674339544711,-0.13862015282212586,0.0
2019-09-23,-0.0,-0.0,-0.0,1.0,-0.44779397720761444,-0.1438530591456039,0.0
