Date,IWF,IWM,MTUM,MUA,SPY,VLUE,VXX
2018-09-24,-0.07837735910931838,-0.2306229196386115,-0.0,1.0,-0.17552921114335843,-0.15516421532457736,0.0
2018-09-25,-0.07940462920464231,-0.23018162743426657,-0.0,1.0,-0.17521801849059077,-0.154448888597469,0.0
2018-09-26,-0.07816813461285659,-0.23008413303536218,-0.0,1.0,-0.17640002629157356,-0.15857105297752072,0.0
2018-09-27,-0.08038896828134495,-0.22630135186188996,-0.0,1.0,-0.17700684965258953,-0.1589053696677015,0.0
2018-09-28,-0.07934916591338648,-0.2277426247021119,-0.0,1.0,-0.17722080696852657,-0.15920782315720272,0.0
2018-10-01,-0.07909325700373422,-0.2289558966260343,-0.0,1.0,-0.17731826481764792,-0.15966704502459325,0.0
2018-10-02,-0.0808973599315294,-0.22272697346764106,-0.0,1.0,-0.17994930541839488,-0.16235433537428404,0.0
2018-10-03,-0.08119503277446555,-0.22401923647023944,-0.0,1.0,-0.1798148819131065,-0.1619289172897658,0.0
2018-10-04,-0.08291614518147684,-0.22147750477570646,-0.0,1.0,-0.18203675647190568,-0.16036492984651868,0.0
2018-10-05,-0.08076184851616715,-0.2198270912282429,-0.0,1.0,-0.18084879505224996,-0.1590629460111226,0.0
2018-10-08,-0.08114542797563339,-0.2206952038487431,-0.0,1.0,-0.18073001329983746,-0.15938459517593553,0.0
2018-10-09,-0.08612566307535172,-0.22313927053474347,-0.0,1.0,-0.18070244802477678,-0.15744127046884782,0.0
2018-10-10,-0.08748002833094495,-0.22246380392350645,-0.0,1.0,-0.18154864851509608,-0.15567195401162884,0.0
2018-10-11,-0.0637848222862632,-0.21311239193083573,-0.0,1.0,-0.16970861351264807,-0.15443483829650975,0.0
2018-10-12,-0.06555823978020937,-0.20766425086447826,-0.0,1.0,-0.1609903210016895,-0.14475865662450857,0.0
2018-10-15,-0.06183748365858654,-0.20964261525618613,-0.0,1.0,-0.15958670005827783,-0.14399344768385075,0.0
2018-10-16,-0.06131577703926541,-0.21047077538548772,-0.0,1.0,-0.15940842009103653,-0.1438314091761037,0.0
2018-10-17,-0.055325443786982245,-0.1986141388975397,-0.0,1.0,-0.15747430706944876,-0.14574898785425103,0.0
2018-10-18,-0.05508157927512766,-0.19812554489973846,-0.0,1.0,-0.1578963756383111,-0.14575289575289574,0.0
2018-10-19,-0.050075638294588,-0.19261523262634683,-0.0,1.0,-0.1569571794634312,-0.14399061467691643,0.0
2018-10-22,-0.05003164605813613,-0.19004615693357416,-0.0,1.0,-0.15835378749286036,-0.14527856249710555,0.0
2018-10-23,-0.051195382074670864,-0.1900572610393419,-0.0,1.0,-0.157413838341745,-0.14477319380778195,0.0
2018-10-24,-0.05049929112987733,-0.1871725328237687,-0.0,1.0,-0.1575695000924613,-0.14578068174813535,0.0
2018-10-25,-0.036630201533636456,-0.16781464307687688,-0.0,1.0,-0.16287759420159365,-0.13331532586023198,0.0
2018-10-26,-0.027483009419339455,-0.16349707881244785,-0.0,1.0,-0.16872838917372124,-0.13069333492309526,0.0
2018-10-29,-0.020984928197756273,-0.1648413533500304,-0.0,1.0,-0.16478207389184463,-0.1313780992041733,0.0
2018-10-30,-0.006894600470560204,-0.16810614408672603,-0.0,1.0,-0.16832951127259732,-0.14576942549959795,0.0
2018-10-31,-0.009774157719363198,-0.1586523509811181,-0.0,1.0,-0.1683524620510922,-0.14416882636060718,0.0
2018-11-01,-0.005266973413620156,-0.16198902220709857,-0.0,1.0,-0.16806971342338478,-0.14414641002500334,0.0
2018-11-02,-0.0038368516914992087,-0.1731360664059001,-0.0,1.0,-0.1680750052252844,-0.14789047803887612,0.0
2018-11-05,-0.0035377358490566043,-0.17391628851206115,-0.0,1.0,-0.16810962502985433,-0.14715189873417722,0.0
2018-11-06,-0.006271371190515297,-0.1763300533066551,-0.0,1.0,-0.16631079123799855,-0.14427140105418762,0.0
2018-11-07,-0.00608909782852026,-0.17634504887694946,-0.0,1.0,-0.16586821878964256,-0.14412357286769645,0.0
2018-11-08,-0.001351050404572786,-0.17556231905574937,-0.0,1.0,-0.16344740553782197,-0.14432484596540718,0.0
2018-11-09,-0.0009652366314726541,-0.17567306692802306,-0.0,1.0,-0.16404567796736017,-0.14429545150799664,0.0
2018-11-12,-0.0007269166864467125,-0.17480121053880845,-0.0,1.0,-0.16404581058628057,-0.14392950391644907,0.0
2018-11-13,-0.0,-0.16959485266034022,-0.0,1.0,-0.16020800893145695,-0.1392014572377119,0.0
2018-11-14,-0.0,-0.1694813116392551,-0.0,1.0,-0.16098593412407955,-0.13932125167188442,0.0
2018-11-15,-0.0,-0.16945588235294115,-0.0,1.0,-0.1606470588235294,-0.1404705882352941,0.0
2018-11-16,-0.0,-0.16742061510442674,-0.0,1.0,-0.16001821226096408,-0.14129189554387098,0.0
2018-11-19,-0.0,-0.16740346909101592,-0.0,1.0,-0.15998648787580597,-0.1413191945599013,0.0
2018-11-20,-0.0,-0.164639946149231,-0.0,1.0,-0.15768909960928923,-0.14102170127456573,0.0
2018-11-21,-0.0,-0.1626056471204341,-0.0,1.0,-0.15651048106716323,-0.13557744061213506,0.0
2018-11-23,-0.0,-0.16201946153510496,-0.0,1.0,-0.1568268097918576,-0.135692571744411,0.0
2018-11-26,-0.0,-0.1625587110471288,-0.0,1.0,-0.15634951795140253,-0.13523535313876892,0.0
2018-11-27,-0.0,-0.16591842442262683,-0.0,1.0,-0.16431399679114472,-0.1417195342744013,0.0
2018-11-28,-0.0,-0.16916595468874288,-0.0,1.0,-0.16290545915210794,-0.140986359485019,0.0
2018-11-29,-0.0,-0.16398144489807864,-0.0,1.0,-0.15887440186136353,-0.14046563355137043,0.0
2018-11-30,-0.0,-0.16523331624056847,-0.0,1.0,-0.16121895831807193,-0.13864185773935978,0.0
2018-12-03,-0.0,-0.16518975290378335,-0.0,1.0,-0.1610446296486166,-0.138473481464122,0.0
2018-12-04,-0.0,-0.16498089787315015,-0.0,1.0,-0.16063351727974004,-0.1381354567677152,0.0
2018-12-06,-0.0,-0.13678941723274937,-0.0,1.0,-0.1654486950303897,-0.12785126921701823,0.0
2018-12-07,-0.0,-0.13667171904938943,-0.0,1.0,-0.1652415134269454,-0.12800640603998056,0.0
2018-12-10,-0.0,-0.13587310579238068,-0.0,1.0,-0.16169097861492707,-0.11866591134400228,0.0
2018-12-11,-0.0,-0.1404135635053884,-0.0,1.0,-0.18265960652632485,-0.1119147043207485,0.0
2018-12-12,-0.0,-0.1410261936577726,-0.0,1.0,-0.18456255298360563,-0.11126916390074285,0.0
2018-12-13,-0.0,-0.1385923204380088,-0.0,1.0,-0.19149917152942872,-0.1107268928751531,0.0
2018-12-14,-0.0,-0.15541002692279704,-0.0,1.0,-0.18639307283708068,-0.11348322782507457,0.0
2018-12-17,-0.0,-0.16142295052977496,-0.0,1.0,-0.2016239555549006,-0.11059697313547208,0.0
2018-12-18,-0.0,-0.1577581276670626,-0.0,1.0,-0.19917000278620972,-0.10949804232105934,0.0
2018-12-19,-0.0,-0.1578368388629763,-0.0,1.0,-0.19919915515268852,-0.10972747807210537,0.0
2018-12-20,-0.0,-0.15210147892675513,-0.0,1.0,-0.20177412755012566,-0.10751446776173496,0.0
2018-12-21,-0.0,-0.15197289988659823,-0.0,1.0,-0.20280015120234945,-0.09909569364077811,0.0
2018-12-24,-0.0,-0.14480266011276566,-0.0,1.0,-0.19894462917449762,-0.10198062743964148,0.0
2018-12-26,-0.0,-0.14445438282647585,-0.0,1.0,-0.19767441860465118,-0.10053955796641469,0.0
2018-12-27,-0.0,-0.13348952746570314,-0.0,1.0,-0.17605713317902105,-0.10186021566081409,0.0
2018-12-28,-0.0,-0.1330498177399757,-0.0,1.0,-0.1769193817287858,-0.10288507728390178,0.0
2018-12-31,-0.0,-0.1357893694381959,-0.0,1.0,-0.17656296422053394,-0.10241500785195874,0.0
2019-01-02,-0.0,-0.13593442530118774,-0.0,1.0,-0.1751914718915016,-0.10456276455681865,0.0
2019-01-03,-0.0,-0.1437668381092334,-0.0,1.0,-0.16745184480845976,-0.12948956217314259,0.0
2019-01-04,-0.0,-0.1586795392657959,-0.0,1.0,-0.15238885733840085,-0.1451079754779899,0.0
2019-01-07,-0.0,-0.15098767565077173,-0.0,1.0,-0.1493751439760424,-0.13939760423865472,0.0
2019-01-08,-0.0,-0.160705735552299,-0.0,1.0,-0.1469073286806634,-0.14332351532914497,0.0
2019-01-09,-0.0,-0.16073190550815486,-0.0,1.0,-0.1469470079517093,-0.1433629345870335,0.0
2019-01-10,-0.0,-0.15879410139321135,-0.0,1.0,-0.15214798871469706,-0.14333498153049648,0.0
2019-01-11,-0.0,-0.14776857101322868,-0.0,1.0,-0.15385957261229832,-0.15205698502689347,0.0
2019-01-14,-0.0,-0.14684211288197913,-0.0,1.0,-0.15090980153732572,-0.14982411951187735,0.0
2019-01-15,-0.0,-0.1497356495468278,-0.0,1.0,-0.151652916569835,-0.1510864513130374,0.0
2019-01-16,-0.0,-0.1489303027664083,-0.0,1.0,-0.14625968823478183,-0.15621643589073703,0.0
2019-01-17,-0.0,-0.1553741218397184,-0.0,1.0,-0.14718039347422845,-0.15798852001694247,0.0
2019-01-18,-0.0,-0.15564633790487306,-0.0,1.0,-0.14776772687481762,-0.15558797782316894,0.0
2019-01-22,-0.0,-0.13963255311290168,-0.0,1.0,-0.10967318294367913,-0.1187020342275544,0.0
2019-01-23,-0.0,-0.13630165007500342,-0.0,1.0,-0.11200054547933996,-0.11539615437065322,0.0
2019-01-24,-0.0,-0.13301432797567925,-0.0,1.0,-0.11732308153722411,-0.11293334969258244,0.0
2019-01-25,-0.0,-0.11621563225841301,-0.0,1.0,-0.1291659914654567,-0.1050207961972668,0.0
2019-01-28,-0.0,-0.10893752788330247,-0.0,1.0,-0.140220903351404,-0.1027592640160067,0.0
2019-01-29,-0.0,-0.10496061604370874,-0.0,1.0,-0.13766082347039765,-0.11310855330052468,0.0
2019-01-30,-0.0,-0.10583065467713716,-0.0,1.0,-0.1386391070241825,-0.1118118566139073,0.0
2019-01-31,-0.0,-0.11149116377555177,-0.0,1.0,-0.11590248934495209,-0.129923718000923,0.0
2019-02-01,-0.0,-0.11239730126775123,-0.0,1.0,-0.11831438054301104,-0.12953642744436583,0.0
2019-02-04,-0.0,-0.11315055762081785,-0.0,1.0,-0.11455827684233545,-0.13900885633063634,0.0
2019-02-05,-0.0,-0.10826136860515959,-0.0,1.0,-0.11270222999562744,-0.1454689549628334,0.0
2019-02-06,-0.0,-0.11016520681597683,-0.0,1.0,-0.11459258550716717,-0.1417171123652314,0.0
2019-02-07,-0.0,-0.10858251260125398,-0.0,1.0,-0.1147431256573825,-0.1426639529006789,0.0
2019-02-08,-0.0,-0.11065579350060584,-0.0,1.0,-0.11454943977781712,-0.13620954896328263,0.0
2019-02-11,-0.0,-0.1096830529518508,-0.0,1.0,-0.1204344207495941,-0.13425565879415496,0.0
2019-02-12,-0.0,-0.10757652329504323,-0.0,1.0,-0.12318850477374238,-0.13512627538825073,0.0
