Date,IWF,IWM,MTUM,SPY,VLUE,VXX,XPER
2018-09-24,-0.6518324607329843,-1.3290877970197343,-0.16215263793797827,-0.9419552960128875,-0.949204591220298,0.0,1.0
2018-09-25,-0.653511671667599,-1.3500991710318873,-0.1529776738035905,-0.9597721609113563,-0.9693332655240807,0.0,1.0
2018-09-26,-0.6532532939919622,-1.3501551610113447,-0.15165081141578063,-0.9605738413796612,-0.971613165793356,0.0,1.0
2018-09-27,-0.6531393568147015,-1.3616130678917815,-0.1503318019397652,-0.9642674834099031,-0.9752935171005616,0.0,1.0
2018-09-28,-0.6538520447235411,-1.361004748047174,-0.15086536988819116,-0.9643641190585593,-0.975340787256854,0.0,1.0
2018-10-01,-0.6572356215213359,-1.3817769532055248,-0.1533704390847248,-0.9740259740259741,-0.9871675943104515,0.0,1.0
2018-10-02,-0.6591424448567307,-1.3660070088641518,-0.1593485879200165,-0.9777880849309422,-0.9912904555761699,0.0,1.0
2018-10-03,-0.6585127201565558,-1.3594602945720466,-0.15887321042331856,-0.9789885673086827,-0.9940776599031826,0.0,1.0
2018-10-04,-0.658285243198681,-1.3609336356141797,-0.15962489694971146,-0.9783594394064303,-0.9953112118713933,0.0,1.0
2018-10-05,-0.6390243902439025,-1.3530166880616175,-0.13766367137355584,-0.9921951219512195,-1.0128883183568678,0.0,1.0
2018-10-08,-0.6394369091656391,-1.354603370324702,-0.1373304562268804,-0.992653103164817,-1.013666255651459,0.0,1.0
2018-10-09,-0.6375128468653649,-1.3557040082219938,-0.13206577595066804,-0.9956320657759508,-1.017780061664954,0.0,1.0
2018-10-10,-0.6384836655023628,-1.3542736798849395,-0.13314156564618862,-0.9959934251078693,-1.014793507294021,0.0,1.0
2018-10-11,-0.5612341851277691,-1.3703555533329999,-0.01550232534880232,-0.9915487323098465,-1.0622093313997099,0.0,1.0
2018-10-12,-0.565819292541137,-1.3590008867868755,-0.005813380628633363,-0.9636910040398069,-1.0322199231451374,0.0,1.0
2018-10-15,-0.5289719626168224,-1.3976881455976389,-0.0,-0.9574520413182488,-1.0347761928184949,0.0,1.0
2018-10-16,-0.5240531234628627,-1.4056566650270537,-0.0,-0.9558780127889818,-1.0332021642892277,0.0,1.0
2018-10-17,-0.5035080079353559,-1.364977984226061,-0.0,-0.9413557845841196,-1.0287898582280932,0.0,1.0
2018-10-18,-0.5030335388050284,-1.36431587632869,-0.0,-0.9521914284327525,-1.034072707858079,0.0,1.0
2018-10-19,-0.4857583497999904,-1.354812280109885,-0.0,-0.9486722251674778,-1.0303147139621187,0.0,1.0
2018-10-22,-0.493098084961602,-1.3844172256245748,-0.0,-0.9506172839506173,-1.0324195586662777,0.0,1.0
2018-10-23,-0.5010947306962488,-1.386610227217438,-0.0,-0.9467717608135067,-1.0309930423782416,0.0,1.0
2018-10-24,-0.49810458786936235,-1.3818526438569207,-0.0,-0.9468312597200622,-1.0332426127527217,0.0,1.0
2018-10-25,-0.45324888576120104,-1.3170068027210886,-0.0,-0.9355852685901946,-0.9857377433732113,0.0,1.0
2018-10-26,-0.42841910060268895,-1.2962911451089476,-0.0,-0.9399629114510896,-0.9713490959666203,0.0,1.0
2018-10-29,-0.3952897714153775,-1.3142923112445162,-0.0,-0.9260217039944586,-0.9822673747402448,0.0,1.0
2018-10-30,-0.38005079658277535,-1.3151235280535674,-0.0,-0.9272685292080352,-0.9954283075502194,0.0,1.0
2018-10-31,-0.38254972046558516,-1.2921363761341764,-0.0,-0.920997158830538,-0.9868939602236275,0.0,1.0
2018-11-01,-0.36747483989021046,-1.3021957913998172,-0.0,-0.9189387008234219,-0.9859560841720038,0.0,1.0
2018-11-02,-0.37068482925919016,-1.3532375443179698,-0.0,-0.931097219630528,-1.0100765068109723,0.0,1.0
2018-11-05,-0.36411166090934555,-1.3743814769862759,-0.0,-0.9339464102324713,-0.9956586686583886,0.0,1.0
2018-11-06,-0.3770062233868326,-1.3877684712928735,-0.0,-0.9291095409667305,-0.9853071919891442,0.0,1.0
2018-11-07,-0.3761657059843479,-1.3924738741271852,-0.0,-0.9297061717981162,-0.987909461549276,0.0,1.0
2018-11-08,-0.3224463057414253,-1.413972205324973,-0.0,-0.9267699218567217,-1.0160029947124607,0.0,1.0
2018-11-09,-0.3263066705168929,-1.4562518047935318,-0.0,-0.9782462219655405,-1.0519299258831456,0.0,1.0
