Date,CXP,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.2823362616775108,-0.5104686194587205,-0.003595027722220816,-0.43107420441023825,-0.30421023317046003,0.0
2018-09-25,1.0,-0.2816326530612245,-0.5124857396374699,-0.0017492711370262388,-0.43280517175814426,-0.30652807706933705,0.0
2018-09-26,1.0,-0.28142194274702703,-0.5123608610765993,-0.0010395801110575824,-0.43312457212403965,-0.30758893481072036,0.0
2018-09-27,1.0,-0.2800122420872759,-0.5238083093167385,-0.0,-0.4360223418092785,-0.3105919559284858,0.0
2018-09-28,1.0,-0.28328988396462707,-0.5233093083882839,-0.0,-0.4374329090630271,-0.311838675049839,0.0
2018-10-01,1.0,-0.28354019673482,-0.5335015707884843,-0.0,-0.440979553999073,-0.31704176752330426,0.0
2018-10-02,1.0,-0.2835432604383999,-0.534734564562244,-0.0,-0.4406408572238106,-0.3168997759060351,0.0
2018-10-03,1.0,-0.2833599423185868,-0.5328063037544419,-0.0,-0.4410310552608539,-0.3178657877117989,0.0
2018-10-04,1.0,-0.28850616201722273,-0.527071623781777,-0.0,-0.4480740473366679,-0.31459805084308773,0.0
2018-10-05,1.0,-0.2890751966980524,-0.5300141880562363,-0.0,-0.44826518766928936,-0.31229201599380885,0.0
2018-10-08,1.0,-0.2877234557725001,-0.5282056565864716,-0.0,-0.4486373705630828,-0.3112925660707846,0.0
2018-10-09,1.0,-0.28167704270104105,-0.5298493968122755,-0.0,-0.4533595102167342,-0.3183591227299734,0.0
2018-10-10,1.0,-0.2803820567908265,-0.5325498925788833,-0.0,-0.4537571506225248,-0.3217715424636968,0.0
2018-10-11,1.0,-0.24116104302214153,-0.5221919604579613,-0.0,-0.438291219044737,-0.3201694658798608,0.0
2018-10-12,1.0,-0.2363276291067892,-0.5296044279693292,-0.0,-0.44683390037069015,-0.3262072817752501,0.0
2018-10-15,1.0,-0.22066869300911857,-0.5432370820668693,-0.0,-0.4434903748733536,-0.32550658561296864,0.0
2018-10-16,1.0,-0.2130418202618533,-0.5602898182280412,-0.0,-0.44352357950934285,-0.3254099402567688,0.0
2018-10-17,1.0,-0.2015455252527787,-0.5384750482976642,-0.0,-0.440148530998319,-0.3288004616504002,0.0
2018-10-18,1.0,-0.20126937935878783,-0.5380312076664493,-0.0,-0.4405699663840249,-0.32875921930660784,0.0
2018-10-19,1.0,-0.19000896503635822,-0.5296095228608427,-0.0,-0.4431218248829565,-0.32754756449845607,0.0
2018-10-22,1.0,-0.18995692981800982,-0.5249334030422984,-0.0,-0.44511663803619883,-0.3295989244902532,0.0
2018-10-23,1.0,-0.1840612449799197,-0.53125,-0.0,-0.45665160642570285,-0.33807730923694784,0.0
2018-10-24,1.0,-0.18278006218032297,-0.5280312907431552,-0.0,-0.4572761006920068,-0.33915855982348814,0.0
2018-10-25,1.0,-0.15231430325352976,-0.49750767341927565,-0.0,-0.4844935543278085,-0.32117863720073664,0.0
2018-10-26,1.0,-0.14673661095522753,-0.49144809076491397,-0.0,-0.48454312553373186,-0.31718921556667073,0.0
2018-10-29,1.0,-0.13961970529591985,-0.49311870835967514,-0.0,-0.4819092544862131,-0.3169041482273987,0.0
2018-10-30,1.0,-0.11520850167731826,-0.5003550527681873,-0.0,-0.489458605744509,-0.3436176204118613,0.0
2018-10-31,1.0,-0.11692899956142487,-0.4913503240582818,-0.0,-0.4875737049851372,-0.3406754056819843,0.0
2018-11-01,1.0,-0.10165116165798062,-0.5041157274365593,-0.0,-0.48782329160781257,-0.3417514977351323,0.0
2018-11-02,1.0,-0.11034885418187126,-0.47489417603269596,-0.0,-0.5059115457597432,-0.3416046319272126,0.0
2018-11-05,1.0,-0.11257309941520467,-0.47039473684210525,-0.0,-0.5065302144249513,-0.3471734892787524,0.0
2018-11-06,1.0,-0.11030308946263849,-0.46912977695348723,-0.0,-0.5095173019669091,-0.3513836692859584,0.0
2018-11-07,1.0,-0.11205011669328091,-0.4732342464070753,-0.0,-0.5157597346763296,-0.3556565532489866,0.0
2018-11-08,1.0,-0.09018192459640052,-0.47602789835633813,-0.0,-0.5103887236014242,-0.3620689655172414,0.0
2018-11-09,1.0,-0.09053879362911291,-0.47608478255567205,-0.0,-0.510231956876997,-0.36222834703285445,0.0
2018-11-12,1.0,-0.09026832587983667,-0.46283783783783783,-0.0,-0.5169648065331519,-0.360417071748007,0.0
2018-11-13,1.0,-0.07831543381199468,-0.4597321105345722,-0.0,-0.5185953903704598,-0.3567756727404368,0.0
2018-11-14,1.0,-0.07911377129893324,-0.4591881063860598,-0.0,-0.518728580392914,-0.35647053144760343,0.0
2018-11-15,1.0,-0.07845506840044474,-0.459926523903901,-0.0,-0.5192149659206265,-0.3593561173683956,0.0
2018-11-16,1.0,-0.07456055630674137,-0.45226482518833305,-0.0,-0.5202095808383234,-0.36746667954413753,0.0
2018-11-19,1.0,-0.07566393046837276,-0.45188314823756637,-0.0,-0.5195316272332207,-0.36721390632544665,0.0
2018-11-20,1.0,-0.050770560276537514,-0.446468865524029,-0.0,-0.5235488981708195,-0.3797109798838158,0.0
2018-11-21,1.0,-0.053262190038350685,-0.44205712107858314,-0.0,-0.5223315309306591,-0.3643791238893785,0.0
2018-11-23,1.0,-0.05420582986317668,-0.4344080904223676,-0.0,-0.525639500297442,-0.3652825698988697,0.0
2018-11-26,1.0,-0.05359946709806348,-0.4378836180235048,-0.0,-0.5240281676737879,-0.36353903982490365,0.0
2018-11-27,1.0,-0.044765497117642876,-0.44404905937892913,-0.0,-0.5225962564941997,-0.36092330320499133,0.0
2018-11-28,1.0,-0.043828201049407635,-0.44982074598162347,-0.0,-0.5205726631686413,-0.36002754101474393,0.0
2018-11-29,1.0,-0.027594156531558025,-0.4426827260109623,-0.0,-0.5188077818814839,-0.36335834764402825,0.0
2018-11-30,1.0,-0.02715166345113171,-0.4428026916380406,-0.0,-0.5189167568585008,-0.3639828713942873,0.0
2018-12-03,1.0,-0.028533025208102435,-0.4437474945174145,-0.0,-0.5203622043530549,-0.365458532789398,0.0
2018-12-04,1.0,-0.02422845314264208,-0.4453330824237862,-0.0,-0.5184653744824991,-0.3642500940910801,0.0
2018-12-06,1.0,-0.019851116625310174,-0.40862512636706183,-0.0,-0.5218729896149251,-0.3472566859663634,0.0
2018-12-07,1.0,-0.031312874355357186,-0.4119469947503527,-0.0,-0.5270692167156171,-0.34226775513979785,0.0
2018-12-10,1.0,-0.02028965548899447,-0.4123115058872133,-0.0,-0.5279441804953062,-0.33466455507356146,0.0
2018-12-11,1.0,-0.0023830456711859704,-0.4243903567627597,-0.0,-0.5295451390495581,-0.3573180324834575,0.0
2018-12-12,1.0,-0.0024987853126952177,-0.4243770389394045,-0.0,-0.5294185696767775,-0.35739571041854656,0.0
2018-12-13,1.0,-0.0005816523580186594,-0.42207021707265996,-0.0,-0.545264186501012,-0.3586701100486261,0.0
2018-12-14,1.0,-0.0017677296304049498,-0.4195566720163748,-0.0,-0.546065638592329,-0.358546740167004,0.0
2018-12-17,1.0,-0.0,-0.4172947151172228,-0.0,-0.5311318785798762,-0.3705215314333418,0.0
2018-12-18,1.0,-0.0,-0.4370165353771911,-0.0,-0.5495233364085823,-0.37903626428216597,0.0
2018-12-19,1.0,-0.0,-0.43724859211584877,-0.0,-0.5498083384600824,-0.37911125834082626,0.0
2018-12-20,1.0,-0.0,-0.434983934983935,-0.0,-0.5494944244944245,-0.3780240030240031,0.0
2018-12-21,1.0,-0.0,-0.43492236061544276,-0.0,-0.5502115289168302,-0.3783176951620146,0.0
2018-12-24,1.0,-0.0,-0.41271260203721566,-0.0,-0.5427086028840951,-0.39702180714672186,0.0
2018-12-26,1.0,-0.0,-0.4127397196042576,-0.0,-0.53828480330098,-0.3934214845032119,0.0
2018-12-27,1.0,-0.0,-0.39294042339170593,-0.0,-0.5013716793928032,-0.3917973572310366,0.0
2018-12-28,1.0,-0.0,-0.3924754559809598,-0.0,-0.502666086916722,-0.39334508089800213,0.0
2018-12-31,1.0,-0.0,-0.3938471398814293,-0.0,-0.5022546753038661,-0.3929086455925104,0.0
2019-01-02,1.0,-0.0,-0.3947151304028968,-0.0,-0.5039189622771233,-0.39315671265526886,0.0
2019-01-03,1.0,-0.0,-0.4013005646579654,-0.0,-0.5388318059798204,-0.37403961862445617,0.0
2019-01-04,1.0,-0.0,-0.4059259941938159,-0.0,-0.5197225934288742,-0.3784157412100825,0.0
2019-01-07,1.0,-0.0,-0.3900788152724465,-0.0,-0.5144570377268495,-0.36677493356349516,0.0
2019-01-08,1.0,-0.0,-0.3852120662281696,-0.0,-0.5172601496938082,-0.36561578589249266,0.0
2019-01-09,1.0,-0.0,-0.3986386166883666,-0.0,-0.5219625848009319,-0.3636218278169899,0.0
2019-01-10,1.0,-0.0,-0.39623201644211004,-0.0,-0.5247773464261247,-0.3626170358529344,0.0
2019-01-11,1.0,-0.0,-0.39085353292590813,-0.0,-0.5279589828103184,-0.37011604751768185,0.0
2019-01-14,1.0,-0.0,-0.3923230194901862,-0.0,-0.5293726954171725,-0.36857293360511184,0.0
2019-01-15,1.0,-0.0,-0.3904332295292178,-0.0,-0.5293551932588386,-0.3700082432679978,0.0
2019-01-16,1.0,-0.0,-0.39335908041774265,-0.0,-0.5210813775451907,-0.37082657281930576,0.0
