Date,GFF,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.5235253614872619,-1.3716777599265548,-0.006610052788616021,-0.8519164562772551,-0.836584806059215,0.0
2018-09-25,1.0,-0.5249128280418426,-1.3696549825656086,-0.009267755551477337,-0.8501559919251239,-0.834006239677005,0.0
2018-09-26,1.0,-0.525695145452877,-1.3706524731577499,-0.01096632100578141,-0.8497292832889786,-0.8313297237771864,0.0
2018-09-27,1.0,-0.5253598197452523,-1.377569319906194,-0.010208304593737068,-0.8517496666206833,-0.8334023083643721,0.0
2018-09-28,1.0,-0.5214803193207512,-1.3881685201421252,-0.011766877393752019,-0.8556134926860781,-0.8374786581145309,0.0
2018-10-01,1.0,-0.5219417654930553,-1.3872917724147478,-0.012043745097134418,-0.8557519265377693,-0.83738636888007,0.0
2018-10-02,1.0,-0.5256147540983607,-1.4327961997019374,-0.002747764530551416,-0.8580476900149031,-0.838021609538003,0.0
2018-10-03,1.0,-0.5249685856564434,-1.4239772885931028,-0.0019081304975101224,-0.8604272350723693,-0.8426955833759948,0.0
2018-10-04,1.0,-0.5310269344246693,-1.4731131626534693,-0.003235937946131151,-0.872465975064243,-0.878890263633768,0.0
2018-10-05,1.0,-0.524984548091095,-1.478105833689916,-0.0,-0.8724860932819856,-0.8788570341843769,0.0
2018-10-08,1.0,-0.5199544440753571,-1.47269017225834,-0.0,-0.8758601053480758,-0.8769040952878091,0.0
2018-10-09,1.0,-0.5135661677358042,-1.4740318365407459,-0.0,-0.8802090757899739,-0.8839154193395106,0.0
2018-10-10,1.0,-0.5152479574387231,-1.4729241877256318,-0.0,-0.8811514345430362,-0.8807714231426942,0.0
2018-10-11,1.0,-0.39547473625763463,-1.4772811401073478,-0.0,-0.848139922265408,-0.906163242642976,0.0
2018-10-12,1.0,-0.40537207071399206,-1.4742588278287883,-0.0,-0.8170024210862913,-0.8714540222009045,0.0
2018-10-15,1.0,-0.3565603811618105,-1.5328935312442735,-0.0,-0.8128550485614807,-0.8789628000733003,0.0
2018-10-16,1.0,-0.3506118520555479,-1.5435629497227186,-0.0,-0.8114487373390166,-0.8775379256611211,0.0
2018-10-17,1.0,-0.3167693483833251,-1.4861716958222781,-0.0,-0.8037055358186805,-0.8903629086657372,0.0
2018-10-18,1.0,-0.3205834537572254,-1.496613078034682,-0.0,-0.8041455924855492,-0.8945538294797687,0.0
2018-10-19,1.0,-0.3003223495702006,-1.4875537249283668,-0.0,-0.799650787965616,-0.8895505014326648,0.0
2018-10-22,1.0,-0.300550360195087,-1.4788581144570228,-0.0,-0.8027652243948274,-0.8922546870106045,0.0
2018-10-23,1.0,-0.30569229392284974,-1.4795041618186702,-0.0,-0.7993376890718698,-0.8905844446433366,0.0
2018-10-24,1.0,-0.30225698324022343,-1.4768715083798882,-0.0,-0.7986592178770949,-0.8914860335195531,0.0
2018-10-25,1.0,-0.2584966616411803,-1.416196424725393,-0.0,-0.7878096058582813,-0.8450139995692441,0.0
2018-10-26,1.0,-0.23310479921645444,-1.3968828514244347,-0.0,-0.7960226546863689,-0.8324319720648979,0.0
2018-10-29,1.0,-0.21300296484540449,-1.4040660736975858,-0.0,-0.7850063532401524,-0.833418043202033,0.0
2018-10-30,1.0,-0.2240003395874013,-1.4063587740894812,-0.0,-0.7871211478054164,-0.8273622548603446,0.0
2018-10-31,1.0,-0.2437657727019975,-1.3817100816972496,-0.0,-0.8114547243252491,-0.8404123358569656,0.0
2018-11-01,1.0,-0.19890361289765618,-1.4360512798377,-0.0,-0.8255708550956102,-0.8559589070660855,0.0
2018-11-02,1.0,-0.20037962124153402,-1.4330270480134593,-0.0,-0.8252879513394591,-0.8551831241102628,0.0
2018-11-05,1.0,-0.19196119196119196,-1.4677754677754677,-0.0,-0.8338097713097713,-0.8377079002079002,0.0
2018-11-06,1.0,-0.19855329839303504,-1.4726469441677135,-0.0,-0.8294278165201195,-0.830770563520596,0.0
2018-11-07,1.0,-0.20126251632564215,-1.4781454070526774,-0.0,-0.83752720940357,-0.8365694383979103,0.0
2018-11-08,1.0,-0.14616592515048416,-1.5058012736630901,-0.0,-0.8396144115850999,-0.8702782866614325,0.0
2018-11-09,1.0,-0.1500372137822337,-1.5102228448841994,-0.0,-0.8425200297710258,-0.8753119390569589,0.0
2018-11-12,1.0,-0.14893153074574791,-1.485695595290013,-0.0,-0.8544265154819015,-0.8720453554295682,0.0
2018-11-13,1.0,-0.12384904681623653,-1.4849349414256687,-0.0,-0.849695240565426,-0.8643496303981325,0.0
2018-11-14,1.0,-0.1260489661735444,-1.4843412059866772,-0.0,-0.8509386625140584,-0.8643481270006056,0.0
2018-11-15,1.0,-0.12436756756756756,-1.4854054054054056,-0.0,-0.8510702702702703,-0.863481081081081,0.0
2018-11-16,1.0,-0.11631883549631708,-1.482637670992634,-0.0,-0.8779375657663977,-0.9074886004910557,0.0
2018-11-19,1.0,-0.10765637878926641,-1.5486308269988094,-0.0,-0.9551698873523217,-0.9677168238849712,0.0
2018-11-20,1.0,-0.07481693728112065,-1.5423659435120751,-0.0,-0.9534725064811024,-0.9774866966844044,0.0
2018-11-21,1.0,-0.09380982769623485,-1.5546540249794876,-0.0,-0.973880937186617,-0.935955875649558,0.0
2018-11-23,1.0,-0.09456135556162885,-1.5504236130090188,-0.0,-0.9743554705292884,-0.9356381525006833,0.0
2018-11-26,1.0,-0.0983832445342642,-1.550936983281279,-0.0,-0.9920080837773287,-0.9517269887929451,0.0
2018-11-27,1.0,-0.08675611537057319,-1.5515242789339174,-0.0,-0.982749178532311,-0.9426798101496896,0.0
2018-11-28,1.0,-0.08776013143483023,-1.5500638919313618,-0.0,-0.9829773640014603,-0.9429079956188389,0.0
2018-11-29,1.0,-0.07167682238772285,-1.5322049198826448,-0.0,-0.9715188445046264,-0.9382532159783344,0.0
2018-11-30,1.0,-0.07026439695762406,-1.5363545816733069,-0.0,-0.9742846794639624,-0.9463962332488229,0.0
2018-12-03,1.0,-0.06740556435195658,-1.536892105858403,-0.0,-0.9739425469350826,-0.9456231621805021,0.0
2018-12-04,1.0,-0.05603895225643569,-1.541679816058789,-0.0,-0.9681709571254677,-0.9424282043190118,0.0
2018-12-06,1.0,-0.04545055331108379,-1.488670296855788,-0.0,-0.9493676444756718,-0.9078693131916389,0.0
2018-12-07,1.0,-0.06782292405961675,-1.4991572036905607,-0.0,-0.9643807665010645,-0.9044535131298793,0.0
2018-12-10,1.0,-0.03906695312842548,-1.5021265400973387,-0.0,-0.9588284298680231,-0.8845968343052573,0.0
2018-12-11,1.0,-0.01511735844052513,-1.5211952437784557,-0.0,-0.9641957300092826,-0.9197719135393184,0.0
2018-12-12,1.0,-0.014106305828247989,-1.5218006544618377,-0.0,-0.9642257008932519,-0.921906783408508,0.0
2018-12-13,1.0,-0.013438245955264787,-1.5151180266996729,-0.0,-0.9726372557687207,-0.9192821147555477,0.0
2018-12-14,1.0,-0.02010605391073796,-1.4972602739726029,-0.0,-0.982235969951392,-0.9193106495802033,0.0
2018-12-17,1.0,-0.0,-1.504513274336283,-0.0,-0.9607964601769912,-0.9594690265486726,0.0
2018-12-18,1.0,-0.0,-1.490431469832551,-0.0,-0.9625675555949322,-0.9768760520953309,0.0
2018-12-19,1.0,-0.0,-1.4902542748294498,-0.0,-0.9625675555949322,-0.9770532470984319,0.0
2018-12-20,1.0,-0.0,-1.4682606202302706,-0.0,-0.9735321363977237,-0.9694737306453747,0.0
2018-12-21,1.0,-0.0,-1.468630803630146,-0.0,-0.9722916392652023,-0.9433118505852953,0.0
2018-12-24,1.0,-0.0,-1.4480372530246324,-0.0,-0.9565671511880929,-0.9473844546957959,0.0
2018-12-26,1.0,-0.0,-1.456744426271843,-0.0,-0.9217095635706293,-0.9256262374106913,0.0
2018-12-27,1.0,-0.0,-1.3908491343775762,-0.0,-0.8082440230832646,-0.9228771640560594,0.0
2018-12-28,1.0,-0.0,-1.4066793577222314,-0.0,-0.8103790763118689,-0.9212878662473101,0.0
2018-12-31,1.0,-0.0,-1.4223008113168296,-0.0,-0.8143540669856458,-0.9239442479717078,0.0
2019-01-02,1.0,-0.0,-1.4219828661731682,-0.0,-0.8131082092655743,-0.923604757548033,0.0
2019-01-03,1.0,-0.0,-1.4325922818791945,-0.0,-0.8060402684563758,-0.955998322147651,0.0
2019-01-04,1.0,-0.0,-1.4346938775510203,-0.0,-0.775052061640983,-0.9551853394418991,0.0
2019-01-07,1.0,-0.0,-1.3965439947833882,-0.0,-0.7544932143293801,-0.9243998858866201,0.0
2019-01-08,1.0,-0.0,-1.3774651323547351,-0.0,-0.767576139551905,-0.9211564266254625,0.0
2019-01-09,1.0,-0.0,-1.3738116519054198,-0.0,-0.7667587551799789,-0.9221581213943284,0.0
2019-01-10,1.0,-0.0,-1.3729336745055034,-0.0,-0.7670281467040331,-0.9216116323463709,0.0
2019-01-11,1.0,-0.0,-1.362171400667372,-0.0,-0.7724424188166354,-0.9347684544640678,0.0
2019-01-14,1.0,-0.0,-1.3591385569196885,-0.0,-0.7742382836399233,-0.9454256230370763,0.0
2019-01-15,1.0,-0.0,-1.3474721858638743,-0.0,-0.7765870418848168,-0.9662549083769634,0.0
2019-01-16,1.0,-0.0,-1.3335637886859977,-0.0,-0.7683923705722071,-0.9649030054089227,0.0
2019-01-17,1.0,-0.0,-1.329479998410996,-0.0,-0.7242680649902674,-0.918762165812577,0.0
2019-01-18,1.0,-0.0,-1.316998959083994,-0.0,-0.7356473696853231,-0.9508767715589719,0.0
2019-01-22,1.0,-0.0,-1.4745817900606455,-0.0,-0.6489071594285482,-0.9466807765883837,0.0
2019-01-23,1.0,-0.0,-1.4365990117205047,-0.0,-0.6627189937517867,-0.9844815616449545,0.0
2019-01-24,1.0,-0.0,-1.413831089351285,-0.0,-0.695797633618931,-0.9703386372909016,0.0
2019-01-25,1.0,-0.0,-1.41871408345132,-0.0,-0.6900558007828766,-1.0554676438744066,0.0
2019-01-28,1.0,-0.0,-1.3949105799766004,-0.0,-0.7282717700150426,-1.0553234163463145,0.0
2019-01-29,1.0,-0.0,-1.356750229033064,-0.0,-0.7233280586324644,-1.084117598067794,0.0
2019-01-30,1.0,-0.0,-1.3552139592854175,-0.0,-0.7205234732031575,-1.0788117989198172,0.0
2019-01-31,1.0,-0.0,-1.3600730775618668,-0.0,-0.6993439627968776,-1.0927171566185019,0.0
2019-02-01,1.0,-0.0,-1.4026168553680778,-0.0,-0.8517555839464295,-1.1511079783250364,0.0
2019-02-04,1.0,-0.0,-1.391474573288756,-0.0,-0.8472637691360198,-1.1603906387471408,0.0
2019-02-05,1.0,-0.0,-1.394193605059733,-0.0,-0.8331430077301476,-1.1647926914968376,0.0
