Date,IWF,IWM,JAZZ,MTUM,SPY,VLUE,VXX
2018-09-24,-0.26665107987257797,-0.6083233480433703,1.0,-0.10848408685741007,-0.4466201011193267,-0.49244527574012925,0.0
2018-09-25,-0.2672743740321968,-0.6075028486282759,1.0,-0.10962105939755162,-0.44590527945773806,-0.4913664650714348,0.0
2018-09-26,-0.2675587238518172,-0.6078649059249738,1.0,-0.1103190370456936,-0.4456585251840599,-0.49018347551712055,0.0
2018-09-27,-0.2713622155356256,-0.6000408986006835,1.0,-0.11273407145569805,-0.44655429289240745,-0.49060792848587537,0.0
2018-09-28,-0.2738251893440945,-0.5992046085913969,1.0,-0.11264145977717344,-0.44740766733924026,-0.4911834371436091,0.0
2018-10-01,-0.2732090054747197,-0.601780015809351,1.0,-0.1130954123605703,-0.4475217378575402,-0.49205140966712535,0.0
2018-10-02,-0.2731356429829712,-0.6185848502642395,1.0,-0.10848502642395771,-0.4459483264826776,-0.4898120963006459,0.0
2018-10-03,-0.27306370605339675,-0.6090698152553823,1.0,-0.10682292125591095,-0.4507298734102858,-0.4974006520398273,0.0
2018-10-04,-0.27548443922489724,-0.604697592483852,1.0,-0.10733998825601879,-0.4538167938931298,-0.4946564885496183,0.0
2018-10-05,-0.27123311751091317,-0.6037265988925673,1.0,-0.10239357806228576,-0.4553071807341868,-0.4970263381478334,0.0
2018-10-08,-0.27021096058752964,-0.6021008280422506,1.0,-0.10076952336366561,-0.45627176171109224,-0.49659127483395266,0.0
2018-10-09,-0.2704157766919273,-0.6022178658161922,1.0,-0.10126693390291716,-0.45594990783275297,-0.49612312373818646,0.0
2018-10-10,-0.27838331467625055,-0.6048135273669947,1.0,-0.10628645495787428,-0.4645024450598008,-0.49186943969834446,0.0
2018-10-11,-0.24780878791373545,-0.6041979010494752,1.0,-0.0672356129627494,-0.45830930688501903,-0.50559335716757,0.0
2018-10-12,-0.24505757741926174,-0.608502409881959,1.0,-0.061646800773471094,-0.46160062339461455,-0.5092787670639846,0.0
2018-10-15,-0.24646260467802483,-0.6067282702858793,1.0,-0.06248917123881028,-0.4624025411492925,-0.5095870632399653,0.0
2018-10-16,-0.2515435230006667,-0.5969738253282704,1.0,-0.0720600597118757,-0.4652018899098524,-0.512884431432795,0.0
2018-10-17,-0.24141486467134468,-0.5731633968208506,1.0,-0.06232278390376629,-0.46544465129600454,-0.5217528282972934,0.0
2018-10-18,-0.2400870960348384,-0.5712239284895714,1.0,-0.06345977538391015,-0.4679979371991748,-0.5222610589044235,0.0
2018-10-19,-0.23387694588584138,-0.5664309745110339,1.0,-0.057735074414095915,-0.46972116097394084,-0.5233506300963677,0.0
2018-10-22,-0.2357100094078741,-0.5619351711948,1.0,-0.053083216922769905,-0.47358668073096327,-0.5265273541066795,0.0
2018-10-23,-0.23840757428848453,-0.5617692351565619,1.0,-0.05857525808475446,-0.46897279415958476,-0.5240403809958364,0.0
2018-10-24,-0.24106047201849262,-0.5587740075911075,1.0,-0.049656117119945206,-0.4737878485203048,-0.5305213892297594,0.0
2018-10-25,-0.22674369688981127,-0.5382954258630844,1.0,-0.047676473062792726,-0.47454917687971504,-0.5172055977788372,0.0
2018-10-26,-0.21898663697104676,-0.532043429844098,1.0,-0.03602449888641425,-0.48315701559020047,-0.5138084632516704,0.0
2018-10-29,-0.20497015132583643,-0.5451617381646535,1.0,-0.022962654449534912,-0.47896709704289875,-0.5245592114396779,0.0
2018-10-30,-0.2036702851272939,-0.5452677753407923,1.0,-0.022127210638829505,-0.4792193009245121,-0.5260279297037674,0.0
2018-10-31,-0.20563535911602213,-0.5333977900552487,1.0,-0.023535911602209945,-0.4772099447513812,-0.5226519337016575,0.0
2018-11-01,-0.2090489228131309,-0.5299648773472717,1.0,-0.02682596310738682,-0.4771979313587212,-0.5225255123205841,0.0
2018-11-02,-0.20862054646624034,-0.5324862276112172,1.0,-0.02721257924314149,-0.47681532541594,-0.5231569913905268,0.0
2018-11-05,-0.20725058807250588,-0.5359900373599004,1.0,-0.0272588902725889,-0.4769337207693372,-0.5199944651999446,0.0
2018-11-06,-0.2138704318936877,-0.541140642303433,1.0,-0.024003322259136213,-0.4744739756367663,-0.5150885935769656,0.0
2018-11-07,-0.2146656324450108,-0.5416366557704028,1.0,-0.022715939941270986,-0.4755388110144606,-0.5157072413984154,0.0
2018-11-08,-0.1536033130791948,-0.7993821921993278,1.0,-0.0,-0.681184018466343,-0.760378831596456,0.0
2018-11-09,-0.1523187814497484,-0.8012035903712771,1.0,-0.0,-0.6850945192438461,-0.761389908880729,0.0
2018-11-12,-0.15439267659516326,-0.7807760623035933,1.0,-0.0,-0.7126998223801065,-0.7678986200300587,0.0
2018-11-13,-0.11614953526517222,-0.7889898851831602,1.0,-0.0,-0.733529250956807,-0.7785333515582286,0.0
2018-11-14,-0.11894001643385374,-0.7893727745823061,1.0,-0.0,-0.7360654615173924,-0.7793412763626404,0.0
2018-11-15,-0.12116344844442895,-0.8074304270400503,1.0,-0.0,-0.7503753622682358,-0.8128077097664025,0.0
2018-11-16,-0.11909736732135394,-0.8002855550912382,1.0,-0.0,-0.7481891628360495,-0.8148418999860704,0.0
2018-11-19,-0.12244400320479326,-0.7996655867906782,1.0,-0.0,-0.746821332775978,-0.8145400076636361,0.0
2018-11-20,-0.07096550528687814,-0.7923383602010747,1.0,-0.0,-0.7570116137978853,-0.8464898595943838,0.0
2018-11-21,-0.08415841584158415,-0.7955757114172956,1.0,-0.0,-0.7681229661427681,-0.8140275566018139,0.0
2018-11-23,-0.0847774203590329,-0.791117567707793,1.0,-0.0,-0.7691190204420464,-0.8138770710110339,0.0
2018-11-26,-0.08346915421160314,-0.8044872906335611,1.0,-0.0,-0.7679717030204251,-0.8118389568956549,0.0
2018-11-27,-0.07307479988959427,-0.8076179961357991,1.0,-0.0,-0.7628001656086117,-0.8066864476952802,0.0
2018-11-28,-0.07271786022433131,-0.8115271786022432,1.0,-0.0,-0.7612424503882657,-0.8057635893011217,0.0
