Date,EAF,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-12-17,1.0,-0.0,-1.1644528779253638,-0.0,-2.0624288425047443,-2.0981657179000637,0.0
2018-12-18,1.0,-0.0,-1.1171909198924395,-0.0,-2.02857857544869,-2.1076855731348885,0.0
2018-12-19,1.0,-0.0,-1.1207372116349048,-0.0,-2.0334754262788364,-2.11453109327984,0.0
2018-12-20,1.0,-0.0,-1.0831265508684864,-0.0,-2.0365384615384614,-2.0838089330024814,0.0
2018-12-21,1.0,-0.0,-1.0940712922489688,-0.0,-2.0565166533275874,-2.00591023825648,0.0
2018-12-24,1.0,-0.0,-1.0363658477256141,-0.0,-2.0120408659693503,-2.032838725370956,0.0
2018-12-26,1.0,-0.0,-1.0643257422201025,-0.0,-1.9174317395969955,-1.9799093835698105,0.0
2018-12-27,1.0,-0.0,-1.020255566095642,-0.0,-1.6589476033703476,-1.9008983873667764,0.0
2018-12-28,1.0,-0.0,-1.044807886187969,-0.0,-1.6617564691385684,-1.8944214181695977,0.0
2018-12-31,1.0,-0.0,-1.0424065878662259,-0.0,-1.663604279872276,-1.895916195171139,0.0
2019-01-02,1.0,-0.0,-1.0389755633842197,-0.0,-1.656042051109993,-1.8968853100710175,0.0
2019-01-03,1.0,-0.0,-1.037709497206704,-0.0,-1.6698882681564247,-1.8789385474860336,0.0
2019-01-04,1.0,-0.0,-1.0571365297309268,-0.0,-1.5842653083822391,-1.895028236075739,0.0
2019-01-07,1.0,-0.0,-0.9911955763139528,-0.0,-1.5556450314060237,-1.8217104203575456,0.0
2019-01-08,1.0,-0.0,-0.9748794858061061,-0.0,-1.56486341724692,-1.8164434922335295,0.0
2019-01-09,1.0,-0.0,-0.9705583212890102,-0.0,-1.5639419731277768,-1.818532198490445,0.0
2019-01-10,1.0,-0.0,-0.9698105127930629,-0.0,-1.5641794240445346,-1.8187560218392036,0.0
2019-01-11,1.0,-0.0,-0.9682684075342466,-0.0,-1.5640517979452055,-1.8187071917808222,0.0
2019-01-14,1.0,-0.0,-0.9686446572850339,-0.0,-1.564610198512494,-1.8174327144309488,0.0
2019-01-15,1.0,-0.0,-0.9609237183941841,-0.0,-1.565136045330625,-1.8195327952103493,0.0
2019-01-16,1.0,-0.0,-0.9565869064825223,-0.0,-1.523419517156469,-1.8730260692682403,0.0
2019-01-17,1.0,-0.0,-0.9385160148076613,-0.0,-1.540372337571758,-1.886152690594989,0.0
2019-01-18,1.0,-0.0,-0.9341618899662506,-0.0,-1.5397225049552687,-1.883109230192318,0.0
2019-01-22,1.0,-0.0,-0.9398580500560328,-0.0,-1.5327392070014407,-1.8638668018570896,0.0
2019-01-23,1.0,-0.0,-0.926594784086684,-0.0,-1.533542253147076,-1.8513836511393211,0.0
2019-01-24,1.0,-0.0,-0.942039031673243,-0.0,-1.5246347445878212,-1.8655220219686466,0.0
2019-01-25,1.0,-0.0,-0.9350203731503325,-0.0,-1.591143040960755,-1.835245550075059,0.0
2019-01-28,1.0,-0.0,-0.9234390883312825,-0.0,-1.5956877641645713,-1.831041677812851,0.0
2019-01-29,1.0,-0.0,-0.9211459901096537,-0.0,-1.6178778757256502,-1.8361105138679854,0.0
2019-01-30,1.0,-0.0,-0.9191563194708019,-0.0,-1.6319470801930271,-1.871007970503714,0.0
2019-01-31,1.0,-0.0,-0.917342415396259,-0.0,-1.6018488485241649,-1.8868526327170505,0.0
2019-02-01,1.0,-0.0,-0.9134449244060474,-0.0,-1.5944924406047516,-1.8916306695464362,0.0
2019-02-04,1.0,-0.0,-0.9130458279290963,-0.0,-1.5922503242542152,-1.8989407695633378,0.0
2019-02-05,1.0,-0.0,-0.8823752300530475,-0.0,-1.5907220959185886,-1.9399155569990256,0.0
2019-02-06,1.0,-0.0,-0.8867883646606359,-0.0,-1.582579491901847,-1.9474568008233575,0.0
2019-02-07,1.0,-0.0,-0.883849617533771,-0.0,-1.5763033689578474,-1.964899907774101,0.0
2019-02-08,1.0,-0.0,-0.8900129842025535,-0.0,-1.5787708288249298,-1.9413005842891147,0.0
2019-02-11,1.0,-0.0,-0.8918524128976412,-0.0,-1.581205366803722,-1.9370807184592078,0.0
2019-02-12,1.0,-0.0,-0.8884020339716542,-0.0,-1.5835767607919506,-1.9375743806123553,0.0
2019-02-13,1.0,-0.0,-0.8865979381443299,-0.0,-1.5792626976844606,-1.9316133210989368,0.0
2019-02-14,1.0,-0.0,-0.8865856950067477,-0.0,-1.5790013495276654,-1.9324696356275302,0.0
2019-02-15,1.0,-0.0,-0.8708100179279621,-0.0,-1.6048242516433964,-1.9570815450643775,0.0
2019-02-19,1.0,-0.0,-0.8698511031409629,-0.0,-1.6049885881969352,-1.9593522443212694,0.0
2019-02-20,1.0,-0.0,-0.8700353164900843,-0.0,-1.6067916327085032,-1.9565335506655799,0.0
2019-02-21,1.0,-0.0,-0.8694990763881343,-0.0,-1.6070303162012387,-1.9565359122025425,0.0
2019-02-22,1.0,-0.0,-0.8725612738438129,-0.0,-1.6137709907070268,-1.9481006467039834,0.0
2019-02-25,1.0,-0.0,-0.8697919495898746,-0.0,-1.6131240154272366,-1.9492096257265468,0.0
2019-02-26,1.0,-0.0,-0.8700635558694118,-0.0,-1.613286979194959,-1.9487750556792873,0.0
2019-02-27,1.0,-0.0,-0.871842233932743,-0.0,-1.6123757266257401,-1.9485521812353994,0.0
2019-02-28,1.0,-0.0,-0.8803130775084248,-0.0,-1.6188172627459505,-1.936243069898902,0.0
2019-03-01,1.0,-0.0,-0.8806400696674468,-0.0,-1.616067054917542,-1.946062156425189,0.0
2019-03-04,1.0,-0.0,-0.8645526860629834,-0.0,-1.615778576876975,-1.9680723548000434,0.0
2019-03-05,1.0,-0.0,-0.8531125755677795,-0.0,-1.6301944338543652,-1.9629649801209086,0.0
2019-03-06,1.0,-0.0,-0.9183359890735262,-0.0,-1.6908149328477122,-2.0817778283633057,0.0
2019-03-07,1.0,-0.0,-0.9232434896575303,-0.0,-1.6861929454669782,-2.088893954071457,0.0
2019-03-08,1.0,-0.0,-0.935022854828444,-0.0,-1.7269571254990452,-2.124110397500434,0.0
2019-03-11,1.0,-0.0,-0.9361800613319446,-0.0,-1.7251055950934444,-2.124746861077359,0.0
2019-03-12,1.0,-0.0,-0.9218047712342976,-0.0,-1.7188544427797625,-2.1217010487495678,0.0
2019-03-13,1.0,-0.0,-0.9198570110701105,-0.0,-1.722440036900369,-2.1234432656826567,0.0
2019-03-14,1.0,-0.0,-0.9188830554433738,-0.0,-1.7251485605492412,-2.125367795534529,0.0
2019-03-15,1.0,-0.0,-0.9318023660403617,-0.0,-1.72633959638135,-2.1409765715611226,0.0
2019-03-18,1.0,-0.0,-0.9282310553231056,-0.0,-1.731462110646211,-2.1515574151557413,0.0
2019-03-19,1.0,-0.0,-0.9219812801581304,-0.0,-1.7415847915818847,-2.1501075518865185,0.0
2019-03-20,1.0,-0.0,-0.9218068716935063,-0.0,-1.7417010638916344,-2.150165688041393,0.0
2019-03-21,1.0,-0.0,-0.9196236715256402,-0.0,-1.7527150241012834,-2.1351994889366397,0.0
2019-03-22,1.0,-0.0,-0.9156779906244574,-0.0,-1.7582614734648998,-2.113432490306152,0.0
2019-03-25,1.0,-0.0,-0.8674131495836922,-0.0,-1.7684180304335344,-2.1062876830318693,0.0
2019-03-26,1.0,-0.0,-0.8936525292052714,-0.0,-1.7765437071991712,-2.084479484375899,0.0
2019-03-27,1.0,-0.0,-0.8901478115833669,-0.0,-1.7770748260194398,-2.0842583539426007,0.0
2019-03-28,1.0,-0.0,-0.8873897249610795,-0.0,-1.7872340425531916,-2.0913913394453094,0.0
2019-03-29,1.0,-0.0,-0.897101281903222,-0.0,-1.7892366324055897,-2.088058667282596,0.0
2019-04-01,1.0,-0.0,-0.9151602656656078,-0.0,-1.7950909615939936,-2.065088073924343,0.0
2019-04-02,1.0,-0.0,-0.9219037753222836,-0.0,-1.7982274401473297,-2.0349332412523022,0.0
2019-04-03,1.0,-0.0,-0.921564104042909,-0.0,-1.8235192340965456,-2.022261952823116,0.0
2019-04-04,1.0,-0.0,-0.9191418190207049,-0.0,-1.8366111079070306,-2.011534690581925,0.0
